Player,Age,Team,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards,Player-additional
Marco Belinelli,31,ATL,SG,52,1,1210,14.1,0.554,0.509,0.225,1.3,7.9,4.6,13.5,1.9,0.2,9.2,21.2,1.3,0.6,1.9,0.075,0.6,-0.8,-0.2,0.5,,belinma01
Marco Belinelli,31,PHI,SG,28,1,737,14.2,0.628,0.530,0.194,0.9,6.3,3.7,9.3,1.3,1.0,11.7,19.8,1.1,0.7,1.8,0.119,0.0,-0.8,-0.8,0.2,,belinma01
Darius Miller,27,NOP,SF,82,3,1944,9.3,0.617,0.735,0.138,1.0,7.9,4.6,7.5,0.7,0.7,10.1,12.8,2.1,0.9,3.0,0.075,-1.1,-0.8,-1.9,0.1,,milleda01
James Johnson,30,MIA,PF,73,41,1943,15.8,0.575,0.301,0.264,3.5,17.2,10.3,22.5,1.8,2.2,17.1,19.1,2.2,2.8,5.0,0.123,0.0,1.6,1.6,1.7,,johnsja01
Kyrie Irving,25,BOS,PG,60,60,1931,25.0,0.610,0.374,0.240,1.9,10.8,6.4,30.7,1.7,0.7,10.4,31.0,6.3,2.7,8.9,0.222,6.4,0.9,7.3,4.5,AS,irvinky01
Rondae Hollis-Jefferson,23,BRK,SF,68,59,1920,16.9,0.548,0.075,0.436,5.5,20.0,12.7,14.2,1.6,1.9,12.3,22.2,2.1,2.0,4.1,0.103,-0.3,0.4,0.1,1.0,,holliro01
Joel Embiid,23,PHI,C,63,63,1912,22.9,0.573,0.203,0.442,8.4,29.7,19.4,18.0,1.0,4.8,15.6,33.4,2.3,3.8,6.2,0.155,2.0,1.3,3.3,2.6,MVP-12DPOY-2ASNBA2,embiijo01
Aaron Gordon,22,ORL,PF,58,57,1909,16.5,0.530,0.395,0.260,5.0,21.5,13.2,11.7,1.5,1.9,10.0,24.7,0.9,2.0,2.9,0.072,0.9,-0.6,0.3,1.1,,gordoaa01
Dirk Nowitzki,39,DAL,C,77,77,1900,16.7,0.575,0.445,0.142,1.2,25.2,12.8,10.4,1.1,2.1,6.0,20.5,2.6,2.2,4.8,0.121,1.7,0.6,2.3,2.1,,nowitdi01
Stanley Johnson,21,DET,SF,69,50,1894,9.0,0.480,0.418,0.259,1.9,13.0,7.3,8.5,2.5,0.7,11.0,16.4,-0.6,2.4,1.8,0.046,-4.0,1.1,-2.9,-0.4,,johnsst04
Jordan Clarkson,25,2TM,SG,81,2,1888,16.4,0.542,0.333,0.199,3.3,9.1,6.2,19.3,1.5,0.3,10.9,26.5,1.9,1.2,3.0,0.077,1.5,-1.4,0.1,1.0,6MOY-7,clarkjo01
Jordan Clarkson,25,LAL,SG,53,2,1256,16.9,0.532,0.315,0.198,3.8,9.7,6.7,22.9,1.5,0.2,11.6,27.7,1.1,1.0,2.1,0.080,1.9,-1.1,0.8,0.9,,clarkjo01
Jordan Clarkson,25,CLE,SG,28,0,632,15.4,0.565,0.376,0.202,2.3,7.9,5.1,12.0,1.5,0.4,9.3,24.1,0.8,0.2,1.0,0.073,0.5,-1.8,-1.3,0.1,,clarkjo01
Tim Hardaway Jr.,25,NYK,SG,57,54,1885,14.4,0.533,0.479,0.209,1.9,11.3,6.6,12.7,1.6,0.5,9.0,23.8,1.6,1.1,2.6,0.067,0.5,-1.1,-0.6,0.7,,hardati02
Devin Booker,21,PHO,SG,54,54,1865,18.1,0.561,0.364,0.312,1.5,12.7,7.0,24.4,1.2,0.6,13.9,31.7,1.9,0.6,2.4,0.063,2.9,-2.0,0.9,1.4,,bookede01
Caris LeVert,23,BRK,SF,71,10,1864,14.2,0.525,0.333,0.254,3.0,11.9,7.4,26.0,2.1,0.9,15.8,22.5,0.7,1.6,2.3,0.058,-0.8,0.0,-0.8,0.6,,leverca01
Lance Stephenson,27,IND,SG,82,7,1850,12.4,0.495,0.327,0.179,3.8,22.0,12.9,18.6,1.2,0.8,14.6,21.6,-0.2,2.0,1.8,0.046,-1.5,-0.3,-1.8,0.1,,stephla01
Michael Kidd-Gilchrist,24,CHO,SF,74,74,1850,12.5,0.536,0.004,0.305,4.8,13.0,8.8,5.9,1.3,1.4,7.7,16.1,1.7,1.6,3.3,0.084,-2.1,0.0,-2.1,-0.1,,kiddgmi01
Chris Paul,32,HOU,PG,58,58,1847,24.4,0.604,0.475,0.277,2.3,16.7,9.5,40.9,2.6,0.6,12.5,24.5,7.5,2.7,10.2,0.265,5.2,1.8,7.1,4.2,,paulch01
Evan Fournier,25,ORL,SF,57,57,1837,15.5,0.577,0.418,0.216,1.4,9.5,5.4,14.8,1.3,0.7,9.8,23.3,2.4,0.9,3.3,0.087,0.8,-1.4,-0.6,0.7,,fournev01
Myles Turner,21,IND,C,65,62,1836,16.6,0.567,0.246,0.322,5.8,19.8,12.8,7.0,1.0,5.7,11.6,20.0,2.2,2.5,4.7,0.122,-0.6,0.4,-0.2,0.8,,turnemy01
Frank Kaminsky,24,CHO,PF,79,4,1835,14.4,0.545,0.383,0.271,2.7,14.5,8.5,11.0,1.0,0.9,7.6,20.5,2.3,1.3,3.6,0.094,0.6,-0.8,-0.2,0.8,,kaminfr01
Enes Freedom,25,NYK,C,71,71,1830,24.0,0.630,0.003,0.258,16.6,30.6,23.6,9.4,1.0,1.7,13.3,21.8,5.5,2.1,7.6,0.198,3.3,-1.1,2.2,1.9,,kanteen01
Jeff Green,31,CLE,PF,78,14,1828,14.8,0.587,0.275,0.379,3.7,11.2,7.6,8.0,1.1,1.6,9.4,19.3,3.1,0.8,3.9,0.103,-0.3,-1.5,-1.8,0.1,,greenje02
Rudy Gobert,25,UTA,C,56,56,1816,20.7,0.657,0.000,0.673,10.4,27.0,18.8,6.9,1.2,6.0,15.7,16.9,4.2,3.9,8.1,0.214,0.9,2.5,3.4,2.5,DPOY-1,goberru01
Pau Gasol,37,SAS,C,77,63,1812,18.9,0.539,0.191,0.333,7.8,30.2,19.0,20.1,0.7,3.6,13.1,20.4,2.7,3.3,6.0,0.159,1.5,1.9,3.4,2.5,,gasolpa01
George Hill,31,2TM,PG,67,60,1812,13.3,0.580,0.400,0.273,2.6,8.9,5.7,15.0,1.7,1.3,13.3,16.3,2.3,0.9,3.2,0.085,-0.2,-0.5,-0.8,0.6,,hillge01
George Hill,31,SAC,PG,43,36,1143,14.0,0.597,0.393,0.304,2.1,9.9,5.8,15.5,1.7,1.0,14.0,16.9,1.6,0.6,2.1,0.090,0.0,-0.6,-0.5,0.4,,hillge01
George Hill,31,CLE,PG,24,24,669,12.2,0.551,0.412,0.219,3.4,7.3,5.4,14.0,1.6,1.9,12.0,15.4,0.8,0.3,1.1,0.077,-0.7,-0.5,-1.2,0.1,,hillge01
Domantas Sabonis,21,IND,C,74,19,1810,17.5,0.567,0.056,0.339,10.4,25.2,17.8,12.7,1.1,1.6,15.3,22.1,2.5,2.2,4.7,0.126,-0.6,-0.5,-1.1,0.4,,sabondo01
Elfrid Payton,23,2TM,PG,63,63,1808,16.5,0.538,0.138,0.252,3.8,12.8,8.2,34.9,2.2,1.0,18.5,21.9,1.4,1.4,2.8,0.075,0.1,-0.3,-0.2,0.8,,paytoel01
Elfrid Payton,23,ORL,PG,44,44,1257,18.1,0.564,0.146,0.249,4.1,11.2,7.6,35.5,2.5,1.0,18.3,21.8,1.6,1.1,2.7,0.104,1.0,0.1,1.1,1.0,,paytoel01
Elfrid Payton,23,PHO,PG,19,19,551,13.1,0.481,0.120,0.258,3.2,16.3,9.7,33.7,1.7,0.9,18.8,22.1,-0.2,0.3,0.1,0.009,-2.1,-1.1,-3.2,-0.2,,paytoel01
Danny Green,30,SAS,SG,70,60,1791,11.4,0.509,0.570,0.116,2.5,13.0,7.7,8.9,1.8,3.7,11.2,16.6,0.1,2.9,2.9,0.078,-1.0,1.4,0.4,1.1,,greenda02
Kent Bazemore,28,ATL,SG,65,65,1789,14.5,0.547,0.405,0.297,1.6,13.9,7.7,20.1,2.7,2.2,17.0,22.5,0.2,2.0,2.2,0.059,-0.4,1.0,0.6,1.2,,bazemke01
John Collins,20,ATL,PF,74,26,1785,18.3,0.620,0.086,0.341,11.0,22.8,16.9,8.9,1.3,3.8,14.3,17.9,3.4,2.0,5.4,0.145,-0.4,0.2,-0.2,0.8,,collijo01
Lonzo Ball,20,LAL,PG,52,50,1780,12.5,0.444,0.523,0.126,4.2,17.3,10.8,29.2,2.4,2.0,18.6,17.4,-0.5,2.5,2.0,0.053,-0.7,1.6,1.0,1.3,,balllo01
Kelly Olynyk,26,MIA,PF,76,22,1779,17.8,0.612,0.440,0.274,5.6,21.6,13.6,18.7,1.7,1.7,17.1,21.7,2.8,2.7,5.5,0.148,1.1,1.2,2.3,1.9,6MOY-6,olynyke01
Doug McDermott,26,2TM,SF,81,4,1768,10.4,0.579,0.425,0.159,2.5,10.2,6.3,6.5,0.5,0.8,9.3,15.0,1.7,0.6,2.3,0.063,-1.0,-1.3,-2.2,-0.1,,mcderdo01
Doug McDermott,26,NYK,SF,55,1,1172,9.9,0.562,0.418,0.162,3.1,9.5,6.3,6.0,0.4,0.9,8.8,14.4,1.1,0.3,1.3,0.055,-0.7,-1.4,-2.1,0.0,,mcderdo01
Doug McDermott,26,DAL,SF,26,3,596,11.5,0.611,0.439,0.156,1.3,11.4,6.1,7.5,0.8,0.6,10.3,16.3,0.6,0.3,1.0,0.077,-1.5,-1.0,-2.6,-0.1,,mcderdo01
D.J. Augustin,30,ORL,PG,75,36,1760,15.4,0.615,0.504,0.350,1.9,8.2,5.0,24.4,1.5,0.0,16.5,18.6,3.3,0.8,4.1,0.110,1.0,-1.2,-0.2,0.8,,augusdj01
Anthony Tolliver,32,DET,PF,79,14,1757,13.9,0.663,0.773,0.282,3.1,12.3,7.6,7.5,0.9,1.1,9.9,14.8,3.8,1.5,5.3,0.146,1.2,-0.3,0.9,1.3,,tollian01
Dejounte Murray,21,SAS,PG,81,48,1743,15.1,0.485,0.056,0.243,7.0,22.4,14.6,20.2,2.8,1.5,16.6,20.7,-0.2,3.4,3.2,0.087,-1.6,2.2,0.5,1.1,,murrade01
DeMarcus Cousins,27,NOP,C,48,48,1737,22.6,0.583,0.340,0.456,6.8,30.9,19.2,23.0,2.2,3.5,18.9,31.9,1.5,3.2,4.7,0.130,2.5,2.2,4.7,2.9,AS,couside01
Brook Lopez,29,LAL,C,74,72,1735,16.5,0.557,0.410,0.199,4.6,13.4,9.0,11.6,0.8,4.6,10.2,23.5,1.9,1.9,3.8,0.105,0.7,0.2,0.9,1.3,,lopezbr01
Reggie Bullock,26,DET,SF,62,52,1732,13.6,0.615,0.515,0.090,1.7,8.3,4.9,8.4,1.4,0.7,7.6,15.7,2.8,1.4,4.2,0.117,0.7,0.0,0.7,1.2,,bullore01
Ersan İlyasova,30,2TM,PF,69,43,1729,14.9,0.558,0.413,0.220,7.6,18.0,12.9,7.9,1.7,1.3,9.7,18.7,2.2,1.9,4.0,0.112,-0.2,-0.4,-0.6,0.6,,ilyaser01
Ersan İlyasova,30,ATL,PF,46,40,1175,15.1,0.569,0.424,0.224,7.0,16.8,11.9,6.8,1.8,1.2,8.9,18.0,1.6,1.0,2.6,0.106,0.3,-0.5,-0.1,0.6,,ilyaser01
Ersan İlyasova,30,PHI,PF,23,3,554,14.6,0.537,0.392,0.212,8.9,20.6,15.0,10.4,1.5,1.4,11.1,20.1,0.6,0.9,1.4,0.125,-1.2,-0.3,-1.6,0.1,,ilyaser01
Jonas Valančiūnas,25,TOR,C,77,77,1727,22.5,0.628,0.108,0.307,12.1,30.3,21.4,7.5,0.8,3.2,12.9,22.7,4.6,3.0,7.6,0.210,2.4,0.0,2.4,1.9,,valanjo01
Ryan Anderson,29,HOU,PF,66,50,1725,12.6,0.592,0.706,0.194,6.2,15.4,10.8,5.1,0.7,1.0,7.5,14.4,3.1,1.7,4.8,0.132,0.9,-0.8,0.1,0.9,,anderry01
T.J. McConnell,25,PHI,PG,76,1,1706,12.5,0.545,0.147,0.093,2.4,11.5,7.1,24.5,2.6,0.6,20.4,13.8,1.3,2.5,3.8,0.108,-1.9,1.9,0.0,0.9,,mccontj01
Frank Ntilikina,19,NYK,PG,78,9,1706,7.0,0.437,0.314,0.136,2.4,9.1,5.8,20.0,1.9,0.9,19.8,16.9,-2.0,1.1,-0.9,-0.026,-4.5,-0.5,-5.0,-1.3,,ntilila01
Rajon Rondo,31,NOP,PG,65,63,1705,15.3,0.522,0.304,0.093,2.0,14.2,8.4,42.2,2.0,0.5,22.7,16.9,1.9,1.7,3.6,0.101,0.0,-0.4,-0.3,0.7,,rondora01
Robin Lopez,29,CHI,C,64,64,1690,14.7,0.552,0.022,0.140,8.2,10.3,9.2,12.3,0.4,2.8,13.5,20.4,1.2,0.7,1.9,0.055,-0.9,-1.3,-2.2,-0.1,,lopezro01
Jerian Grant,25,CHI,PG,74,26,1686,14.3,0.528,0.372,0.374,1.9,9.3,5.5,30.1,1.8,0.4,13.2,17.4,2.3,1.0,3.3,0.094,-0.9,-0.5,-1.3,0.3,,grantje02
Nikola Vučević,27,ORL,C,57,57,1683,19.7,0.533,0.243,0.112,6.6,27.8,17.1,19.9,1.6,3.0,11.0,25.9,1.3,2.3,3.6,0.102,1.7,1.0,2.7,2.0,,vucevni01
Justise Winslow,21,MIA,PF,68,25,1680,11.5,0.496,0.264,0.213,4.3,20.5,12.4,13.0,1.6,1.7,12.6,16.3,0.2,2.4,2.6,0.075,-2.2,1.1,-1.1,0.4,,winslju01
Pascal Siakam,23,TOR,PF,81,5,1679,14.5,0.549,0.265,0.175,5.4,18.6,12.1,13.5,1.8,2.0,11.1,15.7,2.1,2.5,4.7,0.133,-0.3,1.6,1.3,1.4,,siakapa01
Dwight Powell,26,DAL,C,79,24,1672,18.8,0.656,0.195,0.430,8.7,21.3,14.7,8.5,2.0,1.7,10.3,15.5,4.6,2.1,6.6,0.191,0.6,1.0,1.6,1.5,,poweldw01
Jarell Martin,23,MEM,PF,73,36,1661,10.5,0.516,0.198,0.234,6.6,15.8,11.1,7.0,1.2,2.8,13.6,17.1,0.1,1.2,1.3,0.038,-3.3,-0.7,-4.0,-0.8,,martija01
Tyler Ulis,22,PHO,PG,71,43,1658,10.1,0.465,0.265,0.183,1.5,6.8,4.1,28.0,2.0,0.3,17.6,18.5,-0.7,0.5,-0.2,-0.006,-3.0,-1.4,-4.4,-1.0,,ulisty01
Mario Hezonja,22,ORL,SF,75,30,1657,13.7,0.544,0.433,0.170,2.7,16.1,9.3,10.0,2.4,1.5,11.5,19.9,0.5,1.8,2.3,0.066,-0.9,0.4,-0.5,0.6,,hezonma01
Michael Beasley,29,NYK,PF,74,30,1653,17.8,0.556,0.107,0.197,6.5,21.2,13.9,12.5,1.1,2.3,14.0,26.9,0.9,1.5,2.4,0.069,0.6,-0.8,-0.2,0.7,,beaslmi01
Jamal Crawford,37,MIN,SG,80,0,1653,13.0,0.519,0.423,0.152,1.4,5.5,3.5,16.9,1.2,0.5,10.7,23.7,0.9,0.3,1.3,0.037,0.1,-2.5,-2.3,-0.1,,crawfja01
Kevin Love,29,CLE,C,59,59,1651,22.4,0.614,0.453,0.365,7.0,29.8,18.6,9.8,1.3,1.2,9.6,25.1,4.7,1.6,6.4,0.185,4.5,-1.3,3.3,2.2,AS,loveke01
Jerami Grant,23,OKC,PF,81,1,1647,16.2,0.607,0.241,0.526,5.6,16.3,10.7,5.1,0.9,4.2,8.8,16.0,3.5,1.9,5.4,0.156,0.0,0.3,0.3,1.0,,grantje01
David Nwaba,25,CHI,SG,70,21,1646,12.2,0.542,0.123,0.480,5.6,16.0,10.6,9.4,1.7,1.6,13.1,15.6,1.1,1.4,2.4,0.071,-2.7,0.2,-2.5,-0.2,,nwabada01
Bobby Portis,22,CHI,PF,73,4,1643,19.7,0.548,0.275,0.192,10.0,23.0,16.2,13.2,1.5,1.3,10.5,26.0,2.0,1.5,3.5,0.101,2.2,-1.3,0.8,1.2,,portibo01
Tomáš Satoranský,26,WAS,SG,73,30,1643,15.4,0.615,0.263,0.250,5.0,11.1,8.0,24.8,1.6,0.8,16.3,13.7,3.7,1.3,5.0,0.145,0.8,0.5,1.2,1.3,6MOY-12,satorto01
Stephen Curry,29,GSW,PG,51,51,1631,28.2,0.675,0.580,0.350,2.7,14.4,9.0,30.3,2.4,0.4,13.3,31.0,7.2,1.9,9.1,0.267,7.8,0.0,7.7,4.0,MVP-10ASNBA3,curryst01
Troy Daniels,26,PHO,SG,79,15,1622,9.8,0.583,0.797,0.111,0.8,7.7,4.2,4.5,0.8,0.2,8.5,17.2,1.4,0.0,1.4,0.042,-0.5,-2.1,-2.6,-0.3,,danietr01
Andre Iguodala,34,GSW,SF,64,7,1622,11.2,0.536,0.366,0.272,3.7,12.6,8.5,16.2,1.6,1.9,15.8,11.5,1.6,1.6,3.2,0.094,-1.1,0.8,-0.3,0.7,,iguodan01
Rodney Hood,25,2TM,SG,60,23,1616,14.3,0.546,0.443,0.172,1.6,9.9,5.8,9.7,1.4,0.6,8.0,24.3,1.2,1.5,2.7,0.081,0.8,-0.9,-0.1,0.8,6MOY-12,hoodro01
Rodney Hood,25,UTA,SG,39,12,1084,15.1,0.551,0.475,0.176,1.5,10.1,5.8,10.4,1.4,0.5,9.6,27.3,0.6,1.3,1.9,0.085,1.6,-1.0,0.5,0.7,,hoodro01
Rodney Hood,25,CLE,SG,21,11,532,12.7,0.533,0.357,0.161,1.7,9.5,5.7,8.4,1.4,0.8,3.2,18.3,0.6,0.2,0.8,0.074,-0.8,-0.7,-1.5,0.1,,hoodro01
Garrett Temple,31,SAC,SG,65,35,1615,10.2,0.536,0.477,0.164,1.5,9.6,5.4,11.3,1.8,1.6,13.4,16.4,0.3,0.9,1.2,0.035,-2.2,-0.3,-2.5,-0.2,,templga01
Marcus Smart,23,BOS,SG,54,11,1614,10.8,0.479,0.483,0.258,3.0,9.8,6.4,23.7,2.2,1.2,18.4,19.4,-0.6,2.5,1.9,0.056,-2.1,1.0,-1.2,0.3,,smartma01
Tyreke Evans,28,MEM,PG,52,32,1607,21.1,0.561,0.354,0.258,3.1,16.3,9.5,31.2,1.8,1.0,11.5,28.4,3.1,1.2,4.2,0.126,4.9,-0.5,4.5,2.6,,evansty01
James Ennis III,27,2TM,SF,72,22,1604,11.6,0.588,0.398,0.302,5.1,11.0,8.0,6.6,1.5,1.0,11.4,13.7,2.0,1.1,3.1,0.092,-1.1,-0.1,-1.2,0.3,,ennisja01
James Ennis III,27,MEM,SF,45,14,1053,11.9,0.610,0.378,0.329,5.7,11.7,8.6,7.0,1.5,1.1,13.0,12.5,1.5,0.6,2.0,0.093,-0.5,-0.1,-0.6,0.4,,ennisja01
James Ennis III,27,DET,SF,27,8,551,11.2,0.558,0.426,0.265,3.9,9.6,6.7,5.9,1.4,1.0,9.0,16.0,0.5,0.5,1.0,0.090,-2.2,-0.2,-2.3,-0.1,,ennisja01
J.J. Barea,33,DAL,PG,69,11,1603,17.8,0.545,0.454,0.148,1.0,13.4,7.0,45.1,1.1,0.2,16.3,24.9,2.3,1.0,3.3,0.098,2.7,-1.5,1.2,1.3,6MOY-12,bareajo01
Kyle Korver,36,CLE,SG,73,4,1574,13.4,0.652,0.777,0.149,0.7,10.9,5.9,8.0,1.0,1.5,9.6,16.0,2.8,0.6,3.4,0.104,1.5,-1.2,0.2,0.9,,korveky01
Luc Mbah a Moute,31,HOU,PF,61,15,1564,10.3,0.595,0.501,0.275,1.6,11.7,6.7,5.0,2.3,1.4,15.0,12.8,0.8,2.1,2.8,0.087,-1.6,1.4,-0.2,0.7,6MOY-12,mbahalu01
Dante Cunningham,30,2TM,SF,73,25,1562,10.0,0.539,0.462,0.143,5.5,14.9,10.3,4.3,1.2,1.5,7.9,11.6,1.1,1.3,2.4,0.074,-1.5,-0.2,-1.7,0.1,,cunnida01
Dante Cunningham,30,NOP,SF,51,24,1115,8.4,0.525,0.480,0.160,5.0,13.4,9.4,3.0,1.2,1.1,6.2,10.0,0.7,0.9,1.6,0.067,-1.9,-0.1,-2.0,0.0,,cunnida01
Dante Cunningham,30,BRK,SF,22,1,447,13.8,0.561,0.432,0.115,6.6,18.5,12.5,7.6,1.3,2.3,10.4,15.8,0.4,0.4,0.9,0.092,-0.6,-0.4,-0.9,0.1,,cunnida01
Kristaps Porziņģis,22,NYK,PF,48,48,1553,20.4,0.539,0.256,0.309,4.4,18.1,11.3,6.2,1.1,6.4,8.4,31.0,1.4,1.8,3.2,0.099,1.9,-0.1,1.8,1.5,AS,porzikr01
Jarrett Jack,34,NYK,PG,62,56,1548,11.5,0.489,0.194,0.169,1.6,12.1,6.8,31.3,1.1,0.2,19.5,16.7,0.5,0.7,1.2,0.036,-1.6,-1.3,-2.8,-0.3,,jackja01
Dewayne Dedmon,28,ATL,C,62,46,1542,15.8,0.599,0.296,0.180,7.2,28.1,17.7,9.2,1.3,2.8,14.3,17.0,1.8,1.9,3.7,0.114,-0.4,0.5,0.1,0.8,,dedmode01
JaMychal Green,27,MEM,PF,55,54,1542,14.0,0.530,0.260,0.227,10.8,24.4,17.4,8.3,1.0,1.5,12.4,17.8,1.3,1.3,2.6,0.079,-0.8,-1.5,-2.3,-0.1,,greenja01
Dwyane Wade,36,2TM,SG,67,3,1536,15.0,0.500,0.163,0.277,3.7,14.6,9.2,23.5,2.0,2.6,15.5,26.2,-0.4,1.6,1.1,0.036,-0.9,-0.1,-1.0,0.4,6MOY-10,wadedw01
Dwyane Wade,36,CLE,SG,46,3,1069,15.9,0.519,0.161,0.308,4.2,14.7,9.5,23.3,1.9,2.5,15.7,24.3,0.4,0.9,1.3,0.057,-0.1,-0.1,-0.2,0.5,,wadedw01
Dwyane Wade,36,MIA,SG,21,0,467,13.1,0.465,0.166,0.223,2.6,14.4,8.5,23.9,2.0,2.7,15.0,30.7,-0.8,0.7,-0.1,-0.014,-2.8,0.0,-2.8,-0.1,,wadedw01
Shabazz Napier,26,POR,PG,74,9,1535,14.2,0.544,0.411,0.260,1.9,10.1,6.0,14.6,2.6,0.7,13.2,19.5,1.2,2.0,3.2,0.101,-0.7,1.4,0.7,1.0,,napiesh01
Marquese Chriss,20,PHO,PF,72,49,1527,11.1,0.509,0.398,0.331,5.2,22.7,13.8,8.1,1.6,3.7,16.4,18.1,-0.8,1.5,0.7,0.023,-3.2,0.4,-2.8,-0.3,,chrisma01
Kris Dunn,23,CHI,PG,52,43,1525,14.5,0.488,0.201,0.171,1.6,14.4,7.8,33.3,3.3,1.6,17.3,24.7,-1.0,1.9,0.9,0.027,-2.4,1.1,-1.3,0.3,,dunnkr01
Jakob Poeltl,22,TOR,C,82,0,1524,17.5,0.662,0.005,0.263,12.4,16.4,14.4,5.4,1.3,5.2,16.6,14.8,3.1,2.4,5.6,0.175,-0.7,1.1,0.4,0.9,6MOY-12,poeltja01
Fred VanVleet,23,TOR,PG,76,0,1520,15.9,0.556,0.479,0.185,1.9,11.5,6.8,22.8,2.2,1.0,11.2,19.1,2.7,2.0,4.7,0.149,1.4,1.0,2.4,1.7,6MOY-3,vanvlfr01
Bryn Forbes,24,SAS,SG,80,12,1517,9.1,0.525,0.459,0.145,0.9,7.2,4.0,7.8,0.9,0.1,6.5,16.7,0.8,1.3,2.1,0.067,-2.5,-0.6,-3.1,-0.4,,forbebr01
Zach Randolph,36,SAC,PF,59,58,1508,17.3,0.529,0.193,0.140,7.0,23.7,15.0,14.9,1.4,0.6,12.5,27.6,0.3,1.2,1.5,0.048,0.5,-1.5,-1.0,0.4,,randoza01
Justin Jackson,22,SAC,SF,68,41,1506,9.2,0.521,0.442,0.086,2.0,12.6,7.1,7.2,0.9,0.8,8.4,14.2,0.4,0.5,1.0,0.031,-2.4,-1.1,-3.5,-0.6,,jacksju01
Bismack Biyombo,25,ORL,C,82,25,1495,14.1,0.556,0.003,0.446,10.5,24.0,17.2,6.5,0.7,5.1,16.6,14.9,1.1,1.8,2.9,0.094,-2.6,0.2,-2.4,-0.2,,biyombi01
Nikola Mirotić,26,2TM,PF,55,14,1494,18.7,0.577,0.523,0.200,4.3,24.9,14.6,8.6,1.4,2.2,7.7,23.4,2.2,1.8,4.0,0.128,2.5,-0.3,2.2,1.6,6MOY-7,mirotni01
Nikola Mirotić,26,CHI,PF,25,3,622,22.0,0.624,0.533,0.262,3.0,25.3,13.7,11.0,1.2,1.9,8.4,25.7,1.5,0.6,2.0,0.158,4.9,-0.3,4.6,1.0,,mirotni01
Nikola Mirotić,26,NOP,PF,30,11,872,16.3,0.539,0.516,0.152,5.3,24.6,15.3,6.8,1.6,2.4,7.1,21.8,0.7,1.2,1.9,0.106,0.8,-0.3,0.5,0.5,,mirotni01
Pat Connaughton,25,POR,SG,82,5,1488,9.3,0.539,0.538,0.113,2.7,9.1,5.9,8.7,0.8,1.2,9.5,13.4,1.2,1.3,2.5,0.080,-1.7,-0.1,-1.8,0.1,,connapa01
Wesley Johnson,30,LAC,SF,74,40,1486,9.8,0.512,0.481,0.158,2.2,13.6,8.0,5.6,2.5,3.5,12.3,13.0,-0.1,1.7,1.7,0.055,-2.5,1.7,-0.7,0.5,,johnswe01
Aron Baynes,31,BOS,C,81,67,1485,12.0,0.502,0.047,0.175,9.7,22.1,16.0,9.6,0.7,2.9,14.3,16.8,0.5,2.5,3.0,0.097,-3.6,0.7,-2.9,-0.3,,baynear01
OG Anunoby,20,TOR,SF,74,62,1481,10.0,0.587,0.569,0.179,3.4,10.4,7.0,5.0,1.7,0.8,10.8,12.4,1.4,1.6,3.0,0.098,-1.2,0.6,-0.6,0.5,,anunoog01
Ed Davis,28,POR,C,78,0,1471,15.5,0.607,0.003,0.380,13.7,28.8,21.3,3.9,1.1,2.9,16.2,12.1,2.5,2.5,5.0,0.164,-1.2,0.6,-0.6,0.5,,davised01
Tyus Jones,21,MIN,PG,82,11,1467,14.1,0.572,0.393,0.247,1.2,9.2,5.2,21.2,3.2,0.4,14.0,12.7,2.3,1.2,3.6,0.117,-0.8,1.7,0.8,1.1,,jonesty01
Luke Kennard,21,DET,SG,73,9,1463,12.1,0.560,0.419,0.163,1.6,11.9,6.6,12.7,1.5,0.8,12.2,17.2,1.1,1.4,2.6,0.085,-0.9,0.1,-0.8,0.5,,kennalu01
Josh Hart,22,LAL,SG,63,23,1461,12.2,0.596,0.525,0.251,3.1,16.0,9.6,7.6,1.5,0.9,10.1,13.5,1.9,1.5,3.4,0.111,-0.6,0.5,-0.1,0.7,,hartjo01
Ian Clark,26,NOP,SG,74,2,1455,9.4,0.529,0.394,0.119,0.8,8.4,4.7,10.4,1.1,0.5,9.9,17.2,0.3,0.8,1.1,0.037,-2.7,-0.8,-3.5,-0.6,,clarkia01
Marcus Morris,28,BOS,PF,54,21,1442,14.5,0.541,0.383,0.252,3.3,18.4,11.0,8.2,1.2,0.7,8.7,23.0,1.1,2.2,3.2,0.108,-0.1,-0.1,-0.1,0.7,,morrima03
Jarrett Allen,19,BRK,C,72,31,1441,17.5,0.636,0.038,0.370,10.5,18.1,14.3,5.4,0.9,4.6,15.1,16.3,2.7,1.5,4.2,0.141,-0.9,0.1,-0.8,0.5,,allenja01
Mason Plumlee,27,DEN,C,74,26,1439,16.9,0.586,0.003,0.486,10.4,20.9,15.6,14.4,1.7,4.7,18.7,16.6,1.8,1.8,3.6,0.120,-1.0,1.4,0.5,0.9,,plumlma01
Malcolm Brogdon,25,MIL,PG,48,20,1436,14.3,0.578,0.320,0.169,1.9,10.8,6.4,16.3,1.4,0.8,10.9,19.1,2.0,0.7,2.7,0.091,-0.1,-1.0,-1.2,0.3,,brogdma01
