Player,Age,Team,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards,Player-additional,Year
Josh Powell,28,ATL,PF,54,0,653,8.0,0.492,0.005,0.216,9.1,15.8,12.5,5.5,0.4,0.6,18.9,20.4,-0.7,0.5,-0.2,-0.012,-5.0,-2.3,-7.3,-0.9,,poweljo01,2010-2011
Luke Harangody,23,2TM,PF,49,0,640,10.1,0.444,0.320,0.126,7.5,18.9,13.2,7.6,1.2,2.0,6.9,16.8,-0.1,0.7,0.6,0.048,-3.3,-0.4,-3.7,-0.3,,haranlu01,2010-2011
Luke Harangody,23,BOS,PF,28,0,241,8.7,0.423,0.141,0.113,9.2,18.3,14.0,6.4,0.9,2.3,6.3,15.8,-0.1,0.4,0.4,0.075,-4.9,-0.2,-5.2,-0.2,,haranlu01,2010-2011
Luke Harangody,23,CLE,PF,21,0,399,11.0,0.455,0.415,0.133,6.4,19.3,12.7,8.3,1.4,1.9,7.1,17.5,0.0,0.3,0.3,0.032,-2.3,-0.5,-2.8,-0.1,,haranlu01,2010-2011
Kevin Séraphin,21,WAS,PF,58,1,635,8.4,0.479,0.000,0.211,13.9,13.4,13.7,2.4,1.4,3.4,20.7,14.1,-0.2,0.5,0.2,0.017,-5.8,-1.0,-6.9,-0.8,,serapke01,2010-2011
Brian Cardinal,33,DAL,SF,56,4,618,9.7,0.672,0.870,0.180,2.0,8.9,5.6,9.1,2.0,0.9,13.6,9.5,1.0,0.7,1.7,0.132,-1.2,2.4,1.2,0.5,,cardibr01,2010-2011
Peja Stojaković,33,3TM,SF,33,13,617,15.2,0.588,0.599,0.110,2.8,11.3,7.1,7.7,1.1,0.2,6.7,19.4,1.1,0.6,1.6,0.126,2.5,-0.4,2.1,0.6,,stojape01,2010-2011
Peja Stojaković,33,NOH,SF,6,0,89,16.7,0.624,0.758,0.212,0.0,8.3,4.1,11.5,1.2,0.0,10.0,21.5,0.2,0.1,0.3,0.144,4.8,-1.0,3.8,0.1,,stojape01,2010-2011
Peja Stojaković,33,TOR,SF,2,0,22,34.0,0.919,0.600,0.200,0.0,16.6,8.1,9.5,0.0,0.0,15.5,26.2,0.1,0.0,0.1,0.242,15.3,0.1,15.5,0.1,,stojape01,2010-2011
Peja Stojaković,33,DAL,SF,25,13,506,14.1,0.563,0.571,0.087,3.4,11.6,7.6,7.0,1.1,0.3,5.4,18.7,0.7,0.5,1.2,0.118,1.5,-0.3,1.3,0.4,,stojape01,2010-2011
Francisco Elson,34,UTA,C,62,1,610,8.9,0.529,0.000,0.274,6.9,16.0,11.4,7.9,1.8,1.9,20.2,11.9,0.1,0.5,0.6,0.046,-3.8,0.3,-3.5,-0.2,,elsonfr01,2010-2011
Jared Jeffries,29,2TM,PF,42,9,601,8.0,0.375,0.105,0.337,11.7,10.3,11.0,8.1,2.6,2.0,17.5,8.8,0.0,0.5,0.6,0.045,-2.8,0.5,-2.2,0.0,,jeffrja01,2010-2011
Jared Jeffries,29,HOU,PF,18,0,138,9.5,0.334,0.167,0.278,16.4,12.3,14.4,11.1,2.6,1.5,9.0,14.2,0.0,0.1,0.1,0.042,-3.3,-0.5,-3.8,-0.1,,jeffrja01,2010-2011
Jared Jeffries,29,NYK,PF,24,9,463,7.6,0.403,0.060,0.380,10.3,9.7,10.0,7.2,2.6,2.2,22.6,7.2,0.1,0.4,0.4,0.046,-2.6,0.9,-1.7,0.0,,jeffrja01,2010-2011
Daequan Cook,23,OKC,SG,43,0,598,12.8,0.630,0.851,0.110,1.6,12.1,7.0,5.3,1.2,0.1,8.2,15.7,1.2,0.4,1.6,0.126,1.8,-0.7,1.1,0.5,,cookda02,2010-2011
Semih Erden,24,2TM,C,41,8,595,10.3,0.593,0.000,0.541,7.9,15.8,12.1,5.1,1.3,3.1,19.8,13.7,0.3,1.1,1.4,0.115,-4.6,1.6,-3.0,-0.1,,erdense01,2010-2011
Semih Erden,24,BOS,C,37,7,531,10.8,0.621,0.000,0.557,7.6,16.6,12.4,5.5,1.3,3.1,20.9,13.8,0.4,1.0,1.4,0.128,-4.3,2.0,-2.3,0.0,,erdense01,2010-2011
Semih Erden,24,CLE,C,4,1,64,6.2,0.391,0.000,0.429,10.5,9.2,9.9,2.3,1.6,3.6,10.7,13.2,0.0,0.0,0.0,0.002,-6.8,-1.4,-8.2,-0.1,,erdense01,2010-2011
Jason Collins,32,ATL,C,49,28,593,5.4,0.539,0.014,0.577,6.1,14.5,10.4,5.3,0.8,1.2,22.6,9.2,0.1,0.5,0.6,0.049,-5.3,0.4,-4.8,-0.4,,collija04,2010-2011
Juwan Howard,37,MIA,PF,57,0,592,8.4,0.495,0.000,0.280,7.7,16.3,12.2,5.8,0.9,0.5,15.1,13.1,0.2,0.8,0.9,0.074,-3.5,0.0,-3.5,-0.2,,howarju01,2010-2011
Anthony Randolph,21,2TM,C,40,3,590,16.2,0.505,0.015,0.326,8.0,22.7,15.2,9.8,1.9,3.1,14.9,25.8,-0.2,0.6,0.5,0.038,-1.8,-0.4,-2.2,0.0,,randoan01,2010-2011
Anthony Randolph,21,NYK,PF,17,0,127,7.6,0.348,0.089,0.267,9.8,26.3,18.0,8.1,1.6,4.6,16.6,21.1,-0.4,0.2,-0.2,-0.074,-5.9,-0.7,-6.5,-0.1,,randoan01,2010-2011
Anthony Randolph,21,MIN,C,23,3,463,18.5,0.537,0.000,0.338,7.5,21.7,14.4,10.3,1.9,2.6,14.6,27.1,0.2,0.5,0.7,0.069,-0.7,-0.3,-1.0,0.1,,randoan01,2010-2011
Dahntay Jones,30,IND,SG,45,2,589,13.7,0.558,0.182,0.421,0.8,11.4,6.1,9.5,1.7,0.9,10.9,21.4,0.6,0.6,1.2,0.102,-1.7,0.5,-1.2,0.1,,jonesda02,2010-2011
Craig Smith,27,LAC,PF,48,0,586,15.4,0.592,0.027,0.362,8.7,14.7,11.7,9.1,1.4,0.9,13.2,19.1,1.0,0.4,1.5,0.120,-0.8,-0.3,-1.1,0.1,,smithcr01,2010-2011
Joey Graham,28,CLE,SF,39,8,586,7.7,0.518,0.168,0.201,1.5,15.3,8.2,5.2,0.5,0.9,12.6,17.2,-0.2,0.1,0.0,-0.004,-4.5,-1.3,-5.8,-0.6,,grahajo01,2010-2011
Luther Head,28,SAC,PG,36,14,586,11.7,0.538,0.390,0.305,3.0,8.8,5.8,17.7,0.9,1.1,14.7,16.1,0.6,0.2,0.9,0.073,0.0,-0.7,-0.7,0.2,,headlu01,2010-2011
Matt Carroll,30,CHA,SG,54,1,582,12.2,0.530,0.231,0.261,2.5,11.7,7.1,6.9,1.6,0.8,9.4,19.8,0.3,0.5,0.8,0.062,-1.9,-0.8,-2.7,-0.1,,carroma01,2010-2011
Derrick Brown,23,2TM,SF,49,1,576,12.9,0.588,0.076,0.458,8.5,12.2,10.3,9.5,1.8,1.4,18.2,15.5,0.5,0.5,1.0,0.083,-1.4,-0.1,-1.6,0.1,,brownde04,2010-2011
Derrick Brown,23,CHA,SF,41,1,488,12.4,0.565,0.053,0.416,7.9,13.0,10.4,9.9,1.8,1.3,17.3,15.6,0.3,0.4,0.8,0.074,-1.7,0.0,-1.6,0.0,,brownde04,2010-2011
Derrick Brown,23,NYK,SF,8,0,88,16.0,0.717,0.222,0.722,11.6,7.9,9.7,6.9,2.3,1.7,22.8,15.5,0.2,0.1,0.2,0.130,-0.2,-1.1,-1.2,0.0,,brownde04,2010-2011
Von Wafer,25,BOS,SG,58,2,553,10.6,0.524,0.421,0.239,1.7,8.8,5.5,9.8,1.7,0.7,10.2,17.0,0.2,0.9,1.1,0.092,-2.3,0.9,-1.4,0.1,,wafervo01,2010-2011
Cartier Martin,26,WAS,SF,52,1,542,11.7,0.524,0.544,0.220,4.1,11.8,7.8,5.2,1.7,0.8,7.4,17.6,0.5,0.3,0.8,0.071,0.2,-0.8,-0.6,0.2,,martica01,2010-2011
Aaron Gray,26,NOH,C,41,6,531,11.0,0.566,0.000,0.343,13.4,25.8,19.6,4.7,1.1,1.9,21.9,13.1,0.3,0.8,1.1,0.100,-3.9,-0.2,-4.0,-0.3,,grayaa01,2010-2011
Solomon Jones,26,IND,C,39,0,528,8.5,0.469,0.008,0.512,9.5,14.2,11.9,8.5,1.2,3.0,19.1,15.4,-0.2,0.6,0.5,0.042,-5.3,0.8,-4.5,-0.3,,jonesso01,2010-2011
Xavier Henry,19,MEM,SG,38,16,527,7.0,0.451,0.106,0.325,2.0,6.4,4.2,5.0,1.1,0.5,6.6,16.8,-0.1,0.3,0.2,0.021,-4.5,-0.8,-5.3,-0.4,,henryxa01,2010-2011
Timofey Mozgov,24,2TM,C,45,14,524,10.8,0.523,0.000,0.391,10.0,16.4,13.2,4.2,1.4,3.5,18.3,16.2,0.1,0.5,0.6,0.053,-4.3,-0.4,-4.7,-0.3,,mozgoti01,2010-2011
Timofey Mozgov,24,NYK,C,34,14,458,10.3,0.514,0.000,0.393,10.1,15.8,13.0,4.8,1.5,3.7,19.6,15.8,0.0,0.4,0.4,0.044,-4.5,-0.3,-4.8,-0.3,,mozgoti01,2010-2011
Timofey Mozgov,24,DEN,C,11,0,66,14.4,0.571,0.000,0.381,9.0,20.4,14.9,0.0,0.8,2.3,10.9,18.6,0.1,0.1,0.2,0.112,-2.8,-0.7,-3.5,0.0,,mozgoti01,2010-2011
Joey Dorsey,27,TOR,C,43,9,522,14.2,0.529,0.000,0.657,17.5,25.8,21.6,7.4,2.4,2.5,23.4,14.3,0.2,0.5,0.8,0.072,-1.6,0.1,-1.6,0.1,,dorsejo01,2010-2011
Joel Przybilla,31,2TM,C,36,9,519,6.2,0.573,0.000,0.614,8.4,26.4,17.1,3.6,0.5,2.4,34.2,7.7,-0.1,0.6,0.5,0.046,-5.4,0.6,-4.8,-0.4,,przybjo01,2010-2011
Joel Przybilla,31,POR,C,31,9,445,7.2,0.623,0.000,0.676,7.4,26.7,16.6,4.2,0.6,2.6,33.3,6.9,0.1,0.6,0.6,0.066,-4.6,1.0,-3.7,-0.2,,przybjo01,2010-2011
Joel Przybilla,31,CHA,C,5,0,74,0.3,0.383,0.000,0.400,14.6,24.7,19.6,0.0,0.0,1.1,37.3,11.9,-0.2,0.1,-0.1,-0.074,-9.9,-1.9,-11.8,-0.2,,przybjo01,2010-2011
Rodrigue Beaubois,22,DAL,PG,28,26,496,11.4,0.500,0.372,0.135,1.7,10.2,6.1,21.9,2.1,1.2,16.6,26.7,-0.4,0.7,0.2,0.022,-3.2,0.5,-2.7,-0.1,,beaubro01,2010-2011
Ian Mahinmi,24,DAL,C,56,0,488,13.7,0.645,0.020,0.837,10.7,17.8,14.4,2.5,1.5,2.3,15.7,15.3,1.0,0.8,1.8,0.177,-3.3,1.1,-2.1,0.0,,mahinia01,2010-2011
Hilton Armstrong,26,2TM,C,53,2,488,8.8,0.508,0.053,0.434,9.5,21.6,15.4,4.2,1.9,3.3,23.6,10.9,-0.1,0.6,0.5,0.045,-4.7,1.0,-3.7,-0.2,,armsthi01,2010-2011
Hilton Armstrong,26,WAS,C,41,2,412,8.6,0.519,0.047,0.359,10.4,21.5,15.8,3.5,1.9,3.0,25.2,10.6,-0.1,0.4,0.4,0.043,-5.0,0.9,-4.2,-0.2,,armsthi01,2010-2011
Hilton Armstrong,26,ATL,C,12,0,76,10.1,0.457,0.083,0.833,4.8,22.0,13.5,7.8,2.1,5.0,15.5,12.1,-0.1,0.1,0.1,0.054,-3.2,2.0,-1.2,0.0,,armsthi01,2010-2011
Darnell Jackson,25,SAC,PF,59,2,486,12.3,0.521,0.070,0.310,11.2,10.8,11.0,4.6,1.2,0.4,11.4,18.0,0.4,0.3,0.7,0.069,-1.9,-1.6,-3.5,-0.2,,jacksda01,2010-2011
Luke Walton,30,LAL,SF,54,0,484,5.1,0.378,0.293,0.086,2.2,13.1,7.8,18.0,1.0,0.6,20.5,14.3,-0.7,0.5,-0.2,-0.016,-4.8,-0.2,-5.0,-0.4,,waltolu01,2010-2011
Jermaine Taylor,24,2TM,SG,34,8,483,12.2,0.535,0.230,0.143,6.0,8.7,7.3,11.1,1.5,0.7,18.1,22.9,-0.1,0.3,0.1,0.014,-1.4,-2.2,-3.6,-0.2,,tayloje02,2010-2011
Jermaine Taylor,24,HOU,SG,8,0,77,13.3,0.563,0.156,0.188,1.5,11.8,6.6,4.4,1.3,1.8,14.8,23.3,0.0,0.1,0.0,0.027,-0.7,-1.0,-1.8,0.0,,tayloje02,2010-2011
Jermaine Taylor,24,SAC,SG,26,8,406,12.0,0.530,0.244,0.134,6.8,8.1,7.4,12.4,1.5,0.5,18.7,22.8,-0.1,0.2,0.1,0.011,-1.5,-2.4,-3.9,-0.2,,tayloje02,2010-2011
Ike Diogu,27,LAC,PF,36,0,470,13.7,0.590,0.000,0.419,10.3,18.3,14.3,0.7,0.3,0.5,11.2,18.7,0.7,0.3,1.0,0.104,-2.4,-2.5,-4.9,-0.3,,dioguik01,2010-2011
Troy Murphy,30,2TM,PF,35,4,466,8.0,0.428,0.289,0.263,5.8,23.4,14.5,7.6,1.7,0.5,13.6,14.8,-0.4,0.7,0.3,0.029,-3.9,0.8,-3.1,-0.1,,murphtr01,2010-2011
Troy Murphy,30,NJN,PF,18,4,288,6.7,0.389,0.303,0.224,4.4,27.0,15.4,9.2,1.3,0.5,13.5,15.6,-0.4,0.3,-0.1,-0.022,-4.5,0.3,-4.2,-0.2,,murphtr01,2010-2011
Troy Murphy,30,BOS,PF,17,0,178,10.1,0.503,0.263,0.342,8.1,17.6,13.1,5.0,2.4,0.4,13.8,13.7,0.1,0.4,0.4,0.111,-2.8,1.5,-1.3,0.0,,murphtr01,2010-2011
Earl Clark,23,2TM,SF,42,0,464,10.1,0.456,0.032,0.297,9.5,15.7,12.7,3.1,0.9,3.0,13.5,20.5,-0.4,0.7,0.3,0.030,-3.9,0.1,-3.8,-0.2,,clarkea01,2010-2011
Earl Clark,23,PHO,SF,9,0,72,11.3,0.410,0.000,0.323,6.4,20.9,13.6,8.7,0.7,3.1,5.3,23.4,-0.1,0.1,0.0,-0.010,-1.8,-1.5,-3.3,0.0,,clarkea01,2010-2011
Earl Clark,23,ORL,SF,33,0,392,9.9,0.468,0.039,0.291,10.1,14.8,12.5,2.1,0.9,3.0,15.4,20.0,-0.3,0.7,0.3,0.038,-4.3,0.3,-3.9,-0.2,,clarkea01,2010-2011
Jeremy Evans,23,UTA,SF,49,3,463,18.8,0.678,0.009,0.322,9.3,16.1,12.6,8.5,1.9,3.0,12.6,14.9,1.2,0.4,1.6,0.167,1.5,0.6,2.1,0.5,,evansje01,2010-2011
Anthony Carter,35,2TM,PG,33,0,463,9.2,0.502,0.377,0.075,1.7,10.9,6.3,21.3,2.9,1.0,26.3,14.3,-0.2,0.4,0.2,0.023,-3.3,0.9,-2.4,-0.1,,cartean01,2010-2011
Anthony Carter,35,DEN,PG,14,0,153,5.4,0.421,0.400,0.067,0.0,8.8,4.5,23.2,3.0,0.5,31.2,13.1,-0.2,0.2,-0.1,-0.018,-5.0,1.3,-3.7,-0.1,,cartean01,2010-2011
Anthony Carter,35,NYK,PG,19,0,310,11.1,0.534,0.368,0.079,2.6,11.9,7.2,20.4,2.9,1.2,24.1,14.8,0.0,0.3,0.3,0.044,-2.5,0.6,-1.8,0.0,,cartean01,2010-2011
Dan Gadzuric,32,2TM,C,42,9,463,9.9,0.419,0.008,0.209,17.2,16.4,16.8,4.5,1.4,4.8,17.1,16.5,-0.3,0.4,0.1,0.014,-5.7,-1.3,-7.0,-0.6,,gadzuda01,2010-2011
Dan Gadzuric,32,GSW,C,28,4,297,10.2,0.419,0.011,0.159,19.8,12.9,16.4,5.3,1.7,4.6,18.2,17.1,-0.2,0.2,0.1,0.013,-5.4,-1.3,-6.8,-0.4,,gadzuda01,2010-2011
Dan Gadzuric,32,NJN,PF,14,5,166,9.1,0.417,0.000,0.317,12.5,22.7,17.4,2.9,1.0,5.1,14.6,15.3,-0.2,0.2,0.1,0.015,-6.2,-1.2,-7.3,-0.2,,gadzuda01,2010-2011
Kyrylo Fesenko,24,UTA,C,53,1,456,5.8,0.441,0.010,0.460,8.9,19.8,14.3,5.9,0.5,2.9,17.2,14.6,-0.4,0.3,-0.1,-0.011,-6.5,-0.9,-7.4,-0.6,,fesenky01,2010-2011
Delonte West,27,BOS,PG,24,2,453,12.3,0.533,0.275,0.125,1.7,8.0,5.0,22.0,2.3,1.7,19.2,16.6,0.1,0.8,0.9,0.093,-0.5,2.3,1.8,0.4,,westde01,2010-2011
Brian Cook,30,LAC,PF,40,0,447,11.6,0.534,0.465,0.141,5.0,20.0,12.6,5.6,1.4,1.9,12.2,20.5,0.1,0.5,0.6,0.064,-1.6,-0.2,-1.9,0.0,,cookbr01,2010-2011
Ish Smith,22,2TM,PG,43,3,442,7.6,0.406,0.087,0.183,1.8,10.3,6.1,25.5,2.1,0.3,21.5,15.9,-0.5,0.4,-0.1,-0.016,-4.5,-0.5,-5.0,-0.3,,smithis01,2010-2011
Ish Smith,22,HOU,PG,28,3,329,8.8,0.423,0.096,0.120,2.1,12.4,7.2,27.8,2.0,0.4,22.9,15.2,-0.2,0.3,0.0,0.002,-3.7,-0.1,-3.8,-0.1,,smithis01,2010-2011
Ish Smith,22,MEM,PG,15,0,113,4.3,0.366,0.063,0.344,1.0,4.3,2.6,18.8,2.3,0.0,17.8,17.9,-0.3,0.1,-0.2,-0.066,-7.0,-1.5,-8.5,-0.2,,smithis01,2010-2011
Ben Uzoh,22,NJN,PG,42,0,438,14.7,0.468,0.056,0.389,7.9,8.6,8.2,26.7,1.6,1.4,12.9,20.5,0.2,0.2,0.5,0.054,0.4,-1.0,-0.6,0.2,,uzohbe01,2010-2011
Kosta Koufos,21,2TM,C,50,2,434,12.6,0.474,0.013,0.287,14.6,19.1,16.8,2.5,1.1,4.4,15.5,19.9,-0.2,0.4,0.2,0.027,-3.9,-1.6,-5.5,-0.4,,koufoko01,2010-2011
Kosta Koufos,21,MIN,C,39,1,336,10.4,0.447,0.019,0.222,13.5,18.7,16.0,3.2,1.2,4.5,17.4,18.2,-0.3,0.3,0.0,-0.004,-4.7,-1.2,-5.9,-0.3,,koufoko01,2010-2011
Kosta Koufos,21,DEN,C,11,1,98,20.3,0.536,0.000,0.452,18.2,20.6,19.4,0.0,1.0,3.9,10.6,25.6,0.1,0.1,0.3,0.133,-1.3,-2.8,-4.1,-0.1,,koufoko01,2010-2011
Jermaine O'Neal,32,BOS,C,24,10,431,9.2,0.504,0.009,0.394,7.6,17.0,12.6,4.3,0.2,5.4,17.4,17.2,-0.2,0.8,0.6,0.065,-5.4,1.3,-4.2,-0.2,,onealje01,2010-2011
Lazar Hayward,24,MIN,SF,42,0,419,10.8,0.464,0.390,0.273,5.9,12.8,9.3,10.3,1.4,1.3,9.9,19.5,0.1,0.2,0.3,0.035,-1.6,-1.3,-2.9,-0.1,,haywala01,2010-2011
Josh Howard,30,WAS,SF,18,10,409,9.2,0.416,0.179,0.290,4.8,16.2,10.3,9.4,1.6,0.9,9.9,21.9,-0.5,0.3,-0.2,-0.027,-3.1,-0.7,-3.8,-0.2,,howarjo01,2010-2011
Damion James,23,NJN,SF,25,9,403,10.1,0.477,0.029,0.272,4.8,20.5,12.5,8.1,2.1,2.3,17.8,16.2,-0.4,0.5,0.1,0.015,-3.8,1.1,-2.6,-0.1,,jamesda01,2010-2011
Jawad Williams,27,CLE,SF,26,1,391,4.8,0.396,0.357,0.095,2.0,12.4,7.1,9.0,1.2,0.6,10.9,17.1,-0.6,0.1,-0.5,-0.067,-5.5,-1.4,-6.8,-0.5,,willija04,2010-2011
Brandan Wright,23,2TM,PF,37,2,379,15.9,0.540,0.000,0.265,9.2,18.2,13.6,5.1,1.5,3.4,9.7,17.2,0.4,0.4,0.8,0.099,-0.8,-0.6,-1.4,0.1,,wrighbr03,2010-2011
Brandan Wright,23,GSW,PF,21,1,195,16.2,0.600,0.000,0.222,8.0,16.1,11.9,4.1,0.8,3.9,12.6,17.9,0.3,0.1,0.4,0.091,-0.6,-0.9,-1.5,0.0,,wrighbr03,2010-2011
Brandan Wright,23,NJN,PF,16,1,184,15.5,0.472,0.000,0.315,10.6,20.5,15.4,6.2,2.3,2.9,6.1,16.5,0.2,0.2,0.4,0.107,-1.1,-0.3,-1.4,0.0,,wrighbr03,2010-2011
Tony Battie,34,PHI,C,38,0,377,9.5,0.489,0.031,0.146,5.2,25.1,15.1,4.8,0.7,3.0,10.5,13.9,0.0,0.6,0.6,0.075,-4.1,0.8,-3.3,-0.1,,battito01,2010-2011
David Andersen,30,2TM,PF,40,0,373,10.9,0.513,0.190,0.182,6.4,21.0,13.6,5.6,0.7,2.0,14.4,19.1,-0.1,0.3,0.3,0.032,-2.8,-0.7,-3.4,-0.1,,anderda03,2010-2011
David Andersen,30,TOR,PF,11,0,150,13.8,0.559,0.213,0.149,6.2,21.1,13.4,7.3,1.0,1.5,13.8,17.3,0.1,0.1,0.2,0.063,0.0,-0.5,-0.5,0.1,,anderda03,2010-2011
David Andersen,30,NOH,PF,29,0,223,8.9,0.484,0.176,0.203,6.5,20.9,13.6,4.5,0.5,2.2,14.8,20.2,-0.2,0.3,0.1,0.012,-4.6,-0.8,-5.4,-0.2,,anderda03,2010-2011
Hasheem Thabeet,23,2TM,C,47,0,373,4.7,0.478,0.000,0.875,7.6,16.5,12.0,1.4,1.3,3.5,23.5,8.7,-0.2,0.5,0.3,0.043,-6.5,0.9,-5.7,-0.3,,thabeha01,2010-2011
Hasheem Thabeet,23,MEM,C,45,0,369,4.9,0.487,0.000,0.897,7.7,16.7,12.1,1.4,1.3,3.3,23.8,8.7,-0.1,0.5,0.3,0.045,-6.3,0.8,-5.5,-0.3,,thabeha01,2010-2011
Hasheem Thabeet,23,HOU,C,2,0,4,-13.6,0.000,0.000,0.000,0.0,0.0,0.0,0.0,0.0,17.4,0.0,11.0,0.0,0.0,0.0,-0.179,-23.1,3.2,-19.9,0.0,,thabeha01,2010-2011
Eduardo Nájera,34,CHA,PF,31,0,372,5.5,0.449,0.472,0.153,4.5,9.8,7.2,8.2,1.6,1.3,14.5,11.3,-0.1,0.3,0.2,0.020,-4.5,0.9,-3.6,-0.2,,najered01,2010-2011
Melvin Ely,32,DEN,C,30,2,366,8.3,0.573,0.000,0.412,8.8,14.4,11.7,5.3,0.5,2.3,18.9,9.0,0.3,0.3,0.6,0.083,-2.9,-0.3,-3.2,-0.1,,elyme01,2010-2011
Sasha Pavlović,27,3TM,SG,31,7,362,6.0,0.497,0.431,0.139,0.4,9.9,5.3,6.4,1.5,1.6,13.6,11.6,-0.2,0.5,0.3,0.042,-4.2,1.2,-3.0,-0.1,,pavloal01,2010-2011
Sasha Pavlović,27,DAL,SF,10,6,163,7.8,0.551,0.457,0.143,0.0,8.3,4.3,6.3,1.6,1.4,11.8,12.1,0.0,0.2,0.2,0.067,-2.8,1.2,-1.6,0.0,,pavloal01,2010-2011
Sasha Pavlović,27,NOH,SG,4,1,50,2.9,0.182,0.455,0.000,0.0,14.7,7.3,17.1,0.0,6.7,8.3,11.4,-0.1,0.1,-0.1,-0.065,-5.7,1.1,-4.5,0.0,,pavloal01,2010-2011
Sasha Pavlović,27,BOS,SG,17,0,149,5.1,0.550,0.385,0.192,0.9,10.1,5.8,2.9,1.8,0.0,17.5,11.0,-0.1,0.2,0.2,0.051,-5.3,1.2,-4.1,-0.1,,pavloal01,2010-2011
Quinton Ross,29,NJN,SF,36,4,353,3.7,0.437,0.051,0.237,3.3,6.9,5.0,4.3,0.5,1.3,9.7,9.5,-0.1,0.1,0.0,-0.007,-5.3,-0.8,-6.2,-0.4,,rossqu01,2010-2011
Udonis Haslem,30,MIA,PF,13,0,345,12.7,0.549,0.000,0.233,10.6,25.0,18.2,2.7,1.1,0.7,12.9,14.8,0.4,0.6,0.9,0.130,-1.7,-0.5,-2.3,0.0,,hasleud01,2010-2011
Alexis Ajinça,22,2TM,C,34,2,340,12.2,0.507,0.256,0.135,5.9,21.5,13.6,4.8,1.7,4.2,11.3,21.1,0.0,0.4,0.4,0.052,-3.8,0.0,-3.8,-0.2,,ajincal01,2010-2011
Alexis Ajinça,22,DAL,C,10,2,75,12.8,0.435,0.219,0.094,8.1,18.0,13.3,4.3,2.1,5.1,2.9,21.4,0.0,0.1,0.1,0.084,-3.4,0.5,-2.9,0.0,,ajincal01,2010-2011
Alexis Ajinça,22,TOR,C,24,0,265,12.0,0.530,0.267,0.149,5.2,22.5,13.6,4.9,1.6,4.0,13.6,21.1,0.0,0.2,0.2,0.042,-3.8,-0.2,-4.1,-0.1,,ajincal01,2010-2011
Rodney Carney,26,2TM,SF,27,1,336,10.8,0.521,0.345,0.245,4.3,12.1,8.1,4.8,1.8,1.1,11.6,18.1,0.1,0.2,0.3,0.038,-1.5,-1.2,-2.8,-0.1,,carnero01,2010-2011
Rodney Carney,26,GSW,SF,25,1,331,10.7,0.526,0.346,0.252,4.0,12.3,8.0,4.9,1.7,1.2,11.9,18.0,0.1,0.2,0.3,0.038,-1.5,-1.3,-2.8,-0.1,,carnero01,2010-2011
Rodney Carney,26,MEM,SF,2,0,5,20.4,0.333,0.333,0.000,23.7,0.0,12.0,0.0,10.4,0.0,0.0,27.1,0.0,0.0,0.0,0.071,-0.6,1.9,1.2,0.0,,carnero01,2010-2011
D.J. Mbenga,30,NOH,C,41,0,330,9.7,0.518,0.000,0.367,12.8,18.9,15.9,2.7,1.0,6.8,27.0,11.3,0.0,0.6,0.5,0.076,-4.7,1.8,-2.8,-0.1,,mbengdj01,2010-2011
Leon Powe,27,2TM,PF,30,3,328,15.0,0.524,0.017,0.605,8.3,14.2,11.2,3.6,1.6,0.9,7.4,22.4,0.4,0.2,0.6,0.090,-1.7,-1.7,-3.4,-0.1,,powele01,2010-2011
Leon Powe,27,CLE,PF,14,3,187,12.9,0.497,0.000,0.441,9.6,13.9,11.7,1.9,1.9,1.2,6.6,18.3,0.1,0.1,0.2,0.051,-1.8,-1.5,-3.3,-0.1,,powele01,2010-2011
Leon Powe,27,MEM,C,16,0,141,17.8,0.548,0.033,0.767,6.7,14.5,10.6,6.0,1.1,0.6,8.0,27.9,0.3,0.1,0.4,0.142,-1.7,-1.9,-3.5,-0.1,,powele01,2010-2011
Othyus Jeffers,25,2TM,SG,17,1,322,13.3,0.546,0.062,0.708,8.5,15.4,11.9,9.3,2.7,0.0,14.1,13.6,0.4,0.3,0.7,0.097,-1.6,0.0,-1.7,0.0,,jeffeot01,2010-2011
Othyus Jeffers,25,SAS,SG,1,0,8,-0.5,0.333,0.000,0.000,0.0,28.4,14.5,18.6,0.0,0.0,25.0,23.0,0.0,0.0,0.0,-0.183,-12.6,-1.8,-14.4,0.0,,jeffeot01,2010-2011
Othyus Jeffers,25,WAS,SG,16,1,314,13.7,0.553,0.065,0.742,8.8,15.1,11.8,9.0,2.8,0.0,13.6,13.4,0.4,0.3,0.7,0.104,-1.4,0.0,-1.4,0.0,,jeffeot01,2010-2011
Roger Mason,30,NYK,SG,26,0,319,7.1,0.461,0.571,0.130,1.8,13.7,7.7,8.8,0.9,0.5,6.9,12.2,0.1,0.1,0.2,0.029,-2.4,-1.2,-3.6,-0.1,,masonro01,2010-2011
Earl Barron,29,3TM,C,21,7,305,6.2,0.361,0.000,0.242,12.1,17.2,14.6,5.8,1.4,1.5,12.7,18.9,-0.6,0.3,-0.2,-0.039,-6.3,-1.9,-8.1,-0.5,,barroea01,2010-2011
Earl Barron,29,PHO,C,12,6,183,1.5,0.301,0.000,0.392,10.1,15.2,12.6,3.0,1.7,1.6,15.5,17.5,-0.5,0.1,-0.4,-0.106,-9.1,-2.4,-11.5,-0.4,,barroea01,2010-2011
