Player,Age,Team,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards,Player-additional,Year
Shaun Livingston,25,CHA,PG,73,0,1261,14.3,0.530,0.010,0.315,2.8,11.6,7.2,22.5,2.0,1.9,16.3,20.1,0.7,1.2,1.9,0.073,-1.0,1.0,0.0,0.7,,livinsh01,2010-2011
Zaza Pachulia,26,ATL,C,79,7,1244,12.4,0.562,0.000,0.772,11.6,20.6,16.1,7.0,1.5,1.3,18.2,14.5,1.5,1.6,3.1,0.118,-2.8,0.1,-2.8,-0.2,,pachuza01,2010-2011
Ben Wallace,36,DET,C,54,49,1238,12.3,0.442,0.013,0.383,12.2,22.9,17.3,8.1,2.3,3.5,20.2,8.2,0.5,1.4,1.9,0.072,-1.3,1.3,0.0,0.6,,wallabe01,2010-2011
Goran Dragić,24,2TM,PG,70,5,1234,13.2,0.524,0.351,0.302,3.3,9.9,6.6,25.6,2.1,0.6,19.0,22.4,0.2,0.8,1.0,0.040,-0.9,-0.5,-1.3,0.2,,dragigo01,2010-2011
Goran Dragić,24,PHO,PG,48,2,856,11.2,0.492,0.320,0.307,3.2,8.4,5.8,26.8,2.1,0.5,21.1,24.0,-0.7,0.5,-0.2,-0.012,-2.3,-1.2,-3.5,-0.3,,dragigo01,2010-2011
Goran Dragić,24,HOU,PG,22,3,378,17.7,0.604,0.432,0.288,3.6,13.2,8.4,22.7,1.9,0.7,13.0,18.9,0.9,0.3,1.2,0.157,2.5,1.2,3.7,0.5,,dragigo01,2010-2011
Kenyon Martin,33,DEN,PF,48,48,1233,14.1,0.526,0.025,0.199,6.5,20.9,13.9,13.6,1.8,2.2,13.0,16.4,1.0,1.6,2.7,0.104,-0.8,1.7,0.9,0.9,DPOY-23,martike01,2010-2011
Gordon Hayward,20,UTA,SF,72,17,1218,10.7,0.578,0.253,0.331,4.0,9.8,6.9,10.2,1.3,1.3,17.3,15.3,0.8,0.4,1.2,0.048,-1.2,-1.1,-2.2,-0.1,,haywago01,2010-2011
Eric Maynor,23,OKC,PG,82,0,1200,11.7,0.485,0.288,0.177,2.5,9.1,5.9,30.3,1.5,0.4,17.7,16.5,0.7,0.8,1.5,0.061,-0.8,-1.1,-1.8,0.1,,maynoer01,2010-2011
Carlos Arroyo,31,2TM,PG,64,43,1185,9.0,0.528,0.253,0.172,2.2,7.9,5.2,15.8,0.9,0.1,17.0,14.0,0.5,1.1,1.7,0.068,-2.1,-0.2,-2.3,-0.1,,arroyca01,2010-2011
Carlos Arroyo,31,MIA,PG,49,42,995,9.5,0.541,0.269,0.147,1.6,7.5,4.8,15.3,0.7,0.1,14.5,13.9,0.8,0.9,1.6,0.078,-1.7,-0.5,-2.2,0.0,,arroyca01,2010-2011
Carlos Arroyo,31,BOS,PG,15,1,190,6.7,0.447,0.143,0.343,4.8,9.8,7.4,18.6,2.0,0.0,29.7,14.5,-0.2,0.3,0.1,0.016,-4.1,1.0,-3.0,-0.1,,arroyca01,2010-2011
Ryan Hollins,26,CLE,C,70,16,1182,10.7,0.642,0.000,0.744,6.6,11.6,9.0,3.6,1.0,2.7,18.7,13.7,1.3,0.5,1.8,0.072,-4.0,-0.3,-4.3,-0.7,,holliry01,2010-2011
Wayne Ellington,23,MIN,SG,62,8,1181,8.6,0.488,0.305,0.134,2.4,7.9,5.1,9.4,1.2,0.2,11.2,17.1,0.1,0.1,0.3,0.010,-2.3,-1.3,-3.5,-0.5,,ellinwa01,2010-2011
Kurt Thomas,38,CHI,PF,52,37,1178,10.0,0.527,0.005,0.172,7.7,21.9,15.0,7.4,1.4,2.7,17.3,9.4,0.7,2.6,3.2,0.131,-3.4,2.8,-0.6,0.4,,thomaku01,2010-2011
Vladimir Radmanović,30,GSW,PF,74,6,1169,12.6,0.562,0.544,0.107,6.1,14.7,10.3,9.6,1.9,2.9,14.6,14.7,1.2,0.9,2.1,0.086,-0.5,0.4,-0.1,0.6,,radmavl01,2010-2011
DeShawn Stevenson,29,DAL,SG,72,54,1158,9.8,0.549,0.755,0.130,2.1,8.4,5.4,10.0,1.0,0.3,11.2,15.9,0.8,1.0,1.8,0.074,-0.1,-0.3,-0.4,0.5,,stevede01,2010-2011
Zydrunas Ilgauskas,35,MIA,C,72,51,1145,12.8,0.531,0.003,0.144,11.9,17.5,14.9,3.6,1.1,4.0,13.3,16.0,1.0,1.9,2.9,0.122,-3.1,0.4,-2.7,-0.2,,ilgauzy01,2010-2011
Ronny Turiaf,28,NYK,C,64,21,1141,13.6,0.648,0.000,0.601,6.4,14.4,10.4,11.5,1.5,4.7,16.6,9.6,2.1,1.1,3.2,0.134,-0.8,2.2,1.4,1.0,,turiaro01,2010-2011
Donté Greene,22,SAC,SF,69,21,1127,9.7,0.482,0.399,0.168,4.8,10.2,7.4,6.5,1.6,1.3,12.6,18.2,-0.2,0.8,0.5,0.022,-1.8,-0.4,-2.2,-0.1,,greendo01,2010-2011
Will Bynum,28,DET,PG,61,5,1125,15.2,0.524,0.123,0.300,1.6,6.7,4.0,28.6,2.5,0.3,15.3,22.5,1.1,0.4,1.5,0.066,-0.8,-1.0,-1.9,0.0,,bynumwi01,2010-2011
Jordan Hill,23,HOU,C,72,11,1125,13.1,0.521,0.006,0.241,12.9,18.0,15.4,4.0,0.6,3.2,13.7,17.7,0.8,1.0,1.8,0.079,-2.9,-1.4,-4.3,-0.7,,hilljo01,2010-2011
Alonzo Gee,23,3TM,SG,56,34,1118,10.8,0.544,0.193,0.348,6.2,12.7,9.3,5.4,1.8,1.2,15.3,14.5,0.5,0.6,1.0,0.045,-2.1,-0.4,-2.5,-0.1,,geeal01,2010-2011
Alonzo Gee,23,SAS,SG,5,0,18,-2.1,0.333,0.000,0.000,13.2,6.3,9.7,0.0,0.0,7.9,50.0,15.3,-0.1,0.0,-0.1,-0.175,-8.5,-0.7,-9.2,0.0,,geeal01,2010-2011
Alonzo Gee,23,WAS,SG,11,5,127,9.9,0.496,0.074,0.444,9.5,10.3,9.9,5.9,2.8,0.0,19.9,14.0,0.0,0.1,0.1,0.023,-2.6,-0.2,-2.8,0.0,,geeal01,2010-2011
Alonzo Gee,23,CLE,SG,40,29,973,11.1,0.552,0.209,0.342,5.6,13.1,9.3,5.5,1.7,1.3,14.0,14.6,0.6,0.5,1.0,0.052,-1.9,-0.4,-2.3,-0.1,,geeal01,2010-2011
Yi Jianlian,23,WAS,PF,63,11,1112,10.1,0.459,0.037,0.262,7.8,18.0,12.7,3.5,1.2,2.2,11.6,17.4,-0.4,0.8,0.4,0.016,-3.7,-1.6,-5.3,-0.9,,jianlyi01,2010-2011
Mickaël Piétrus,28,2TM,SF,57,4,1107,9.8,0.526,0.647,0.156,1.6,11.5,6.6,4.6,1.3,1.4,9.1,17.6,0.3,1.0,1.3,0.055,-1.2,0.2,-1.0,0.3,,pietrmi01,2010-2011
Mickaël Piétrus,28,ORL,SF,19,0,418,8.3,0.540,0.757,0.052,1.7,12.0,7.0,3.8,1.3,0.6,10.6,14.6,0.1,0.6,0.7,0.082,-1.3,0.8,-0.5,0.2,,pietrmi01,2010-2011
Mickaël Piétrus,28,PHO,SG,38,4,689,10.8,0.519,0.596,0.204,1.5,11.2,6.4,5.0,1.4,1.9,8.4,19.5,0.1,0.4,0.6,0.039,-1.1,-0.1,-1.2,0.1,,pietrmi01,2010-2011
Jason Smith,24,NOH,C,77,6,1102,10.8,0.490,0.007,0.228,9.8,16.9,13.3,5.3,1.3,2.4,13.6,16.9,0.2,1.4,1.6,0.070,-3.6,0.1,-3.5,-0.4,,smithja02,2010-2011
Martell Webster,24,MIN,SF,46,1,1094,12.4,0.575,0.388,0.359,3.6,11.6,7.5,7.5,1.3,0.6,12.8,17.6,1.4,0.3,1.8,0.077,-0.4,-0.9,-1.3,0.2,,webstma02,2010-2011
C.J. Watson,26,CHI,PG,82,1,1091,12.8,0.466,0.284,0.236,1.8,8.1,5.0,26.9,2.7,0.8,14.4,21.4,0.2,2.0,2.1,0.093,-1.4,1.1,-0.3,0.5,,watsocj01,2010-2011
Trevor Booker,23,WAS,PF,65,14,1063,15.3,0.582,0.004,0.399,10.2,17.0,13.5,5.2,1.4,3.0,11.3,13.9,1.8,0.8,2.6,0.119,-0.6,-0.3,-0.9,0.3,,booketr01,2010-2011
Jamario Moon,30,2TM,SF,59,20,1042,10.1,0.499,0.496,0.069,2.5,16.0,9.1,7.8,1.4,2.4,7.9,12.0,0.4,0.7,1.1,0.050,-1.5,0.5,-1.1,0.2,,moonja01,2010-2011
Jamario Moon,30,CLE,SF,40,13,764,10.7,0.488,0.503,0.058,2.0,16.1,8.9,9.3,1.7,2.7,8.1,12.5,0.2,0.5,0.7,0.043,-1.4,0.6,-0.8,0.2,,moonja01,2010-2011
Jamario Moon,30,LAC,SF,19,7,278,8.4,0.535,0.475,0.102,3.8,15.9,9.9,3.8,0.6,1.7,7.5,10.7,0.2,0.2,0.4,0.068,-1.8,0.0,-1.9,0.0,,moonja01,2010-2011
Linas Kleiza,26,TOR,SF,39,23,1032,10.1,0.502,0.323,0.160,4.1,16.5,10.2,6.2,1.0,0.5,13.0,21.7,-0.5,0.2,-0.3,-0.012,-2.4,-2.3,-4.7,-0.7,,kleizli01,2010-2011
Ekpe Udoh,23,GSW,C,58,18,1030,9.7,0.472,0.000,0.288,8.6,11.4,10.0,5.4,1.1,6.4,16.1,12.8,0.0,0.7,0.7,0.032,-4.4,0.6,-3.8,-0.5,,udohek01,2010-2011
Jordan Crawford,22,2TM,SG,42,18,1027,11.8,0.456,0.256,0.168,3.4,8.6,5.9,19.8,2.0,0.2,13.4,27.0,-1.0,0.5,-0.6,-0.026,-1.5,-2.3,-3.8,-0.5,,crawfjo02,2010-2011
Jordan Crawford,22,ATL,SG,16,0,160,7.6,0.421,0.351,0.078,6.8,14.2,10.5,16.0,1.0,0.0,15.8,28.1,-0.4,0.1,-0.3,-0.090,-2.8,-2.7,-5.5,-0.1,,crawfjo02,2010-2011
Jordan Crawford,22,WAS,SG,26,18,867,12.6,0.462,0.239,0.184,2.8,7.5,5.1,20.5,2.1,0.3,12.9,26.8,-0.6,0.3,-0.3,-0.014,-1.2,-2.2,-3.4,-0.3,,crawfjo02,2010-2011
Matt Barnes,30,LAL,SF,53,0,1020,14.6,0.569,0.384,0.276,8.4,16.7,12.7,10.5,2.0,1.6,15.6,16.6,1.4,1.6,3.0,0.142,-0.5,1.0,0.6,0.7,,barnema02,2010-2011
Brad Miller,34,HOU,C,60,5,1015,16.3,0.566,0.361,0.318,4.9,19.9,12.4,21.4,1.4,1.4,13.8,17.0,2.0,1.0,3.0,0.142,1.7,1.1,2.8,1.2,,millebr01,2010-2011
Nate Robinson,26,2TM,PG,59,11,1013,10.0,0.507,0.532,0.117,1.9,8.6,5.5,17.8,1.5,0.3,14.7,21.9,-0.4,1.5,1.1,0.051,-2.5,-0.1,-2.6,-0.2,,robinna01,2010-2011
Nate Robinson,26,BOS,PG,55,11,983,10.2,0.512,0.532,0.111,2.0,8.7,5.6,17.4,1.6,0.3,14.8,21.7,-0.3,1.5,1.1,0.054,-2.3,0.0,-2.3,-0.1,,robinna01,2010-2011
Nate Robinson,26,OKC,PG,4,0,30,3.3,0.388,0.533,0.267,0.0,3.8,2.0,31.6,0.0,0.0,10.7,28.4,0.0,0.0,0.0,-0.063,-7.8,-5.1,-12.9,-0.1,,robinna01,2010-2011
Chris Wilcox,28,DET,PF,57,29,995,18.0,0.587,0.003,0.276,11.2,22.7,16.7,7.4,1.6,1.4,10.6,18.9,2.0,0.8,2.8,0.133,-0.3,-1.1,-1.4,0.2,,wilcoch01,2010-2011
Anderson Varejão,28,CLE,C,31,31,994,15.2,0.560,0.009,0.375,11.0,24.1,17.4,7.4,1.4,2.9,13.7,13.3,1.3,0.9,2.2,0.105,-0.9,0.1,-0.8,0.3,,varejan01,2010-2011
Robin Lopez,22,PHO,C,67,56,991,13.9,0.539,0.000,0.280,9.5,15.6,12.6,1.3,0.9,3.4,10.7,20.4,0.8,0.8,1.5,0.074,-3.1,-1.0,-4.1,-0.5,,lopezro01,2010-2011
Ömer Aşık,24,CHI,C,82,0,989,11.8,0.559,0.000,1.028,13.7,22.3,18.1,4.7,1.1,4.3,23.8,12.5,0.5,2.2,2.7,0.130,-3.6,1.8,-1.8,0.1,,asikom01,2010-2011
Jonny Flynn,21,MIN,PG,53,8,983,7.1,0.444,0.338,0.142,1.3,7.5,4.3,27.6,1.7,0.2,26.4,18.5,-1.6,0.2,-1.3,-0.064,-3.9,-2.4,-6.3,-1.1,,flynnjo01,2010-2011
Eddie House,32,MIA,SG,56,1,978,11.9,0.535,0.545,0.125,1.2,9.5,5.6,10.0,1.7,0.2,7.9,17.6,1.0,1.2,2.2,0.108,-0.5,0.2,-0.3,0.4,,houseed01,2010-2011
Jeff Teague,22,ATL,PG,70,7,963,14.6,0.521,0.158,0.319,1.4,11.3,6.4,23.3,2.5,2.0,15.6,20.3,0.4,1.2,1.7,0.083,-0.8,1.3,0.5,0.6,,teaguje01,2010-2011
Stephen Graham,28,NJN,SG,59,28,959,4.4,0.457,0.105,0.190,2.0,13.4,7.6,6.5,0.8,0.1,14.9,12.3,-0.7,0.4,-0.3,-0.014,-5.8,-1.0,-6.8,-1.2,,grahast01,2010-2011
Quentin Richardson,30,ORL,SF,57,19,955,8.1,0.454,0.573,0.173,4.9,16.6,10.9,6.1,1.4,0.4,10.7,14.9,-0.2,1.5,1.3,0.067,-2.4,0.9,-1.5,0.1,,richaqu01,2010-2011
Christian Eyenga,21,CLE,SF,44,18,947,9.0,0.476,0.297,0.092,3.2,12.0,7.5,6.2,1.9,2.3,12.9,17.5,-0.8,0.5,-0.3,-0.016,-3.4,-0.6,-4.0,-0.5,,eyengch01,2010-2011
Jeff Foster,34,IND,C,56,3,940,14.3,0.497,0.018,0.287,19.1,22.3,20.7,7.3,1.3,2.4,12.1,10.1,1.6,1.4,3.0,0.152,-0.6,0.1,-0.5,0.4,,fosteje01,2010-2011
Marquis Daniels,30,BOS,SF,49,0,938,11.7,0.527,0.091,0.246,3.3,11.0,7.4,10.6,2.2,1.8,12.9,15.1,0.3,1.7,2.0,0.103,-1.7,2.3,0.6,0.6,,daniema01,2010-2011
Manny Harris,21,CLE,SG,54,15,933,10.4,0.486,0.318,0.322,4.3,13.2,8.6,14.8,1.7,0.6,16.0,19.1,-0.4,0.4,0.0,0.002,-2.3,-1.2,-3.5,-0.4,,harrima01,2010-2011
Andrés Nocioni,31,PHI,SF,54,17,931,10.1,0.538,0.426,0.220,2.4,18.6,10.5,7.4,0.8,1.2,13.4,17.4,0.2,1.1,1.3,0.067,-2.2,-0.3,-2.5,-0.1,,nocioan01,2010-2011
Jason Maxiell,27,DET,PF,57,14,930,9.4,0.510,0.000,0.524,8.3,14.7,11.4,2.7,1.4,1.8,15.9,13.9,0.0,0.4,0.5,0.024,-3.3,-1.1,-4.4,-0.6,,maxieja01,2010-2011
Shelden Williams,27,2TM,PF,59,38,911,12.3,0.522,0.000,0.341,12.0,22.3,17.3,5.1,1.3,2.1,14.5,14.5,0.9,1.1,1.9,0.102,-2.3,-0.4,-2.7,-0.2,,willish02,2010-2011
Shelden Williams,27,DEN,PF,42,32,713,11.3,0.492,0.000,0.254,12.3,23.4,18.0,3.9,1.3,2.3,15.5,14.9,0.2,0.9,1.2,0.078,-2.8,-0.3,-3.1,-0.2,,willish02,2010-2011
Shelden Williams,27,NYK,PF,17,6,198,15.9,0.638,0.000,0.744,10.9,18.0,14.4,9.5,1.3,1.5,10.4,13.0,0.6,0.1,0.8,0.188,-0.7,-0.8,-1.5,0.0,,willish02,2010-2011
Josh Childress,27,PHO,SG,54,3,894,13.0,0.567,0.075,0.276,8.9,11.1,10.0,7.0,1.9,1.9,15.5,14.3,0.8,0.6,1.4,0.076,-0.6,0.1,-0.5,0.3,,childjo01,2010-2011
Johan Petro,25,NJN,C,77,1,893,9.9,0.452,0.014,0.097,8.0,20.4,14.0,8.4,2.0,2.9,13.2,18.1,-0.7,1.1,0.4,0.024,-5.5,0.9,-4.7,-0.6,,petrojo01,2010-2011
Nikola Peković,25,MIN,C,65,11,887,11.2,0.573,0.000,0.433,11.0,13.2,12.1,4.8,1.0,3.0,22.5,19.4,0.2,0.5,0.6,0.035,-4.8,-0.9,-5.7,-0.8,,pekovni01,2010-2011
Chris Douglas-Roberts,24,MIL,SF,44,12,884,11.5,0.517,0.168,0.326,0.9,11.0,5.8,9.8,1.8,1.2,10.1,18.4,0.4,1.3,1.6,0.088,-2.5,1.0,-1.4,0.1,,douglch01,2010-2011
Larry Sanders,22,MIL,C,60,12,872,11.0,0.448,0.000,0.187,7.7,16.3,11.9,3.2,1.3,6.5,11.6,17.6,-0.7,1.8,1.0,0.057,-5.2,1.7,-3.5,-0.3,,sandela01,2010-2011
Patrick Patterson,21,HOU,PF,52,6,868,16.7,0.574,0.007,0.157,11.2,14.9,13.1,7.6,1.0,3.0,9.8,16.1,1.7,0.7,2.4,0.134,0.4,-0.1,0.3,0.5,,pattepa01,2010-2011
Caron Butler,30,DAL,SF,29,29,867,14.2,0.523,0.172,0.233,3.1,12.5,8.0,9.1,1.7,0.7,10.5,25.1,0.2,1.0,1.2,0.067,-0.8,0.0,-0.9,0.2,,butleca01,2010-2011
Earl Boykins,34,MIL,PG,57,0,862,17.6,0.526,0.202,0.233,2.0,5.5,3.7,30.9,2.4,0.3,11.8,23.9,1.1,1.1,2.3,0.125,2.1,0.4,2.4,1.0,,boykiea01,2010-2011
Tyrus Thomas,24,CHA,C,41,2,861,18.2,0.536,0.009,0.411,9.1,22.5,15.8,6.2,1.9,6.2,14.3,24.9,0.4,1.5,1.8,0.103,-1.8,1.2,-0.6,0.3,,thomaty01,2010-2011
Drew Gooden,29,MIL,PF,35,18,860,15.9,0.487,0.055,0.282,9.6,22.9,16.1,10.3,1.3,1.6,10.2,24.6,0.3,1.5,1.8,0.101,-1.2,0.2,-1.0,0.2,,goodedr01,2010-2011
Greivis Vásquez,24,MEM,PG,70,1,860,9.4,0.493,0.369,0.189,1.7,8.6,5.1,25.3,1.3,0.4,21.7,16.9,-0.1,0.7,0.5,0.030,-2.4,-0.9,-3.3,-0.3,,vasqugr01,2010-2011
Eugene Jeter,27,SAC,PG,62,1,858,11.1,0.460,0.116,0.158,1.2,8.3,4.6,28.4,1.7,0.2,15.5,16.5,0.2,0.5,0.7,0.037,-2.2,-1.1,-3.3,-0.3,,jetereu01,2010-2011
James Posey,34,IND,SF,49,0,839,7.5,0.485,0.880,0.062,1.3,18.0,9.7,6.1,1.4,0.5,8.8,14.3,0.0,1.0,1.0,0.056,-2.6,0.5,-2.0,0.0,,poseyja01,2010-2011
Chris Kaman,28,LAC,C,32,15,838,15.7,0.495,0.000,0.152,7.2,24.1,15.7,10.0,1.0,4.5,12.6,24.4,-0.2,1.1,0.8,0.047,-1.7,0.3,-1.4,0.1,,kamanch01,2010-2011
Mike Miller,30,MIA,SG,41,2,838,9.7,0.525,0.584,0.168,5.7,19.5,13.0,9.1,1.3,0.2,15.9,14.4,0.4,1.2,1.6,0.090,-1.5,0.1,-1.4,0.1,,millemi01,2010-2011
James Johnson,23,2TM,SF,38,25,822,12.6,0.505,0.143,0.300,5.2,15.4,10.2,16.4,2.1,3.4,19.3,18.2,-0.1,0.8,0.6,0.036,-1.6,0.9,-0.6,0.3,,johnsja01,2010-2011
James Johnson,23,CHI,SF,13,0,123,8.8,0.449,0.220,0.317,5.9,16.7,11.4,18.1,3.5,5.6,27.8,24.2,-0.4,0.3,0.0,-0.014,-6.8,3.4,-3.4,-0.1,,johnsja01,2010-2011
James Johnson,23,TOR,SF,25,25,699,13.2,0.517,0.128,0.296,5.1,15.1,10.0,16.1,1.8,3.0,17.2,17.1,0.2,0.4,0.6,0.044,-0.7,0.5,-0.2,0.3,,johnsja01,2010-2011
Erick Dampier,35,MIA,C,51,22,815,9.7,0.591,0.011,0.494,8.2,17.1,12.9,3.8,0.9,4.5,22.8,8.1,0.5,1.4,1.9,0.109,-2.0,1.7,-0.3,0.4,,dampier01,2010-2011
Reggie Evans,30,TOR,PF,30,18,798,12.4,0.466,0.010,0.854,17.2,34.4,25.6,6.4,1.9,0.6,21.6,10.1,0.5,0.8,1.3,0.077,-0.9,-0.6,-1.5,0.1,,evansre01,2010-2011
A.J. Price,24,IND,PG,50,0,795,10.7,0.454,0.466,0.253,2.3,7.8,5.0,22.7,1.8,0.1,13.0,22.7,-0.4,0.7,0.3,0.020,-1.9,-1.1,-2.9,-0.2,,priceaj01,2010-2011
Gary Forbes,25,DEN,SF,63,11,791,11.7,0.524,0.212,0.319,4.2,12.5,8.5,9.7,1.5,0.6,12.9,20.1,0.3,0.7,0.9,0.055,-2.0,-0.8,-2.9,-0.2,,forbega01,2010-2011
Henry Walker,23,NYK,SG,61,1,784,11.3,0.583,0.648,0.186,2.3,15.6,8.9,6.6,1.3,0.6,12.7,16.6,0.7,0.4,1.1,0.069,-0.6,-1.2,-1.8,0.0,,walkebi01,2010-2011
Patty Mills,22,POR,PG,64,0,783,13.0,0.506,0.405,0.143,2.8,5.2,4.0,24.3,1.9,0.1,15.1,24.5,0.2,0.5,0.7,0.044,-0.1,-1.4,-1.5,0.1,,millspa02,2010-2011
Chris Duhon,28,ORL,PG,51,5,774,5.6,0.446,0.403,0.194,1.4,6.3,3.9,22.4,1.1,0.2,30.3,12.0,-0.7,0.9,0.2,0.014,-3.8,0.0,-3.8,-0.3,,duhonch01,2010-2011
T.J. Ford,27,IND,PG,41,3,773,9.9,0.434,0.136,0.203,2.5,9.1,5.8,28.4,2.3,0.8,19.7,18.3,-0.7,0.8,0.2,0.011,-3.3,0.4,-2.9,-0.2,,fordtj01,2010-2011
Rasual Butler,31,2TM,SG,47,2,770,6.2,0.446,0.574,0.114,1.5,10.1,5.9,5.3,0.5,1.5,8.8,15.8,-0.5,0.3,-0.1,-0.009,-2.3,-1.5,-3.8,-0.4,,butlera01,2010-2011
Rasual Butler,31,LAC,SG,41,2,744,5.9,0.433,0.571,0.119,1.6,10.3,6.0,5.5,0.6,1.6,8.5,15.6,-0.5,0.3,-0.2,-0.013,-2.5,-1.5,-4.0,-0.4,,butlera01,2010-2011
Rasual Butler,31,CHI,SG,6,0,26,14.5,0.727,0.636,0.000,0.0,4.4,2.3,0.0,0.0,0.0,15.4,23.0,0.0,0.0,0.1,0.107,2.5,-2.4,0.1,0.0,,butlera01,2010-2011
Julian Wright,23,TOR,SF,52,6,766,12.1,0.525,0.063,0.269,7.1,11.3,9.1,11.0,2.6,2.0,19.4,13.0,0.2,0.4,0.6,0.038,-0.7,0.7,0.0,0.4,,wrighju01,2010-2011
Dominic McGuire,25,CHA,SF,52,8,760,10.4,0.437,0.011,0.214,10.0,21.8,15.9,9.0,0.7,3.5,11.2,13.8,0.1,0.9,0.9,0.059,-3.3,0.3,-2.9,-0.2,,mcguido01,2010-2011
Shaquille O'Neal,38,BOS,C,37,36,752,17.4,0.659,0.000,0.652,8.3,20.1,14.6,5.9,1.1,4.4,17.8,20.1,1.1,1.6,2.7,0.174,-1.7,2.0,0.3,0.4,,onealsh01,2010-2011
Kendrick Perkins,26,2TM,C,29,24,742,9.6,0.538,0.000,0.554,10.4,26.2,18.7,5.2,0.6,2.6,25.7,13.7,-0.2,1.2,1.0,0.063,-3.6,0.6,-3.0,-0.2,,perkike01,2010-2011
Kendrick Perkins,26,BOS,C,12,7,313,10.2,0.568,0.000,0.678,9.6,27.5,19.1,4.8,0.3,2.5,24.6,15.6,-0.1,0.6,0.6,0.088,-3.6,1.1,-2.5,0.0,,perkike01,2010-2011
Kendrick Perkins,26,OKC,C,17,17,429,9.1,0.511,0.000,0.451,11.0,25.3,18.4,5.4,0.8,2.7,26.7,12.3,-0.1,0.6,0.4,0.046,-3.6,0.3,-3.4,-0.1,,perkike01,2010-2011
Tiago Splitter,26,SAS,C,60,6,738,16.0,0.550,0.005,0.733,11.6,19.8,15.8,5.3,2.0,1.6,11.2,17.7,1.1,1.1,2.3,0.149,-1.3,0.5,-0.8,0.2,,splitti01,2010-2011
Marreese Speights,23,PHI,C,64,1,734,15.3,0.532,0.014,0.251,10.1,22.9,16.5,7.0,0.6,2.0,11.0,22.8,0.7,1.0,1.7,0.110,-2.2,-0.8,-3.0,-0.2,,speigma01,2010-2011
Quincy Pondexter,22,NOH,SF,66,6,734,8.5,0.482,0.278,0.189,3.8,10.8,7.3,5.9,1.3,1.1,7.6,13.7,0.2,0.7,0.9,0.060,-2.4,0.1,-2.3,-0.1,,pondequ01,2010-2011
Chris Andersen,32,DEN,C,45,0,732,19.0,0.636,0.007,0.985,12.2,22.1,17.3,4.0,1.6,6.0,11.3,13.5,1.9,1.2,3.2,0.207,1.2,1.8,3.0,0.9,,anderch01,2010-2011
Acie Law,26,2TM,PG,51,0,726,9.9,0.502,0.194,0.344,1.9,8.2,5.0,16.3,2.2,0.0,16.7,15.7,0.1,0.3,0.4,0.027,-3.5,-0.5,-4.0,-0.4,,lawac01,2010-2011
Acie Law,26,MEM,PG,11,0,94,0.4,0.256,0.316,0.526,3.8,10.3,7.0,19.3,2.2,0.0,29.9,16.0,-0.4,0.1,-0.3,-0.138,-8.3,-0.9,-9.2,-0.2,,lawac01,2010-2011
Acie Law,26,GSW,PG,40,0,632,11.3,0.532,0.180,0.323,1.6,7.9,4.7,15.9,2.2,0.0,14.7,15.6,0.5,0.2,0.7,0.052,-2.7,-0.5,-3.2,-0.2,,lawac01,2010-2011
Ronnie Price,27,UTA,SG,59,0,717,5.5,0.434,0.329,0.186,3.7,6.6,5.1,11.7,3.1,0.6,19.5,18.0,-1.2,0.5,-0.7,-0.048,-6.2,-0.1,-6.3,-0.8,,pricero01,2010-2011
Sebastian Telfair,25,MIN,PG,37,8,711,10.5,0.497,0.324,0.249,2.6,5.9,4.2,24.2,1.7,0.3,19.3,19.9,0.0,0.2,0.1,0.008,-1.9,-1.6,-3.5,-0.3,,telfase01,2010-2011
Samardo Samuels,22,CLE,PF,37,10,701,11.7,0.498,0.012,0.456,12.0,14.0,13.0,4.2,1.1,2.0,15.5,22.1,-0.3,0.3,0.0,0.002,-3.6,-2.2,-5.8,-0.7,,samuesa01,2010-2011
Lou Amundson,28,GSW,PF,46,7,691,11.5,0.452,0.000,0.475,13.0,17.4,15.2,3.5,1.0,3.6,9.8,15.7,0.2,0.5,0.6,0.044,-3.1,-1.4,-4.5,-0.4,,amundlo01,2010-2011
D.J. White,24,2TM,C,47,0,685,15.3,0.542,0.009,0.292,7.6,20.0,13.8,4.9,0.9,2.3,5.4,17.7,1.1,0.7,1.8,0.128,-0.6,-0.5,-1.1,0.2,,whitedj01,2010-2011
D.J. White,24,OKC,PF,23,0,219,10.1,0.468,0.000,0.154,6.6,20.7,13.9,2.9,1.4,2.7,9.2,15.8,0.0,0.3,0.3,0.056,-3.9,0.2,-3.7,-0.1,,whitedj01,2010-2011
D.J. White,24,CHA,C,24,0,466,17.7,0.571,0.013,0.351,8.0,19.6,13.8,5.8,0.7,2.1,3.8,18.6,1.1,0.4,1.6,0.161,1.0,-0.9,0.1,0.2,,whitedj01,2010-2011
Jon Brockman,23,MIL,C,63,6,677,9.6,0.567,0.000,0.628,12.4,19.4,15.8,4.2,1.1,0.3,16.7,10.0,0.8,1.0,1.9,0.132,-4.1,0.2,-3.9,-0.3,,brockjo01,2010-2011
Damien Wilkins,31,ATL,SF,52,0,676,11.4,0.557,0.073,0.409,4.1,11.9,8.0,9.3,2.1,1.0,11.5,12.8,0.7,0.8,1.5,0.104,-2.4,1.4,-1.0,0.2,,wilkida02,2010-2011
