Player,Age,Team,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards,Player-additional
Kenyon Martin,25,NJN,PF,77,77,2628,16.9,0.511,0.040,0.362,7.1,20.7,13.9,13.0,2.0,2.0,13.3,24.8,1.8,5.3,7.1,0.129,-0.2,1.2,1.0,2.0,DPOY-12,martike01
Chris Webber,29,SAC,PF,67,67,2622,20.9,0.485,0.015,0.247,6.9,21.1,14.4,24.6,2.0,2.2,11.9,30.4,1.7,5.3,6.9,0.127,2.0,1.5,3.5,3.6,MVP-10ASNBA2,webbech01
P.J. Brown,33,NOH,PF,78,78,2609,17.6,0.592,0.005,0.386,10.7,20.7,15.6,9.2,1.4,2.2,12.2,14.0,6.4,3.8,10.2,0.188,1.6,1.0,2.5,3.0,,brownpj01
Troy Hudson,26,MIN,PG,79,74,2600,15.2,0.531,0.278,0.242,1.9,6.0,4.0,27.0,1.2,0.2,14.7,21.6,4.0,1.1,5.1,0.094,1.4,-1.7,-0.3,1.1,,hudsotr01
Glenn Robinson,30,ATL,SF,69,68,2591,16.7,0.519,0.211,0.245,3.9,15.7,10.0,15.5,1.9,0.7,15.2,28.8,1.0,1.9,2.9,0.055,0.7,-1.5,-0.8,0.8,,robingl01
Pat Garrity,26,ORL,PF,81,53,2584,11.2,0.551,0.547,0.134,3.1,10.7,6.8,7.5,1.2,0.6,8.9,15.0,3.6,1.3,4.9,0.091,0.0,-1.0,-1.0,0.7,,garripa01
Kurt Thomas,30,NYK,C,81,81,2577,16.7,0.511,0.003,0.179,7.1,22.2,14.5,11.3,1.7,2.8,11.1,22.4,2.3,3.0,5.4,0.100,-0.6,0.7,0.1,1.3,,thomaku01
Amar'e Stoudemire,20,PHO,PF,82,71,2570,16.2,0.530,0.012,0.583,10.9,20.9,15.9,5.0,1.3,2.5,15.3,21.5,2.6,3.6,6.2,0.116,-0.9,-0.4,-1.4,0.4,ROY-1,stoudam01
Bruce Bowen,31,SAS,SF,82,82,2566,9.1,0.563,0.478,0.186,2.8,7.8,5.4,6.8,1.4,1.1,12.2,10.7,2.4,2.7,5.1,0.096,-0.7,1.0,0.2,1.4,DPOY-7,bowenbr01
Matt Harpring,26,UTA,SF,78,69,2557,19.3,0.588,0.157,0.325,9.4,14.8,12.2,9.9,1.5,0.5,12.1,23.9,6.4,2.4,8.8,0.166,3.0,-1.1,1.9,2.6,,harprma01
Derek Anderson,28,POR,PG,76,76,2556,16.9,0.556,0.398,0.323,2.5,10.0,6.2,20.7,1.9,0.5,11.9,19.5,5.9,2.2,8.1,0.153,2.2,0.1,2.3,2.8,,anderde01
Shaquille O'Neal,30,LAL,C,67,66,2535,29.5,0.602,0.000,0.599,11.4,21.6,16.5,16.2,0.8,4.5,11.4,30.2,10.2,3.0,13.2,0.250,6.4,0.1,6.5,5.5,MVP-5DPOY-13ASNBA1,onealsh01
Theo Ratliff,29,ATL,C,81,81,2518,13.8,0.512,0.000,0.360,7.3,19.7,13.7,4.8,1.2,7.3,16.6,15.0,0.7,3.4,4.0,0.077,-2.5,1.8,-0.7,0.8,DPOY-9,ratlith01
James Posey,26,2TM,SF,83,71,2518,13.5,0.519,0.305,0.327,4.1,15.4,9.8,12.7,2.3,0.4,14.3,18.1,2.3,3.1,5.4,0.104,-0.5,1.0,0.6,1.7,,poseyja01
James Posey,26,DEN,SF,25,24,872,12.3,0.477,0.272,0.315,4.8,15.0,9.7,16.5,1.8,0.5,15.2,22.2,0.0,1.0,1.0,0.055,-0.5,0.6,0.1,0.5,,poseyja01
James Posey,26,HOU,SF,58,47,1646,14.2,0.551,0.329,0.336,3.7,15.7,9.8,10.8,2.5,0.4,13.7,16.0,2.3,2.1,4.4,0.129,-0.5,1.3,0.8,1.2,,poseyja01
Troy Murphy,22,GSW,PF,79,79,2510,15.9,0.526,0.019,0.387,9.8,24.3,17.1,6.6,1.3,0.8,11.2,16.7,4.7,1.7,6.4,0.122,0.5,-1.2,-0.7,0.8,,murphtr01
Brent Barry,31,SEA,SG,75,68,2480,15.8,0.597,0.508,0.279,2.2,12.2,7.1,25.0,2.5,0.5,18.0,14.9,4.8,2.5,7.3,0.141,1.1,1.5,2.6,2.9,,barrybr01
Al Harrington,22,IND,SF,82,37,2467,12.4,0.493,0.051,0.306,7.4,15.7,11.6,8.8,1.5,1.0,13.8,21.6,0.7,3.2,3.9,0.075,-2.3,-0.5,-2.8,-0.5,6MOY-8,harrial01
Elton Brand,23,LAC,PF,62,61,2454,21.7,0.543,0.001,0.396,13.1,19.3,16.2,12.0,1.5,4.6,13.2,22.4,4.9,2.7,7.6,0.149,2.5,0.5,3.0,3.1,,brandel01
Peja Stojaković,25,SAC,SF,72,72,2450,19.6,0.600,0.393,0.255,2.8,14.0,8.7,9.4,1.5,0.1,8.1,22.5,6.9,3.3,10.1,0.199,3.6,-0.1,3.5,3.4,AS,stojape01
Jamaal Magloire,24,NOH,C,82,82,2443,15.4,0.541,0.005,0.507,12.2,22.3,17.2,5.9,1.1,3.3,16.9,17.4,2.9,3.8,6.7,0.133,-1.3,0.2,-1.2,0.5,,magloja01
Zydrunas Ilgauskas,27,CLE,C,81,81,2432,19.4,0.516,0.004,0.456,10.8,17.4,14.1,10.1,1.2,4.4,13.5,27.8,2.9,2.1,5.0,0.099,0.5,-0.8,-0.3,1.0,AS,ilgauzy01
Jason Williams,27,MEM,PG,76,76,2407,17.1,0.501,0.470,0.153,1.2,8.6,5.0,41.8,2.0,0.3,15.5,20.3,4.0,0.7,4.7,0.094,2.9,-1.7,1.2,1.9,,willija02
Bonzi Wells,26,POR,SG,75,65,2396,15.7,0.505,0.131,0.316,4.9,14.9,9.9,18.0,2.8,0.6,16.0,25.9,0.9,3.1,4.0,0.080,-0.6,0.4,-0.2,1.1,,wellsbo01
Vlade Divac,34,SAC,C,80,80,2384,15.6,0.519,0.038,0.383,7.4,17.8,12.9,16.7,1.8,2.9,16.6,17.0,2.6,4.4,7.0,0.141,-0.2,2.4,2.1,2.5,,divacvl01
Shane Battier,24,MEM,SF,78,47,2383,15.0,0.597,0.380,0.255,6.1,10.1,8.1,6.8,2.2,2.5,9.7,13.2,4.8,1.5,6.2,0.126,1.4,0.8,2.3,2.5,,battish01
Yao Ming,22,HOU,C,82,72,2382,20.6,0.570,0.002,0.461,9.7,22.6,16.3,10.6,0.7,4.4,15.2,22.1,5.2,3.5,8.7,0.176,1.3,0.9,2.2,2.5,ROY-2AS,mingya01
Donyell Marshall,29,CHI,PF,78,53,2378,18.4,0.513,0.095,0.241,11.0,21.3,16.2,10.0,2.0,2.6,11.7,21.5,3.0,3.1,6.0,0.122,1.2,0.1,1.3,1.9,,marshdo01
Aaron McKie,30,PHI,SF,80,40,2374,13.7,0.497,0.168,0.201,3.0,14.5,8.7,18.6,2.9,0.3,13.1,15.8,2.1,3.0,5.1,0.104,-0.6,1.6,1.1,1.9,,mckieaa01
Tim Thomas,25,MIL,SF,80,70,2358,14.3,0.527,0.285,0.200,4.8,14.6,9.7,7.3,1.6,1.5,11.6,22.6,1.9,1.0,2.9,0.060,-0.5,-1.7,-2.2,-0.1,,thomati01
Calbert Cheaney,31,UTA,SG,81,74,2351,9.8,0.514,0.038,0.106,3.9,10.5,7.3,11.7,1.5,0.4,13.7,15.5,1.0,1.7,2.8,0.056,-2.4,-0.3,-2.6,-0.4,,cheanca01
Darrell Armstrong,34,ORL,PG,82,23,2350,14.6,0.530,0.361,0.292,4.3,10.2,7.2,21.7,3.0,0.4,18.1,16.9,2.7,2.2,4.9,0.100,0.2,0.7,0.9,1.7,,armstda01
Eric Williams,30,BOS,SF,82,79,2350,13.1,0.538,0.191,0.466,6.7,11.8,9.2,10.4,1.9,0.6,12.3,15.6,3.4,2.6,6.0,0.123,-1.2,0.3,-0.9,0.7,,willier01
Jerome Williams,29,TOR,PF,71,63,2346,15.6,0.525,0.011,0.525,10.8,21.2,15.8,6.7,2.6,0.8,13.0,14.7,2.9,2.5,5.4,0.110,-0.3,0.0,-0.3,1.0,,willije01
Robert Horry,32,LAL,PF,80,26,2343,12.4,0.488,0.372,0.282,8.6,16.1,12.3,14.3,2.1,1.9,17.3,12.2,2.3,2.5,4.8,0.098,-0.4,1.1,0.6,1.6,,horryro01
Keith Van Horn,27,PHI,PF,74,73,2337,17.3,0.556,0.185,0.252,7.8,18.7,13.2,7.2,1.4,1.0,12.4,23.2,3.9,2.6,6.5,0.133,1.2,-0.9,0.3,1.4,,vanhoke01
Rasho Nesterović,26,MIN,C,77,77,2337,14.7,0.536,0.003,0.125,7.3,16.9,12.2,7.7,0.9,3.6,11.0,17.5,2.6,2.6,5.2,0.107,-0.7,0.5,-0.1,1.1,,nestera01
Chauncey Billups,26,DET,PG,74,74,2327,20.4,0.582,0.437,0.416,1.9,12.2,7.0,23.7,1.5,0.5,11.5,24.1,7.0,2.9,9.9,0.204,4.3,0.3,4.6,3.8,,billuch01
Malik Allen,24,MIA,PF,80,73,2318,9.9,0.455,0.005,0.153,6.5,14.9,10.6,4.4,0.9,2.6,13.2,19.7,-1.7,2.6,0.9,0.018,-3.9,-0.4,-4.4,-1.4,,allenma01
Metta World Peace,23,IND,SF,69,67,2317,17.6,0.529,0.249,0.439,5.0,12.4,8.8,14.9,3.6,1.6,12.6,22.5,3.2,4.1,7.2,0.150,0.9,2.3,3.2,3.1,DPOY-2,artesro01
Michael Redd,23,MIL,SG,82,14,2316,21.0,0.590,0.428,0.191,4.9,13.9,9.4,8.9,2.3,0.4,6.6,22.6,6.9,1.1,8.0,0.167,5.0,-1.2,3.9,3.4,6MOY-2,reddmi01
Dale Davis,33,POR,C,78,78,2282,14.5,0.566,0.000,0.379,12.3,17.5,14.9,6.4,1.2,2.3,12.2,11.8,4.3,2.6,6.9,0.145,0.5,0.1,0.6,1.5,,davisda01
John Stockton,40,UTA,PG,82,82,2275,21.0,0.577,0.125,0.448,2.8,7.7,5.4,46.4,3.2,0.5,19.2,19.2,6.5,2.5,9.0,0.190,3.9,1.1,5.0,4.0,,stockjo01
Brad Miller,26,IND,C,73,72,2270,19.3,0.579,0.024,0.535,9.4,20.2,14.9,14.5,1.5,1.4,12.5,18.7,6.1,3.4,9.6,0.202,2.2,0.8,3.0,2.9,AS,millebr01
Nenê,20,DEN,C,80,53,2258,15.4,0.545,0.005,0.551,10.2,15.3,12.7,12.2,3.0,2.3,19.1,18.7,1.3,3.8,5.0,0.107,-1.1,1.9,0.8,1.6,ROY-6,hilarne01
Joe Johnson,21,PHO,SG,82,34,2255,11.6,0.472,0.258,0.156,2.8,10.5,6.6,15.1,1.4,0.6,11.3,19.1,0.9,1.9,2.8,0.060,-1.0,-0.4,-1.4,0.4,6MOY-11,johnsjo02
Stephen Jackson,24,SAS,SG,80,58,2254,14.5,0.526,0.363,0.224,3.6,10.8,7.4,14.1,3.0,0.9,16.4,22.1,1.2,3.6,4.8,0.102,-0.5,1.4,0.9,1.7,,jacksst02
Anthony Peeler,33,MIN,SG,82,39,2245,11.0,0.499,0.348,0.082,2.1,9.9,6.1,15.8,1.7,0.4,11.5,14.4,1.7,1.7,3.4,0.072,-0.9,0.3,-0.6,0.7,,peelean01
Howard Eisley,30,NYK,PG,82,76,2243,14.1,0.552,0.537,0.167,1.2,8.7,4.9,31.4,1.7,0.3,18.1,17.0,3.5,1.0,4.5,0.097,1.0,-0.6,0.4,1.3,,eisleho01
Jamaal Tinsley,24,IND,PG,73,69,2237,13.4,0.468,0.299,0.201,3.0,9.9,6.5,38.7,2.9,0.6,24.1,16.1,0.6,3.1,3.7,0.079,-0.8,0.8,0.0,1.1,,tinslja01
Christian Laettner,33,WAS,PF,76,66,2215,16.1,0.545,0.031,0.279,6.1,20.8,13.4,17.8,2.0,1.4,13.1,14.2,3.8,2.8,6.6,0.143,0.5,1.6,2.0,2.2,,laettch01
Andrei Kirilenko,21,UTA,SF,80,11,2213,21.1,0.598,0.178,0.576,8.4,14.4,11.5,10.6,2.9,6.1,14.5,19.6,5.3,3.8,9.2,0.199,3.0,2.9,5.8,4.4,6MOY-3,kirilan01
Jumaine Jones,23,CLE,SF,80,12,2204,12.3,0.525,0.442,0.117,5.3,15.5,10.3,8.8,1.6,0.7,12.5,16.8,1.7,1.2,2.9,0.062,-0.4,-1.1,-1.5,0.3,,jonesju01
Mike Miller,22,2TM,SF,65,52,2186,14.7,0.537,0.349,0.217,2.4,15.7,8.9,13.5,1.0,0.7,11.7,21.8,2.7,1.3,4.0,0.087,1.1,-1.3,-0.2,1.0,,millemi01
Mike Miller,22,ORL,SF,49,39,1826,13.9,0.521,0.362,0.212,2.4,15.9,9.0,13.1,1.0,0.6,11.3,21.4,1.8,1.2,3.0,0.080,0.7,-1.3,-0.5,0.7,,millemi01
Mike Miller,22,MEM,SF,16,13,360,19.0,0.614,0.291,0.238,1.9,15.1,8.6,15.6,0.9,1.0,13.5,24.1,0.8,0.1,0.9,0.124,2.7,-1.3,1.4,0.3,,millemi01
Rick Fox,33,LAL,SF,76,75,2181,11.9,0.523,0.451,0.111,3.3,13.5,8.3,17.7,1.6,0.5,15.7,15.7,2.0,1.6,3.6,0.079,-0.6,-0.3,-1.0,0.6,,foxri01
Gordan Giriček,25,2TM,SG,76,62,2148,12.1,0.529,0.310,0.228,1.9,10.8,6.3,10.8,1.3,0.3,14.1,21.5,0.9,0.7,1.6,0.036,-1.1,-1.8,-2.9,-0.5,,giricgo01
Gordan Giriček,25,MEM,SG,49,35,1187,10.8,0.522,0.272,0.224,1.7,8.4,5.1,10.0,1.0,0.3,15.2,23.5,-0.1,0.0,0.0,-0.002,-1.9,-2.4,-4.3,-0.7,,giricgo01
Gordan Giriček,25,ORL,SF,27,27,961,13.6,0.540,0.366,0.234,2.1,13.7,7.7,11.7,1.6,0.2,12.5,19.1,1.0,0.7,1.7,0.083,-0.1,-1.0,-1.1,0.2,,giricgo01
Larry Hughes,24,WAS,PG,67,56,2137,15.5,0.521,0.107,0.251,3.7,13.4,8.5,17.5,2.2,0.8,14.2,21.2,1.6,2.1,3.7,0.082,0.0,0.2,0.2,1.2,,hughela01
Anthony Mason,36,MIL,C,65,58,2119,11.3,0.524,0.003,0.298,4.9,18.1,11.5,14.6,0.8,0.4,15.1,11.5,2.5,0.6,3.1,0.069,-0.6,-0.8,-1.4,0.3,,masonan01
