Player,Age,Team,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards,Player-additional
Drew Gordon,24,PHI,PF,9,0,71,3.7,0.428,0.158,0.105,10.2,17.7,13.7,4.8,0.7,0.0,28.7,17.1,-0.2,0.1,-0.1,-0.093,-7.1,-2.4,-9.5,-0.1,,gordodr01
Will Cherry,23,CLE,PG,8,0,69,5.8,0.347,0.474,0.316,1.7,6.6,4.2,16.4,4.5,1.1,15.6,16.8,-0.1,0.1,0.0,-0.021,-7.5,1.5,-6.0,-0.1,,cherrwi01
Arinze Onuaku,27,MIN,C,6,1,68,22.8,0.771,0.000,0.571,11.4,24.3,17.7,10.2,0.7,3.5,10.2,12.7,0.2,0.0,0.3,0.197,2.8,-1.4,1.4,0.1,,onuakar01
Will Bynum,32,WAS,SG,7,0,67,4.8,0.336,0.290,0.129,3.4,6.6,5.0,42.2,0.8,1.2,19.6,27.6,-0.2,0.1,-0.2,-0.132,-8.2,-4.8,-13.0,-0.2,,bynumwi01
Greg Stiemsma,29,TOR,C,17,0,66,7.8,0.717,0.000,0.500,15.7,10.5,13.1,6.6,1.6,0.0,41.8,11.5,0.0,0.0,0.1,0.050,-5.0,-0.9,-6.0,-0.1,,stiemgr01
Russ Smith,23,2TM,PG,12,0,65,5.2,0.488,0.440,0.520,1.8,8.7,5.3,19.4,2.4,0.0,28.1,30.1,-0.2,0.1,-0.1,-0.094,-7.6,-1.2,-8.8,-0.1,,smithru01
Russ Smith,23,NOP,PG,6,0,29,-16.6,0.250,0.600,0.000,0.0,11.7,5.9,9.6,0.0,0.0,41.2,26.7,-0.3,0.0,-0.3,-0.477,-18.9,-6.3,-25.2,-0.2,,smithru01
Russ Smith,23,MEM,PG,6,0,36,22.7,0.603,0.333,0.867,3.2,6.3,4.8,27.3,4.3,0.0,19.4,32.8,0.1,0.1,0.2,0.214,1.5,2.9,4.4,0.1,,smithru01
Cameron Bairstow,24,CHI,PF,18,1,64,2.1,0.309,0.000,0.357,10.5,3.3,6.8,2.2,1.6,1.1,15.6,13.5,-0.1,0.0,-0.1,-0.048,-7.0,-2.0,-9.0,-0.1,,bairsca01
Lester Hudson,30,LAC,SG,5,0,56,16.0,0.571,0.429,0.286,2.1,13.8,8.0,12.6,5.4,1.5,16.0,15.1,0.1,0.1,0.2,0.141,-0.7,4.8,4.1,0.1,,hudsole01
Grant Jerrett,21,2TM,PF,8,0,51,1.5,0.303,0.577,0.038,4.4,15.2,9.9,9.6,2.1,3.1,10.2,25.4,-0.2,0.1,-0.1,-0.128,-10.0,-0.9,-10.8,-0.1,,jerregr01
Grant Jerrett,21,OKC,PF,5,0,25,-11.0,0.206,0.765,0.000,4.4,12.7,8.6,5.9,0.0,6.3,10.5,32.7,-0.2,0.0,-0.2,-0.373,-16.9,-3.5,-20.4,-0.1,,jerregr01
Grant Jerrett,21,UTA,PF,3,0,26,13.6,0.477,0.222,0.111,4.5,17.7,11.1,13.2,4.1,0.0,9.6,18.4,0.0,0.0,0.1,0.108,-3.3,1.7,-1.6,0.0,,jerregr01
Glen Rice Jr.,24,WAS,SG,5,0,43,-3.6,0.312,0.467,0.400,5.4,5.1,5.2,6.5,0.0,0.0,10.2,20.7,-0.1,0.0,-0.1,-0.121,-12.1,-3.8,-15.9,-0.1,,ricegl02
Gal Mekel,26,NOP,PG,4,0,43,0.5,0.150,0.150,0.000,0.0,2.6,1.3,42.2,2.4,0.0,9.1,23.3,-0.2,0.0,-0.2,-0.238,-8.0,-3.2,-11.3,-0.1,,mekelga01
Darius Miller,24,NOP,SF,5,1,43,-5.1,0.143,0.143,0.000,0.0,2.6,1.3,6.1,1.2,0.0,12.5,8.5,-0.1,0.0,-0.1,-0.122,-9.9,-1.4,-11.3,-0.1,,milleda01
Jerel McNeal,27,PHO,PG,6,0,36,1.2,0.379,0.182,0.182,0.0,9.2,4.6,7.8,4.2,2.1,29.6,20.6,-0.2,0.1,-0.1,-0.149,-10.5,1.4,-9.1,-0.1,,mcneaje01
Andrei Kirilenko,33,BRK,SF,7,0,36,2.8,0.222,0.000,0.800,6.2,18.6,12.5,3.6,1.4,0.0,12.9,9.8,-0.1,0.0,0.0,-0.058,-4.4,-1.3,-5.7,0.0,,kirilan01
David Stockton,23,SAC,PG,3,0,33,10.8,0.463,0.333,1.000,0.0,6.6,3.4,39.1,3.1,0.0,31.6,16.9,0.0,0.0,0.0,-0.014,-2.2,-1.7,-3.9,0.0,,stockda01
Patrick Christopher,26,UTA,SG,4,1,29,-2.6,0.250,0.333,0.000,8.0,15.9,12.0,0.0,1.8,0.0,7.7,20.6,-0.1,0.0,-0.1,-0.150,-13.0,-2.0,-15.0,-0.1,,chrispa01
Bruno Caboclo,19,TOR,SF,8,0,23,-1.8,0.417,0.250,0.000,5.0,5.0,5.0,0.0,0.0,3.5,25.0,31.5,-0.1,0.0,-0.1,-0.275,-11.5,-6.7,-18.2,-0.1,,cabocbr01
Miroslav Raduljica,27,MIN,C,5,0,23,3.3,0.450,0.000,0.250,9.7,15.4,12.4,0.0,2.2,0.0,18.4,20.9,0.0,0.0,0.0,-0.057,-11.8,-3.2,-15.0,-0.1,,radulmi01
Lucas Nogueira,22,TOR,C,6,0,23,5.2,0.307,0.000,0.500,10.0,45.1,27.6,6.2,4.5,0.0,17.0,23.1,-0.1,0.1,0.0,-0.071,-10.0,-0.6,-10.5,0.0,,noguelu01
Andre Dawkins,23,MIA,SG,4,0,22,-5.0,0.250,1.000,0.000,0.0,10.7,5.5,6.6,0.0,0.0,14.3,15.0,-0.1,0.0,-0.1,-0.172,-9.0,-3.8,-12.8,-0.1,,dawkian01
Ronny Turiaf,32,MIN,C,2,0,19,4.3,,,,0.0,6.2,3.0,14.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.009,-1.3,-1.8,-3.2,0.0,,turiaro01
Toure' Murry,25,2TM,PG,5,0,18,1.1,0.510,0.000,0.400,6.4,0.0,3.1,8.3,2.8,0.0,40.5,24.9,-0.1,0.0,-0.1,-0.171,-9.6,-2.3,-11.9,0.0,,murryto01
Toure' Murry,25,UTA,PG,1,0,1,-41.7,0.000,0.000,0.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.8,0.0,0.0,0.0,-1.046,-36.0,-20.3,-56.3,0.0,,murryto01
Toure' Murry,25,WAS,SG,4,0,17,3.6,0.615,0.000,0.500,6.8,0.0,3.3,8.8,3.0,0.0,45.0,23.7,-0.1,0.0,0.0,-0.120,-8.1,-1.2,-9.3,0.0,,murryto01
Alex Kirk,23,CLE,C,5,0,14,8.5,0.410,0.000,0.500,8.3,0.0,4.1,10.1,0.0,0.0,0.0,15.7,0.0,0.0,0.0,0.061,-2.5,-3.5,-6.0,0.0,,kirkal01
Julius Randle,20,LAL,PF,1,0,14,-7.5,0.258,0.000,0.667,0.0,0.0,0.0,0.0,0.0,0.0,20.5,15.5,-0.1,0.0,-0.1,-0.276,-9.6,-5.6,-15.1,0.0,,randlju01
Jamaal Franklin,23,DEN,SG,3,0,13,4.9,0.750,1.000,0.000,8.0,8.6,8.3,32.8,0.0,6.0,60.0,16.6,0.0,0.0,0.0,-0.063,-3.8,-1.8,-5.6,0.0,,frankja01
Seth Curry,24,PHO,PG,2,0,8,-11.4,0.000,0.333,0.000,0.0,27.7,13.7,15.6,0.0,0.0,0.0,16.5,-0.1,0.0,0.0,-0.298,-20.1,-3.0,-23.1,0.0,,curryse01
Tyrus Thomas,28,MEM,PF,2,0,7,31.4,1.064,0.000,2.000,0.0,0.0,0.0,22.5,0.0,0.0,0.0,12.3,0.1,0.0,0.1,0.477,11.2,7.3,18.5,0.0,,thomaty01
David Wear,24,SAC,PF,2,0,7,2.4,0.000,0.500,0.000,33.6,0.0,16.2,18.8,0.0,0.0,0.0,12.6,0.0,0.0,0.0,-0.110,-3.2,-6.2,-9.4,0.0,,wearda01
Kalin Lucas,25,MEM,PG,1,0,6,-0.7,0.000,0.000,0.000,0.0,0.0,0.0,0.0,8.7,0.0,0.0,7.6,0.0,0.0,0.0,-0.057,-13.4,8.7,-4.7,0.0,,lucaska01
Sim Bhullar,22,SAC,C,3,0,3,44.3,0.500,0.000,0.000,0.0,36.5,18.9,78.5,0.0,26.3,0.0,29.4,0.0,0.0,0.0,0.389,14.9,17.5,32.5,0.0,,bhullsi01
Jerrelle Benimon,23,UTA,PF,2,0,3,4.7,,,,38.7,76.6,57.8,0.0,0.0,0.0,100.0,15.3,0.0,0.0,0.0,-0.215,-9.4,-3.7,-13.0,0.0,,benimje01
Eric Moreland,23,SAC,PF,3,0,2,40.8,1.000,0.000,0.000,0.0,54.8,28.4,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.431,8.7,8.5,17.2,0.0,,moreler01
Malcolm Lee,24,PHI,SG,1,0,2,-19.7,0.000,0.000,0.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.8,0.0,0.0,0.0,-0.527,-18.0,-9.7,-27.6,0.0,,leema01
League Average,,,,,,,,0.534,0.268,0.273,5.0,15.0,10.0,14.9,1.6,1.6,12.8,19.9,,,,,,,,,,-9999
