Player,Age,Team,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards,Player-additional,Year
Michael Olowokandi,25,LAC,C,82,82,2127,10.0,0.451,0.000,0.220,9.3,18.7,14.1,3.7,0.8,3.6,17.9,20.5,-2.6,2.2,-0.4,-0.008,-4.7,-0.8,-5.5,-1.9,,olowomi01,2000-2001
Anthony Peeler,31,MIN,SG,75,41,2126,12.6,0.513,0.350,0.119,2.3,8.0,5.2,13.9,2.2,0.6,12.0,18.6,1.6,1.5,3.2,0.071,-0.4,-0.3,-0.6,0.7,,peelean01,2000-2001
Kurt Thomas,28,NYK,PF,77,29,2125,16.9,0.566,0.005,0.342,10.1,18.9,14.6,5.4,1.6,2.6,12.3,18.5,4.1,4.1,8.2,0.185,-0.3,1.4,1.2,1.7,,thomaku01,2000-2001
John Starks,35,UTA,SG,75,64,2122,9.3,0.476,0.265,0.162,1.7,7.2,4.5,13.5,1.8,0.4,11.3,18.0,0.6,1.5,2.1,0.048,-2.2,-0.4,-2.5,-0.3,,starkjo01,2000-2001
Patrick Ewing,38,SEA,C,79,79,2107,12.9,0.478,0.003,0.367,6.8,25.0,15.9,7.0,1.3,3.1,16.0,20.3,-0.5,2.5,2.0,0.046,-2.9,-0.2,-3.2,-0.6,,ewingpa01,2000-2001
Larry Johnson,31,NYK,PF,65,65,2105,11.2,0.493,0.273,0.214,5.3,15.2,10.4,10.5,1.0,1.1,12.9,17.4,1.0,3.1,4.1,0.093,-1.0,0.9,-0.1,1.0,,johnsla02,2000-2001
Tim Thomas,23,MIL,PF,76,16,2086,16.4,0.549,0.343,0.334,4.3,12.6,8.5,10.5,1.9,1.6,11.6,21.3,3.7,1.7,5.5,0.126,1.8,-0.3,1.5,1.8,6MOY-2,thomati01,2000-2001
Lucious Harris,30,NJN,SG,73,50,2071,12.9,0.498,0.212,0.223,3.8,12.4,8.0,11.3,1.9,0.6,8.5,16.4,2.0,1.2,3.1,0.073,-0.2,-0.4,-0.7,0.7,,harrilu01,2000-2001
Antonio Daniels,25,SAS,PG,79,23,2060,15.5,0.567,0.311,0.265,1.5,7.2,4.5,24.9,1.6,0.5,14.2,17.5,4.1,2.4,6.6,0.153,1.3,0.4,1.7,1.9,,daniean01,2000-2001
Ruben Patterson,25,SEA,SF,76,22,2059,19.3,0.544,0.048,0.482,10.3,11.0,10.7,13.4,2.6,1.6,14.6,23.3,3.8,1.7,5.5,0.128,2.0,-0.1,1.9,2.1,6MOY-6,patteru01,2000-2001
Johnny Newman,37,NJN,SG,82,17,2049,13.0,0.542,0.253,0.427,1.9,8.2,4.9,10.0,1.6,0.4,11.4,20.6,2.7,0.7,3.4,0.081,-1.0,-1.1,-2.1,0.0,,newmajo01,2000-2001
George McCloud,33,DEN,SF,76,8,2007,12.9,0.496,0.357,0.276,2.9,9.3,6.1,22.1,1.4,0.9,13.7,18.9,2.0,0.6,2.6,0.062,-0.2,-0.8,-1.0,0.5,,mccloge01,2000-2001
Lindsey Hunter,30,MIL,PG,82,5,2002,14.8,0.500,0.520,0.123,1.8,7.7,4.8,17.4,2.7,0.4,7.6,20.2,3.1,1.4,4.6,0.109,1.1,0.1,1.2,1.6,,hunteli01,2000-2001
Shawn Bradley,28,DAL,C,82,35,2001,16.2,0.551,0.013,0.398,9.2,24.4,17.0,2.8,0.9,8.1,14.3,13.9,2.5,3.8,6.3,0.151,-1.0,2.5,1.6,1.8,,bradlsh01,2000-2001
Bonzi Wells,24,POR,SF,75,46,1995,18.8,0.571,0.069,0.331,7.4,14.3,11.0,18.4,2.5,0.7,16.9,23.3,3.4,2.6,5.9,0.143,1.5,0.7,2.3,2.1,,wellsbo01,2000-2001
Lorenzen Wright,25,ATL,C,71,46,1988,15.7,0.486,0.002,0.266,10.0,20.0,15.0,8.0,1.1,2.3,12.1,23.2,1.1,2.0,3.2,0.077,-1.0,-0.8,-1.8,0.1,,wrighlo02,2000-2001
Ervin Johnson,33,MIL,C,82,19,1981,11.2,0.557,0.000,0.470,11.8,23.2,17.5,2.8,1.2,3.6,16.4,6.5,2.6,2.5,5.1,0.123,-1.3,0.5,-0.8,0.6,,johnser02,2000-2001
Maurice Taylor,24,HOU,SF,69,69,1972,14.9,0.518,0.005,0.203,6.6,15.4,11.1,9.7,0.8,1.3,12.6,23.2,1.8,1.4,3.2,0.077,-0.9,-1.0,-1.9,0.0,,tayloma01,2000-2001
LaPhonso Ellis,30,MIN,PF,82,5,1948,16.0,0.524,0.034,0.333,11.6,17.5,14.5,7.5,1.8,2.7,12.8,19.6,2.9,2.3,5.2,0.127,-0.9,-0.3,-1.2,0.4,6MOY-3,ellisla01,2000-2001
Joe Smith,25,DET,PF,69,59,1941,14.6,0.475,0.007,0.375,8.7,18.6,13.5,7.1,1.2,1.8,9.0,21.9,1.9,2.5,4.4,0.110,-1.6,-0.2,-1.9,0.1,,smithjo02,2000-2001
Vitaly Potapenko,25,BOS,C,82,7,1901,12.8,0.517,0.000,0.303,12.1,18.5,15.2,5.9,1.4,0.9,15.1,16.6,1.8,1.7,3.4,0.087,-2.0,-1.6,-3.6,-0.8,,potapvi01,2000-2001
Al Harrington,20,IND,PF,78,38,1892,10.2,0.479,0.013,0.289,7.4,15.2,11.4,11.8,1.8,0.7,19.5,18.8,-1.0,2.2,1.2,0.031,-3.3,-0.1,-3.4,-0.7,,harrial01,2000-2001
Austin Croshere,25,IND,PF,81,23,1874,14.3,0.512,0.295,0.330,7.7,15.5,11.7,8.8,1.0,1.9,14.5,23.4,1.2,2.0,3.2,0.082,-0.1,-1.0,-1.2,0.4,6MOY-10,croshau01,2000-2001
Chris Childs,33,2TM,PG,77,5,1859,9.0,0.494,0.316,0.212,1.5,11.2,6.4,29.8,1.7,0.6,29.9,13.3,-0.2,2.3,2.2,0.057,-3.4,0.8,-2.6,-0.3,,childch01,2000-2001
Chris Childs,33,NYK,PG,51,5,1309,9.1,0.506,0.288,0.207,1.3,11.1,6.4,29.0,1.6,0.4,28.8,12.7,0.1,1.8,2.0,0.073,-3.1,1.2,-1.9,0.0,,childch01,2000-2001
Chris Childs,33,TOR,PG,26,0,550,8.8,0.472,0.372,0.221,2.0,11.3,6.6,31.5,2.1,1.0,31.9,14.8,-0.3,0.5,0.2,0.018,-4.2,0.0,-4.2,-0.3,,childch01,2000-2001
Larry Hughes,22,GSW,SG,50,45,1846,13.9,0.449,0.093,0.313,4.0,12.5,7.9,21.0,2.7,1.1,14.2,24.4,-0.4,1.1,0.6,0.017,-1.2,-0.2,-1.4,0.3,,hughela01,2000-2001
Brian Shaw,34,LAL,SG,80,28,1833,10.9,0.479,0.328,0.156,3.0,15.6,9.4,20.4,1.4,1.0,18.1,13.1,1.2,1.4,2.5,0.067,-1.1,0.2,-0.9,0.5,,shawbr01,2000-2001
Bryant Reeves,27,VAN,C,75,48,1832,12.8,0.506,0.007,0.257,8.3,19.8,14.1,7.4,1.2,2.0,12.8,17.6,1.2,1.7,2.9,0.075,-2.6,-0.2,-2.8,-0.4,,reevebr01,2000-2001
Kevin Willis,38,2TM,C,78,22,1830,14.6,0.478,0.009,0.213,10.5,21.8,16.0,4.6,1.6,2.0,10.3,20.5,1.1,2.0,3.1,0.081,-1.8,-1.0,-2.8,-0.4,,willike02,2000-2001
Kevin Willis,38,TOR,C,35,9,771,15.3,0.507,0.007,0.301,9.7,23.2,16.3,4.5,1.3,1.9,11.6,20.0,0.8,0.9,1.7,0.106,-0.9,-0.8,-1.8,0.0,,willike02,2000-2001
Kevin Willis,38,DEN,C,43,13,1059,14.1,0.459,0.010,0.157,11.0,20.8,15.9,4.7,1.9,2.0,9.5,20.9,0.3,1.1,1.4,0.063,-2.4,-1.1,-3.5,-0.4,,willike02,2000-2001
Kenny Thomas,23,HOU,PF,74,21,1820,11.2,0.507,0.198,0.271,8.0,18.3,13.3,6.7,1.2,1.6,18.2,16.1,0.5,1.7,2.2,0.058,-2.0,-0.3,-2.3,-0.1,,thomake01,2000-2001
Othella Harrington,27,2TM,C,74,45,1815,12.0,0.549,0.006,0.442,9.0,15.7,12.4,5.3,1.0,1.8,19.3,19.2,0.8,1.7,2.5,0.067,-2.9,-0.4,-3.3,-0.6,,harriot01,2000-2001
Othella Harrington,27,VAN,C,44,40,1267,11.7,0.529,0.008,0.399,9.3,16.8,13.1,4.9,0.8,1.4,18.6,20.1,0.1,0.8,0.9,0.035,-2.7,-1.3,-4.0,-0.6,,harriot01,2000-2001
Othella Harrington,27,NYK,C,30,5,548,12.9,0.609,0.000,0.579,8.4,13.3,10.9,6.4,1.5,2.8,21.3,17.2,0.7,0.9,1.6,0.140,-3.3,1.7,-1.6,0.1,,harriot01,2000-2001
Alan Henderson,28,ATL,PF,73,42,1810,14.0,0.487,0.001,0.404,11.0,14.0,12.5,4.9,1.5,1.1,13.8,22.6,0.5,1.4,1.9,0.050,-1.2,-1.9,-3.0,-0.5,,hendeal01,2000-2001
Morris Peterson,23,TOR,SG,80,49,1809,14.1,0.507,0.245,0.215,6.8,9.4,8.1,9.6,1.8,0.8,9.6,20.1,2.3,1.3,3.6,0.096,0.1,-0.8,-0.7,0.5,ROY-4,petermo01,2000-2001
Theo Ratliff,27,PHI,C,50,50,1800,16.3,0.562,0.000,0.475,8.0,17.7,13.0,5.3,0.9,7.6,18.6,17.0,1.7,3.5,5.2,0.138,-1.1,2.7,1.6,1.6,DPOY-7AS,ratlith01,2000-2001
Chauncey Billups,24,MIN,SG,77,33,1790,14.1,0.538,0.330,0.291,2.0,8.1,5.0,22.2,1.5,0.4,14.4,19.5,2.7,0.9,3.7,0.098,0.4,-0.9,-0.5,0.7,,billuch01,2000-2001
Brent Barry,29,SEA,SG,67,20,1778,16.6,0.660,0.571,0.257,2.1,11.4,6.8,19.4,2.4,0.6,16.2,13.5,4.6,1.2,5.8,0.157,2.3,0.9,3.3,2.4,,barrybr01,2000-2001
Eric Williams,28,BOS,SF,81,11,1745,10.0,0.487,0.310,0.516,4.1,10.0,6.9,10.6,1.9,0.6,12.1,16.3,1.0,1.2,2.2,0.060,-2.3,-0.6,-2.9,-0.4,,willier01,2000-2001
Eric Snow,27,PHI,PG,50,50,1740,13.9,0.488,0.044,0.354,1.8,8.8,5.4,33.9,2.3,0.3,19.8,16.3,1.5,2.3,3.8,0.105,-0.6,0.9,0.3,1.0,,snower01,2000-2001
Keith Van Horn,25,NJN,SF,49,47,1733,15.5,0.526,0.240,0.263,5.0,18.3,11.5,9.0,1.2,0.9,11.5,23.4,1.7,1.2,2.8,0.079,0.8,-1.9,-1.1,0.4,,vanhoke01,2000-2001
Keon Clark,25,2TM,PF,81,3,1720,15.6,0.512,0.002,0.462,8.6,19.6,14.0,6.8,1.0,6.3,12.6,18.6,1.5,2.2,3.7,0.104,-2.1,1.0,-1.1,0.4,,clarkke01,2000-2001
Keon Clark,25,DEN,PF,35,3,752,11.0,0.463,0.000,0.528,8.3,18.7,13.4,7.0,1.1,4.0,16.4,17.4,-0.2,0.7,0.5,0.031,-3.8,0.0,-3.7,-0.3,,clarkke01,2000-2001
Keon Clark,25,TOR,PF,46,0,968,19.2,0.544,0.003,0.422,8.9,20.3,14.4,6.6,0.9,8.0,10.0,19.5,1.7,1.6,3.2,0.161,-0.7,1.7,1.0,0.7,,clarkke01,2000-2001
John Amaechi,30,ORL,C,82,36,1710,8.7,0.455,0.012,0.471,4.9,12.7,8.7,7.0,0.8,1.2,14.8,21.7,-1.3,1.4,0.0,0.001,-4.3,-1.8,-6.1,-1.7,,amaecjo01,2000-2001
Hubert Davis,30,2TM,PG,66,18,1692,10.0,0.569,0.395,0.143,1.9,7.3,4.6,10.3,1.1,0.0,15.0,14.5,1.6,0.6,2.2,0.062,-0.6,-1.1,-1.7,0.1,,davishu01,2000-2001
Hubert Davis,30,DAL,PG,51,7,1261,9.1,0.559,0.424,0.131,1.6,7.9,4.8,7.2,1.2,0.1,14.4,14.0,0.8,0.7,1.5,0.058,-1.1,-0.6,-1.7,0.1,,davishu01,2000-2001
Hubert Davis,30,WAS,PG,15,11,431,12.8,0.597,0.319,0.176,2.7,5.5,4.1,19.4,0.7,0.0,16.3,15.8,0.8,-0.1,0.7,0.075,0.8,-2.6,-1.8,0.0,,davishu01,2000-2001
Jim Jackson,30,2TM,SF,56,40,1690,10.7,0.455,0.127,0.267,3.6,11.6,7.6,16.4,1.6,0.4,15.5,22.3,-0.8,1.0,0.1,0.003,-2.2,-1.3,-3.4,-0.6,,jacksji01,2000-2001
Jim Jackson,30,ATL,SF,17,14,550,12.7,0.478,0.175,0.392,3.4,12.6,8.0,15.4,1.8,0.5,15.9,24.6,-0.1,0.4,0.4,0.031,-0.6,-1.3,-1.9,0.0,,jacksji01,2000-2001
Jim Jackson,30,CLE,SF,39,26,1140,9.7,0.443,0.101,0.202,3.7,11.1,7.4,16.9,1.6,0.4,15.4,21.2,-0.8,0.6,-0.2,-0.010,-2.9,-1.3,-4.2,-0.6,,jacksji01,2000-2001
Danny Ferry,34,SAS,SF,80,29,1688,10.1,0.577,0.416,0.080,3.9,10.7,7.5,6.8,0.9,0.9,11.4,12.2,2.1,2.0,4.1,0.117,-0.6,0.6,0.0,0.8,,ferryda01,2000-2001
Corliss Williamson,27,2TM,SF,69,40,1686,15.1,0.533,0.003,0.366,7.0,14.0,10.4,6.5,1.5,0.9,12.8,22.5,1.6,1.6,3.2,0.092,-0.9,-0.3,-1.1,0.4,,willico02,2000-2001
Corliss Williamson,27,TOR,SF,42,31,886,12.1,0.510,0.006,0.400,7.1,12.5,9.7,6.3,0.9,1.0,14.5,22.6,0.3,0.6,0.8,0.045,-2.2,-1.5,-3.7,-0.4,,willico02,2000-2001
Corliss Williamson,27,DET,SF,27,9,800,18.4,0.557,0.000,0.332,7.0,15.7,11.2,6.7,2.2,0.7,10.9,22.4,1.3,1.1,2.4,0.144,0.6,1.1,1.7,0.7,,willico02,2000-2001
Bob Sura,27,GSW,SG,53,42,1684,11.2,0.487,0.332,0.365,3.1,11.9,7.1,23.1,1.6,0.3,21.0,19.1,-0.3,0.4,0.1,0.003,-2.0,-1.3,-3.3,-0.6,,surabo01,2000-2001
Terry Porter,37,SAS,PG,80,42,1678,15.5,0.583,0.466,0.264,1.7,11.4,6.8,24.5,1.7,0.5,17.5,16.7,3.0,2.3,5.4,0.154,1.6,1.0,2.6,2.0,,portete01,2000-2001
Chris Gatling,33,CLE,PF,74,6,1670,15.6,0.505,0.126,0.311,6.9,20.2,13.6,6.9,1.6,1.2,12.5,25.8,0.8,1.6,2.4,0.068,-0.7,-1.2,-1.9,0.0,,gatlich01,2000-2001
Christian Laettner,31,2TM,C,78,48,1663,17.0,0.568,0.024,0.370,8.1,16.9,12.5,12.7,2.2,2.0,17.6,21.1,2.5,1.8,4.3,0.124,0.0,0.7,0.6,1.1,,laettch01,2000-2001
Christian Laettner,31,DAL,C,53,35,930,16.7,0.554,0.009,0.254,9.2,16.0,12.7,12.0,2.2,2.1,16.3,21.0,1.3,1.3,2.6,0.134,-0.5,1.3,0.8,0.6,,laettch01,2000-2001
Christian Laettner,31,WAS,PF,25,13,733,17.6,0.586,0.044,0.535,6.7,17.9,12.2,13.7,2.2,1.9,19.2,21.2,1.2,0.5,1.7,0.112,0.6,-0.1,0.4,0.5,,laettch01,2000-2001
Stephen Jackson,22,NJN,SF,77,40,1660,12.1,0.503,0.271,0.236,2.8,11.9,7.2,15.1,2.7,0.6,17.1,20.8,-0.4,1.3,0.9,0.026,-1.6,0.1,-1.6,0.2,,jacksst02,2000-2001
Scot Pollard,25,SAC,C,77,8,1658,15.0,0.530,0.005,0.433,11.5,18.5,15.1,4.2,1.5,3.9,12.3,14.3,2.5,2.9,5.4,0.157,-1.2,0.9,-0.3,0.7,,pollasc01,2000-2001
Moochie Norris,27,HOU,PG,82,6,1654,16.2,0.546,0.215,0.470,3.2,10.5,6.9,27.1,2.2,0.1,17.7,16.8,3.1,1.2,4.4,0.126,0.9,0.1,1.0,1.2,,norrimo01,2000-2001
Bobby Jackson,27,SAC,PG,79,7,1648,13.1,0.501,0.198,0.167,5.0,11.0,8.0,15.3,2.7,0.3,15.4,17.9,0.9,2.3,3.1,0.091,-1.2,1.3,0.1,0.9,6MOY-4,jacksbo01,2000-2001
Anthony Carter,25,MIA,PG,72,6,1630,11.3,0.439,0.083,0.215,3.4,9.8,6.6,29.5,2.5,0.5,18.5,19.2,-0.8,2.5,1.7,0.050,-3.0,1.1,-1.9,0.0,,cartean01,2000-2001
Jacque Vaughn,25,UTA,PG,82,0,1620,12.8,0.535,0.198,0.417,1.4,9.9,5.7,31.0,1.6,0.2,21.7,16.9,1.8,1.1,3.0,0.088,-0.2,-0.7,-1.0,0.4,,vaughja01,2000-2001
Olden Polynice,36,UTA,C,81,79,1619,9.9,0.484,0.002,0.157,12.3,16.6,14.5,3.1,0.9,3.9,15.0,14.8,0.2,1.8,2.0,0.058,-3.1,-0.7,-3.9,-0.8,,polynol01,2000-2001
Matt Harpring,24,CLE,SG,56,55,1615,13.3,0.522,0.099,0.315,6.5,10.9,8.7,10.9,1.4,0.8,13.1,19.2,1.8,0.8,2.6,0.077,-0.4,-1.0,-1.3,0.3,,harprma01,2000-2001
Michael Smith,28,WAS,PF,79,29,1610,14.0,0.527,0.005,0.706,12.3,28.9,20.4,9.6,1.8,1.6,17.8,9.6,2.0,1.6,3.6,0.108,0.0,0.2,0.2,0.9,,smithmi02,2000-2001
Jahidi White,24,WAS,C,68,56,1609,14.7,0.535,0.002,0.765,12.7,25.4,18.9,2.1,1.0,4.9,20.0,18.9,0.5,1.6,2.1,0.061,-2.4,-0.9,-3.3,-0.5,,whiteja01,2000-2001
Toni Kukoč,32,2TM,SF,65,19,1597,17.8,0.553,0.270,0.275,4.7,13.5,9.1,22.7,1.6,0.5,14.5,21.5,2.9,1.7,4.7,0.140,3.0,0.2,3.2,2.1,,kukocto01,2000-2001
Toni Kukoč,32,PHI,SF,48,5,979,15.3,0.523,0.236,0.267,5.5,13.0,9.4,16.5,1.9,0.4,14.0,19.8,1.1,1.3,2.5,0.121,1.4,0.7,2.1,1.0,,kukocto01,2000-2001
Toni Kukoč,32,ATL,SF,17,14,618,21.8,0.590,0.313,0.286,3.4,14.2,8.7,32.5,1.1,0.6,15.2,24.2,1.8,0.4,2.2,0.170,5.5,-0.7,4.8,1.1,,kukocto01,2000-2001
Robert Horry,30,LAL,PF,79,1,1587,11.0,0.489,0.411,0.218,6.7,14.3,10.5,11.7,1.8,2.4,15.9,14.0,1.1,1.5,2.6,0.078,-1.0,0.6,-0.4,0.7,,horryro01,2000-2001
Walt Williams,30,HOU,SF,72,31,1583,12.6,0.527,0.483,0.246,2.3,15.3,9.0,10.0,1.0,1.2,11.4,18.7,1.8,1.2,3.0,0.090,0.4,-0.4,-0.1,0.8,,williwa02,2000-2001
Marcus Fizer,22,CHI,PF,72,13,1580,11.0,0.476,0.060,0.249,5.5,18.5,11.8,9.4,1.0,0.9,14.7,24.7,-1.3,0.6,-0.7,-0.022,-3.3,-2.8,-6.1,-1.6,,fizerma01,2000-2001
Pat Garrity,24,ORL,SF,76,1,1579,10.1,0.507,0.389,0.170,3.5,11.4,7.4,5.3,1.3,0.7,9.9,19.2,1.2,1.3,2.5,0.076,-2.0,-1.0,-3.0,-0.4,,garripa01,2000-2001
Felipe López,26,2TM,PG,70,48,1565,12.5,0.503,0.109,0.326,4.0,13.5,8.7,11.3,2.1,1.4,13.2,18.0,0.9,1.0,1.9,0.057,-1.2,0.2,-1.0,0.4,,lopezfe01,2000-2001
Felipe López,26,WAS,SG,47,38,1108,11.9,0.500,0.089,0.377,3.1,14.0,8.4,11.1,1.9,1.2,12.8,17.5,0.6,0.5,1.1,0.049,-1.6,0.0,-1.5,0.1,,lopezfe01,2000-2001
Felipe López,26,MIN,PG,23,10,457,13.9,0.510,0.151,0.217,6.2,12.4,9.2,11.6,2.4,1.9,14.0,19.1,0.3,0.5,0.7,0.077,-0.3,0.5,0.2,0.3,,lopezfe01,2000-2001
Tyrone Nesby,25,2TM,SG,62,34,1556,8.9,0.444,0.340,0.200,3.8,9.2,6.5,8.2,1.7,0.9,10.1,18.5,-0.2,0.5,0.3,0.008,-2.5,-1.1,-3.6,-0.6,,nesbyty01,2000-2001
Tyrone Nesby,25,LAC,SG,14,12,333,8.5,0.406,0.374,0.187,5.7,8.7,7.2,5.5,1.6,0.8,7.0,19.9,-0.2,0.2,0.0,0.004,-2.4,-0.2,-2.6,0.0,,nesbyty01,2000-2001
Tyrone Nesby,25,WAS,SF,48,22,1223,9.0,0.455,0.329,0.204,3.3,9.4,6.3,8.9,1.7,0.9,11.0,18.2,-0.1,0.3,0.2,0.009,-2.5,-1.3,-3.8,-0.6,,nesbyty01,2000-2001
Sean Rooks,31,LAC,C,82,0,1553,11.5,0.487,0.005,0.362,6.9,15.2,11.2,8.1,1.2,2.9,13.7,15.8,0.8,1.5,2.3,0.070,-2.3,0.7,-1.7,0.1,,rooksse01,2000-2001
Hakeem Olajuwon,38,HOU,C,58,55,1545,20.7,0.526,0.002,0.349,9.5,22.4,16.1,8.3,2.4,4.0,11.0,21.9,2.4,2.6,5.0,0.155,1.3,1.5,2.8,1.9,,olajuha01,2000-2001
Chris Whitney,29,WAS,PG,59,31,1532,13.2,0.537,0.528,0.240,0.9,7.3,4.0,26.9,1.9,0.1,16.5,18.1,2.1,0.2,2.3,0.072,0.4,-1.5,-1.1,0.4,,whitnch01,2000-2001
Desmond Mason,23,SEA,SF,78,14,1522,10.5,0.483,0.153,0.207,5.5,13.3,9.4,6.5,1.3,1.0,10.0,15.8,1.0,0.8,1.7,0.055,-1.8,-1.0,-2.8,-0.3,,masonde01,2000-2001
Grant Long,34,VAN,PF,66,27,1507,11.4,0.510,0.047,0.492,5.8,14.9,10.4,8.7,2.5,0.7,13.8,13.6,1.0,1.4,2.4,0.078,-2.3,1.2,-1.1,0.3,,longgr01,2000-2001
Mario Elie,37,PHO,SG,68,67,1506,9.3,0.541,0.407,0.280,2.8,9.0,5.8,12.9,2.0,0.6,17.8,10.0,1.1,2.0,3.1,0.097,-2.2,2.0,-0.2,0.7,,eliema01,2000-2001
Vonteego Cummings,24,GSW,PG,66,11,1495,10.4,0.425,0.277,0.224,3.1,7.0,4.9,24.4,2.3,0.7,13.8,18.6,-0.2,0.4,0.2,0.007,-2.6,-0.8,-3.4,-0.5,,cummivo01,2000-2001
Charlie Ward,30,NYK,PG,61,33,1492,14.5,0.536,0.469,0.188,2.7,10.0,6.4,31.1,2.6,0.5,21.7,16.9,1.5,2.4,3.9,0.127,0.6,1.5,2.1,1.5,,wardch01,2000-2001
Greg Ostertag,27,UTA,C,81,3,1491,13.3,0.522,0.007,0.537,13.9,20.4,17.3,2.3,0.8,7.7,15.3,12.7,1.5,2.3,3.8,0.121,-1.8,1.0,-0.8,0.4,,ostergr01,2000-2001
Michael Curry,32,DET,SG,68,58,1485,7.5,0.507,0.028,0.229,1.5,7.4,4.4,13.9,0.9,0.1,14.8,12.0,0.8,0.9,1.7,0.055,-4.2,0.0,-4.3,-0.9,,currymi01,2000-2001
Jason Caffey,27,MIL,PF,70,33,1460,13.7,0.544,0.000,0.575,10.6,16.8,13.7,5.5,1.4,1.3,14.3,16.6,2.3,1.2,3.5,0.114,-1.2,-1.0,-2.2,-0.1,,caffeja01,2000-2001
Adonal Foyle,25,GSW,C,58,37,1457,12.4,0.422,0.000,0.181,10.5,19.7,14.7,5.2,1.1,7.6,16.3,14.0,-0.8,1.5,0.7,0.022,-3.6,0.8,-2.8,-0.3,,foylead01,2000-2001
Brevin Knight,25,2TM,PG,53,43,1457,12.5,0.416,0.027,0.178,1.8,11.2,6.4,33.7,3.6,0.2,18.5,15.1,0.0,1.6,1.6,0.054,-3.0,1.6,-1.4,0.2,,knighbr01,2000-2001
Brevin Knight,25,CLE,PG,6,0,93,6.5,0.255,0.000,0.400,1.2,7.5,4.4,38.0,3.4,0.8,28.4,12.0,-0.1,0.1,-0.1,-0.030,-5.5,1.6,-3.9,0.0,,knighbr01,2000-2001
Brevin Knight,25,ATL,PG,47,43,1364,12.9,0.424,0.028,0.169,1.8,11.4,6.6,33.4,3.6,0.2,18.0,15.3,0.1,1.6,1.7,0.060,-2.9,1.6,-1.3,0.3,,knighbr01,2000-2001
Brad Miller,24,CHI,C,57,45,1434,16.4,0.520,0.013,0.585,11.5,23.7,17.3,13.1,1.2,2.0,13.1,18.1,2.3,1.1,3.4,0.114,-0.2,-1.0,-1.2,0.3,,millebr01,2000-2001
Damon Jones,24,VAN,PG,71,10,1415,13.0,0.525,0.555,0.125,1.3,8.7,5.0,26.2,1.3,0.0,14.8,16.6,1.4,0.4,1.8,0.062,0.7,-1.1,-0.3,0.6,,jonesda01,2000-2001
A.C. Green,37,MIA,PF,82,1,1411,11.2,0.492,0.019,0.343,9.0,17.3,13.2,4.8,1.2,0.4,10.8,14.4,1.1,2.1,3.2,0.110,-2.2,0.0,-2.2,-0.1,,greenac01,2000-2001
Marc Jackson,26,GSW,C,48,35,1410,16.1,0.534,0.045,0.378,8.3,19.8,13.6,7.3,1.2,1.4,13.6,20.5,1.9,0.7,2.6,0.089,-0.2,-1.4,-1.6,0.2,ROY-3,jacksma02,2000-2001
Matt Maloney,29,ATL,PG,55,27,1403,10.4,0.508,0.408,0.098,1.1,8.2,4.6,17.6,2.1,0.3,16.2,13.8,0.7,0.8,1.5,0.053,-1.4,0.5,-0.9,0.4,,malonma01,2000-2001
Michael Doleac,23,ORL,C,77,21,1398,9.9,0.443,0.006,0.112,5.4,16.5,10.8,7.8,1.4,2.2,9.6,19.4,-0.2,1.7,1.5,0.050,-4.4,0.1,-4.3,-0.8,,doleami01,2000-2001
Courtney Alexander,23,2TM,PG,65,24,1382,11.6,0.484,0.080,0.262,3.5,8.4,5.9,8.0,1.7,0.3,10.5,23.2,0.3,0.5,0.8,0.027,-2.4,-1.9,-4.3,-0.8,,alexaco02,2000-2001
Courtney Alexander,23,DAL,PG,38,6,472,6.8,0.404,0.056,0.253,4.9,9.9,7.5,6.9,1.7,0.5,9.6,21.1,-0.5,0.4,-0.1,-0.013,-5.5,-0.8,-6.2,-0.5,,alexaco02,2000-2001
Courtney Alexander,23,WAS,PG,27,18,910,14.2,0.519,0.091,0.266,2.8,7.6,5.1,8.6,1.7,0.2,10.9,24.3,0.9,0.1,0.9,0.048,-0.8,-2.5,-3.3,-0.3,,alexaco02,2000-2001
Rod Strickland,34,2TM,PG,54,28,1371,16.1,0.493,0.040,0.403,3.1,9.0,6.0,37.1,2.0,0.3,17.5,20.1,1.7,0.5,2.2,0.076,1.5,-0.9,0.6,0.9,,stricro02,2000-2001
Rod Strickland,34,WAS,PG,33,28,1020,17.4,0.507,0.048,0.444,2.8,9.4,6.0,38.9,2.2,0.3,17.3,20.9,1.5,0.3,1.8,0.084,2.3,-0.9,1.5,0.9,,stricro02,2000-2001
Rod Strickland,34,POR,PG,21,0,351,12.2,0.443,0.010,0.265,3.9,7.9,6.0,31.9,1.5,0.2,18.0,17.7,0.1,0.2,0.4,0.053,-0.8,-1.1,-1.8,0.0,,stricro02,2000-2001
Corey Maggette,21,LAC,SF,69,9,1359,18.2,0.562,0.115,0.591,7.6,16.6,12.3,10.8,1.4,0.5,14.7,24.5,2.7,1.1,3.9,0.137,1.2,-1.0,0.2,0.7,,maggeco01,2000-2001
Quentin Richardson,20,LAC,SG,76,28,1358,16.5,0.516,0.288,0.301,9.1,12.5,10.8,8.3,1.7,0.4,9.7,22.4,2.1,1.0,3.0,0.106,2.0,-1.1,0.8,0.9,,richaqu01,2000-2001
