Player,Age,Team,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards,Player-additional,Year
Tracy McGrady,21,ORL,SG,77,77,3087,24.9,0.521,0.096,0.340,6.7,14.3,10.4,22.8,1.9,2.8,9.1,31.2,8.3,3.9,12.2,0.189,6.5,0.5,7.0,7.0,MVP-6MIP-1ASNBA2,mcgratr01,2000-2001
Jason Kidd,27,PHO,PG,77,76,3065,19.4,0.510,0.211,0.367,3.3,15.2,9.1,41.2,2.8,0.5,18.3,22.7,4.2,5.4,9.6,0.150,2.4,1.7,4.2,4.8,MVP-8DPOY-11ASNBA1,kiddja01,2000-2001
Latrell Sprewell,30,NYK,SF,77,77,3017,15.1,0.497,0.111,0.288,2.0,11.6,7.0,17.2,1.9,0.8,13.7,25.8,0.5,4.6,5.1,0.082,0.0,0.8,0.7,2.1,AS,sprewla01,2000-2001
Cuttino Mobley,25,HOU,SG,79,49,3002,17.7,0.541,0.208,0.390,3.3,11.8,7.7,11.5,1.5,0.6,10.4,24.3,6.2,2.0,8.2,0.130,1.7,-0.8,0.9,2.2,,moblecu01,2000-2001
Jamal Mashburn,28,CHH,SF,76,76,2989,17.5,0.493,0.208,0.262,3.5,18.4,11.0,26.8,1.5,0.3,12.0,27.1,3.1,4.2,7.3,0.118,2.1,0.0,2.1,3.1,,mashbja01,2000-2001
Allen Iverson,25,PHI,SG,71,71,2979,24.0,0.518,0.169,0.397,1.9,8.3,5.2,23.0,3.2,0.5,10.0,35.9,7.3,4.5,11.8,0.190,5.0,1.1,6.1,6.1,MVP-1DPOY-11ASNBA1,iversal01,2000-2001
Vince Carter,24,TOR,SF,75,75,2979,25.0,0.551,0.240,0.303,6.5,9.3,7.9,19.2,2.0,1.9,8.2,30.7,10.3,2.6,12.9,0.208,7.6,0.1,7.6,7.2,MVP-11ASNBA2,cartevi01,2000-2001
Juwan Howard,27,2TM,PF,81,81,2974,16.0,0.527,0.002,0.314,6.6,15.6,11.1,13.9,1.3,0.9,14.9,24.6,2.8,1.6,4.4,0.071,0.0,-1.2,-1.2,0.6,,howarju01,2000-2001
Juwan Howard,27,WAS,PF,54,54,1981,15.8,0.522,0.000,0.310,7.0,15.5,11.2,14.9,1.2,0.8,15.2,24.9,1.6,0.6,2.2,0.053,0.2,-1.7,-1.5,0.2,,howarju01,2000-2001
Juwan Howard,27,DAL,PF,27,27,993,16.6,0.538,0.008,0.325,5.8,15.7,10.9,12.0,1.5,1.1,14.0,23.8,1.1,1.1,2.2,0.106,-0.3,-0.3,-0.6,0.4,,howarju01,2000-2001
Jalen Rose,28,IND,SF,72,72,2943,17.8,0.530,0.140,0.277,1.5,12.0,6.9,28.7,1.2,1.0,13.2,25.5,4.8,2.5,7.3,0.119,2.1,-0.4,1.8,2.7,,roseja01,2000-2001
Rasheed Wallace,26,POR,PF,77,75,2940,20.9,0.560,0.138,0.272,6.2,17.9,12.2,12.9,1.6,3.4,10.7,23.4,6.8,4.2,11.0,0.180,3.3,1.1,4.4,4.8,AS,wallara01,2000-2001
Doug Christie,30,SAC,SG,81,81,2939,14.8,0.538,0.317,0.396,3.6,9.3,6.5,14.6,3.2,1.0,14.3,16.2,4.3,4.4,8.7,0.141,0.0,2.3,2.3,3.2,DPOY-4,chrisdo01,2000-2001
Shaquille O'Neal,28,LAL,C,74,74,2924,30.2,0.574,0.001,0.684,11.3,24.8,18.1,18.8,0.8,4.9,10.5,31.6,11.1,3.9,14.9,0.245,7.0,0.7,7.7,7.1,MVP-3DPOY-8ASNBA1,onealsh01,2000-2001
Elton Brand,21,CHI,PF,74,74,2906,20.4,0.524,0.002,0.388,11.2,19.6,15.2,17.0,1.3,3.0,13.3,26.3,4.1,2.0,6.1,0.101,2.2,-1.2,1.1,2.2,,brandel01,2000-2001
Peja Stojaković,23,SAC,SF,75,75,2905,18.4,0.576,0.303,0.262,3.5,12.3,8.0,9.6,1.6,0.3,9.9,22.4,6.8,3.3,10.1,0.168,2.8,-0.3,2.5,3.2,,stojape01,2000-2001
Karl Malone,37,UTA,PF,81,81,2895,24.7,0.572,0.004,0.503,5.0,23.3,14.3,24.1,1.7,1.7,12.9,30.0,9.1,4.0,13.1,0.217,5.5,1.1,6.6,6.3,MVP-7ASNBA3,malonka01,2000-2001
Derek Anderson,26,SAS,SG,82,82,2859,17.1,0.542,0.255,0.405,3.1,10.9,7.2,18.1,2.2,0.3,12.4,21.9,5.6,4.3,9.9,0.166,1.2,1.2,2.4,3.2,,anderde01,2000-2001
Allan Houston,29,NYK,SG,78,78,2858,16.1,0.543,0.209,0.254,0.9,10.8,6.0,12.0,1.0,0.3,10.7,25.7,4.1,3.5,7.5,0.126,1.3,-0.1,1.1,2.2,AS,houstal01,2000-2001
Shawn Marion,22,PHO,SF,79,79,2857,21.0,0.532,0.071,0.249,8.6,25.4,16.8,10.2,2.4,2.7,9.1,22.1,5.3,6.4,11.7,0.196,2.3,1.8,4.1,4.4,DPOY-11,mariosh01,2000-2001
Wally Szczerbiak,23,MIN,SF,82,82,2856,15.8,0.566,0.084,0.226,5.3,12.7,8.9,14.5,1.1,0.8,12.0,18.2,5.7,1.7,7.4,0.125,1.2,-0.8,0.4,1.7,,szczewa02,2000-2001
Andre Miller,24,CLE,PG,82,82,2848,20.1,0.541,0.064,0.450,3.8,10.8,7.3,40.5,2.2,0.7,18.1,23.2,6.1,1.9,8.0,0.136,3.0,-0.2,2.8,3.4,,millean02,2000-2001
Chris Webber,27,SAC,PF,70,70,2836,24.7,0.516,0.017,0.282,7.0,22.1,14.8,20.6,1.7,2.8,9.6,31.6,5.8,5.2,11.0,0.186,4.0,1.4,5.5,5.3,MVP-4ASNBA1,webbech01,2000-2001
Lamar Odom,21,LAC,PF,76,74,2836,18.9,0.536,0.242,0.369,4.6,18.9,11.9,25.0,1.4,3.0,17.8,24.1,3.2,3.3,6.5,0.111,2.9,1.1,4.0,4.3,,odomla01,2000-2001
Jeff McInnis,26,LAC,PG,81,81,2831,15.6,0.521,0.154,0.173,1.7,7.0,4.4,27.7,1.4,0.2,10.1,18.2,5.8,1.1,6.9,0.117,0.6,-0.9,-0.3,1.2,,mcinnje01,2000-2001
Terrell Brandon,30,MIN,PG,78,78,2821,20.0,0.507,0.080,0.198,2.4,9.7,6.0,33.7,3.0,0.5,11.2,22.2,5.8,2.7,8.5,0.145,2.6,0.5,3.1,3.6,,brandte01,2000-2001
Glenn Robinson,28,MIL,SF,76,74,2813,20.1,0.525,0.126,0.210,5.0,16.1,10.6,16.5,1.6,1.6,12.1,29.2,4.2,2.5,6.7,0.114,2.3,-1.0,1.3,2.4,AS,robingl01,2000-2001
P.J. Brown,31,CHH,C,80,79,2811,13.3,0.518,0.007,0.373,10.5,19.6,15.1,7.3,1.5,2.4,14.2,12.5,3.4,4.7,8.0,0.137,-1.3,0.9,-0.4,1.1,,brownpj01,2000-2001
Kobe Bryant,22,LAL,SG,68,68,2783,24.5,0.552,0.132,0.369,4.3,11.8,8.1,23.0,2.1,1.1,11.1,31.8,9.2,2.2,11.3,0.196,5.1,-0.3,4.8,4.7,MVP-9DPOY-11ASNBA2,bryanko01,2000-2001
Clarence Weatherspoon,30,CLE,PF,82,82,2774,17.4,0.563,0.000,0.421,9.3,23.9,16.6,6.2,1.6,2.8,12.0,15.2,5.2,3.4,8.6,0.148,1.3,0.2,1.4,2.4,,weathcl01,2000-2001
Brian Grant,28,MIA,C,82,79,2771,17.5,0.536,0.001,0.350,9.3,21.5,15.4,7.2,1.2,2.0,12.7,23.4,3.7,5.0,8.7,0.151,-0.3,0.2,-0.1,1.3,,grantbr01,2000-2001
Darrell Armstrong,32,ORL,PG,75,75,2767,18.6,0.535,0.402,0.249,3.7,10.2,6.9,31.3,2.5,0.3,15.2,21.0,5.8,2.9,8.7,0.151,3.2,0.1,3.3,3.6,,armstda01,2000-2001
Charles Oakley,37,TOR,PF,78,77,2767,11.6,0.439,0.062,0.193,5.6,25.0,15.1,14.6,1.4,1.2,14.0,16.0,0.2,3.5,3.7,0.065,-2.2,0.8,-1.4,0.4,,oaklech01,2000-2001
Ben Wallace,26,DET,C,80,80,2760,14.8,0.470,0.009,0.542,11.5,29.6,20.4,6.8,2.0,4.8,17.7,10.4,1.0,6.0,7.0,0.121,-0.6,2.5,1.9,2.7,DPOY-5,wallabe01,2000-2001
Clifford Robinson,34,PHO,PF,82,82,2751,14.8,0.501,0.210,0.301,4.2,9.6,6.9,15.4,1.6,2.2,12.2,24.8,1.6,3.9,5.4,0.095,0.5,0.4,0.9,2.0,,robincl02,2000-2001
Antonio Davis,32,TOR,C,78,77,2729,16.5,0.508,0.001,0.488,11.0,21.7,16.2,6.2,0.4,3.9,11.4,19.5,4.2,3.1,7.2,0.127,-0.3,-0.8,-1.1,0.6,AS,davisan01,2000-2001
Rashard Lewis,21,SEA,PF,78,78,2720,17.3,0.587,0.321,0.240,6.1,16.7,11.4,7.6,1.8,1.2,11.6,18.4,5.9,2.1,8.0,0.142,2.4,-0.4,2.1,2.8,,lewisra02,2000-2001
Sam Cassell,31,MIL,PG,76,75,2709,20.1,0.542,0.087,0.285,1.9,10.1,6.1,36.4,1.7,0.2,14.7,24.9,7.0,1.4,8.5,0.150,2.5,-1.5,1.1,2.1,,cassesa01,2000-2001
Nick Van Exel,29,DEN,PG,71,70,2688,18.5,0.515,0.322,0.224,1.8,8.1,4.9,38.4,1.2,0.5,11.9,23.0,6.1,0.3,6.4,0.114,4.0,-2.0,1.9,2.7,,vanexni01,2000-2001
Bruce Bowen,29,MIA,SF,82,72,2685,8.1,0.478,0.528,0.277,2.0,8.8,5.4,8.2,1.7,1.5,10.2,13.1,0.5,3.7,4.2,0.075,-2.6,1.5,-1.1,0.6,DPOY-8,bowenbr01,2000-2001
Damon Stoudamire,27,POR,PG,82,82,2655,16.3,0.519,0.234,0.221,3.2,10.2,6.8,29.1,2.1,0.2,15.7,21.3,4.1,2.5,6.7,0.121,1.1,-0.1,1.0,2.0,,stoudda01,2000-2001
George Lynch,30,PHI,SF,82,80,2649,12.4,0.496,0.093,0.278,8.7,16.3,12.6,8.4,2.0,0.8,13.6,13.7,2.3,4.2,6.5,0.118,-0.8,1.3,0.5,1.7,,lynchge01,2000-2001
Jermaine O'Neal,22,IND,C,81,80,2641,17.5,0.501,0.006,0.447,11.0,22.7,17.0,6.7,1.0,6.2,13.4,21.2,1.7,4.7,6.4,0.116,-0.8,1.0,0.3,1.5,,onealje01,2000-2001
Michael Dickerson,25,VAN,SG,70,69,2618,12.4,0.501,0.225,0.265,3.1,6.9,5.0,15.8,1.2,0.7,12.5,22.7,1.2,0.7,1.8,0.034,-0.7,-1.5,-2.2,-0.2,,dickemi01,2000-2001
Tim Hardaway,34,MIA,PG,77,77,2613,16.7,0.513,0.496,0.174,1.2,8.1,4.6,35.5,1.9,0.2,14.4,24.3,3.1,3.3,6.4,0.118,2.8,-0.4,2.4,2.9,,hardati01,2000-2001
Dikembe Mutombo,34,2TM,C,75,75,2591,17.5,0.547,0.000,0.523,13.3,30.5,21.9,4.7,0.6,5.6,17.4,14.3,3.4,4.7,8.1,0.151,0.4,1.3,1.7,2.4,DPOY-1ASNBA2,mutomdi01,2000-2001
Dikembe Mutombo,34,ATL,C,49,49,1716,16.5,0.528,0.000,0.435,12.1,33.0,22.5,5.0,0.6,5.7,17.9,13.4,1.5,3.0,4.5,0.125,-0.1,1.4,1.4,1.5,,mutomdi01,2000-2001
Dikembe Mutombo,34,PHI,C,26,26,875,19.6,0.580,0.000,0.678,15.7,25.7,20.8,4.1,0.5,5.5,16.5,16.2,1.9,1.8,3.7,0.201,1.3,1.0,2.3,1.0,,mutomdi01,2000-2001
Mark Jackson,35,2TM,PG,83,82,2588,14.9,0.506,0.355,0.160,2.8,10.9,6.8,39.3,1.7,0.2,21.9,14.2,3.6,2.3,5.9,0.110,1.3,-0.2,1.0,2.0,,jacksma01,2000-2001
Mark Jackson,35,TOR,PG,54,54,1802,16.3,0.528,0.409,0.189,2.6,9.2,5.8,41.3,1.8,0.3,21.1,13.7,3.5,1.2,4.7,0.125,2.3,-0.6,1.8,1.7,,jacksma01,2000-2001
Mark Jackson,35,NYK,PG,29,28,786,11.8,0.453,0.233,0.094,3.3,14.8,9.2,34.7,1.5,0.0,23.6,15.3,0.1,1.2,1.2,0.074,-1.2,0.5,-0.6,0.3,,jacksma01,2000-2001
Stephon Marbury,23,NJN,PG,67,67,2557,22.7,0.540,0.262,0.359,2.3,7.0,4.6,40.8,1.6,0.1,11.8,29.7,7.2,0.7,7.8,0.147,5.9,-1.6,4.3,4.1,AS,marbust01,2000-2001
Antonio McDyess,26,DEN,PF,70,70,2555,22.0,0.538,0.000,0.373,10.1,26.1,18.0,10.8,0.9,2.7,10.7,26.5,5.2,2.6,7.8,0.146,2.5,-0.8,1.7,2.4,AS,mcdyean01,2000-2001
Steve Smith,31,POR,SG,81,36,2542,15.9,0.587,0.292,0.440,4.2,8.4,6.4,13.6,1.0,0.7,12.7,19.7,6.6,1.6,8.2,0.155,1.5,-0.9,0.6,1.7,6MOY-6,smithst01,2000-2001
Ron Mercer,24,CHI,SG,61,61,2535,14.8,0.492,0.041,0.203,3.2,8.0,5.5,16.2,1.7,0.8,9.6,24.8,1.5,0.4,1.8,0.035,0.3,-2.2,-1.9,0.1,,mercero01,2000-2001
Bo Outlaw,29,ORL,PF,80,69,2534,15.7,0.623,0.005,0.611,9.0,18.3,13.6,13.3,2.1,4.0,23.2,10.6,3.9,4.0,7.9,0.150,0.4,2.6,3.1,3.2,,outlabo01,2000-2001
Richard Hamilton,22,WAS,SF,78,42,2519,15.7,0.508,0.117,0.255,3.4,7.7,5.5,17.7,1.5,0.3,12.6,28.1,2.3,0.1,2.4,0.046,0.4,-2.6,-2.2,-0.1,,hamilri01,2000-2001
Bryant Stith,30,BOS,SG,78,74,2504,11.7,0.538,0.396,0.339,2.9,10.7,6.6,11.2,1.9,0.4,11.4,14.4,3.1,1.7,4.8,0.093,-0.9,-0.2,-1.1,0.6,,stithbr01,2000-2001
Bryon Russell,30,UTA,SF,78,46,2473,14.1,0.565,0.329,0.407,4.8,11.6,8.3,10.4,2.1,0.7,12.0,17.5,4.5,2.3,6.8,0.133,1.1,0.2,1.3,2.0,,russebr01,2000-2001
Raef LaFrentz,24,DEN,C,78,74,2457,17.6,0.544,0.171,0.323,7.6,19.4,13.4,7.3,0.8,5.8,9.5,18.6,4.3,2.5,6.8,0.132,0.1,0.7,0.8,1.8,,lafrera01,2000-2001
Travis Best,28,IND,PG,77,21,2457,16.7,0.517,0.123,0.287,1.8,8.2,5.1,34.0,2.4,0.3,12.5,19.3,4.8,2.3,7.2,0.140,0.8,0.6,1.4,2.1,6MOY-5,besttr01,2000-2001
Howard Eisley,28,DAL,SG,82,40,2426,11.7,0.507,0.399,0.187,1.1,7.8,4.5,18.2,2.1,0.4,12.3,15.6,2.4,2.0,4.4,0.087,-0.5,0.6,0.0,1.2,,eisleho01,2000-2001
Vlade Divac,32,SAC,C,81,81,2420,17.7,0.536,0.019,0.464,9.5,20.2,15.0,15.2,1.8,2.6,17.4,20.1,3.1,4.3,7.4,0.147,0.3,1.6,1.9,2.4,AS,divacvl01,2000-2001
John Stockton,38,UTA,PG,82,82,2397,22.3,0.610,0.203,0.427,2.9,8.8,5.9,48.7,2.9,0.7,20.8,18.8,8.2,2.6,10.8,0.216,5.5,1.2,6.7,5.3,-MVP 15.00,stockjo01,2000-2001
Shandon Anderson,27,HOU,SG,82,82,2396,11.9,0.528,0.288,0.319,3.6,12.3,8.0,12.5,1.8,1.2,16.3,15.4,1.9,2.0,3.9,0.078,-1.1,0.7,-0.4,0.9,,andersh01,2000-2001
Aaron McKie,28,PHI,SG,76,33,2394,15.1,0.549,0.238,0.272,1.6,12.9,7.3,26.7,2.3,0.2,20.3,18.9,2.3,3.5,5.9,0.118,0.1,1.3,1.4,2.1,6MOY-1,mckieaa01,2000-2001
Alvin Williams,26,TOR,SG,82,34,2394,15.2,0.483,0.141,0.189,2.3,7.8,5.0,27.2,2.7,0.8,11.0,17.4,3.3,2.1,5.4,0.109,-0.1,0.9,0.8,1.7,,willial02,2000-2001
Mike Miller,20,ORL,SF,82,62,2390,13.2,0.541,0.431,0.151,3.0,12.4,7.6,9.7,1.1,0.6,9.7,18.5,3.3,1.9,5.3,0.106,0.7,-0.9,-0.2,1.0,ROY-1,millemi01,2000-2001
Horace Grant,35,LAL,PF,77,77,2390,14.3,0.511,0.005,0.297,10.5,15.2,12.9,7.5,1.1,1.8,6.9,12.9,4.8,1.7,6.5,0.130,0.6,-0.6,0.0,1.2,,grantho01,2000-2001
Steve Nash,26,DAL,PG,70,70,2387,19.6,0.603,0.277,0.326,2.2,8.1,5.2,34.6,1.6,0.1,18.5,21.1,6.8,1.6,8.4,0.169,3.8,-1.1,2.8,2.9,,nashst01,2000-2001
David Robinson,35,SAS,C,80,80,2371,23.7,0.559,0.001,0.571,10.4,22.0,16.5,8.8,1.8,5.8,10.6,22.8,6.4,5.7,12.1,0.246,2.5,2.7,5.2,4.3,MVP-10DPOY-5ASNBA3,robinda01,2000-2001
Chucky Atkins,26,DET,PG,81,75,2363,12.2,0.481,0.356,0.137,1.2,6.7,3.9,24.3,1.4,0.1,12.9,21.2,1.2,1.6,2.8,0.057,-0.6,-1.0,-1.6,0.3,,atkinch01,2000-2001
Metta World Peace,21,CHI,SF,76,74,2363,13.6,0.483,0.182,0.344,2.9,12.3,7.4,17.6,3.5,1.4,14.5,21.6,-0.1,2.0,1.9,0.039,-1.9,0.5,-1.3,0.4,,artesro01,2000-2001
Tyrone Hill,32,PHI,PF,76,75,2363,12.4,0.515,0.002,0.465,11.7,21.0,16.4,3.3,0.8,0.8,15.2,16.0,2.0,3.5,5.5,0.111,-1.7,-0.8,-2.4,-0.3,,hillty01,2000-2001
Mookie Blaylock,33,GSW,PG,69,59,2352,15.8,0.455,0.281,0.095,3.0,9.9,6.1,32.3,3.5,0.6,13.3,17.3,1.9,1.6,3.5,0.071,0.2,1.0,1.2,1.9,,blaylmo01,2000-2001
Elden Campbell,32,CHH,PF,78,78,2337,16.4,0.505,0.007,0.487,7.7,21.9,14.8,8.1,1.4,4.4,12.4,22.8,1.9,4.5,6.4,0.131,-1.5,1.1,-0.4,1.0,,campbel01,2000-2001
Aaron Williams,29,NJN,PF,82,25,2336,15.1,0.533,0.003,0.477,10.1,19.2,14.5,6.5,1.3,3.6,14.4,17.8,2.9,2.3,5.2,0.107,-1.3,-0.3,-1.6,0.2,,williaa01,2000-2001
Voshon Lenard,27,DEN,SG,80,58,2331,13.2,0.522,0.452,0.227,2.2,8.7,5.4,13.4,1.4,0.5,9.9,19.7,2.9,0.6,3.5,0.072,0.2,-1.1,-0.8,0.7,,lenarvo01,2000-2001
Donyell Marshall,27,UTA,SF,81,49,2326,19.9,0.568,0.151,0.322,9.4,20.6,15.1,10.1,2.0,2.7,11.7,21.7,5.1,3.3,8.5,0.174,3.2,0.6,3.7,3.4,6MOY-9,marshdo01,2000-2001
Rick Fox,31,LAL,SF,82,77,2291,13.8,0.562,0.464,0.189,4.0,11.9,8.0,17.4,1.6,0.9,16.3,16.3,3.7,1.4,5.1,0.107,0.8,-0.3,0.5,1.4,,foxri01,2000-2001
Jason Williams,25,SAC,PG,77,77,2290,12.8,0.498,0.451,0.110,0.9,7.6,4.4,27.6,2.1,0.3,18.1,17.0,1.3,2.4,3.8,0.079,-0.4,-0.2,-0.6,0.8,,willija02,2000-2001
Tony Delk,27,PHO,SG,82,11,2288,13.4,0.490,0.182,0.255,3.7,9.3,6.5,12.1,1.7,0.5,9.0,22.0,1.7,2.9,4.6,0.096,-0.7,0.1,-0.6,0.8,6MOY-10,delkto01,2000-2001
Eddie Jones,29,MIA,SG,63,58,2282,18.8,0.553,0.273,0.310,3.9,11.3,7.6,14.8,2.7,2.0,12.0,23.9,3.9,4.0,7.9,0.166,2.5,2.1,4.6,3.8,,jonesed02,2000-2001
Kenyon Martin,23,NJN,PF,68,68,2272,13.4,0.472,0.014,0.247,6.7,19.0,12.7,10.4,1.8,3.7,13.8,19.9,-0.4,2.5,2.1,0.044,-2.1,0.4,-1.7,0.2,ROY-2,martike01,2000-2001
James Posey,24,DEN,SF,82,82,2255,12.5,0.511,0.368,0.239,5.9,14.9,10.4,11.2,2.1,1.2,13.5,14.9,2.1,1.7,3.8,0.080,-1.0,0.6,-0.4,0.9,,poseyja01,2000-2001
Fred Hoiberg,28,CHI,SG,74,37,2247,15.3,0.597,0.505,0.317,1.1,15.8,8.1,19.9,2.3,0.4,11.6,13.2,4.6,1.3,5.9,0.126,0.8,0.4,1.2,1.8,,hoibefr01,2000-2001
Lamond Murray,27,CLE,SF,78,46,2225,13.9,0.490,0.178,0.228,5.4,12.3,8.9,10.1,2.0,0.9,12.2,23.5,0.8,1.5,2.3,0.050,-0.1,-1.0,-1.1,0.5,,murrala01,2000-2001
Glen Rice,33,NYK,SF,75,25,2212,13.7,0.540,0.281,0.242,3.4,13.0,8.4,7.4,1.0,0.5,10.3,20.5,2.7,2.9,5.7,0.123,0.5,0.1,0.5,1.4,,ricegl01,2000-2001
Rodney Rogers,29,PHO,SF,82,3,2183,14.6,0.507,0.216,0.282,4.8,14.0,9.3,14.5,2.3,1.6,13.8,23.3,1.0,3.7,4.7,0.104,-0.7,1.3,0.6,1.4,6MOY-6,rogerro01,2000-2001
Dale Davis,31,POR,C,81,43,2162,15.1,0.524,0.008,0.312,13.3,19.9,16.7,7.4,1.1,2.6,10.8,13.4,3.8,2.8,6.6,0.147,0.3,-0.1,0.2,1.2,,davisda01,2000-2001
Eric Piatkowski,30,LAC,SG,81,40,2144,14.6,0.572,0.442,0.269,3.0,9.7,6.4,7.6,1.1,0.6,9.2,17.8,4.5,1.0,5.5,0.123,1.5,-0.8,0.7,1.4,,piatker01,2000-2001
Darius Miles,19,LAC,SF,81,21,2133,14.7,0.518,0.030,0.378,7.0,18.3,12.8,8.1,1.3,4.1,16.7,19.1,0.5,2.6,3.0,0.068,-1.3,0.8,-0.5,0.8,ROY-4,milesda01,2000-2001
Scottie Pippen,35,POR,SF,64,60,2133,15.3,0.541,0.312,0.270,4.1,14.2,9.3,21.8,2.4,1.2,18.8,17.9,2.4,2.7,5.1,0.115,1.0,1.2,2.2,2.3,,pippesc01,2000-2001
Vin Baker,29,SEA,PF,76,27,2129,13.0,0.481,0.019,0.391,9.7,13.5,11.6,7.0,0.9,2.5,14.1,23.8,0.6,1.2,1.8,0.040,-2.4,-1.8,-4.2,-1.2,,bakervi01,2000-2001
Marcus Camby,26,NYK,C,63,63,2127,20.9,0.559,0.014,0.388,11.5,29.0,20.5,4.5,1.7,5.2,8.5,17.0,4.8,5.5,10.3,0.233,2.0,2.5,4.6,3.5,,cambyma01,2000-2001
