Player,Age,Team,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards,Player-additional
Maurice Taylor,28,2TM,PF,65,16,1336,9.4,0.480,0.020,0.231,5.9,16.4,11.2,8.7,1.1,1.2,16.1,20.4,-1.1,1.6,0.5,0.020,-4.2,-0.2,-4.4,-0.8,,tayloma01
Maurice Taylor,28,HOU,PF,38,16,905,8.2,0.465,0.027,0.205,5.4,15.5,10.6,10.2,1.0,1.0,16.5,19.9,-0.9,1.3,0.3,0.018,-4.6,0.3,-4.3,-0.5,,tayloma01
Maurice Taylor,28,NYK,C,27,0,431,12.1,0.509,0.006,0.279,7.0,18.4,12.7,5.7,1.4,1.4,15.2,21.6,-0.1,0.3,0.2,0.022,-3.4,-1.3,-4.7,-0.3,,tayloma01
Sebastian Telfair,19,POR,PG,68,26,1330,9.7,0.471,0.160,0.309,0.9,7.8,4.5,27.8,1.4,0.2,20.4,21.2,-0.9,0.5,-0.4,-0.013,-3.4,-2.5,-5.9,-1.3,,telfase01
Jerome James,29,SEA,C,80,80,1330,10.0,0.533,0.006,0.190,7.5,14.7,11.1,2.4,0.9,6.5,19.2,15.9,0.0,1.3,1.2,0.044,-5.2,1.4,-3.8,-0.6,,jamesje01
James Jones,24,IND,SF,75,24,1330,10.5,0.537,0.522,0.195,3.6,11.9,7.8,7.4,1.3,1.6,11.1,14.0,1.1,1.4,2.5,0.090,-0.6,0.5,-0.1,0.6,,jonesja02
Robert Traylor,27,CLE,C,74,6,1327,12.0,0.461,0.020,0.256,11.8,17.8,14.8,7.4,2.2,2.8,14.1,17.6,-0.1,1.9,1.8,0.066,-3.4,0.4,-3.0,-0.3,,traylro01
Eric Williams,32,2TM,SG,55,39,1322,10.7,0.529,0.221,0.488,3.9,11.5,7.6,11.3,1.5,0.2,13.0,16.2,0.9,1.1,2.1,0.075,-1.9,0.2,-1.7,0.1,,willier01
Eric Williams,32,NJN,SG,21,21,739,11.9,0.570,0.216,0.584,4.5,11.1,7.7,9.9,1.2,0.2,12.8,16.9,0.9,0.7,1.7,0.107,-0.7,0.1,-0.6,0.3,,willier01
Eric Williams,32,TOR,SG,34,18,583,9.1,0.472,0.228,0.366,3.1,12.1,7.5,13.2,2.0,0.2,13.4,15.2,0.0,0.4,0.4,0.034,-3.5,0.4,-3.1,-0.2,,willier01
Nenê,22,DEN,C,55,18,1317,15.6,0.551,0.005,0.549,9.2,19.2,14.2,10.3,1.9,2.7,16.4,19.4,1.2,2.1,3.2,0.118,-1.3,0.9,-0.3,0.6,,hilarne01
Jiří Welsch,25,2TM,SG,71,32,1317,10.9,0.518,0.296,0.456,2.3,12.3,7.4,12.0,1.7,0.3,14.1,17.7,0.6,1.0,1.7,0.061,-1.9,-0.5,-2.4,-0.1,,welscji01
Jiří Welsch,25,BOS,SG,55,32,1125,12.1,0.543,0.309,0.441,2.1,12.1,7.2,11.6,1.8,0.3,13.2,17.6,1.0,0.9,1.9,0.083,-1.2,-0.2,-1.4,0.2,,welscji01
Jiří Welsch,25,CLE,SF,16,0,192,4.3,0.363,0.216,0.549,3.6,13.8,8.6,14.3,1.4,0.0,19.2,18.4,-0.4,0.2,-0.3,-0.064,-5.8,-2.2,-8.0,-0.3,,welscji01
Rodney Buford,27,NJN,SF,64,17,1313,9.5,0.437,0.221,0.092,3.0,14.5,8.7,8.7,1.6,0.3,6.4,19.4,-0.8,1.6,0.8,0.030,-2.9,-0.6,-3.5,-0.5,,buforro01
Dale Davis,35,2TM,C,61,28,1307,13.4,0.512,0.000,0.423,13.3,19.8,16.5,5.8,1.3,3.7,13.4,11.3,1.6,1.8,3.4,0.126,-1.4,0.8,-0.6,0.5,,davisda01
Dale Davis,35,GSW,C,36,3,577,10.5,0.445,0.000,0.349,11.0,18.2,14.4,5.8,1.2,3.9,13.7,11.2,0.2,0.7,0.9,0.072,-3.6,0.6,-3.1,-0.2,,davisda01
Dale Davis,35,IND,C,25,25,730,15.7,0.566,0.000,0.488,15.1,21.1,18.1,5.7,1.4,3.5,13.2,11.5,1.4,1.2,2.6,0.168,0.4,1.0,1.4,0.6,,davisda01
Jamaal Tinsley,26,IND,PG,40,40,1301,18.6,0.518,0.299,0.314,2.4,12.1,7.3,39.3,3.4,0.7,18.4,26.8,0.8,2.0,2.8,0.102,2.2,1.0,3.3,1.7,,tinslja01
Stromile Swift,25,MEM,PF,60,14,1279,16.7,0.517,0.008,0.449,8.7,16.9,12.8,6.2,1.7,5.7,13.3,24.9,0.6,2.3,2.9,0.107,-2.4,1.1,-1.3,0.2,,swiftst01
Fred Hoiberg,32,MIN,SG,76,0,1272,16.7,0.664,0.511,0.359,3.0,12.8,8.1,10.1,2.1,0.8,5.7,12.7,3.9,1.3,5.2,0.196,2.2,1.9,4.1,2.0,,hoibefr01
Othella Harrington,31,CHI,PF,70,28,1271,14.5,0.559,0.000,0.417,9.4,16.3,12.8,8.0,1.0,1.1,14.3,20.6,1.5,2.1,3.6,0.135,-1.8,0.5,-1.3,0.2,,harriot01
Tony Allen,23,BOS,SG,77,34,1262,14.7,0.542,0.080,0.393,8.0,12.3,10.2,8.2,3.1,1.4,14.5,18.9,1.2,1.6,2.7,0.103,-0.7,0.8,0.1,0.7,,allento01
Michael Ruffin,28,WAS,C,79,7,1262,8.6,0.432,0.010,0.677,13.5,16.2,14.8,7.1,1.8,2.4,25.5,6.0,0.7,1.3,1.9,0.074,-2.9,0.7,-2.1,0.0,,ruffimi01
Derek Anderson,30,POR,SG,47,32,1239,11.7,0.503,0.386,0.223,2.4,9.2,6.0,18.9,1.6,0.2,14.0,18.5,0.7,0.6,1.3,0.052,-0.6,-0.6,-1.2,0.2,,anderde01
Devin Brown,26,SAS,SG,67,0,1238,14.6,0.530,0.296,0.318,3.5,13.1,8.3,12.4,1.7,0.7,10.2,19.5,1.6,2.1,3.7,0.145,0.2,1.1,1.3,1.0,,brownde02
Maurice Evans,26,SAC,SG,65,11,1233,12.1,0.511,0.220,0.209,8.0,10.2,9.1,5.4,1.5,0.5,7.7,15.9,1.5,0.6,2.1,0.081,-0.8,-1.4,-2.2,-0.1,,evansma01
DerMarr Johnson,24,DEN,SG,71,40,1232,14.0,0.605,0.399,0.272,4.0,10.0,7.1,9.8,1.8,1.1,13.5,17.4,1.9,1.3,3.2,0.123,0.1,0.2,0.3,0.7,,johnsde03
Michael Olowokandi,29,MIN,C,62,34,1215,10.4,0.480,0.000,0.195,10.4,19.6,15.2,3.7,0.7,3.3,15.1,17.2,-0.3,1.5,1.2,0.048,-4.6,-0.3,-4.9,-0.9,,olowomi01
Dikembe Mutombo,38,HOU,C,80,2,1212,16.4,0.575,0.000,0.659,14.8,25.9,20.5,1.3,0.7,6.5,15.4,12.9,2.0,2.7,4.7,0.186,-0.8,1.7,0.9,0.9,,mutomdi01
Jerome Williams,31,NYK,SF,79,4,1211,13.2,0.563,0.021,0.708,11.1,16.4,13.7,5.2,2.4,0.6,16.9,14.5,1.5,1.1,2.6,0.102,-1.5,0.1,-1.4,0.2,,willije01
Rasual Butler,25,MIA,SF,65,15,1203,10.3,0.488,0.374,0.117,1.5,12.7,7.3,8.1,0.8,1.8,7.9,18.1,0.3,1.4,1.7,0.068,-1.3,-0.2,-1.5,0.1,,butlera01
Alan Henderson,32,DAL,PF,78,10,1203,12.4,0.539,0.009,0.345,15.6,16.8,16.2,2.6,1.2,2.3,16.2,11.3,1.5,1.5,3.1,0.122,-1.1,-0.3,-1.4,0.2,,hendeal01
Boris Diaw,22,ATL,SG,66,25,1201,10.0,0.479,0.170,0.262,5.0,11.8,8.2,19.5,1.6,1.2,21.0,15.5,-0.3,0.4,0.1,0.005,-2.7,-0.8,-3.5,-0.4,,diawbo01
Eduardo Nájera,28,2TM,PF,68,4,1185,11.2,0.489,0.065,0.283,9.4,13.6,11.5,8.5,1.8,1.5,14.4,15.8,0.4,1.3,1.6,0.066,-2.7,-0.2,-3.0,-0.3,,najered01
Eduardo Nájera,28,GSW,PF,42,4,610,9.9,0.456,0.087,0.262,9.0,12.1,10.5,9.4,1.5,1.2,14.3,16.2,0.0,0.5,0.4,0.034,-2.9,-0.5,-3.4,-0.2,,najered01
Eduardo Nájera,28,DEN,PF,26,0,575,12.5,0.526,0.040,0.307,9.9,15.1,12.5,7.6,2.1,1.8,14.6,15.5,0.4,0.8,1.2,0.099,-2.6,0.1,-2.5,-0.1,,najered01
Keyon Dooling,24,MIA,PG,74,0,1184,10.1,0.486,0.217,0.316,1.1,7.5,4.4,17.0,1.7,0.7,14.2,18.0,0.2,1.3,1.5,0.061,-3.0,0.4,-2.7,-0.2,,doolike01
Mikki Moore,29,LAC,PF,74,4,1178,12.7,0.571,0.017,0.474,10.2,14.7,12.5,6.6,0.9,2.1,15.4,16.1,1.6,1.0,2.6,0.106,-1.8,-0.6,-2.4,-0.1,,mooremi01
Michael Doleac,27,MIA,C,80,8,1175,9.7,0.460,0.006,0.124,7.7,17.7,12.9,6.2,1.0,1.4,9.3,15.3,0.2,1.6,1.9,0.076,-3.5,0.1,-3.4,-0.4,,doleami01
Devin Harris,21,DAL,PG,76,19,1173,14.7,0.530,0.358,0.281,2.7,6.9,4.9,22.5,3.4,1.2,16.6,18.8,1.1,1.6,2.7,0.111,-0.1,2.0,1.9,1.2,,harride01
Shandon Anderson,31,2TM,SF,66,5,1171,9.0,0.518,0.134,0.304,4.3,14.4,9.5,8.7,1.8,0.9,16.9,11.8,0.5,1.6,2.1,0.085,-3.1,1.5,-1.6,0.1,,andersh01
Shandon Anderson,31,NYK,SG,1,0,20,-6.5,0.000,0.500,0.000,5.8,0.0,2.9,0.0,0.0,0.0,33.3,6.8,-0.1,0.0,-0.1,-0.172,-9.8,-4.8,-14.6,-0.1,,andersh01
Shandon Anderson,31,MIA,SF,65,5,1151,9.2,0.522,0.130,0.307,4.2,14.6,9.6,8.8,1.8,0.9,16.7,11.9,0.5,1.6,2.2,0.090,-3.0,1.6,-1.4,0.2,,andersh01
Brian Scalabrine,26,NJN,PF,54,14,1167,11.0,0.468,0.205,0.208,8.4,16.8,12.6,13.0,1.6,1.3,15.4,17.2,-0.2,1.6,1.4,0.058,-2.0,0.2,-1.8,0.1,,scalabr01
Beno Udrih,22,SAS,PG,80,2,1149,14.3,0.549,0.364,0.228,1.6,6.8,4.2,22.2,1.9,0.6,15.2,20.5,1.3,1.8,3.1,0.128,0.1,0.8,0.9,0.9,,udrihbe01
Marcus Banks,23,BOS,PG,81,2,1145,12.3,0.520,0.206,0.570,3.0,9.7,6.4,20.3,2.8,0.9,18.1,17.2,0.8,1.2,1.9,0.081,-1.8,1.1,-0.8,0.3,,banksma01
Lindsey Hunter,34,DET,SG,76,3,1144,9.6,0.435,0.278,0.192,3.9,8.6,6.3,18.3,3.3,0.9,17.2,16.2,-0.6,2.0,1.4,0.058,-3.8,2.6,-1.2,0.2,,hunteli01
Brian Grant,32,LAL,C,69,8,1136,10.0,0.539,0.000,0.378,10.1,15.4,12.8,4.7,1.1,1.5,15.0,11.4,1.2,0.4,1.6,0.068,-2.9,-0.9,-3.8,-0.5,,grantbr01
Lucious Harris,34,CLE,SG,73,4,1128,9.0,0.475,0.217,0.231,4.0,8.8,6.3,6.7,1.3,0.4,8.1,14.4,0.6,0.7,1.3,0.055,-2.3,-0.9,-3.2,-0.3,,harrilu01
Aaron McKie,32,PHI,SG,68,3,1118,8.4,0.510,0.437,0.113,2.0,15.5,8.7,13.4,2.2,1.2,17.2,7.1,0.5,1.5,2.0,0.085,-3.0,2.4,-0.6,0.4,,mckieaa01
Toni Kukoč,36,MIL,SF,53,6,1099,12.8,0.523,0.453,0.238,3.3,13.9,8.5,22.3,1.9,0.9,18.5,14.4,0.8,0.7,1.5,0.066,0.2,0.4,0.6,0.7,,kukocto01
DeShawn Stevenson,23,ORL,SG,55,27,1089,9.3,0.456,0.157,0.237,4.0,6.5,5.2,10.4,0.7,0.6,10.8,21.1,-0.4,0.3,-0.1,-0.007,-2.3,-2.5,-4.8,-0.8,,stevede01
Brian Cook,24,LAL,C,72,0,1087,14.1,0.522,0.472,0.088,6.6,15.8,11.2,5.7,1.1,1.8,6.2,19.4,1.5,0.5,2.0,0.088,0.7,-1.2,-0.5,0.4,,cookbr01
Leandro Barbosa,22,PHO,PG,63,6,1087,12.8,0.575,0.393,0.195,3.3,9.2,6.4,16.7,1.4,0.4,18.5,18.9,1.2,0.6,1.8,0.081,-0.9,-0.6,-1.5,0.1,,barbole01
Willie Green,23,PHI,SG,57,21,1066,9.6,0.457,0.248,0.296,2.3,11.9,7.0,15.7,1.6,0.4,13.6,23.0,-0.9,1.1,0.1,0.007,-3.5,-0.6,-4.1,-0.6,,greenwi01
Tierre Brown,25,LAL,PG,76,0,1066,9.5,0.437,0.207,0.216,2.2,7.6,4.9,23.6,1.6,0.1,16.3,19.3,-0.5,0.0,-0.5,-0.021,-2.6,-2.0,-4.7,-0.7,,brownti01
Juan Dixon,26,WAS,SG,63,4,1054,15.2,0.518,0.329,0.217,3.3,9.6,6.3,18.4,2.1,0.3,12.2,23.1,1.3,0.7,2.0,0.089,0.1,-1.1,-1.0,0.3,,dixonju01
Al Jefferson,20,BOS,PF,71,1,1051,16.6,0.554,0.008,0.366,13.5,21.0,17.3,3.9,1.1,3.9,13.3,21.2,1.3,1.4,2.7,0.123,-1.7,-0.6,-2.3,-0.1,,jeffeal01
Danny Fortson,28,SEA,C,62,0,1047,17.0,0.682,0.000,1.142,18.4,22.2,20.3,1.2,0.8,0.5,21.1,19.0,3.6,0.7,4.3,0.197,-1.7,-1.7,-3.4,-0.4,,fortsda01
Steven Hunter,23,PHO,C,76,3,1046,14.7,0.596,0.005,0.741,10.5,12.6,11.6,1.7,0.2,6.4,13.1,14.0,1.7,1.0,2.6,0.121,-1.6,0.7,-0.9,0.3,,huntest01
Bryon Russell,34,DEN,SF,70,2,1026,11.8,0.537,0.591,0.306,5.6,13.6,9.7,10.4,2.2,0.8,10.9,14.0,1.3,1.3,2.6,0.121,-0.5,1.0,0.5,0.7,,russebr01
Eddie Gill,26,IND,PG,73,3,1021,9.5,0.484,0.483,0.335,1.9,11.0,6.5,13.8,3.2,0.4,17.8,15.8,-0.3,1.4,1.1,0.053,-3.6,1.9,-1.6,0.1,,gilled01
Erick Strickland,31,MIL,SG,62,5,1014,8.1,0.453,0.273,0.211,1.3,10.7,6.0,17.8,1.6,0.1,16.2,17.8,-0.6,0.4,-0.3,-0.012,-3.8,-0.7,-4.6,-0.6,,stricer01
Chris Wilcox,22,LAC,C,54,25,1005,13.6,0.543,0.000,0.438,7.8,19.1,13.6,6.7,1.4,1.8,16.4,21.6,0.2,1.1,1.3,0.064,-2.1,-0.7,-2.7,-0.2,,wilcoch01
John Salmons,25,PHI,SG,58,8,993,9.7,0.511,0.433,0.229,1.3,12.5,6.9,17.5,2.0,1.0,18.1,12.6,0.2,1.2,1.4,0.066,-2.5,1.6,-0.9,0.2,,salmojo01
Darrell Armstrong,36,2TM,PG,66,16,988,11.0,0.430,0.401,0.245,4.0,9.3,6.7,27.9,2.4,0.6,17.9,17.3,-0.2,1.0,0.8,0.039,-1.6,0.6,-1.0,0.2,,armstda01
Darrell Armstrong,36,NOH,PG,14,9,412,11.1,0.422,0.440,0.132,4.4,9.6,6.9,28.5,2.0,0.4,14.3,22.1,-0.3,0.3,0.0,-0.002,-1.1,-0.2,-1.3,0.1,,armstda01
Darrell Armstrong,36,DAL,PG,52,7,576,10.9,0.440,0.347,0.398,3.8,9.1,6.5,27.5,2.7,0.8,21.9,13.8,0.1,0.7,0.8,0.069,-1.9,1.1,-0.8,0.2,,armstda01
Etan Thomas,26,WAS,C,47,10,976,13.0,0.521,0.000,0.565,9.5,19.0,14.1,3.3,0.9,3.9,13.6,16.5,0.6,1.0,1.6,0.079,-3.0,-1.0,-4.0,-0.5,,thomaet01
Kareem Rush,24,2TM,SG,48,22,968,10.1,0.471,0.337,0.118,2.3,8.5,5.2,12.2,1.1,0.5,9.9,21.7,-0.2,0.3,0.1,0.003,-1.4,-1.6,-3.0,-0.2,,rushka01
Kareem Rush,24,LAL,SG,14,0,91,1.3,0.287,0.500,0.100,3.7,8.6,6.2,4.8,1.2,0.8,12.6,11.9,-0.2,0.0,-0.2,-0.090,-5.0,-1.5,-6.5,-0.1,,rushka01
Kareem Rush,24,CHA,SG,34,22,877,11.0,0.480,0.329,0.119,2.1,8.5,5.1,13.0,1.1,0.5,9.8,22.7,-0.1,0.3,0.2,0.013,-1.0,-1.6,-2.6,-0.1,,rushka01
Tom Gugliotta,35,2TM,PF,47,9,966,9.9,0.460,0.108,0.178,6.6,16.9,11.5,11.0,2.2,1.3,18.0,14.7,-0.4,0.7,0.4,0.018,-2.9,-0.3,-3.3,-0.3,,guglito01
Tom Gugliotta,35,BOS,PF,20,0,218,5.7,0.328,0.000,0.162,8.2,14.7,11.5,7.7,2.1,1.4,18.5,10.0,-0.2,0.2,0.0,0.002,-4.0,0.5,-3.5,-0.1,,guglito01
Tom Gugliotta,35,ATL,PF,27,9,748,11.1,0.483,0.127,0.181,6.1,17.5,11.5,12.0,2.2,1.3,17.9,16.1,-0.2,0.5,0.3,0.022,-2.6,-0.6,-3.2,-0.2,,guglito01
Jarron Collins,26,UTA,C,50,38,961,8.0,0.509,0.006,0.758,7.2,14.2,10.6,9.8,0.6,0.5,14.0,11.7,0.9,0.3,1.1,0.057,-3.0,-0.8,-3.8,-0.4,,collija03
Pat Garrity,28,ORL,PF,71,0,955,9.1,0.505,0.480,0.108,2.5,11.9,7.3,4.9,1.0,0.7,8.6,16.0,0.5,0.5,1.1,0.054,-1.8,-1.0,-2.8,-0.2,,garripa01
Calbert Cheaney,33,GSW,SG,55,5,951,7.8,0.444,0.011,0.140,3.5,11.0,7.1,10.5,0.9,1.1,11.1,14.7,-0.3,0.5,0.3,0.013,-3.9,-0.1,-4.0,-0.5,,cheanca01
Jason Collier,27,ATL,C,70,44,942,11.0,0.494,0.037,0.189,9.9,13.0,11.4,3.4,0.8,1.1,13.4,22.4,-0.1,0.1,0.0,0.000,-3.6,-3.1,-6.7,-1.1,,collija02
Scott Padgett,28,HOU,PF,66,0,942,12.3,0.549,0.541,0.172,6.0,16.7,11.5,9.5,1.9,0.8,10.7,14.0,1.2,1.6,2.8,0.141,-0.5,1.6,1.1,0.7,,padgesc01
Brian Skinner,28,2TM,PF,49,23,941,13.7,0.494,0.005,0.341,12.7,20.6,16.6,6.7,1.7,3.7,14.5,13.0,0.6,1.3,1.9,0.096,-1.6,0.4,-1.2,0.2,,skinnbr01
Brian Skinner,28,PHI,PF,24,0,246,5.9,0.380,0.018,0.298,10.4,18.0,14.2,3.1,1.0,1.9,16.8,13.9,-0.4,0.3,-0.1,-0.013,-5.3,-0.9,-6.3,-0.3,,skinnbr01
Brian Skinner,28,SAC,C,25,23,695,16.5,0.537,0.000,0.358,13.5,21.5,17.5,7.9,1.9,4.4,13.6,12.7,1.0,1.0,1.9,0.134,-0.3,0.9,0.6,0.5,,skinnbr01
Francisco Elson,28,DEN,C,67,11,939,10.7,0.494,0.014,0.366,7.5,17.1,12.3,5.5,1.9,3.3,13.8,13.8,0.2,1.4,1.6,0.081,-3.6,1.0,-2.5,-0.1,,elsonfr01
George Lynch,34,NOH,SF,44,27,933,7.9,0.412,0.196,0.122,6.7,15.7,11.0,15.5,1.9,1.0,22.3,12.8,-0.9,0.9,0.0,0.000,-3.6,0.6,-3.0,-0.2,,lynchge01
Željko Rebrača,32,LAC,C,58,2,928,14.0,0.625,0.000,0.363,6.5,16.9,11.9,4.8,0.8,3.3,15.3,16.0,1.4,0.9,2.4,0.122,-1.7,0.4,-1.3,0.2,,rebraze01
Lamond Murray,31,TOR,SF,62,1,918,13.7,0.537,0.339,0.258,5.3,15.1,10.1,8.5,1.8,1.3,13.5,19.9,0.5,0.7,1.3,0.067,0.1,-0.1,0.0,0.5,,murrala01
Kwame Brown,22,WAS,PF,42,14,908,10.4,0.497,0.000,0.544,8.6,17.2,12.8,6.8,1.4,1.2,18.6,17.4,-0.2,0.8,0.6,0.032,-3.4,-0.8,-4.2,-0.5,,brownkw01
Kirk Snyder,21,UTA,SG,68,7,906,8.6,0.456,0.259,0.293,6.7,10.0,8.3,6.8,1.6,1.8,13.5,21.8,-0.7,0.4,-0.2,-0.012,-2.6,-1.8,-4.4,-0.5,,snydeki01
Walter McCarty,30,2TM,PF,72,0,906,8.2,0.525,0.660,0.123,3.8,13.0,8.6,6.0,1.4,1.2,12.7,13.9,0.3,0.8,1.1,0.058,-2.4,-0.2,-2.5,-0.1,,mccarwa01
Walter McCarty,30,BOS,PF,44,0,553,9.0,0.517,0.600,0.100,4.5,11.6,8.1,7.2,1.4,1.2,9.8,14.1,0.4,0.4,0.8,0.068,-1.7,-0.2,-2.0,0.0,,mccarwa01
Walter McCarty,30,PHO,PF,28,0,353,6.9,0.538,0.765,0.165,2.5,15.3,9.2,4.1,1.4,1.1,17.2,13.6,0.0,0.3,0.3,0.042,-3.3,-0.1,-3.4,-0.1,,mccarwa01
Marcus Fizer,26,MIL,PF,54,0,903,11.6,0.498,0.021,0.353,3.7,19.2,11.4,11.8,1.5,1.1,15.7,20.2,-0.2,0.7,0.4,0.023,-2.7,-0.2,-2.9,-0.2,,fizerma01
Anfernee Hardaway,33,NYK,SF,37,0,894,9.0,0.480,0.192,0.177,2.5,9.3,5.8,13.2,1.7,0.3,15.1,16.9,-0.2,0.4,0.2,0.009,-2.9,-0.5,-3.3,-0.3,,hardaan01
Eddie House,26,3TM,SG,68,7,891,15.8,0.525,0.265,0.074,2.0,8.6,5.2,17.9,2.6,0.5,8.5,20.6,1.2,0.6,1.8,0.097,0.8,0.2,1.0,0.7,,houseed01
Eddie House,26,CHA,SG,13,5,300,16.3,0.512,0.215,0.096,0.7,6.8,3.6,14.8,4.2,0.8,8.5,22.7,0.2,0.3,0.5,0.081,0.5,2.1,2.6,0.3,,houseed01
Eddie House,26,MIL,SG,5,0,41,14.3,0.471,0.353,0.000,0.0,8.7,4.3,20.2,2.6,0.0,0.0,18.9,0.1,0.0,0.1,0.104,1.3,0.3,1.6,0.0,,houseed01
Eddie House,26,SAC,PG,50,2,550,15.7,0.538,0.290,0.065,2.8,9.5,6.2,19.4,1.7,0.4,9.1,19.6,0.9,0.3,1.2,0.105,0.9,-0.8,0.1,0.3,,houseed01
Shawn Bradley,32,DAL,C,77,14,885,11.0,0.494,0.000,0.339,9.0,17.8,13.5,2.5,1.5,5.3,13.4,12.5,0.4,1.5,1.9,0.102,-3.6,1.6,-2.0,0.0,,bradlsh01
Ronald Murray,25,SEA,SG,49,6,883,9.9,0.433,0.262,0.220,2.1,11.5,6.8,12.7,1.9,1.0,12.5,23.8,-0.8,0.5,-0.3,-0.016,-2.7,-1.4,-4.1,-0.5,,murraro01
Kris Humphries,19,UTA,PF,67,4,873,9.5,0.419,0.021,0.352,10.1,18.1,14.0,8.5,1.6,1.7,13.6,20.2,-1.0,0.7,-0.3,-0.019,-3.3,-1.4,-4.6,-0.6,,humphkr01
Scot Pollard,29,IND,C,49,17,865,11.2,0.506,0.000,0.293,11.9,16.3,14.1,3.6,1.9,2.1,14.1,12.2,0.6,1.2,1.9,0.104,-2.6,0.8,-1.9,0.0,,pollasc01
Anderson Varejão,22,CLE,PF,54,0,863,17.0,0.534,0.010,0.658,14.6,20.7,17.6,4.9,2.5,3.3,9.5,14.4,1.5,1.4,3.0,0.164,-0.4,0.6,0.2,0.5,,varejan01
Sasha Pavlović,21,CLE,SG,65,9,862,9.0,0.516,0.283,0.232,2.0,7.8,4.9,9.3,1.8,0.3,13.4,18.4,0.2,0.6,0.8,0.046,-3.8,-0.6,-4.4,-0.5,,pavloal01
Curtis Borchardt,24,UTA,C,67,23,859,9.4,0.492,0.000,0.413,12.1,20.5,16.2,9.1,0.6,3.2,20.4,13.7,0.2,0.6,0.8,0.046,-3.8,-0.2,-4.0,-0.4,,borchcu01
Eric Piatkowski,34,CHI,SG,68,11,841,12.4,0.573,0.519,0.217,2.0,8.5,5.3,10.3,1.8,0.1,11.6,17.0,1.1,1.2,2.3,0.129,-0.1,1.4,1.3,0.7,,piatker01
Shaun Livingston,19,LAC,PG,30,15,814,10.4,0.461,0.009,0.274,3.3,9.6,6.6,29.9,2.1,1.0,23.7,18.0,-0.6,0.7,0.1,0.008,-2.3,-0.2,-2.5,-0.1,,livinsh01
Royal Ivey,23,ATL,PG,62,5,809,8.9,0.484,0.045,0.338,2.6,9.9,6.0,20.0,2.5,0.7,20.3,15.8,-0.2,0.4,0.2,0.009,-5.4,-0.1,-5.5,-0.7,,iveyro01
Travis Outlaw,20,POR,SF,59,2,793,15.4,0.532,0.037,0.281,6.1,11.3,8.8,7.8,2.0,3.6,11.5,19.6,0.6,0.8,1.4,0.085,-0.9,0.1,-0.8,0.2,,outlatr01
Luke Walton,24,LAL,SF,61,5,768,11.4,0.492,0.339,0.267,8.1,12.7,10.4,19.1,1.8,1.0,22.4,15.3,0.2,0.3,0.5,0.031,-0.9,-0.6,-1.6,0.1,,waltolu01
David Harrison,22,IND,C,43,14,760,12.9,0.589,0.000,0.495,7.7,13.4,10.6,3.2,1.2,5.5,19.1,17.5,0.3,1.1,1.4,0.090,-4.0,1.2,-2.8,-0.2,,harrida01
Steve Smith,35,2TM,SG,50,1,750,13.6,0.554,0.423,0.323,2.2,7.9,5.0,15.4,1.0,0.7,8.7,18.4,1.5,0.3,1.8,0.113,0.8,-0.8,0.0,0.4,,smithst01
Steve Smith,35,CHA,SG,37,1,636,14.8,0.578,0.413,0.353,2.2,6.8,4.4,15.0,1.0,0.8,8.7,19.2,1.5,0.2,1.7,0.128,1.5,-0.9,0.6,0.4,,smithst01
Steve Smith,35,MIA,SG,13,0,114,7.0,0.367,0.500,0.100,2.1,13.8,8.2,17.6,0.9,0.0,8.7,14.0,-0.1,0.1,0.1,0.028,-3.6,-0.3,-3.9,-0.1,,smithst01
Kenny Anderson,34,2TM,PG,43,20,743,10.1,0.467,0.065,0.184,3.6,10.5,6.9,22.2,2.3,0.0,18.4,16.1,-0.1,0.3,0.2,0.011,-3.6,-0.4,-3.9,-0.4,,anderke01
Kenny Anderson,34,ATL,PG,39,20,717,10.4,0.473,0.068,0.195,3.6,10.3,6.7,21.8,2.4,0.0,18.2,15.8,0.0,0.3,0.2,0.016,-3.4,-0.3,-3.7,-0.3,,anderke01
Kenny Anderson,34,LAC,PG,4,0,26,2.9,0.364,0.000,0.000,4.8,17.9,11.5,33.4,0.0,0.0,21.4,24.9,-0.1,0.0,-0.1,-0.125,-8.5,-3.1,-11.6,-0.1,,anderke01
Anthony Carter,29,MIN,PG,66,12,742,11.3,0.454,0.096,0.288,1.9,8.4,5.3,32.2,2.5,1.7,23.7,16.4,-0.3,0.8,0.5,0.034,-2.8,1.0,-1.8,0.0,,cartean01
Christian Laettner,35,MIA,PF,49,0,739,16.3,0.619,0.038,0.321,5.9,14.4,10.3,8.8,2.3,1.5,12.1,15.1,1.5,1.2,2.7,0.174,0.1,1.9,1.9,0.7,,laettch01
Rafael Araújo,24,TOR,C,59,41,736,7.1,0.492,0.017,0.314,8.9,19.7,14.2,3.4,1.5,0.8,20.7,15.6,-0.4,0.7,0.3,0.016,-6.5,-0.8,-7.4,-1.0,,araujra01
Obinna Ekezie,29,ATL,C,42,31,732,10.4,0.516,0.005,0.511,10.4,18.4,14.2,2.4,1.6,1.3,16.8,16.4,0.3,0.4,0.7,0.043,-4.5,-1.8,-6.3,-0.8,,ekeziob01
