Player,Age,Team,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards,Player-additional,Year
Andrei Kirilenko,20,UTA,SF,82,40,2151,18.8,0.553,0.158,0.586,8.3,14.2,11.2,7.4,2.9,5.9,11.9,19.0,4.0,3.3,7.3,0.164,1.8,1.9,3.7,3.1,ROY-3,kirilan01,2001-2002
Jumaine Jones,22,CLE,PF,81,36,2142,13.2,0.501,0.263,0.106,6.9,19.8,13.4,8.9,1.9,1.6,10.5,16.1,1.5,1.8,3.3,0.074,-0.4,-0.2,-0.6,0.7,,jonesju01,2001-2002
Robert Horry,31,LAL,PF,81,23,2140,14.5,0.528,0.441,0.300,6.8,17.8,12.3,15.3,1.9,3.0,14.5,12.8,3.3,3.6,6.9,0.154,1.2,2.4,3.5,3.0,6MOY-8,horryro01,2001-2002
Mike Miller,21,ORL,SF,63,53,2123,15.0,0.542,0.378,0.226,2.6,11.9,7.2,15.2,1.1,0.8,10.9,20.9,3.1,1.3,4.5,0.101,1.3,-1.0,0.3,1.2,,millemi01,2001-2002
Michael Jordan,38,WAS,SF,60,53,2093,20.7,0.468,0.040,0.252,2.7,16.2,9.4,30.8,2.2,0.9,9.9,36.0,1.2,2.1,3.3,0.075,3.2,-0.1,3.1,2.7,MVP-13AS,jordami01,2001-2002
Derrick Coleman,34,PHI,PF,58,58,2080,16.2,0.524,0.113,0.309,9.2,18.5,13.9,8.5,1.1,1.9,12.5,21.0,2.7,3.2,5.9,0.135,0.8,0.1,0.9,1.5,,colemde01,2001-2002
Chris Webber,28,SAC,PF,54,54,2071,24.4,0.540,0.018,0.314,7.9,20.1,14.1,21.9,2.2,2.4,11.4,29.0,4.8,3.9,8.6,0.200,3.8,1.6,5.4,3.9,MVP-7ASNBA2,webbech01,2001-2002
Anthony Peeler,32,MIN,SG,82,0,2060,12.2,0.519,0.414,0.085,2.1,9.4,5.8,13.0,1.6,0.4,9.7,17.3,2.4,1.3,3.8,0.087,0.1,-0.2,-0.2,1.0,,peelean01,2001-2002
Larry Hughes,23,GSW,SG,73,56,2049,15.4,0.484,0.115,0.320,4.2,8.7,6.4,26.1,2.8,0.8,15.6,22.5,1.4,1.1,2.4,0.057,0.4,-0.1,0.3,1.2,,hughela01,2001-2002
Bryon Russell,31,UTA,SG,66,40,1998,9.8,0.493,0.387,0.240,4.7,13.1,8.9,11.1,1.7,0.8,14.6,17.1,0.7,1.6,2.3,0.055,-1.8,-0.8,-2.7,-0.3,,russebr01,2001-2002
Scottie Pippen,36,POR,SF,62,60,1996,14.9,0.497,0.295,0.244,4.5,14.5,9.5,28.7,2.7,1.3,20.5,19.1,1.2,2.6,3.7,0.090,0.1,1.6,1.8,1.9,,pippesc01,2001-2002
Morris Peterson,24,TOR,SF,63,56,1988,15.3,0.524,0.301,0.220,5.1,7.9,6.4,13.5,2.0,0.4,9.3,21.3,3.2,1.7,4.9,0.119,0.9,-0.2,0.7,1.4,,petermo01,2001-2002
Tim Thomas,24,MIL,SF,74,22,1987,13.1,0.522,0.386,0.238,3.9,13.1,8.7,8.7,1.7,1.2,13.2,22.6,0.8,1.3,2.2,0.052,-1.0,-1.2,-2.3,-0.1,,thomati01,2001-2002
Jon Barry,32,DET,SG,82,6,1985,17.7,0.645,0.494,0.222,2.5,11.3,6.9,23.2,2.5,0.7,16.2,16.2,5.0,2.5,7.5,0.180,2.6,1.3,3.9,3.0,,barryjo01,2001-2002
Derek Fisher,27,LAL,PG,70,35,1974,14.0,0.550,0.524,0.167,0.8,7.2,4.1,13.9,1.7,0.3,8.0,17.6,3.7,1.8,5.5,0.134,1.1,0.0,1.1,1.5,,fishede01,2001-2002
Hedo Türkoğlu,22,SAC,SF,80,10,1970,14.2,0.514,0.249,0.335,3.5,16.0,9.8,12.2,1.5,1.0,9.3,19.2,2.5,2.7,5.2,0.127,0.1,0.7,0.8,1.4,6MOY-7,turkohe01,2001-2002
Marcus Fizer,23,CHI,PF,76,20,1963,14.2,0.482,0.048,0.334,7.4,18.3,12.7,11.7,1.3,0.9,11.9,25.9,-0.2,1.3,1.1,0.026,-1.1,-1.8,-3.0,-0.5,,fizerma01,2001-2002
Ricky Davis,22,CLE,SF,82,8,1954,15.9,0.539,0.045,0.318,3.8,10.7,7.3,16.6,1.9,0.9,14.3,24.4,1.9,0.8,2.8,0.068,0.1,-1.1,-1.0,0.5,6MOY-8,davisri01,2001-2002
Bo Outlaw,30,2TM,PF,83,36,1928,11.4,0.547,0.007,0.341,8.5,12.9,10.6,9.5,1.9,3.5,21.8,10.2,1.1,2.4,3.5,0.086,-1.9,2.3,0.4,1.2,,outlabo01,2001-2002
Bo Outlaw,30,ORL,PF,10,0,160,11.0,0.588,0.000,0.857,10.4,9.8,10.1,4.5,2.9,3.9,27.6,11.2,0.1,0.2,0.3,0.078,-2.9,2.4,-0.5,0.1,,outlabo01,2001-2002
Bo Outlaw,30,PHO,PF,73,36,1768,11.4,0.543,0.007,0.302,8.3,13.2,10.7,9.9,1.8,3.4,21.3,10.1,1.0,2.2,3.2,0.087,-1.8,2.3,0.5,1.1,,outlabo01,2001-2002
Joe Smith,26,MIN,C,72,63,1922,16.0,0.571,0.005,0.355,9.3,17.9,13.6,6.6,1.1,2.3,11.4,17.8,4.1,2.0,6.1,0.153,-0.2,0.0,-0.2,0.9,,smithjo02,2001-2002
Popeye Jones,31,WAS,PF,79,40,1920,14.4,0.490,0.022,0.256,14.0,21.1,17.5,10.5,1.4,0.7,13.5,15.7,2.4,1.9,4.3,0.107,-0.4,-0.8,-1.3,0.4,,jonespo01,2001-2002
Richard Jefferson,21,NJN,SF,79,9,1917,13.4,0.524,0.095,0.448,4.9,12.2,8.6,11.7,1.7,1.8,13.1,19.1,1.8,2.9,4.7,0.117,-1.3,0.9,-0.4,0.8,ROY-2,jefferi01,2001-2002
Kelvin Cato,27,HOU,C,75,73,1917,15.0,0.599,0.003,0.595,10.4,21.1,15.7,2.5,1.1,3.4,11.4,11.2,3.6,1.7,5.3,0.133,-1.0,0.2,-0.7,0.6,,catoke01,2001-2002
Joe Johnson,20,2TM,SG,77,60,1916,11.8,0.478,0.223,0.091,4.3,10.8,7.5,15.0,1.6,0.8,10.5,16.0,1.1,1.9,3.0,0.075,-1.2,0.5,-0.7,0.6,,johnsjo02,2001-2002
Joe Johnson,20,BOS,SG,48,33,1003,12.0,0.494,0.297,0.088,4.3,11.1,7.6,12.5,1.7,0.7,8.3,15.2,0.8,1.2,2.0,0.094,-1.2,0.7,-0.4,0.4,,johnsjo02,2001-2002
Joe Johnson,20,PHO,SG,29,27,913,11.5,0.462,0.146,0.094,4.3,10.4,7.3,17.7,1.5,0.9,12.5,16.8,0.3,0.7,1.0,0.054,-1.2,0.2,-1.0,0.2,,johnsjo02,2001-2002
Lee Nailon,26,CHH,SF,79,41,1912,14.4,0.513,0.003,0.196,6.2,11.2,8.7,9.1,1.7,0.6,10.4,22.1,1.7,1.7,3.5,0.087,-0.9,-0.6,-1.5,0.3,,nailole01,2001-2002
Michael Curry,33,DET,SG,82,75,1912,6.2,0.521,0.094,0.330,0.9,9.4,5.2,10.1,1.3,0.4,16.0,9.3,0.7,1.6,2.3,0.057,-4.6,0.6,-4.0,-0.9,,currymi01,2001-2002
Eddie Griffin,19,HOU,PF,73,24,1896,13.8,0.456,0.410,0.129,7.0,18.2,12.5,4.8,0.5,4.8,6.3,18.4,1.0,1.4,2.4,0.061,-0.3,-0.6,-0.9,0.5,,griffed01,2001-2002
Scot Pollard,26,SAC,C,80,29,1881,15.0,0.590,0.000,0.464,10.9,21.0,16.0,3.9,1.9,2.7,13.6,11.5,3.4,3.5,6.8,0.175,-0.5,1.3,0.8,1.3,,pollasc01,2001-2002
Rodney Rogers,30,2TM,SF,77,8,1880,17.0,0.558,0.311,0.197,7.6,13.3,10.4,10.5,1.8,1.2,11.6,22.3,3.2,2.2,5.4,0.138,1.3,-0.1,1.3,1.6,,rogerro01,2001-2002
Rodney Rogers,30,PHO,SF,50,7,1254,17.8,0.545,0.262,0.185,8.4,13.3,10.8,9.9,2.1,1.0,10.3,23.0,2.3,1.4,3.7,0.142,1.6,0.1,1.7,1.2,,rogerro01,2001-2002
Rodney Rogers,30,BOS,SF,27,1,626,15.4,0.590,0.428,0.225,5.8,13.1,9.4,11.7,1.3,1.5,14.7,20.8,0.9,0.8,1.7,0.128,0.8,-0.4,0.4,0.4,,rogerro01,2001-2002
Grant Long,35,MEM,PF,66,56,1868,7.7,0.475,0.044,0.319,1.9,11.9,6.9,11.5,1.8,0.4,19.0,13.2,-1.0,1.2,0.2,0.004,-4.8,0.2,-4.6,-1.2,,longgr01,2001-2002
Derek Anderson,27,POR,SG,70,27,1860,15.5,0.538,0.373,0.340,2.9,9.1,6.0,18.6,2.0,0.3,11.0,19.4,3.8,1.5,5.3,0.137,1.4,0.2,1.6,1.7,,anderde01,2001-2002
Jacque Vaughn,26,ATL,PG,82,16,1856,13.1,0.547,0.123,0.288,1.1,9.3,5.2,30.2,1.8,0.1,18.5,14.8,2.5,1.0,3.5,0.091,-1.6,-0.6,-2.2,-0.1,6MOY-8,vaughja01,2001-2002
Troy Hudson,25,ORL,PG,81,4,1854,15.3,0.526,0.229,0.247,1.8,7.0,4.4,23.4,1.6,0.2,15.3,25.8,1.5,0.9,2.5,0.064,0.2,-2.0,-1.8,0.1,6MOY-5,hudsotr01,2001-2002
George McCloud,34,DEN,SF,69,26,1830,9.8,0.466,0.385,0.283,4.0,12.1,7.8,17.9,1.7,0.8,18.2,19.4,-0.7,0.8,0.1,0.003,-2.5,-0.8,-3.3,-0.6,,mccloge01,2001-2002
Jim Jackson,31,MIA,SF,55,19,1825,11.3,0.511,0.151,0.162,3.5,15.0,9.3,13.4,1.3,0.6,15.5,17.8,0.3,2.5,2.8,0.073,-1.5,0.6,-1.0,0.5,,jacksji01,2001-2002
Tony Battie,25,BOS,C,74,73,1819,14.5,0.570,0.005,0.333,10.8,18.4,14.5,3.2,1.7,2.9,10.2,12.5,3.2,3.0,6.2,0.164,-1.4,0.8,-0.7,0.6,,battito01,2001-2002
Stromile Swift,22,MEM,PF,68,14,1805,17.2,0.539,0.005,0.499,10.0,16.6,13.3,5.0,1.5,4.3,14.1,21.8,1.7,2.0,3.7,0.099,-1.1,0.0,-1.0,0.4,,swiftst01,2001-2002
Jeff Foster,25,IND,C,82,48,1786,12.9,0.493,0.038,0.462,13.3,21.6,17.6,6.1,2.1,1.5,14.3,14.0,1.5,2.7,4.2,0.113,-1.7,0.3,-1.4,0.3,,fosteje01,2001-2002
Bob Sura,28,GSW,PG,78,5,1780,17.1,0.530,0.225,0.556,5.2,10.3,7.7,25.0,2.5,0.6,15.3,20.5,3.2,0.9,4.1,0.111,1.6,0.0,1.6,1.6,,surabo01,2001-2002
Rodney Buford,24,MEM,SG,63,21,1769,10.1,0.470,0.118,0.135,3.3,13.9,8.6,7.0,1.3,0.5,9.1,17.8,-0.2,1.0,0.8,0.022,-3.0,-1.1,-4.2,-1.0,,buforro01,2001-2002
Ruben Patterson,26,POR,SF,75,13,1765,18.8,0.567,0.058,0.443,10.2,9.6,9.9,10.5,2.4,1.6,13.4,22.1,3.7,1.9,5.6,0.151,2.0,0.2,2.1,1.8,,patteru01,2001-2002
Devean George,24,LAL,SF,82,1,1759,12.6,0.502,0.340,0.241,4.9,14.0,9.5,9.4,2.1,1.7,10.2,16.4,1.6,2.6,4.2,0.113,-0.8,1.0,0.3,1.0,,georgde01,2001-2002
Bobby Jackson,28,SAC,PG,81,3,1750,17.3,0.537,0.290,0.244,5.1,10.1,7.7,14.7,2.1,0.4,10.0,23.1,3.2,2.2,5.4,0.148,1.8,0.4,2.1,1.8,6MOY-2,jacksbo01,2001-2002
Donyell Marshall,28,UTA,SF,58,42,1750,19.2,0.565,0.064,0.342,10.8,19.7,15.2,10.9,1.5,3.0,14.0,22.8,3.0,2.1,5.0,0.138,1.9,-0.1,1.7,1.6,,marshdo01,2001-2002
Eric Williams,29,BOS,SF,74,30,1747,8.8,0.490,0.223,0.569,3.6,10.5,6.9,9.8,2.3,0.4,16.5,15.0,0.0,2.2,2.2,0.061,-4.0,1.0,-3.0,-0.4,,willier01,2001-2002
Travis Best,29,2TM,PG,74,21,1747,14.3,0.511,0.114,0.224,1.3,8.7,5.0,31.3,2.7,0.3,14.8,17.5,1.9,1.4,3.4,0.093,-1.1,0.3,-0.8,0.6,,besttr01,2001-2002
Travis Best,29,IND,PG,44,3,954,13.7,0.516,0.129,0.246,1.2,6.9,4.1,29.8,3.1,0.4,16.8,16.7,1.0,1.0,2.0,0.099,-1.2,1.3,0.1,0.5,,besttr01,2001-2002
Travis Best,29,CHI,PG,30,18,793,14.9,0.505,0.098,0.201,1.4,10.7,6.0,33.1,2.1,0.1,12.6,18.4,1.0,0.4,1.4,0.085,-0.9,-0.9,-1.8,0.1,,besttr01,2001-2002
Erick Dampier,26,GSW,C,73,46,1740,11.3,0.484,0.000,0.440,10.0,13.9,11.9,7.8,0.5,6.5,21.4,17.6,-0.8,1.1,0.3,0.009,-3.9,0.4,-3.5,-0.7,,dampier01,2001-2002
Clarence Weatherspoon,31,NYK,PF,56,41,1728,13.3,0.478,0.000,0.323,10.0,20.9,15.4,5.8,1.1,2.1,8.3,15.2,1.6,1.9,3.5,0.097,-0.8,-0.2,-1.1,0.4,,weathcl01,2001-2002
DerMarr Johnson,21,ATL,SF,72,46,1727,11.3,0.513,0.457,0.194,3.9,12.5,8.2,7.7,1.9,2.4,14.8,18.0,0.2,1.5,1.7,0.048,-1.3,0.0,-1.3,0.3,,johnsde03,2001-2002
Malik Rose,27,SAS,PF,82,1,1725,16.4,0.517,0.019,0.406,11.9,20.6,16.4,6.3,2.2,1.7,15.8,23.9,1.0,3.4,4.4,0.123,-1.6,0.3,-1.3,0.3,6MOY-4,rosema01,2001-2002
Kevin Ollie,29,2TM,PG,81,17,1723,12.3,0.510,0.006,0.643,1.7,10.8,6.2,26.4,1.9,0.1,19.0,14.9,1.4,1.0,2.4,0.066,-1.7,-0.2,-1.9,0.0,,ollieke01,2001-2002
Kevin Ollie,29,CHI,PG,52,17,1146,11.2,0.490,0.008,0.514,1.8,11.5,6.5,26.9,1.7,0.1,20.5,15.7,0.3,0.5,0.7,0.031,-2.4,-0.8,-3.3,-0.4,,ollieke01,2001-2002
Kevin Ollie,29,IND,PG,29,0,577,14.3,0.554,0.000,0.970,1.4,9.3,5.5,25.4,2.4,0.1,15.4,13.3,1.1,0.5,1.6,0.136,-0.3,1.2,0.9,0.4,,ollieke01,2001-2002
Eric Piatkowski,31,LAC,SG,71,64,1718,13.8,0.601,0.505,0.240,2.9,9.2,6.1,10.4,1.3,0.5,10.9,15.4,3.8,0.8,4.5,0.127,1.4,-0.4,1.0,1.3,,piatker01,2001-2002
Ron Mercer,25,2TM,SG,53,41,1716,10.2,0.439,0.079,0.152,3.3,8.8,6.0,14.2,1.0,0.6,9.5,24.8,-1.5,0.4,-1.1,-0.032,-2.3,-2.3,-4.6,-1.1,,mercero01,2001-2002
Ron Mercer,25,CHI,SG,40,40,1503,10.8,0.440,0.079,0.151,3.3,8.9,6.0,15.1,1.1,0.5,9.4,25.8,-1.4,0.3,-1.1,-0.035,-2.0,-2.3,-4.3,-0.9,,mercero01,2001-2002
Ron Mercer,25,IND,SG,13,1,213,6.0,0.432,0.075,0.164,3.3,8.8,6.1,7.6,0.5,1.0,11.1,17.2,-0.2,0.1,0.0,-0.010,-4.3,-2.0,-6.4,-0.2,,mercero01,2001-2002
Vin Baker,30,SEA,C,55,41,1710,14.1,0.517,0.012,0.348,11.8,12.3,12.1,7.0,0.7,1.6,14.5,23.8,1.3,0.9,2.2,0.061,-1.4,-2.3,-3.7,-0.7,,bakervi01,2001-2002
Corliss Williamson,28,DET,SF,78,7,1701,20.0,0.567,0.006,0.370,8.2,13.9,11.1,11.5,1.5,1.1,12.8,29.8,3.2,1.9,5.1,0.144,0.6,-0.9,-0.3,0.7,6MOY-1,willico02,2001-2002
Bruce Bowen,30,SAS,SF,59,59,1699,8.2,0.468,0.372,0.241,2.9,7.9,5.5,8.1,1.9,1.0,13.0,13.9,-0.3,2.2,1.9,0.054,-2.5,1.2,-1.3,0.3,,bowenbr01,2001-2002
Ryan Bowen,26,DEN,SF,75,21,1686,11.4,0.524,0.039,0.300,8.6,11.7,10.1,4.8,2.4,1.8,10.6,10.3,1.9,1.2,3.1,0.088,-2.0,0.9,-1.1,0.4,,bowenry01,2001-2002
LaPhonso Ellis,31,MIA,SF,66,14,1684,9.1,0.480,0.274,0.186,7.5,12.4,10.0,5.6,1.0,1.7,13.0,15.9,0.0,2.2,2.2,0.063,-2.8,0.4,-2.4,-0.2,,ellisla01,2001-2002
Voshon Lenard,28,DEN,SG,71,19,1665,14.5,0.495,0.312,0.156,2.5,10.4,6.3,14.3,1.9,1.1,10.0,24.5,0.9,0.8,1.7,0.049,0.9,-0.8,0.1,0.9,,lenarvo01,2001-2002
Ervin Johnson,34,MIL,C,81,9,1660,8.6,0.468,0.005,0.342,10.4,21.5,16.2,2.3,1.2,3.6,19.0,7.7,0.5,1.9,2.3,0.067,-3.4,-0.1,-3.5,-0.6,,johnser02,2001-2002
Chris Mihm,22,CLE,C,74,60,1659,10.0,0.470,0.013,0.340,9.5,18.2,13.9,2.4,0.6,3.9,13.8,19.4,-0.5,1.1,0.7,0.019,-5.0,-1.8,-6.9,-2.0,,mihmch01,2001-2002
Samaki Walker,25,LAL,PF,69,63,1655,14.5,0.545,0.000,0.353,8.7,23.2,16.0,5.7,0.9,3.8,11.2,12.9,2.4,2.8,5.3,0.153,-0.9,1.0,0.1,0.9,,walkesa01,2001-2002
Jonathan Bender,21,IND,SF,78,17,1647,10.6,0.538,0.272,0.393,4.5,12.0,8.4,6.1,0.6,2.1,15.1,17.5,0.8,1.3,2.0,0.059,-1.5,-0.7,-2.2,-0.1,,bendejo01,2001-2002
Erick Strickland,28,BOS,PG,79,4,1643,12.9,0.545,0.506,0.318,1.4,13.1,7.1,18.6,1.8,0.0,14.5,18.0,1.8,2.0,3.8,0.111,-0.9,0.4,-0.5,0.6,,stricer01,2001-2002
Metta World Peace,22,2TM,SF,55,50,1642,15.8,0.501,0.267,0.321,5.1,13.8,9.5,14.1,4.5,1.7,14.0,23.5,0.0,2.7,2.7,0.079,-0.4,3.0,2.6,1.9,,artesro01,2001-2002
Metta World Peace,22,CHI,SF,27,26,823,18.4,0.516,0.259,0.368,5.5,13.3,9.3,17.8,4.8,2.1,14.5,26.7,0.2,1.2,1.4,0.083,1.2,3.0,4.2,1.3,,artesro01,2001-2002
Metta World Peace,22,IND,SF,28,24,819,13.2,0.481,0.277,0.263,4.7,14.4,9.6,10.3,4.2,1.4,13.4,20.3,-0.2,1.4,1.3,0.075,-2.0,3.1,1.0,0.6,,artesro01,2001-2002
Jerome Williams,28,TOR,PF,68,32,1641,15.7,0.542,0.000,0.526,11.2,16.0,13.5,7.3,2.6,1.1,12.5,15.2,2.7,2.3,5.0,0.147,-0.2,0.8,0.6,1.1,,willije01,2001-2002
Calbert Cheaney,30,DEN,SG,68,47,1631,10.3,0.499,0.009,0.144,3.8,13.4,8.4,11.3,1.1,1.0,12.4,15.5,0.6,0.6,1.2,0.037,-2.8,-0.8,-3.5,-0.6,,cheanca01,2001-2002
Lindsey Hunter,31,LAL,PG,82,47,1616,9.4,0.466,0.424,0.082,1.2,7.0,4.1,11.7,2.1,0.8,9.8,15.6,0.2,1.7,2.0,0.059,-2.2,0.7,-1.5,0.2,,hunteli01,2001-2002
Corey Maggette,22,LAC,SG,63,52,1615,14.3,0.560,0.262,0.474,3.8,12.3,8.1,11.5,1.4,0.8,15.3,21.1,2.3,1.0,3.3,0.099,-0.2,-0.6,-0.8,0.5,,maggeco01,2001-2002
Jamal Mashburn,29,CHH,SF,40,40,1601,16.9,0.505,0.151,0.324,2.2,15.0,8.6,19.7,1.5,0.3,11.5,27.4,1.8,1.6,3.4,0.101,1.7,-0.6,1.1,1.3,,mashbja01,2001-2002
Tim Hardaway,35,2TM,PG,68,16,1601,13.6,0.492,0.571,0.156,1.0,7.7,4.3,27.0,1.9,0.4,14.3,21.8,1.2,0.6,1.8,0.053,1.0,-1.6,-0.5,0.6,,hardati01,2001-2002
Tim Hardaway,35,DAL,PG,54,2,1276,13.4,0.490,0.565,0.158,1.2,7.2,4.2,23.7,1.6,0.4,12.1,21.3,1.2,0.4,1.6,0.059,1.0,-1.6,-0.6,0.4,,hardati01,2001-2002
Tim Hardaway,35,DEN,PG,14,14,325,14.2,0.499,0.595,0.151,0.3,9.6,4.7,40.1,2.8,0.5,22.0,23.7,0.0,0.2,0.2,0.029,1.3,-1.4,-0.1,0.2,,hardati01,2001-2002
Shandon Anderson,28,NYK,SG,82,6,1596,8.0,0.489,0.378,0.287,4.1,13.9,9.0,7.7,1.6,0.7,18.8,15.1,-0.9,1.3,0.4,0.013,-3.0,0.3,-2.8,-0.3,,andersh01,2001-2002
Jake Tsakalidis,22,PHO,C,67,47,1582,11.7,0.522,0.003,0.398,9.1,17.7,13.3,2.2,0.8,3.2,14.2,15.5,1.0,1.8,2.8,0.085,-3.4,-0.2,-3.5,-0.6,,tsakaja01,2001-2002
Chris Childs,34,TOR,PG,69,4,1576,8.8,0.435,0.405,0.240,1.3,10.2,5.6,32.9,1.9,0.2,27.3,13.0,-0.4,1.5,1.1,0.033,-3.9,-0.3,-4.2,-0.9,,childch01,2001-2002
Othella Harrington,28,NYK,PF,77,4,1563,13.0,0.567,0.004,0.382,9.3,16.6,12.9,4.2,1.0,1.7,15.3,18.5,1.6,1.4,3.0,0.092,-2.6,-0.4,-2.9,-0.4,,harriot01,2001-2002
Lucious Harris,31,NJN,SG,74,0,1553,15.7,0.556,0.220,0.294,3.5,11.5,7.5,12.3,1.8,0.3,9.1,19.3,3.0,2.1,5.1,0.157,0.8,0.6,1.4,1.3,,harrilu01,2001-2002
Jamaal Magloire,23,CHH,C,82,8,1549,18.8,0.624,0.002,0.804,11.3,22.7,17.0,3.4,0.9,4.0,17.4,20.0,3.4,2.4,5.7,0.177,-0.3,0.1,-0.1,0.7,,magloja01,2001-2002
Aaron Williams,30,NJN,PF,82,13,1546,15.2,0.568,0.005,0.424,8.3,16.4,12.3,8.1,1.0,3.5,13.2,17.4,2.4,2.5,5.0,0.154,-1.4,0.9,-0.4,0.6,,williaa01,2001-2002
Speedy Claxton,23,PHI,PG,67,18,1528,12.6,0.469,0.073,0.301,3.5,8.4,5.9,21.9,3.4,0.3,15.7,18.2,0.4,2.4,2.8,0.087,-2.5,2.1,-0.4,0.6,,claxtsp01,2001-2002
Greg Anthony,34,2TM,PG,60,38,1514,12.6,0.460,0.343,0.192,1.7,8.5,5.1,30.8,2.7,0.2,15.4,18.6,0.2,0.9,1.1,0.036,-1.4,-0.4,-1.9,0.1,,anthogr01,2001-2002
Greg Anthony,34,CHI,PG,36,35,961,14.2,0.475,0.314,0.244,1.9,9.0,5.3,35.7,2.7,0.3,15.4,18.0,0.6,0.6,1.2,0.059,-0.3,-0.2,-0.5,0.4,,anthogr01,2001-2002
Greg Anthony,34,MIL,PG,24,3,553,10.0,0.436,0.388,0.112,1.3,7.6,4.6,22.4,2.7,0.1,15.4,19.7,-0.4,0.3,0.0,-0.004,-3.4,-0.8,-4.2,-0.3,,anthogr01,2001-2002
Todd MacCulloch,26,NJN,C,62,61,1502,17.7,0.562,0.000,0.353,11.7,16.6,14.1,8.6,0.8,4.3,10.9,18.0,3.1,2.5,5.6,0.179,0.2,1.0,1.2,1.2,,maccuto01,2001-2002
Tyrone Nesby,26,WAS,SF,70,9,1498,13.1,0.480,0.112,0.221,8.1,16.7,12.3,9.8,2.2,1.1,9.6,15.7,1.4,1.6,2.9,0.094,-1.1,0.3,-0.8,0.4,,nesbyty01,2001-2002
Toni Kukoč,33,ATL,SF,59,9,1494,14.4,0.511,0.339,0.304,3.3,13.4,8.3,23.7,1.7,0.8,16.5,20.7,0.9,1.0,2.0,0.063,0.5,-0.5,0.0,0.8,,kukocto01,2001-2002
Adonal Foyle,26,GSW,C,79,36,1485,12.5,0.445,0.000,0.242,10.6,17.3,13.9,4.3,1.2,7.7,15.1,14.2,-0.4,1.6,1.2,0.039,-3.0,1.0,-2.1,0.0,,foylead01,2001-2002
Aaron McKie,29,PHI,SG,48,16,1471,15.8,0.540,0.261,0.249,2.0,12.7,7.4,21.7,2.1,0.7,14.6,19.8,1.8,2.1,3.9,0.128,1.3,1.4,2.7,1.7,,mckieaa01,2001-2002
Tyronn Lue,24,WAS,PG,71,0,1458,13.7,0.507,0.271,0.121,1.1,8.7,4.9,28.5,1.8,0.0,14.9,20.4,1.3,0.8,2.0,0.067,0.1,-1.2,-1.1,0.4,,luety01,2001-2002
Troy Murphy,21,GSW,PF,82,4,1448,10.3,0.488,0.021,0.369,7.1,17.0,11.9,7.6,1.3,1.0,14.6,16.7,0.7,0.7,1.4,0.046,-3.3,-1.0,-4.3,-0.8,,murphtr01,2001-2002
Tony Delk,28,2TM,SG,63,17,1447,13.8,0.473,0.364,0.165,4.4,11.4,7.8,15.2,1.9,0.5,8.6,21.5,1.0,1.5,2.5,0.084,0.1,-0.2,0.0,0.7,,delkto01,2001-2002
Tony Delk,28,PHO,SG,41,1,877,15.9,0.488,0.353,0.161,4.8,11.2,8.0,15.6,1.9,0.3,8.2,24.8,1.0,0.8,1.8,0.098,1.4,-0.4,1.0,0.7,,delkto01,2001-2002
Tony Delk,28,BOS,SG,22,16,570,10.4,0.437,0.390,0.174,3.8,11.6,7.6,14.6,2.0,0.8,9.3,16.3,0.0,0.7,0.7,0.062,-1.9,0.2,-1.7,0.0,,delkto01,2001-2002
Christian Laettner,32,WAS,PF,57,48,1441,13.7,0.511,0.028,0.210,5.9,18.5,12.1,16.7,2.3,1.3,17.7,15.4,0.9,1.6,2.6,0.086,-0.6,1.1,0.5,0.9,,laettch01,2001-2002
Jarron Collins,23,UTA,C,70,68,1440,11.5,0.532,0.003,0.528,11.5,13.3,12.4,6.6,1.1,1.2,11.7,15.0,2.3,1.0,3.3,0.111,-2.1,-1.2,-3.3,-0.5,,collija03,2001-2002
Corie Blount,33,PHI,PF,72,21,1426,10.2,0.478,0.004,0.179,12.0,17.2,14.6,4.9,1.9,1.4,16.1,10.4,0.7,2.4,3.1,0.104,-2.7,0.9,-1.9,0.1,,blounco01,2001-2002
Michael Redd,22,MIL,SG,67,8,1417,20.0,0.581,0.325,0.189,6.6,11.4,9.1,11.5,1.6,0.4,8.0,23.7,3.9,0.7,4.6,0.155,4.1,-1.6,2.5,1.6,,reddmi01,2001-2002
Kendall Gill,33,MIA,SG,65,49,1410,7.6,0.414,0.104,0.147,2.4,12.7,7.6,12.1,1.7,0.4,10.9,17.1,-1.3,2.0,0.7,0.023,-4.8,0.9,-3.8,-0.6,,gillke01,2001-2002
Fred Hoiberg,29,CHI,SG,79,8,1408,12.2,0.519,0.316,0.323,1.5,16.4,8.7,15.5,2.3,0.3,8.8,11.9,1.6,1.1,2.7,0.092,-1.7,0.8,-0.9,0.4,,hoibefr01,2001-2002
Jason Collins,23,NJN,C,77,9,1407,10.7,0.500,0.007,0.590,10.5,13.6,12.0,8.4,1.1,2.4,17.1,13.5,1.0,2.0,3.0,0.104,-2.6,0.6,-2.1,0.0,,collija04,2001-2002
Tyson Chandler,19,CHI,C,71,31,1389,13.0,0.543,0.000,0.730,9.3,19.8,14.4,6.5,1.1,5.0,19.8,16.6,0.4,1.4,1.8,0.062,-3.3,-0.2,-3.5,-0.5,,chandty01,2001-2002
