Player,Age,Team,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards,Player-additional,Year
Clifford Robinson,35,DET,PF,80,80,2855,13.5,0.503,0.284,0.193,3.3,12.6,8.0,12.5,1.7,2.4,11.5,21.6,0.8,3.5,4.3,0.073,-0.6,0.1,-0.5,1.1,,robincl02,2001-2002
Steve Nash,27,DAL,PG,82,82,2837,20.7,0.602,0.315,0.269,2.0,7.9,5.0,36.1,1.0,0.1,15.8,23.0,9.5,0.3,9.9,0.167,5.1,-2.1,3.1,3.6,MVP-14ASNBA3,nashst01,2001-2002
Doug Christie,31,SAC,SG,81,81,2798,15.2,0.578,0.348,0.329,2.9,11.2,7.1,17.2,2.9,0.6,16.3,15.6,4.4,4.2,8.6,0.148,0.3,2.2,2.4,3.1,,chrisdo01,2001-2002
Damon Stoudamire,28,POR,PG,75,71,2796,14.7,0.506,0.321,0.214,3.2,9.1,6.1,28.0,1.3,0.2,12.9,18.8,4.9,1.7,6.6,0.113,1.2,-0.8,0.5,1.7,,stoudda01,2001-2002
Wesley Person,30,CLE,SG,78,78,2793,16.3,0.589,0.341,0.131,2.1,10.2,6.2,10.8,1.5,1.0,6.9,17.6,6.1,0.8,6.9,0.119,2.6,-0.8,1.8,2.7,,persowe01,2001-2002
Kurt Thomas,29,NYK,C,82,82,2771,15.8,0.542,0.006,0.283,9.0,22.3,15.6,5.8,1.4,2.1,12.7,20.3,3.1,3.4,6.5,0.112,-1.0,0.0,-1.0,0.7,,thomaku01,2001-2002
Michael Finley,28,DAL,SF,69,69,2754,17.6,0.532,0.182,0.204,3.7,10.7,7.3,14.0,1.2,0.6,8.0,23.9,5.3,1.0,6.3,0.110,2.3,-1.2,1.1,2.1,,finlemi01,2001-2002
Darrell Armstrong,33,ORL,PG,82,79,2730,16.7,0.553,0.481,0.248,3.4,9.7,6.5,25.5,3.0,0.3,16.0,17.9,5.0,2.6,7.6,0.134,1.6,0.8,2.4,3.0,,armstda01,2001-2002
Jermaine O'Neal,23,IND,PF,72,72,2707,18.1,0.521,0.012,0.365,8.0,23.1,15.8,8.1,0.9,4.4,11.7,24.9,2.3,4.1,6.4,0.113,-0.1,0.2,0.2,1.5,MIP-1ASNBA3,onealje01,2001-2002
Jerry Stackhouse,27,DET,SF,76,76,2685,19.0,0.518,0.227,0.437,3.4,10.4,6.9,28.4,1.5,1.0,14.5,32.3,3.2,2.6,5.8,0.104,2.6,-1.2,1.5,2.4,-MVP 15.00,stackje01,2001-2002
Mike Bibby,23,SAC,PG,80,80,2659,14.9,0.513,0.140,0.196,1.5,7.3,4.5,23.0,1.6,0.4,11.1,19.7,3.7,2.6,6.3,0.113,0.3,0.0,0.4,1.6,-MVP 16.00,bibbymi01,2001-2002
Peja Stojaković,24,SAC,SF,71,71,2649,19.3,0.592,0.274,0.286,3.0,11.9,7.5,10.6,1.5,0.4,9.9,23.2,6.8,3.0,9.9,0.179,3.2,-0.2,3.0,3.3,MVP-16AS,stojape01,2001-2002
Juwan Howard,28,2TM,PF,81,72,2635,15.8,0.513,0.002,0.341,9.4,16.7,13.0,10.8,0.9,1.3,11.6,22.3,3.5,1.5,4.9,0.090,0.1,-1.4,-1.3,0.5,,howarju01,2001-2002
Juwan Howard,28,DAL,PF,53,44,1659,15.1,0.511,0.002,0.326,9.4,16.6,13.1,8.7,0.9,1.3,10.4,20.3,2.4,1.0,3.4,0.097,-0.3,-1.4,-1.8,0.1,,howarju01,2001-2002
Juwan Howard,28,DEN,PF,28,28,976,17.1,0.515,0.002,0.362,9.5,16.8,13.0,14.4,1.0,1.3,13.2,25.7,1.1,0.5,1.6,0.078,0.7,-1.3,-0.6,0.4,,howarju01,2001-2002
Jason Richardson,21,GSW,SG,80,75,2629,13.8,0.487,0.226,0.193,4.9,9.0,6.9,15.4,2.0,0.8,11.9,21.5,2.0,0.9,2.9,0.052,0.1,-1.0,-0.9,0.7,ROY-3,richaja01,2001-2002
Allen Iverson,26,PHI,SG,60,59,2622,21.9,0.489,0.161,0.351,1.9,9.6,5.8,27.6,3.5,0.4,11.0,37.8,2.6,4.3,6.9,0.126,3.9,0.8,4.8,4.5,MVP-9ASNBA2,iversal01,2001-2002
Sam Cassell,32,MIL,PG,74,73,2605,21.3,0.545,0.170,0.274,2.5,10.9,6.9,34.3,1.8,0.3,11.7,27.3,7.2,1.4,8.6,0.158,3.5,-1.1,2.4,2.9,,cassesa01,2001-2002
Kerry Kittles,27,NJN,SG,82,82,2601,16.1,0.542,0.257,0.183,2.9,9.0,5.9,13.9,2.6,0.9,9.7,19.4,3.8,3.9,7.7,0.141,1.2,1.4,2.6,3.0,,kittlke01,2001-2002
Rashard Lewis,22,SEA,SF,71,70,2585,18.5,0.564,0.325,0.206,6.5,16.1,11.4,7.8,2.2,1.2,8.4,20.8,5.9,2.7,8.6,0.160,3.1,-0.1,3.0,3.2,,lewisra02,2001-2002
Michael Olowokandi,26,LAC,C,80,79,2568,12.4,0.457,0.000,0.212,7.3,23.8,15.7,5.8,1.1,3.9,15.3,20.1,-1.9,3.5,1.6,0.029,-3.1,0.3,-2.8,-0.5,,olowomi01,2001-2002
John Stockton,39,UTA,PG,82,82,2566,21.9,0.601,0.101,0.414,2.8,9.6,6.2,46.3,3.2,0.7,18.5,19.8,8.0,2.6,10.7,0.200,4.1,1.3,5.3,4.8,,stockjo01,2001-2002
P.J. Brown,32,CHH,C,80,80,2563,15.1,0.545,0.000,0.374,12.2,22.8,17.5,6.6,1.2,2.2,12.2,12.4,4.6,3.6,8.2,0.154,0.1,0.2,0.3,1.5,,brownpj01,2001-2002
Matt Harpring,25,PHI,SF,81,81,2541,14.1,0.512,0.082,0.265,9.2,16.3,12.8,7.5,1.5,0.1,12.0,19.1,2.6,3.6,6.1,0.115,-0.5,-0.3,-0.8,0.8,,harprma01,2001-2002
Ray Allen,26,MIL,SG,69,67,2525,21.6,0.598,0.460,0.213,3.9,10.1,7.1,19.4,1.9,0.5,11.2,26.2,7.6,1.3,8.9,0.169,6.0,-1.1,4.9,4.4,AS,allenra02,2001-2002
Kenyon Martin,24,NJN,PF,73,73,2504,14.5,0.503,0.070,0.278,5.0,12.4,8.7,13.0,1.9,3.5,13.7,22.4,0.6,4.2,4.9,0.093,-1.0,1.4,0.4,1.5,,martike01,2001-2002
Nick Van Exel,30,2TM,SG,72,46,2496,17.8,0.495,0.285,0.205,1.2,10.5,5.8,35.1,0.9,0.3,10.5,26.8,3.9,0.4,4.4,0.084,3.6,-1.9,1.7,2.4,,vanexni01,2001-2002
Nick Van Exel,30,DEN,PG,45,44,1739,18.4,0.488,0.276,0.191,1.2,10.3,5.5,40.2,0.9,0.3,10.5,28.4,2.7,0.2,2.9,0.080,4.2,-2.1,2.1,1.8,,vanexni01,2001-2002
Nick Van Exel,30,DAL,SG,27,2,757,16.3,0.513,0.312,0.245,1.3,11.0,6.2,23.5,1.0,0.4,10.3,23.2,1.3,0.2,1.5,0.093,2.2,-1.5,0.7,0.5,,vanexni01,2001-2002
David Wesley,31,CHH,SG,67,63,2487,11.3,0.479,0.281,0.207,2.0,4.5,3.3,16.2,1.6,0.4,10.7,20.4,1.1,1.5,2.6,0.050,-1.1,-0.9,-2.1,0.0,,wesleda01,2001-2002
Kenny Thomas,24,HOU,PF,72,71,2484,16.4,0.520,0.019,0.405,7.2,16.7,11.9,10.0,1.9,1.8,12.8,20.9,2.6,1.9,4.4,0.085,-0.2,0.2,0.1,1.3,,thomake01,2001-2002
Keith Van Horn,26,NJN,SF,81,81,2465,16.0,0.510,0.269,0.179,6.2,21.6,13.9,11.6,1.3,1.2,11.1,24.0,2.0,4.3,6.3,0.123,0.7,0.1,0.8,1.8,,vanhoke01,2001-2002
Anfernee Hardaway,30,PHO,SG,80,55,2462,13.9,0.472,0.089,0.209,4.4,11.7,8.0,21.1,2.6,0.9,15.7,21.9,0.1,2.8,2.9,0.056,-1.3,0.8,-0.4,1.0,,hardaan01,2001-2002
Alonzo Mourning,31,MIA,C,75,74,2455,18.9,0.558,0.003,0.498,8.7,21.3,15.0,6.8,0.6,5.8,14.7,24.1,2.6,4.8,7.4,0.145,-0.1,1.4,1.3,2.0,AS,mournal01,2001-2002
Raef LaFrentz,25,2TM,C,78,76,2455,17.9,0.533,0.291,0.164,7.9,19.1,13.3,6.2,1.2,6.3,8.7,19.8,3.6,2.7,6.4,0.125,1.0,0.8,1.8,2.3,,lafrera01,2001-2002
Raef LaFrentz,25,DEN,C,51,51,1668,18.9,0.538,0.263,0.159,7.6,18.8,12.9,6.5,1.0,6.8,7.8,20.5,2.7,1.8,4.5,0.129,1.6,0.8,2.4,1.8,,lafrera01,2001-2002
Raef LaFrentz,25,DAL,C,27,25,787,15.8,0.519,0.364,0.176,8.5,19.6,14.1,5.6,1.6,5.5,10.8,18.1,0.9,1.0,1.9,0.115,-0.4,0.9,0.6,0.5,,lafrera01,2001-2002
Dale Davis,32,POR,C,78,77,2447,16.6,0.551,0.000,0.366,12.4,20.7,16.5,6.2,1.4,2.6,8.4,13.7,5.4,3.1,8.5,0.168,1.0,0.1,1.1,1.9,,davisda01,2001-2002
Jamaal Tinsley,23,IND,PG,80,78,2442,13.4,0.446,0.230,0.245,3.7,9.9,6.9,42.8,3.0,1.2,24.3,20.7,-1.3,2.9,1.7,0.033,-0.6,0.2,-0.4,1.0,ROY-3,tinslja01,2001-2002
Kenny Anderson,31,BOS,PG,76,76,2430,13.6,0.472,0.046,0.184,2.5,10.1,6.2,28.1,3.0,0.3,13.3,16.7,1.7,3.5,5.2,0.103,-2.3,1.9,-0.4,1.0,,anderke01,2001-2002
Shaquille O'Neal,29,LAL,C,67,66,2422,29.7,0.590,0.001,0.583,10.8,21.6,16.3,16.4,0.9,4.1,10.0,31.8,9.2,4.0,13.2,0.262,7.1,0.9,8.0,6.1,MVP-3ASNBA1,onealsh01,2001-2002
Desmond Mason,24,SEA,SF,75,20,2420,13.4,0.533,0.077,0.308,4.6,12.4,8.6,6.7,1.5,0.8,10.6,18.8,3.0,1.6,4.7,0.093,-0.7,-0.9,-1.7,0.2,6MOY-5,masonde01,2001-2002
Vlade Divac,33,SAC,C,80,80,2420,17.0,0.513,0.018,0.475,9.2,20.2,14.8,17.9,1.6,2.6,15.4,18.4,3.1,4.2,7.3,0.145,0.7,2.1,2.8,2.9,,divacvl01,2001-2002
Pat Garrity,25,ORL,PF,80,43,2406,12.3,0.553,0.516,0.095,3.6,12.2,7.8,6.4,1.3,0.8,7.8,16.1,3.4,1.7,5.1,0.101,0.3,-0.8,-0.6,0.9,,garripa01,2001-2002
Vince Carter,25,TOR,SG,60,60,2385,20.5,0.515,0.239,0.235,6.4,8.7,7.5,19.9,2.1,1.3,9.6,30.5,4.6,2.4,7.0,0.140,4.7,-0.3,4.4,3.9,AS,cartevi01,2001-2002
Mark Jackson,36,NYK,PG,82,82,2367,16.3,0.536,0.329,0.186,2.7,12.4,7.6,42.5,1.7,0.0,19.0,15.6,4.4,1.7,6.0,0.123,1.7,-0.1,1.6,2.1,,jacksma01,2001-2002
Chauncey Billups,25,MIN,PG,82,54,2355,17.6,0.555,0.383,0.284,1.7,9.2,5.5,29.2,1.5,0.5,13.0,20.4,6.1,1.5,7.6,0.156,3.1,-0.6,2.5,2.7,,billuch01,2001-2002
Bonzi Wells,25,POR,SG,74,69,2348,18.4,0.538,0.166,0.279,6.0,16.4,11.1,15.8,2.6,0.8,14.1,26.4,3.0,3.0,6.0,0.122,1.4,0.5,1.9,2.3,,wellsbo01,2001-2002
Glenn Robinson,29,MIL,SF,66,63,2346,19.1,0.537,0.155,0.246,3.6,15.8,10.0,13.4,2.2,1.3,12.0,28.8,2.6,2.1,4.7,0.096,1.2,-0.9,0.3,1.4,,robingl01,2001-2002
Steve Francis,24,HOU,PG,57,56,2343,19.1,0.517,0.209,0.419,4.9,14.8,9.8,29.1,1.6,0.7,15.6,28.0,3.2,1.2,4.4,0.091,2.5,-0.8,1.7,2.1,AS,francst01,2001-2002
Lamond Murray,28,CLE,SF,71,68,2312,16.7,0.534,0.241,0.267,4.2,14.7,9.5,12.2,1.6,1.3,11.3,24.7,2.9,1.3,4.1,0.086,1.8,-1.3,0.5,1.5,,murrala01,2001-2002
David Robinson,36,SAS,C,78,78,2303,20.3,0.562,0.000,0.588,9.9,22.0,16.2,7.0,2.0,4.3,10.9,19.2,5.0,5.1,10.1,0.211,1.6,2.2,3.9,3.4,,robinda01,2001-2002
Rod Strickland,35,MIA,PG,76,64,2294,15.6,0.495,0.036,0.282,2.5,9.2,5.9,35.7,2.0,0.4,16.5,20.0,1.9,3.0,4.9,0.103,0.5,0.2,0.7,1.6,,stricro02,2001-2002
Rick Fox,32,LAL,SF,82,82,2289,11.3,0.502,0.344,0.140,4.4,14.3,9.4,18.1,1.5,0.7,17.0,15.2,1.5,2.8,4.3,0.091,-1.4,0.6,-0.7,0.7,,foxri01,2001-2002
Chucky Atkins,27,DET,PG,79,62,2285,14.5,0.568,0.425,0.152,1.6,6.5,4.1,20.5,1.7,0.3,13.2,20.0,3.3,1.8,5.1,0.107,0.9,-0.6,0.2,1.3,,atkinch01,2001-2002
Tony Parker,19,SAS,PG,77,72,2267,11.7,0.497,0.296,0.250,1.7,8.0,5.0,23.9,2.1,0.2,17.5,17.7,0.8,2.9,3.8,0.080,-1.7,0.6,-1.1,0.6,,parketo01,2001-2002
Brad Miller,25,2TM,C,76,75,2263,20.1,0.572,0.010,0.523,12.7,18.9,15.8,12.0,1.8,1.3,11.3,20.6,6.0,2.3,8.3,0.176,2.5,-0.2,2.3,2.5,,millebr01,2001-2002
Brad Miller,25,CHI,C,48,47,1391,19.6,0.540,0.009,0.560,14.4,19.4,16.8,13.0,2.0,1.5,11.6,21.1,3.1,1.3,4.4,0.152,1.9,-0.4,1.5,1.2,,millebr01,2001-2002
Brad Miller,25,IND,C,28,28,872,20.8,0.627,0.011,0.463,10.1,18.2,14.2,10.5,1.4,1.0,10.8,19.7,2.9,1.0,3.9,0.214,3.4,0.2,3.6,1.2,,millebr01,2001-2002
Brian Grant,29,MIA,PF,72,72,2256,12.7,0.508,0.003,0.195,8.8,20.9,14.9,10.5,1.2,1.1,15.6,16.6,1.1,3.7,4.8,0.103,-1.9,0.7,-1.1,0.5,,grantbr01,2001-2002
Moochie Norris,28,HOU,PG,82,26,2249,13.1,0.471,0.212,0.268,3.7,8.9,6.3,29.9,2.0,0.1,18.1,17.8,1.2,0.7,1.8,0.039,-1.2,-1.2,-2.4,-0.2,,norrimo01,2001-2002
James Posey,25,DEN,SF,73,63,2238,12.9,0.474,0.322,0.276,5.3,17.1,10.9,13.1,2.7,1.3,13.3,19.1,0.6,2.2,2.7,0.058,-1.5,0.7,-0.8,0.7,,poseyja01,2001-2002
Trenton Hassell,22,CHI,SG,78,47,2237,10.4,0.502,0.263,0.182,3.3,10.2,6.7,13.0,1.3,1.5,13.0,16.0,0.6,0.9,1.5,0.033,-1.7,-1.0,-2.7,-0.4,,hassetr01,2001-2002
Jason Williams,26,MEM,PG,65,65,2236,15.1,0.466,0.437,0.103,1.1,8.6,4.9,42.0,2.6,0.2,17.2,25.3,-0.6,1.5,0.9,0.020,1.2,-1.3,-0.1,1.1,,willija02,2001-2002
Darius Miles,20,LAC,SF,82,6,2227,14.4,0.516,0.030,0.397,5.6,17.3,11.5,13.5,1.7,3.2,17.5,18.5,0.8,2.6,3.4,0.074,-0.7,1.3,0.6,1.5,,milesda01,2001-2002
Eric Snow,28,PHI,PG,61,61,2225,14.7,0.510,0.043,0.364,1.7,9.2,5.5,30.6,2.3,0.3,16.0,17.7,2.6,2.9,5.5,0.119,-0.6,0.9,0.3,1.3,,snower01,2001-2002
Rasho Nesterović,25,MIN,C,82,82,2218,12.9,0.499,0.002,0.108,10.6,17.2,13.9,5.2,1.1,3.7,12.0,16.0,1.6,2.5,4.1,0.089,-1.7,0.1,-1.7,0.2,,nestera01,2001-2002
Danny Fortson,25,GSW,PF,77,76,2216,15.9,0.504,0.006,0.427,13.7,30.3,21.8,9.3,1.0,0.5,15.7,19.3,2.5,2.1,4.5,0.098,-0.2,-1.8,-2.0,0.0,,fortsda01,2001-2002
Steve Smith,32,SAS,SG,77,76,2211,13.9,0.588,0.361,0.265,2.4,7.4,5.0,11.5,1.3,0.5,12.4,18.3,4.0,2.4,6.4,0.139,0.8,0.1,0.9,1.6,,smithst01,2001-2002
Horace Grant,36,ORL,C,76,76,2210,13.9,0.539,0.000,0.216,8.0,16.4,12.2,7.1,1.3,1.6,8.3,12.5,3.6,2.0,5.6,0.122,0.1,-0.1,0.0,1.1,,grantho01,2001-2002
Richard Hamilton,23,WAS,SG,63,57,2203,16.9,0.511,0.039,0.311,3.8,7.6,5.7,14.6,0.9,0.5,9.7,28.6,3.4,0.6,4.0,0.087,1.5,-2.4,-0.9,0.6,,hamilri01,2001-2002
Keon Clark,26,TOR,C,81,31,2185,16.7,0.522,0.006,0.297,9.3,22.9,15.8,7.1,1.4,4.2,13.8,21.2,1.7,3.6,5.3,0.116,-1.3,0.6,-0.7,0.7,,clarkke01,2001-2002
Antonio Daniels,26,SAS,SG,82,13,2175,13.4,0.534,0.320,0.343,1.3,7.8,4.7,17.2,1.2,0.4,9.0,16.6,3.7,2.3,5.9,0.131,0.2,0.2,0.4,1.3,,daniean01,2001-2002
Chris Whitney,30,WAS,PG,82,81,2171,15.6,0.568,0.492,0.267,0.6,7.6,4.1,23.4,1.8,0.2,10.4,17.4,5.4,1.1,6.5,0.143,1.8,-0.3,1.5,2.0,,whitnch01,2001-2002
Nazr Mohammed,24,ATL,C,82,73,2168,14.0,0.490,0.001,0.311,12.7,21.6,17.1,2.6,1.5,2.1,12.7,19.4,0.9,2.4,3.3,0.072,-2.2,-1.6,-3.8,-1.0,,mohamna01,2001-2002
Elden Campbell,33,CHH,PF,77,74,2156,19.5,0.558,0.003,0.484,7.0,21.0,14.0,8.5,1.5,4.6,12.5,23.3,4.0,3.5,7.6,0.168,0.5,1.5,1.9,2.2,,campbel01,2001-2002
Quentin Richardson,21,LAC,SG,81,0,2152,17.4,0.534,0.377,0.202,6.0,11.5,8.8,10.5,1.9,0.7,9.2,23.3,4.0,1.6,5.6,0.125,2.7,-0.5,2.2,2.3,6MOY-3,richaqu01,2001-2002
