Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards,Player-additional,Year
Chris Wilcox,28,DET,PF,57,29,995,187,322,0.581,0,1,0.000,187,321,0.583,0.581,50,89,0.562,95,176,271,43,29,17,43,145,424,0,,wilcoch01,2010-2011
Tyrus Thomas,24,CHA,C,41,2,861,156,331,0.471,0,3,0.000,156,328,0.476,0.471,107,136,0.787,65,159,224,29,30,66,65,113,419,0,,thomaty01,2010-2011
Kenyon Martin,33,DEN,PF,48,48,1233,185,362,0.511,2,9,0.222,183,353,0.518,0.514,42,72,0.583,67,230,297,109,43,35,59,136,414,0,DPOY-23,martike01,2010-2011
Wayne Ellington,23,MIN,SG,62,8,1181,160,397,0.403,48,121,0.397,112,276,0.406,0.463,42,53,0.792,26,82,108,72,28,3,53,85,410,0,,ellinwa01,2010-2011
Mickaël Piétrus,28,2TM,SF,57,4,1107,143,365,0.392,85,236,0.360,58,129,0.450,0.508,39,57,0.684,15,111,126,33,29,21,39,101,410,0,,pietrmi01,2010-2011
Mickaël Piétrus,28,ORL,SF,19,0,418,45,115,0.391,34,87,0.391,11,28,0.393,0.539,3,6,0.500,6,44,50,10,10,3,14,35,127,0,,pietrmi01,2010-2011
Mickaël Piétrus,28,PHO,SG,38,4,689,98,250,0.392,51,149,0.342,47,101,0.465,0.494,36,51,0.706,9,67,76,23,19,18,25,66,283,0,,pietrmi01,2010-2011
Earl Boykins,34,MIL,PG,57,0,862,156,352,0.443,27,71,0.380,129,281,0.459,0.482,69,82,0.841,15,40,55,141,38,3,52,43,408,0,,boykiea01,2010-2011
Jordan Hill,23,HOU,C,72,11,1125,173,352,0.491,0,2,0.000,173,350,0.494,0.491,60,85,0.706,128,178,306,29,14,52,62,157,406,0,,hilljo01,2010-2011
C.J. Watson,26,CHI,PG,82,1,1091,146,394,0.371,44,112,0.393,102,282,0.362,0.426,69,93,0.742,16,78,94,186,55,11,73,82,405,0,,watsocj01,2010-2011
Thabo Sefolosha,26,OKC,SG,79,79,2049,157,333,0.471,28,102,0.275,129,231,0.558,0.514,59,79,0.747,65,281,346,111,97,38,55,171,401,0,DPOY-21,sefolth01,2010-2011
Nate Robinson,26,2TM,PG,59,11,1013,150,376,0.399,65,200,0.325,85,176,0.483,0.485,36,44,0.818,15,75,90,111,29,4,68,115,401,0,,robinna01,2010-2011
Nate Robinson,26,BOS,PG,55,11,983,146,361,0.404,63,192,0.328,83,169,0.491,0.492,33,40,0.825,15,74,89,105,29,4,66,107,388,0,,robinna01,2010-2011
Nate Robinson,26,OKC,PG,4,0,30,4,15,0.267,2,8,0.250,2,7,0.286,0.333,3,4,0.750,0,1,1,6,0,0,2,8,13,0,,robinna01,2010-2011
Donté Greene,22,SAC,SF,69,21,1127,156,386,0.404,45,154,0.292,111,232,0.478,0.462,43,65,0.662,49,98,147,48,36,20,60,88,400,0,,greendo01,2010-2011
Chris Kaman,28,LAC,C,32,15,838,177,376,0.471,0,0,,177,376,0.471,0.471,43,57,0.754,51,174,225,46,16,48,58,75,397,0,,kamanch01,2010-2011
Drew Gooden,29,MIL,PF,35,18,860,156,362,0.431,3,20,0.150,153,342,0.447,0.435,81,102,0.794,73,165,238,47,21,18,46,98,396,1,,goodedr01,2010-2011
Antonio McDyess,36,SAS,PF,73,16,1387,169,344,0.491,0,1,0.000,169,343,0.493,0.491,52,77,0.675,122,273,395,84,36,39,72,163,390,0,,mcdyean01,2010-2011
Gordon Hayward,20,UTA,SF,72,17,1218,142,293,0.485,35,74,0.473,107,219,0.489,0.544,69,97,0.711,41,98,139,81,30,19,70,106,388,0,,haywago01,2010-2011
DeShawn Stevenson,29,DAL,SG,72,54,1158,128,330,0.388,94,249,0.378,34,81,0.420,0.530,33,43,0.767,20,86,106,77,21,5,44,71,383,0,,stevede01,2010-2011
Brad Miller,34,HOU,C,60,5,1015,132,296,0.446,40,107,0.374,92,189,0.487,0.514,78,94,0.830,44,178,222,145,28,21,54,98,382,0,,millebr01,2010-2011
Vladimir Radmanović,30,GSW,PF,74,6,1169,137,318,0.431,70,173,0.405,67,145,0.462,0.541,30,34,0.882,64,148,212,79,44,44,57,157,374,0,,radmavl01,2010-2011
Ryan Hollins,26,CLE,C,70,16,1182,131,219,0.598,0,0,,131,219,0.598,0.598,111,163,0.681,70,116,186,26,22,42,67,199,373,0,,holliry01,2010-2011
Eddie House,32,MIA,SG,56,1,978,128,321,0.399,68,175,0.389,60,146,0.411,0.505,38,40,0.950,9,83,92,62,32,3,29,68,362,0,,houseed01,2010-2011
Jeff Teague,22,ATL,PG,70,7,963,133,304,0.438,18,48,0.375,115,256,0.449,0.467,77,97,0.794,11,91,102,138,45,25,64,82,361,0,,teaguje01,2010-2011
Zydrunas Ilgauskas,35,MIA,C,72,51,1145,162,319,0.508,0,1,0.000,162,318,0.509,0.508,36,46,0.783,108,179,287,26,23,58,52,185,360,0,,ilgauzy01,2010-2011
Keith Bogans,30,CHI,SG,82,82,1461,124,307,0.404,90,237,0.380,34,70,0.486,0.550,21,32,0.656,19,129,148,101,38,9,41,113,359,0,DPOY-19,boganke01,2010-2011
Nikola Peković,25,MIN,C,65,11,887,136,263,0.517,0,0,,136,263,0.517,0.517,87,114,0.763,90,103,193,27,18,35,91,181,359,0,,pekovni01,2010-2011
Matt Barnes,30,LAL,SF,53,0,1020,131,279,0.470,34,107,0.318,97,172,0.564,0.530,60,77,0.779,73,155,228,71,39,22,58,127,356,0,,barnema02,2010-2011
Yi Jianlian,23,WAS,PF,63,11,1112,145,347,0.418,3,13,0.231,142,334,0.425,0.422,62,91,0.681,79,169,248,25,27,32,51,115,355,0,,jianlyi01,2010-2011
Patty Mills,22,POR,PG,64,0,783,135,328,0.412,47,133,0.353,88,195,0.451,0.483,36,47,0.766,19,32,51,109,27,1,62,63,353,0,,millspa02,2010-2011
Zaza Pachulia,26,ATL,C,79,7,1244,107,232,0.461,0,0,,107,232,0.461,0.461,135,179,0.754,119,214,333,58,34,22,69,184,349,0,,pachuza01,2010-2011
Eric Maynor,23,OKC,PG,82,0,1200,134,333,0.402,37,96,0.385,97,237,0.409,0.458,43,59,0.729,25,96,121,238,35,6,77,96,348,0,,maynoer01,2010-2011
Trevor Booker,23,WAS,PF,65,14,1063,139,253,0.549,0,1,0.000,139,252,0.552,0.549,68,101,0.673,98,153,251,35,29,42,38,115,346,0,,booketr01,2010-2011
Marreese Speights,23,PHI,C,64,1,734,144,291,0.495,1,4,0.250,143,287,0.498,0.497,55,73,0.753,64,146,210,30,8,19,40,120,344,0,,speigma01,2010-2011
Earl Watson,31,UTA,PG,80,13,1567,126,307,0.410,36,107,0.336,90,200,0.450,0.469,55,82,0.671,52,130,182,278,61,17,116,146,343,0,,watsoea01,2010-2011
Shaquille O'Neal,38,BOS,C,37,36,752,134,201,0.667,0,0,,134,201,0.667,0.667,73,131,0.557,48,130,178,26,16,42,56,120,341,0,,onealsh01,2010-2011
Jason Smith,24,NOH,C,77,6,1102,136,307,0.443,0,2,0.000,136,305,0.446,0.443,59,70,0.843,89,152,241,36,26,32,53,150,331,0,,smithja02,2010-2011
Alonzo Gee,23,3TM,SG,56,34,1118,121,264,0.458,17,51,0.333,104,213,0.488,0.491,72,92,0.783,62,120,182,38,40,18,55,94,331,0,,geeal01,2010-2011
Alonzo Gee,23,SAS,SG,5,0,18,1,3,0.333,0,0,,1,3,0.333,0.333,0,0,,2,1,3,0,0,2,3,3,2,0,,geeal01,2010-2011
Alonzo Gee,23,WAS,SG,11,5,127,12,27,0.444,0,2,0.000,12,25,0.480,0.444,8,12,0.667,11,11,22,5,7,0,8,10,32,0,,geeal01,2010-2011
Alonzo Gee,23,CLE,SG,40,29,973,108,234,0.462,17,49,0.347,91,185,0.492,0.498,64,80,0.800,49,108,157,33,33,16,44,81,297,0,,geeal01,2010-2011
Nick Collison,30,OKC,C,71,2,1524,137,242,0.566,0,0,,137,242,0.566,0.566,55,73,0.753,119,197,316,69,42,31,55,210,329,0,,collini01,2010-2011
Patrick Patterson,21,HOU,PF,52,6,868,149,267,0.558,0,2,0.000,149,265,0.562,0.558,30,42,0.714,86,114,200,41,17,37,31,77,328,0,,pattepa01,2010-2011
Andrés Nocioni,31,PHI,SF,54,17,931,118,277,0.426,42,118,0.356,76,159,0.478,0.502,49,61,0.803,19,150,169,45,14,15,47,100,327,0,,nocioan01,2010-2011
Gary Forbes,25,DEN,SF,63,11,791,124,273,0.454,19,58,0.328,105,215,0.488,0.489,59,87,0.678,28,88,116,49,23,6,46,77,326,0,,forbega01,2010-2011
Chris Douglas-Roberts,24,MIL,SF,44,12,884,117,273,0.429,15,46,0.326,102,227,0.449,0.456,74,89,0.831,7,81,88,50,29,13,35,73,323,0,,douglch01,2010-2011
A.J. Price,24,IND,PG,50,0,795,114,320,0.356,41,149,0.275,73,171,0.427,0.420,54,81,0.667,16,56,72,111,29,1,53,61,323,0,,priceaj01,2010-2011
Manny Harris,21,CLE,SG,54,15,933,108,289,0.374,34,92,0.370,74,197,0.376,0.433,71,93,0.763,36,104,140,85,31,7,63,65,321,0,,harrima01,2010-2011
Brendan Haywood,31,DAL,C,72,8,1331,128,223,0.574,0,1,0.000,128,222,0.577,0.574,64,177,0.362,129,247,376,19,16,74,51,146,320,0,,haywobr01,2010-2011
Steve Blake,30,LAL,PG,79,0,1581,110,306,0.359,73,193,0.378,37,113,0.327,0.479,26,30,0.867,19,137,156,170,40,3,73,99,319,0,,blakest01,2010-2011
Carlos Arroyo,31,2TM,PG,64,43,1185,120,273,0.440,31,69,0.449,89,204,0.436,0.496,39,47,0.830,20,83,103,125,21,1,60,71,310,0,,arroyca01,2010-2011
Carlos Arroyo,31,MIA,PG,49,42,995,109,238,0.458,28,64,0.438,81,174,0.466,0.517,28,35,0.800,13,67,80,100,14,1,43,60,274,0,,arroyca01,2010-2011
Carlos Arroyo,31,BOS,PG,15,1,190,11,35,0.314,3,5,0.600,8,30,0.267,0.357,11,12,0.917,7,16,23,25,7,0,17,11,36,0,,arroyca01,2010-2011
Anthony Randolph,21,2TM,C,40,3,590,123,264,0.466,1,4,0.250,122,260,0.469,0.468,58,86,0.674,43,117,160,33,22,24,53,62,305,0,,randoan01,2010-2011
Anthony Randolph,21,NYK,PF,17,0,127,14,45,0.311,1,4,0.250,13,41,0.317,0.322,6,12,0.500,11,29,40,7,4,8,10,15,35,0,,randoan01,2010-2011
Anthony Randolph,21,MIN,C,23,3,463,109,219,0.498,0,0,,109,219,0.498,0.498,52,74,0.703,32,88,120,26,18,16,43,47,270,0,,randoan01,2010-2011
Christian Eyenga,21,CLE,SF,44,18,947,130,306,0.425,25,91,0.275,105,215,0.488,0.466,18,28,0.643,27,96,123,35,34,28,47,78,303,0,,eyengch01,2010-2011
Henry Walker,23,NYK,SG,61,1,784,104,236,0.441,59,153,0.386,45,83,0.542,0.566,31,44,0.705,16,106,122,34,21,6,37,81,298,0,,walkebi01,2010-2011
Andris Biedriņš,24,GSW,C,59,55,1397,142,266,0.534,0,0,,142,266,0.534,0.534,10,31,0.323,145,281,426,60,52,52,57,198,294,0,,biedran01,2010-2011
Samardo Samuels,22,CLE,PF,37,10,701,110,241,0.456,0,3,0.000,110,238,0.462,0.456,68,110,0.618,75,83,158,17,15,18,53,88,288,0,,samuesa01,2010-2011
Dahntay Jones,30,IND,SG,45,2,589,100,214,0.467,14,39,0.359,86,175,0.491,0.500,69,90,0.767,4,61,65,33,20,7,31,70,283,0,,jonesda02,2010-2011
Anderson Varejão,28,CLE,C,31,31,994,114,216,0.528,0,2,0.000,114,214,0.533,0.528,54,81,0.667,98,203,301,45,27,38,40,87,282,0,,varejan01,2010-2011
Peja Stojaković,33,3TM,SF,33,13,617,100,227,0.441,57,136,0.419,43,91,0.473,0.566,23,25,0.920,14,61,75,29,13,2,17,24,280,0,,stojape01,2010-2011
Peja Stojaković,33,NOH,SF,6,0,89,14,33,0.424,11,25,0.440,3,8,0.375,0.591,6,7,0.857,0,6,6,6,2,0,4,2,45,0,,stojape01,2010-2011
Peja Stojaković,33,TOR,SF,2,0,22,7,10,0.700,4,6,0.667,3,4,0.750,0.900,2,2,1.000,0,3,3,1,0,0,2,0,20,0,,stojape01,2010-2011
Peja Stojaković,33,DAL,SF,25,13,506,79,184,0.429,42,105,0.400,37,79,0.468,0.543,15,16,0.938,14,52,66,22,11,2,11,22,215,0,,stojape01,2010-2011
Jonny Flynn,21,MIN,PG,53,8,983,108,296,0.365,31,100,0.310,77,196,0.393,0.417,32,42,0.762,12,65,77,182,34,3,113,58,279,0,,flynnjo01,2010-2011
Tiago Splitter,26,SAS,C,60,6,738,101,191,0.529,0,1,0.000,101,190,0.532,0.529,76,140,0.543,72,129,201,26,29,17,32,91,278,0,,splitti01,2010-2011
Marcus Camby,36,POR,C,59,51,1540,117,294,0.398,0,1,0.000,117,293,0.399,0.398,43,70,0.614,182,424,606,121,40,92,62,140,277,0,,cambyma01,2010-2011
Johan Petro,25,NJN,C,77,1,893,129,290,0.445,0,4,0.000,129,286,0.451,0.445,15,28,0.536,62,150,212,44,34,34,46,178,273,0,,petrojo01,2010-2011
Josh Childress,27,PHO,SG,54,3,894,121,214,0.565,1,16,0.063,120,198,0.606,0.568,29,59,0.492,69,86,155,42,33,23,44,68,272,0,,childjo01,2010-2011
Marquis Daniels,30,BOS,SF,49,0,938,114,232,0.491,4,21,0.190,110,211,0.521,0.500,39,57,0.684,24,89,113,64,39,22,38,63,271,0,,daniema01,2010-2011
James Johnson,23,2TM,SF,38,25,822,108,237,0.456,8,34,0.235,100,203,0.493,0.473,47,71,0.662,37,105,142,89,33,37,64,95,271,0,,johnsja01,2010-2011
James Johnson,23,CHI,SF,13,0,123,17,41,0.415,2,9,0.222,15,32,0.469,0.439,6,13,0.462,6,18,24,14,8,9,18,25,42,0,,johnsja01,2010-2011
James Johnson,23,TOR,SF,25,25,699,91,196,0.464,6,25,0.240,85,171,0.497,0.480,41,58,0.707,31,87,118,75,25,28,46,70,229,0,,johnsja01,2010-2011
D.J. White,24,2TM,C,47,0,685,111,219,0.507,0,2,0.000,111,217,0.512,0.507,46,64,0.719,43,115,158,19,12,20,14,77,268,0,,whitedj01,2010-2011
D.J. White,24,OKC,PF,23,0,219,30,65,0.462,0,0,,30,65,0.462,0.462,5,10,0.500,12,40,52,4,6,8,7,31,65,0,,whitedj01,2010-2011
D.J. White,24,CHA,C,24,0,466,81,154,0.526,0,2,0.000,81,152,0.533,0.526,41,54,0.759,31,75,106,15,6,12,7,46,203,0,,whitedj01,2010-2011
Ronny Turiaf,28,NYK,C,64,21,1141,103,163,0.632,0,0,,103,163,0.632,0.632,61,98,0.622,64,143,207,92,35,73,41,160,267,0,,turiaro01,2010-2011
Sebastian Telfair,25,MIN,PG,37,8,711,97,241,0.402,28,78,0.359,69,163,0.423,0.461,44,60,0.733,17,37,54,111,25,3,64,64,266,0,,telfase01,2010-2011
Shelden Williams,27,2TM,PF,59,38,911,103,220,0.468,0,0,,103,220,0.468,0.468,58,75,0.773,93,180,273,32,23,26,43,126,264,0,,willish02,2010-2011
Shelden Williams,27,DEN,PF,42,32,713,82,181,0.453,0,0,,82,181,0.453,0.453,34,46,0.739,74,149,223,19,18,22,37,92,198,0,,willish02,2010-2011
Shelden Williams,27,NYK,PF,17,6,198,21,39,0.538,0,0,,21,39,0.538,0.538,24,29,0.828,19,31,50,13,5,4,6,34,66,0,,willish02,2010-2011
Larry Sanders,22,MIL,C,60,12,872,116,268,0.433,0,0,,116,268,0.433,0.433,28,50,0.560,59,119,178,16,22,72,38,117,260,0,,sandela01,2010-2011
Craig Smith,27,LAC,PF,48,0,586,104,188,0.553,0,5,0.000,104,183,0.568,0.553,50,68,0.735,43,74,117,31,16,7,33,84,258,0,,smithcr01,2010-2011
Eugene Jeter,27,SAC,PG,62,1,858,106,259,0.409,6,30,0.200,100,229,0.437,0.421,37,41,0.902,9,61,70,162,29,2,51,54,255,0,,jetereu01,2010-2011
Jamario Moon,30,2TM,SF,59,20,1042,101,248,0.407,38,123,0.309,63,125,0.504,0.484,15,17,0.882,23,142,165,52,28,33,22,65,255,0,,moonja01,2010-2011
Jamario Moon,30,CLE,SF,40,13,764,76,189,0.402,27,95,0.284,49,94,0.521,0.474,10,11,0.909,14,104,118,45,25,27,17,39,189,0,,moonja01,2010-2011
Jamario Moon,30,LAC,SF,19,7,278,25,59,0.424,11,28,0.393,14,31,0.452,0.517,5,6,0.833,9,38,47,7,3,6,5,26,66,0,,moonja01,2010-2011
Chris Andersen,32,DEN,C,45,0,732,82,137,0.599,0,1,0.000,82,136,0.603,0.599,86,135,0.637,75,144,219,20,23,58,25,79,250,0,,anderch01,2010-2011
Quentin Richardson,30,ORL,SF,57,19,955,87,255,0.341,42,146,0.288,45,109,0.413,0.424,33,44,0.750,39,139,178,38,25,5,33,74,249,0,,richaqu01,2010-2011
Greivis Vásquez,24,MEM,PG,70,1,860,95,233,0.408,25,86,0.291,70,147,0.476,0.461,34,44,0.773,12,61,73,151,22,4,70,83,249,0,,vasqugr01,2010-2011
James Posey,34,IND,SF,49,0,839,81,241,0.336,67,212,0.316,14,29,0.483,0.475,11,15,0.733,10,137,147,34,24,6,24,103,240,0,,poseyja01,2010-2011
Daequan Cook,23,OKC,SG,43,0,598,79,181,0.436,65,154,0.422,14,27,0.519,0.616,16,20,0.800,8,64,72,20,14,1,17,51,239,0,,cookda02,2010-2011
Jason Maxiell,27,DET,PF,57,14,930,93,189,0.492,0,0,,93,189,0.492,0.492,51,99,0.515,66,107,173,17,24,21,44,92,237,0,,maxieja01,2010-2011
Rodrigue Beaubois,22,DAL,PG,28,26,496,94,223,0.422,25,83,0.301,69,140,0.493,0.478,23,30,0.767,7,45,52,64,20,8,47,76,236,0,,beaubro01,2010-2011
Ekpe Udoh,23,GSW,C,58,18,1030,97,222,0.437,0,0,,97,222,0.437,0.437,42,64,0.656,80,101,181,40,22,86,48,144,236,0,,udohek01,2010-2011
Matt Carroll,30,CHA,SG,54,1,582,89,199,0.447,17,46,0.370,72,153,0.471,0.490,40,52,0.769,12,56,68,23,17,6,23,43,235,0,,carroma01,2010-2011
Ömer Aşık,24,CHI,C,82,0,989,78,141,0.553,0,0,,78,141,0.553,0.553,73,145,0.503,112,194,306,32,20,56,64,153,229,0,,asikom01,2010-2011
Mike Miller,30,MIA,SG,41,2,838,81,202,0.401,43,118,0.364,38,84,0.452,0.507,23,34,0.676,38,146,184,51,20,2,41,88,228,0,,millemi01,2010-2011
Josh Powell,28,ATL,PF,54,0,653,94,208,0.452,0,1,0.000,94,207,0.454,0.452,36,45,0.800,49,86,135,22,5,5,53,78,224,0,,poweljo01,2010-2011
T.J. Ford,27,IND,PG,41,3,773,91,236,0.386,6,32,0.188,85,204,0.417,0.398,35,48,0.729,17,64,81,141,35,8,63,69,223,0,,fordtj01,2010-2011
Jermaine Taylor,24,2TM,SG,34,8,483,94,196,0.480,14,45,0.311,80,151,0.530,0.515,21,28,0.750,26,36,62,32,14,5,46,39,223,0,,tayloje02,2010-2011
Jermaine Taylor,24,HOU,SG,8,0,77,16,32,0.500,2,5,0.400,14,27,0.519,0.531,5,6,0.833,1,8,9,2,2,2,6,4,39,0,,tayloje02,2010-2011
Jermaine Taylor,24,SAC,SG,26,8,406,78,164,0.476,12,40,0.300,66,124,0.532,0.512,16,22,0.727,25,28,53,30,12,3,40,35,184,0,,tayloje02,2010-2011
Rasual Butler,31,2TM,SG,47,2,770,79,237,0.333,46,136,0.338,33,101,0.327,0.430,18,27,0.667,10,67,77,27,8,15,24,37,222,0,,butlera01,2010-2011
Rasual Butler,31,LAC,SG,41,2,744,73,226,0.323,42,129,0.326,31,97,0.320,0.416,18,27,0.667,10,66,76,27,8,15,22,34,206,0,,butlera01,2010-2011
Rasual Butler,31,CHI,SG,6,0,26,6,11,0.545,4,7,0.571,2,4,0.500,0.727,0,0,,0,1,1,0,0,0,2,3,16,0,,butlera01,2010-2011
Acie Law,26,2TM,PG,51,0,726,81,186,0.435,6,36,0.167,75,150,0.500,0.452,47,64,0.734,12,51,63,84,32,0,43,61,215,0,,lawac01,2010-2011
Acie Law,26,MEM,PG,11,0,94,3,19,0.158,0,6,0.000,3,13,0.231,0.158,6,10,0.600,3,8,11,14,4,0,10,10,12,0,,lawac01,2010-2011
Acie Law,26,GSW,PG,40,0,632,78,167,0.467,6,30,0.200,72,137,0.526,0.485,41,54,0.759,9,43,52,70,28,0,33,51,203,0,,lawac01,2010-2011
Kurt Thomas,38,CHI,PF,52,37,1178,95,186,0.511,1,1,1.000,94,185,0.508,0.513,20,32,0.625,75,226,301,60,32,42,42,164,211,0,,thomaku01,2010-2011
Cartier Martin,26,WAS,SF,52,1,542,71,182,0.390,39,99,0.394,32,83,0.386,0.497,28,40,0.700,20,54,74,18,18,6,16,52,209,0,,martica01,2010-2011
Ike Diogu,27,LAC,PF,36,0,470,83,148,0.561,0,0,,83,148,0.561,0.561,41,62,0.661,41,74,115,2,3,3,22,72,207,0,,dioguik01,2010-2011
Joey Graham,28,CLE,SF,39,8,586,82,179,0.458,9,30,0.300,73,149,0.490,0.483,29,36,0.806,8,76,84,18,6,7,28,73,202,0,,grahajo01,2010-2011
Lou Amundson,28,GSW,PF,46,7,691,83,183,0.454,0,0,,83,183,0.454,0.454,34,87,0.391,81,104,185,17,14,33,24,87,200,0,,amundlo01,2010-2011
Luther Head,28,SAC,PG,36,14,586,68,164,0.415,25,64,0.391,43,100,0.430,0.491,39,50,0.780,16,44,60,70,10,9,32,43,200,0,,headlu01,2010-2011
Stephen Graham,28,NJN,SG,59,28,959,81,200,0.405,5,21,0.238,76,179,0.425,0.418,31,38,0.816,17,106,123,40,14,1,38,106,198,0,,grahast01,2010-2011
Ronnie Price,27,UTA,SG,59,0,717,74,210,0.352,20,69,0.290,54,141,0.383,0.400,29,39,0.744,22,39,61,56,42,5,55,106,197,0,,pricero01,2010-2011
Brian Cook,30,LAC,PF,40,0,447,72,170,0.424,34,79,0.430,38,91,0.418,0.524,15,24,0.625,19,77,96,15,12,11,25,75,193,0,,cookbr01,2010-2011
Luke Harangody,23,2TM,PF,49,0,640,79,206,0.383,16,66,0.242,63,140,0.450,0.422,19,26,0.731,40,103,143,30,15,17,16,80,193,0,,haranlu01,2010-2011
Luke Harangody,23,BOS,PF,28,0,241,28,71,0.394,2,10,0.200,26,61,0.426,0.408,5,8,0.625,17,38,55,10,4,7,5,36,63,0,,haranlu01,2010-2011
Luke Harangody,23,CLE,PF,21,0,399,51,135,0.378,14,56,0.250,37,79,0.468,0.430,14,18,0.778,23,65,88,20,11,10,11,44,130,0,,haranlu01,2010-2011
Quincy Pondexter,22,NOH,SF,66,6,734,73,180,0.406,18,50,0.360,55,130,0.423,0.456,24,34,0.706,23,65,88,28,17,10,16,63,188,0,,pondequ01,2010-2011
Julian Wright,23,TOR,SF,52,6,766,82,160,0.513,2,10,0.200,80,150,0.533,0.519,22,43,0.512,47,71,118,58,39,20,43,45,188,0,,wrighju01,2010-2011
Jeff Foster,34,IND,C,56,3,940,80,167,0.479,0,3,0.000,80,164,0.488,0.479,27,48,0.563,160,190,350,46,24,31,26,127,187,0,,fosteje01,2010-2011
Darnell Jackson,25,SAC,PF,59,2,486,77,158,0.487,3,11,0.273,74,147,0.503,0.497,30,49,0.612,49,45,94,14,12,3,23,61,187,0,,jacksda01,2010-2011
Derrick Brown,23,2TM,SF,49,1,576,74,131,0.565,5,10,0.500,69,121,0.570,0.584,32,60,0.533,41,58,99,33,20,10,35,59,185,0,,brownde04,2010-2011
Derrick Brown,23,CHA,SF,41,1,488,62,113,0.549,2,6,0.333,60,107,0.561,0.558,25,47,0.532,32,52,84,29,16,8,28,48,151,0,,brownde04,2010-2011
Derrick Brown,23,NYK,SF,8,0,88,12,18,0.667,3,4,0.750,9,14,0.643,0.750,7,13,0.538,9,6,15,4,4,2,7,11,34,0,,brownde04,2010-2011
Von Wafer,25,BOS,SG,58,2,553,67,159,0.421,18,67,0.269,49,92,0.533,0.478,32,38,0.842,7,42,49,35,18,5,20,39,184,0,,wafervo01,2010-2011
Damien Wilkins,31,ATL,SF,52,0,676,69,137,0.504,2,10,0.200,67,127,0.528,0.511,40,56,0.714,23,67,90,41,27,9,21,72,180,0,,wilkida02,2010-2011
Jeremy Evans,23,UTA,SF,49,3,463,76,115,0.661,0,1,0.000,76,114,0.667,0.661,26,37,0.703,36,61,97,24,17,17,19,50,178,0,,evansje01,2010-2011
Dominic McGuire,25,CHA,SF,52,8,760,72,182,0.396,0,2,0.000,72,180,0.400,0.396,30,39,0.769,63,136,199,43,10,33,25,94,174,0,,mcguido01,2010-2011
Kendrick Perkins,26,2TM,C,29,24,742,67,130,0.515,0,0,,67,130,0.515,0.515,40,72,0.556,62,170,232,26,9,26,56,91,174,0,,perkike01,2010-2011
Kendrick Perkins,26,BOS,C,12,7,313,32,59,0.542,0,0,,32,59,0.542,0.542,23,40,0.575,23,74,97,10,2,10,25,37,87,0,,perkike01,2010-2011
Kendrick Perkins,26,OKC,C,17,17,429,35,71,0.493,0,0,,35,71,0.493,0.493,17,32,0.531,39,96,135,16,7,16,31,54,87,0,,perkike01,2010-2011
Ian Mahinmi,24,DAL,C,56,0,488,55,98,0.561,0,2,0.000,55,96,0.573,0.561,63,82,0.768,43,77,120,8,14,15,25,105,173,0,,mahinia01,2010-2011
Xavier Henry,19,MEM,SG,38,16,527,65,160,0.406,2,17,0.118,63,143,0.441,0.413,33,52,0.635,9,28,37,18,11,3,13,48,165,0,,henryxa01,2010-2011
Semih Erden,24,2TM,C,41,8,595,62,111,0.559,0,0,,62,111,0.559,0.559,39,60,0.650,37,81,118,20,15,24,34,104,163,0,,erdense01,2010-2011
Semih Erden,24,BOS,C,37,7,531,58,97,0.598,0,0,,58,97,0.598,0.598,34,54,0.630,31,76,107,19,13,21,32,92,150,0,,erdense01,2010-2011
Semih Erden,24,CLE,C,4,1,64,4,14,0.286,0,0,,4,14,0.286,0.286,5,6,0.833,6,5,11,1,2,3,2,12,13,0,,erdense01,2010-2011
Timofey Mozgov,24,2TM,C,45,14,524,63,133,0.474,0,0,,63,133,0.474,0.474,37,52,0.712,46,75,121,15,15,25,35,84,163,0,,mozgoti01,2010-2011
Timofey Mozgov,24,NYK,C,34,14,458,52,112,0.464,0,0,,52,112,0.464,0.464,31,44,0.705,41,63,104,15,14,23,32,76,135,0,,mozgoti01,2010-2011
Timofey Mozgov,24,DEN,C,11,0,66,11,21,0.524,0,0,,11,21,0.524,0.524,6,8,0.750,5,12,17,0,1,2,3,8,28,0,,mozgoti01,2010-2011
Earl Clark,23,2TM,SF,42,0,464,68,158,0.430,0,5,0.000,68,153,0.444,0.430,27,47,0.574,37,64,101,9,8,18,28,45,163,0,,clarkea01,2010-2011
Earl Clark,23,PHO,SF,9,0,72,12,31,0.387,0,0,,12,31,0.387,0.387,5,10,0.500,4,13,17,4,1,3,2,6,29,0,,clarkea01,2010-2011
Earl Clark,23,ORL,SF,33,0,392,56,127,0.441,0,5,0.000,56,122,0.459,0.441,22,37,0.595,33,51,84,5,7,15,26,39,134,0,,clarkea01,2010-2011
Lazar Hayward,24,MIN,SF,42,0,419,55,154,0.357,17,60,0.283,38,94,0.404,0.412,33,42,0.786,23,47,70,28,12,7,19,44,160,0,,haywala01,2010-2011
Kosta Koufos,21,2TM,C,50,2,434,68,150,0.453,0,2,0.000,68,148,0.459,0.453,24,43,0.558,57,73,130,7,10,25,31,59,160,0,,koufoko01,2010-2011
