Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards,Player-additional,Year
Robert Traylor,27,CLE,C,74,6,1327,177,399,0.444,0,8,0.000,177,391,0.453,0.444,55,102,0.539,136,196,332,61,54,50,73,215,409,0,,traylro01,2004-2005
James Posey,28,MEM,SF,50,18,1382,127,356,0.357,55,178,0.309,72,178,0.404,0.434,96,111,0.865,45,174,219,88,48,23,69,134,405,0,,poseyja01,2004-2005
Jason Collier,27,ATL,C,70,44,942,174,376,0.463,6,14,0.429,168,362,0.464,0.471,48,71,0.676,84,100,184,18,15,13,63,147,402,0,,collija02,2004-2005
Kareem Rush,24,2TM,SG,48,22,968,157,406,0.387,51,137,0.372,106,269,0.394,0.450,37,48,0.771,20,69,89,68,20,7,47,74,402,0,,rushka01,2004-2005
Kareem Rush,24,LAL,SG,14,0,91,4,20,0.200,2,10,0.200,2,10,0.200,0.250,2,2,1.000,3,7,10,3,2,1,3,7,12,0,,rushka01,2004-2005
Kareem Rush,24,CHA,SG,34,22,877,153,386,0.396,49,127,0.386,104,259,0.402,0.460,35,46,0.761,17,62,79,65,18,6,44,67,390,0,,rushka01,2004-2005
Quinton Ross,23,LAC,SG,78,19,1659,161,373,0.432,1,4,0.250,160,369,0.434,0.433,74,110,0.673,59,151,210,109,51,22,54,165,397,0,,rossqu01,2004-2005
Eddie House,26,3TM,SG,68,7,891,165,366,0.451,44,97,0.454,121,269,0.450,0.511,23,27,0.852,16,67,83,96,44,6,35,65,397,0,,houseed01,2004-2005
Eddie House,26,CHA,SG,13,5,300,61,135,0.452,12,29,0.414,49,106,0.462,0.496,10,13,0.769,2,17,19,24,24,3,13,23,144,0,,houseed01,2004-2005
Eddie House,26,MIL,SG,5,0,41,6,17,0.353,4,6,0.667,2,11,0.182,0.471,0,0,,0,3,3,5,2,0,0,3,16,0,,houseed01,2004-2005
Eddie House,26,SAC,PG,50,2,550,98,214,0.458,28,62,0.452,70,152,0.461,0.523,13,14,0.929,14,47,61,67,18,3,22,39,237,0,,houseed01,2004-2005
Mikki Moore,29,LAC,PF,74,4,1178,144,287,0.502,1,5,0.200,143,282,0.507,0.503,107,136,0.787,97,149,246,47,19,32,63,173,396,0,,mooremi01,2004-2005
Jerome James,29,SEA,C,80,80,1330,174,342,0.509,0,2,0.000,174,340,0.512,0.509,47,65,0.723,81,160,241,19,23,111,88,279,395,0,,jamesje01,2004-2005
Tony Battie,28,ORL,C,81,32,1894,163,354,0.460,0,6,0.000,163,348,0.468,0.460,68,94,0.723,109,343,452,42,30,81,81,244,394,0,,battito01,2004-2005
Reggie Evans,24,SEA,PF,79,79,1881,131,275,0.476,0,2,0.000,131,273,0.480,0.476,125,234,0.534,254,482,736,58,58,15,104,202,387,0,,evansre01,2004-2005
Keyon Dooling,24,MIA,PG,74,0,1184,139,345,0.403,19,75,0.253,120,270,0.444,0.430,85,109,0.780,11,79,90,132,39,11,65,120,382,0,,doolike01,2004-2005
Jacque Vaughn,29,NJN,SG,71,34,1410,146,325,0.449,5,15,0.333,141,310,0.455,0.457,76,91,0.835,17,90,107,135,41,1,62,138,373,0,,vaughja01,2004-2005
Marcus Banks,23,BOS,PG,81,2,1145,115,286,0.402,21,59,0.356,94,227,0.414,0.439,121,163,0.742,29,97,126,155,63,13,79,146,372,0,,banksma01,2004-2005
James Jones,24,IND,SF,75,24,1330,126,318,0.396,66,166,0.398,60,152,0.395,0.500,53,62,0.855,39,135,174,57,31,28,43,123,371,0,,jonesja02,2004-2005
Lamond Murray,31,TOR,SF,62,1,918,132,310,0.426,46,105,0.438,86,205,0.420,0.500,61,80,0.763,44,120,164,47,32,16,54,85,371,0,,murrala01,2004-2005
Michael Olowokandi,29,MIN,C,62,34,1215,161,353,0.456,0,0,,161,353,0.456,0.456,46,69,0.667,106,218,324,29,15,56,68,193,368,0,,olowomi01,2004-2005
Jerome Williams,31,NYK,SF,79,4,1211,122,243,0.502,0,5,0.000,122,238,0.513,0.502,115,172,0.669,115,168,283,41,55,10,65,155,359,0,,willije01,2004-2005
Eduardo Nájera,28,2TM,PF,68,4,1185,145,322,0.450,6,21,0.286,139,301,0.462,0.460,58,91,0.637,102,141,243,65,41,24,61,148,354,0,,najered01,2004-2005
Eduardo Nájera,28,GSW,PF,42,4,610,70,172,0.407,6,15,0.400,64,157,0.408,0.424,29,45,0.644,53,65,118,37,18,10,32,71,175,0,,najered01,2004-2005
Eduardo Nájera,28,DEN,PF,26,0,575,75,150,0.500,0,6,0.000,75,144,0.521,0.500,29,46,0.630,49,76,125,28,23,14,29,77,179,0,,najered01,2004-2005
Adonal Foyle,29,GSW,C,78,50,1700,156,311,0.502,0,0,,156,311,0.502,0.502,40,72,0.556,165,264,429,56,26,159,58,201,352,0,,foylead01,2004-2005
Steven Hunter,23,PHO,C,76,3,1046,135,220,0.614,0,1,0.000,135,219,0.616,0.614,78,163,0.479,98,129,227,13,4,102,44,131,348,0,,huntest01,2004-2005
Ronald Murray,25,SEA,SG,49,6,883,131,363,0.361,24,95,0.253,107,268,0.399,0.394,59,80,0.738,15,83,98,65,30,11,57,59,345,0,,murraro01,2004-2005
Doug Christie,34,2TM,SG,52,44,1525,130,332,0.392,15,62,0.242,115,270,0.426,0.414,70,78,0.897,38,139,177,199,80,18,104,106,345,0,,chrisdo01,2004-2005
Doug Christie,34,SAC,SG,31,31,996,83,204,0.407,10,39,0.256,73,165,0.442,0.431,50,56,0.893,29,94,123,153,43,13,68,61,226,0,,chrisdo01,2004-2005
Doug Christie,34,ORL,SG,21,13,529,47,128,0.367,5,23,0.217,42,105,0.400,0.387,20,22,0.909,9,45,54,46,37,5,36,45,119,0,,chrisdo01,2004-2005
Željko Rebrača,32,LAC,C,58,2,928,133,234,0.568,0,0,,133,234,0.568,0.568,73,85,0.859,49,135,184,26,13,40,49,130,339,0,,rebraze01,2004-2005
Brian Scalabrine,26,NJN,PF,54,14,1167,132,332,0.398,22,68,0.324,110,264,0.417,0.431,53,69,0.768,83,161,244,88,34,18,66,111,339,0,,scalabr01,2004-2005
Kirk Snyder,21,UTA,SG,68,7,906,122,328,0.372,30,85,0.353,92,243,0.379,0.418,64,96,0.667,50,71,121,36,26,19,58,116,338,0,,snydeki01,2004-2005
Marcus Fizer,26,MIL,PF,54,0,903,133,292,0.455,0,6,0.000,133,286,0.465,0.455,70,103,0.680,29,146,175,64,25,13,63,96,336,0,,fizerma01,2004-2005
Tierre Brown,25,LAL,PG,76,0,1066,124,348,0.356,26,72,0.361,98,276,0.355,0.394,59,75,0.787,21,72,93,155,32,1,74,59,333,0,,brownti01,2004-2005
Etan Thomas,26,WAS,C,47,10,976,128,255,0.502,0,0,,128,255,0.502,0.502,76,144,0.528,85,159,244,20,17,51,50,133,332,0,,thomaet01,2004-2005
Pat Garrity,28,ORL,PF,71,0,955,123,306,0.402,49,147,0.333,74,159,0.465,0.482,29,33,0.879,21,103,124,30,19,9,30,107,324,0,,garripa01,2004-2005
Eric Piatkowski,34,CHI,SG,68,11,841,111,258,0.430,57,134,0.425,54,124,0.435,0.541,45,56,0.804,15,64,79,51,29,1,37,67,324,0,,piatker01,2004-2005
Dikembe Mutombo,38,HOU,C,80,2,1212,108,217,0.498,0,0,,108,217,0.498,0.498,106,143,0.741,150,276,426,10,16,101,51,135,322,0,,mutomdi01,2004-2005
Eric Snow,31,CLE,SG,81,15,1844,125,327,0.382,13,45,0.289,112,282,0.397,0.402,59,80,0.738,37,118,155,317,67,16,89,189,322,0,,snower01,2004-2005
Michael Doleac,27,MIA,C,80,8,1175,148,331,0.447,0,2,0.000,148,329,0.450,0.447,25,41,0.610,74,185,259,47,23,22,36,160,321,0,,doleami01,2004-2005
Travis Outlaw,20,POR,SF,59,2,793,133,267,0.498,4,10,0.400,129,257,0.502,0.506,49,75,0.653,40,81,121,35,30,40,39,77,319,0,,outlatr01,2004-2005
Boris Diaw,22,ATL,SG,66,25,1201,124,294,0.422,9,50,0.180,115,244,0.471,0.437,57,77,0.740,54,116,170,149,37,18,87,123,314,0,,diawbo01,2004-2005
Sasha Pavlović,21,CLE,SG,65,9,862,120,276,0.435,30,78,0.385,90,198,0.455,0.489,44,64,0.688,15,56,71,49,29,4,47,121,314,0,,pavloal01,2004-2005
Steve Smith,35,2TM,SG,50,1,750,102,248,0.411,41,105,0.390,61,143,0.427,0.494,69,80,0.863,15,50,65,71,14,7,27,82,314,0,,smithst01,2004-2005
Steve Smith,35,CHA,SG,37,1,636,93,218,0.427,38,90,0.422,55,128,0.430,0.514,67,77,0.870,13,36,49,57,12,7,24,74,291,0,,smithst01,2004-2005
Steve Smith,35,MIA,SG,13,0,114,9,30,0.300,3,15,0.200,6,15,0.400,0.350,2,3,0.667,2,14,16,14,2,0,3,8,23,0,,smithst01,2004-2005
Lucious Harris,34,CLE,SG,73,4,1128,118,299,0.395,21,65,0.323,97,234,0.415,0.430,56,69,0.812,39,82,121,49,27,6,29,68,313,0,,harrilu01,2004-2005
Bryon Russell,34,DEN,SF,70,2,1026,95,252,0.377,56,149,0.376,39,103,0.379,0.488,61,77,0.792,50,122,172,72,44,11,35,130,307,0,,russebr01,2004-2005
Theo Ratliff,31,POR,C,63,45,1731,115,257,0.447,0,0,,115,257,0.447,0.447,74,107,0.692,111,220,331,34,23,158,56,183,304,0,,ratlith01,2004-2005
Bobby Jackson,31,SAC,SG,25,0,536,109,255,0.427,33,96,0.344,76,159,0.478,0.492,50,58,0.862,23,62,85,59,14,2,28,58,301,0,,jacksbo01,2004-2005
Erick Strickland,31,MIL,SG,62,5,1014,114,304,0.375,21,83,0.253,93,221,0.421,0.410,52,64,0.813,11,92,103,115,30,1,64,103,301,0,,stricer01,2004-2005
Toni Kukoč,36,MIL,SF,53,6,1099,105,256,0.410,42,116,0.362,63,140,0.450,0.492,44,61,0.721,31,129,160,160,39,13,64,70,296,0,,kukocto01,2004-2005
Rodney White,24,2TM,SF,58,2,677,121,289,0.419,24,60,0.400,97,229,0.424,0.460,27,44,0.614,24,65,89,44,32,11,37,64,293,0,,whitero02,2004-2005
Rodney White,24,DEN,SF,42,2,531,98,227,0.432,19,44,0.432,79,183,0.432,0.474,21,34,0.618,20,54,74,36,30,10,27,51,236,0,,whitero02,2004-2005
Rodney White,24,GSW,SF,16,0,146,23,62,0.371,5,16,0.313,18,46,0.391,0.411,6,10,0.600,4,11,15,8,2,1,10,13,57,0,,whitero02,2004-2005
Kwame Brown,22,WAS,PF,42,14,908,109,237,0.460,0,0,,109,237,0.460,0.460,74,129,0.574,72,134,206,39,25,15,67,112,292,0,,brownkw01,2004-2005
Lindsey Hunter,34,DET,SG,76,3,1144,108,302,0.358,23,84,0.274,85,218,0.390,0.396,46,58,0.793,38,85,123,130,68,13,68,125,285,0,,hunteli01,2004-2005
Dale Davis,35,2TM,C,61,28,1307,112,234,0.479,0,0,,112,234,0.479,0.479,60,99,0.606,152,223,375,47,32,65,43,162,284,0,,davisda01,2004-2005
Dale Davis,35,GSW,C,36,3,577,45,109,0.413,0,0,,45,109,0.413,0.413,22,38,0.579,61,92,153,23,13,32,20,79,112,0,,davisda01,2004-2005
Dale Davis,35,IND,C,25,25,730,67,125,0.536,0,0,,67,125,0.536,0.536,38,61,0.623,91,131,222,24,19,33,23,83,172,0,,davisda01,2004-2005
Alonzo Mourning,34,2TM,C,37,17,702,100,212,0.472,0,0,,100,212,0.472,0.472,82,141,0.582,53,145,198,18,8,74,57,82,282,0,,mournal01,2004-2005
Alonzo Mourning,34,NJN,PF,18,14,457,68,150,0.453,0,0,,68,150,0.453,0.453,51,86,0.593,31,96,127,14,5,41,45,50,187,0,,mournal01,2004-2005
Alonzo Mourning,34,MIA,C,19,3,245,32,62,0.516,0,0,,32,62,0.516,0.516,31,55,0.564,22,49,71,4,3,33,12,32,95,0,,mournal01,2004-2005
Kris Humphries,19,UTA,PF,67,4,873,116,287,0.404,2,6,0.333,114,281,0.406,0.408,44,101,0.436,73,124,197,43,25,18,52,96,278,0,,humphkr01,2004-2005
Scott Padgett,28,HOU,PF,66,0,942,98,233,0.421,50,126,0.397,48,107,0.449,0.528,29,40,0.725,47,138,185,55,33,10,30,119,275,0,,padgesc01,2004-2005
Alan Henderson,32,DAL,PF,78,10,1203,116,220,0.527,0,2,0.000,116,218,0.532,0.527,41,76,0.539,164,184,348,21,29,37,49,149,273,0,,hendeal01,2004-2005
Jamaal Magloire,26,NOH,C,23,22,703,98,227,0.432,0,0,,98,227,0.432,0.432,74,123,0.602,79,126,205,29,8,23,59,74,270,0,,magloja01,2004-2005
Eddie Gill,26,IND,PG,73,3,1021,81,242,0.335,36,117,0.308,45,125,0.360,0.409,71,81,0.877,16,96,112,83,59,5,60,105,269,0,,gilled01,2004-2005
Anfernee Hardaway,33,NYK,SF,37,0,894,110,260,0.423,15,50,0.300,95,210,0.452,0.452,34,46,0.739,19,70,89,74,28,3,50,79,269,0,,hardaan01,2004-2005
Anderson Varejão,22,CLE,PF,54,0,863,99,193,0.513,0,2,0.000,99,191,0.518,0.513,68,127,0.535,109,148,257,27,41,38,26,122,266,0,,varejan01,2004-2005
David Harrison,22,IND,C,43,14,760,106,184,0.576,0,0,,106,184,0.576,0.576,52,91,0.571,48,87,135,13,16,55,53,134,264,0,,harrida01,2004-2005
Wesley Person,33,2TM,SF,41,3,667,107,226,0.473,41,89,0.461,66,137,0.482,0.564,9,13,0.692,3,80,83,39,19,4,17,30,264,0,,persowe01,2004-2005
Wesley Person,33,MIA,SF,16,3,206,25,57,0.439,8,21,0.381,17,36,0.472,0.509,4,4,1.000,1,21,22,11,6,0,7,6,62,0,,persowe01,2004-2005
Wesley Person,33,DEN,SF,25,0,461,82,169,0.485,33,68,0.485,49,101,0.485,0.583,5,9,0.556,2,59,61,28,13,4,10,24,202,0,,persowe01,2004-2005
Darrell Armstrong,36,2TM,PG,66,16,988,89,277,0.321,28,111,0.252,61,166,0.367,0.372,58,68,0.853,35,80,115,178,45,8,67,92,264,0,,armstda01,2004-2005
Darrell Armstrong,36,NOH,PG,14,9,412,53,159,0.333,17,70,0.243,36,89,0.404,0.387,19,21,0.905,16,32,48,65,15,2,28,30,142,0,,armstda01,2004-2005
Darrell Armstrong,36,DAL,PG,52,7,576,36,118,0.305,11,41,0.268,25,77,0.325,0.352,39,47,0.830,19,48,67,113,30,6,39,62,122,0,,armstda01,2004-2005
Brian Grant,32,LAL,C,69,8,1136,103,209,0.493,0,0,,103,209,0.493,0.493,57,79,0.722,101,156,257,34,23,23,43,175,263,0,,grantbr01,2004-2005
Christian Laettner,35,MIA,PF,49,0,739,107,184,0.582,1,7,0.143,106,177,0.599,0.584,45,59,0.763,36,95,131,41,32,15,29,78,260,0,,laettch01,2004-2005
Walter McCarty,30,2TM,PF,72,0,906,95,235,0.404,55,155,0.355,40,80,0.500,0.521,15,29,0.517,29,109,138,37,25,15,36,144,260,0,,mccarwa01,2004-2005
Walter McCarty,30,BOS,PF,44,0,553,62,150,0.413,30,90,0.333,32,60,0.533,0.513,8,15,0.533,21,56,77,26,15,9,17,85,162,0,,mccarwa01,2004-2005
Walter McCarty,30,PHO,PF,28,0,353,33,85,0.388,25,65,0.385,8,20,0.400,0.535,7,14,0.500,8,53,61,11,10,6,19,59,98,0,,mccarwa01,2004-2005
Shandon Anderson,31,2TM,SF,66,5,1171,98,217,0.452,5,29,0.172,93,188,0.495,0.463,54,66,0.818,41,150,191,70,40,14,50,138,255,0,,andersh01,2004-2005
Shandon Anderson,31,NYK,SG,1,0,20,0,2,0.000,0,1,0.000,0,1,0.000,0.000,0,0,,1,0,1,0,0,0,1,2,0,0,,andersh01,2004-2005
Shandon Anderson,31,MIA,SF,65,5,1151,98,215,0.456,5,28,0.179,93,187,0.497,0.467,54,66,0.818,40,150,190,70,40,14,49,136,255,0,,andersh01,2004-2005
Calbert Cheaney,33,GSW,SG,55,5,951,113,265,0.426,0,3,0.000,113,262,0.431,0.426,24,37,0.649,32,92,124,64,17,15,35,95,250,0,,cheanca01,2004-2005
Francisco Elson,28,DEN,C,67,11,939,101,216,0.468,1,3,0.333,100,213,0.469,0.470,45,79,0.570,61,140,201,34,34,41,40,129,248,0,,elsonfr01,2004-2005
Tom Gugliotta,35,2TM,PF,47,9,966,99,241,0.411,8,26,0.308,91,215,0.423,0.427,33,43,0.767,56,135,191,68,41,17,57,104,239,0,,guglito01,2004-2005
Tom Gugliotta,35,BOS,PF,20,0,218,11,37,0.297,0,0,,11,37,0.297,0.297,4,6,0.667,15,28,43,12,9,4,9,23,26,0,,guglito01,2004-2005
Tom Gugliotta,35,ATL,PF,27,9,748,88,204,0.431,8,26,0.308,80,178,0.449,0.451,29,37,0.784,41,107,148,56,32,13,48,81,213,0,,guglito01,2004-2005
Žarko Čabarkapa,23,2TM,PF,40,0,475,86,177,0.486,13,36,0.361,73,141,0.518,0.523,53,65,0.815,35,67,102,25,10,5,30,59,238,0,,cabarza01,2004-2005
Žarko Čabarkapa,23,PHO,PF,3,0,11,4,7,0.571,0,0,,4,7,0.571,0.571,1,1,1.000,2,1,3,0,0,0,0,0,9,0,,cabarza01,2004-2005
Žarko Čabarkapa,23,GSW,PF,37,0,464,82,170,0.482,13,36,0.361,69,134,0.515,0.521,52,64,0.813,33,66,99,25,10,5,30,59,229,0,,cabarza01,2004-2005
Allan Houston,33,NYK,SG,20,11,532,85,205,0.415,31,80,0.388,54,125,0.432,0.490,36,43,0.837,4,19,23,42,8,2,21,40,237,0,,houstal01,2004-2005
John Salmons,25,PHI,SG,58,8,993,85,210,0.405,31,91,0.341,54,119,0.454,0.479,35,48,0.729,12,109,121,114,40,13,51,92,236,0,,salmojo01,2004-2005
Dahntay Jones,24,MEM,SG,52,7,649,83,190,0.437,23,60,0.383,60,130,0.462,0.497,44,64,0.688,11,58,69,21,13,11,29,81,233,0,,jonesda02,2004-2005
Brian Skinner,28,2TM,PF,49,23,941,104,205,0.507,0,1,0.000,104,204,0.510,0.507,25,70,0.357,107,173,280,43,31,49,40,102,233,0,,skinnbr01,2004-2005
Brian Skinner,28,PHI,PF,24,0,246,22,57,0.386,0,1,0.000,22,56,0.393,0.386,5,17,0.294,23,39,62,5,5,6,13,29,49,0,,skinnbr01,2004-2005
Brian Skinner,28,SAC,C,25,23,695,82,148,0.554,0,0,,82,148,0.554,0.554,20,53,0.377,84,134,218,38,26,43,27,73,184,0,,skinnbr01,2004-2005
Obinna Ekezie,29,ATL,C,42,31,732,79,182,0.434,0,1,0.000,79,181,0.436,0.434,72,93,0.774,69,110,179,11,22,12,45,129,230,0,,ekeziob01,2004-2005
Matt Carroll,24,CHA,SG,25,0,430,70,180,0.389,13,39,0.333,57,141,0.404,0.425,71,83,0.855,13,47,60,17,17,2,25,37,224,0,,carroma01,2004-2005
Shaun Livingston,19,LAC,PG,30,15,814,89,215,0.414,0,2,0.000,89,213,0.418,0.414,44,59,0.746,22,67,89,151,32,11,75,82,222,0,,livinsh01,2004-2005
Royal Ivey,23,ATL,PG,62,5,809,85,198,0.429,3,9,0.333,82,189,0.434,0.437,47,67,0.701,19,65,84,103,39,7,58,140,220,0,,iveyro01,2004-2005
Zoran Planinić,22,NJN,PG,43,8,515,78,174,0.448,15,40,0.375,63,134,0.470,0.491,46,66,0.697,19,50,69,44,25,0,41,76,217,0,,planizo01,2004-2005
Jarron Collins,26,UTA,C,50,38,961,65,157,0.414,0,1,0.000,65,156,0.417,0.414,83,119,0.697,57,107,164,61,11,6,34,146,213,0,,collija03,2004-2005
Jackson Vroman,23,2TM,C,46,18,705,82,199,0.412,0,3,0.000,82,196,0.418,0.412,48,75,0.640,64,111,175,40,25,19,64,105,212,0,,vromaja01,2004-2005
Jackson Vroman,23,PHO,PF,10,1,57,6,16,0.375,0,0,,6,16,0.375,0.375,4,7,0.571,5,8,13,7,3,2,7,11,16,0,,vromaja01,2004-2005
Jackson Vroman,23,NOH,C,36,17,648,76,183,0.415,0,3,0.000,76,180,0.422,0.415,44,68,0.647,59,103,162,33,22,17,57,94,196,0,,vromaja01,2004-2005
Shawn Bradley,32,DAL,C,77,14,885,84,186,0.452,0,0,,84,186,0.452,0.452,43,63,0.683,70,144,214,15,25,63,33,153,211,0,,bradlsh01,2004-2005
Jannero Pargo,25,CHI,PG,32,0,453,82,213,0.385,23,66,0.348,59,147,0.401,0.439,17,23,0.739,12,35,47,76,16,1,45,53,204,0,,pargoja01,2004-2005
Kenny Anderson,34,2TM,PG,43,20,743,85,201,0.423,6,13,0.462,79,188,0.420,0.438,27,37,0.730,24,64,88,103,33,0,49,87,203,0,,anderke01,2004-2005
Kenny Anderson,34,ATL,PG,39,20,717,81,190,0.426,6,13,0.462,75,177,0.424,0.442,27,37,0.730,23,60,83,98,33,0,46,81,195,0,,anderke01,2004-2005
Kenny Anderson,34,LAC,PG,4,0,26,4,11,0.364,0,0,,4,11,0.364,0.364,0,0,,1,4,5,5,0,0,3,6,8,0,,anderke01,2004-2005
Curtis Borchardt,24,UTA,C,67,23,859,74,172,0.430,0,0,,74,172,0.430,0.430,52,71,0.732,86,138,224,49,10,32,52,160,200,0,,borchcu01,2004-2005
Luke Walton,24,LAL,SF,61,5,768,74,180,0.411,16,61,0.262,58,119,0.487,0.456,34,48,0.708,55,87,142,93,26,11,58,70,198,0,,waltolu01,2004-2005
Rafael Araújo,24,TOR,C,59,41,736,76,175,0.434,1,3,0.333,75,172,0.436,0.437,43,55,0.782,59,126,185,16,21,8,52,157,196,0,,araujra01,2004-2005
Tony Massenburg,37,SAS,PF,61,6,699,74,182,0.407,0,0,,74,182,0.407,0.407,48,63,0.762,54,109,163,14,18,20,40,122,196,0,,masseto01,2004-2005
Malik Allen,26,2TM,PF,36,1,519,84,177,0.475,0,0,,84,177,0.475,0.475,26,28,0.929,40,59,99,18,9,22,18,53,194,0,,allenma01,2004-2005
Malik Allen,26,MIA,PF,14,0,248,35,76,0.461,0,0,,35,76,0.461,0.461,13,14,0.929,24,28,52,11,4,11,11,29,83,0,,allenma01,2004-2005
Malik Allen,26,CHA,PF,22,1,271,49,101,0.485,0,0,,49,101,0.485,0.485,13,14,0.929,16,31,47,7,5,11,7,24,111,0,,allenma01,2004-2005
Stacey Augmon,36,ORL,SF,55,7,663,68,167,0.407,0,0,,68,167,0.407,0.407,57,77,0.740,45,54,99,36,23,8,31,83,193,0,,augmost01,2004-2005
Steve Blake,24,WAS,PG,44,1,648,61,186,0.328,36,93,0.387,25,93,0.269,0.425,33,41,0.805,18,53,71,69,13,0,39,47,191,0,,blakest01,2004-2005
Scot Pollard,29,IND,C,49,17,865,79,167,0.473,0,0,,79,167,0.473,0.473,33,49,0.673,85,120,205,18,30,24,31,123,191,0,,pollasc01,2004-2005
David West,24,NOH,SF,30,8,552,75,172,0.436,2,5,0.400,73,167,0.437,0.442,34,50,0.680,40,89,129,23,12,16,37,62,186,0,,westda01,2004-2005
Damien Wilkins,25,SEA,SF,29,7,520,73,168,0.435,16,59,0.271,57,109,0.523,0.482,21,34,0.618,29,37,66,26,22,10,16,55,183,0,,wilkida02,2004-2005
Anthony Carter,29,MIN,PG,66,12,742,72,177,0.407,2,17,0.118,70,160,0.438,0.412,35,51,0.686,12,57,69,161,35,18,62,88,181,0,,cartean01,2004-2005
Loren Woods,26,TOR,C,45,30,712,71,164,0.433,0,1,0.000,71,163,0.436,0.433,34,59,0.576,81,139,220,17,8,39,37,78,176,0,,woodslo01,2004-2005
Delonte West,21,BOS,SG,39,7,507,66,155,0.426,24,67,0.358,42,88,0.477,0.503,19,27,0.704,14,51,65,53,21,8,24,69,175,0,,westde01,2004-2005
Metta World Peace,25,IND,SF,7,7,291,59,119,0.496,7,17,0.412,52,102,0.510,0.525,47,51,0.922,8,37,45,22,12,6,17,27,172,0,,artesro01,2004-2005
Anthony Goldwire,33,2TM,PG,33,2,537,57,136,0.419,32,80,0.400,25,56,0.446,0.537,26,31,0.839,10,49,59,78,15,0,15,32,172,0,,goldwan01,2004-2005
Anthony Goldwire,33,DET,PG,9,0,55,4,15,0.267,3,9,0.333,1,6,0.167,0.367,7,8,0.875,1,7,8,0,0,0,1,5,18,0,,goldwan01,2004-2005
Anthony Goldwire,33,MIL,PG,24,2,482,53,121,0.438,29,71,0.408,24,50,0.480,0.558,19,23,0.826,9,42,51,78,15,0,14,27,154,0,,goldwan01,2004-2005
Jabari Smith,27,NJN,PF,45,2,648,62,148,0.419,1,2,0.500,61,146,0.418,0.422,41,55,0.745,29,82,111,38,25,14,39,103,166,0,,smithja01,2004-2005
Stanislav Medvedenko,25,LAL,PF,43,4,423,71,156,0.455,0,1,0.000,71,155,0.458,0.455,23,28,0.821,31,48,79,13,9,2,13,64,165,0,,medvest01,2004-2005
Matt Barnes,24,SAC,SF,43,9,715,62,151,0.411,5,22,0.227,57,129,0.442,0.427,35,58,0.603,49,84,133,57,30,7,45,80,164,0,,barnema02,2004-2005
Richie Frahm,27,POR,SG,43,0,499,56,140,0.400,31,80,0.388,25,60,0.417,0.511,21,25,0.840,17,44,61,30,15,4,14,35,164,0,,frahmri01,2004-2005
George Lynch,34,NOH,SF,44,27,933,68,189,0.360,11,37,0.297,57,152,0.375,0.389,17,23,0.739,55,119,174,88,32,12,57,83,164,0,,lynchge01,2004-2005
Junior Harrington,24,NOH,SG,29,7,550,64,178,0.360,6,19,0.316,58,159,0.365,0.376,29,35,0.829,13,50,63,62,25,5,41,72,163,0,,harriju01,2004-2005
Raül López,24,UTA,PG,31,15,518,57,135,0.422,20,45,0.444,37,90,0.411,0.496,27,33,0.818,7,32,39,123,22,3,47,78,161,0,,lopezra01,2004-2005
Anthony Peeler,35,WAS,SG,40,0,529,56,150,0.373,25,65,0.385,31,85,0.365,0.457,16,18,0.889,14,51,65,57,18,2,28,39,153,0,,peelean01,2004-2005
Ronald Dupree,24,DET,SF,47,0,472,61,127,0.480,1,2,0.500,60,125,0.480,0.484,29,47,0.617,34,61,95,24,7,10,22,60,152,0,,duprero01,2004-2005
Aaron McKie,32,PHI,SG,68,3,1118,61,142,0.430,20,62,0.323,41,80,0.513,0.500,10,16,0.625,20,152,172,103,48,17,31,116,152,0,,mckieaa01,2004-2005
Adrian Griffin,30,CHI,SF,69,1,667,58,161,0.360,2,9,0.222,56,152,0.368,0.366,33,44,0.750,52,94,146,53,43,4,30,78,151,0,,griffad01,2004-2005
Kendrick Perkins,20,BOS,C,60,3,548,56,119,0.471,0,0,,56,119,0.471,0.471,37,58,0.638,53,123,176,21,9,37,43,98,149,0,,perkike01,2004-2005
Ron Mercer,28,NJN,SF,18,3,390,65,158,0.411,0,3,0.000,65,155,0.419,0.411,7,10,0.700,9,31,40,20,16,2,14,20,137,0,,mercero01,2004-2005
Laron Profit,27,WAS,SF,42,4,428,56,128,0.438,8,28,0.286,48,100,0.480,0.469,16,25,0.640,24,52,76,37,16,5,27,44,136,0,,profila01,2004-2005
Viktor Khryapa,22,POR,SF,32,5,523,54,124,0.435,4,11,0.364,50,113,0.442,0.452,23,42,0.548,28,80,108,25,20,18,33,80,135,0,,khryavi01,2004-2005
Kevin Martin,21,SAC,PG,45,0,455,45,117,0.385,5,25,0.200,40,92,0.435,0.406,36,55,0.655,29,29,58,22,16,3,24,35,131,0,,martike02,2004-2005
Donta Smith,21,ATL,SG,38,0,433,44,113,0.389,6,22,0.273,38,91,0.418,0.416,33,48,0.688,19,33,52,39,23,5,25,50,127,0,,smithdo04,2004-2005
Calvin Booth,28,2TM,C,51,1,451,49,108,0.454,0,1,0.000,49,107,0.458,0.454,26,32,0.813,29,78,107,8,15,28,16,78,124,0,,boothca01,2004-2005
