Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards,Player-additional,Year
Stanislav Medvedenko,22,LAL,C,71,6,729,145,304,0.477,0,4,0.000,145,300,0.483,0.477,41,62,0.661,85,73,158,43,29,11,42,119,331,0,,medvest01,2001-2002
Michael Curry,33,DET,SG,82,75,1912,125,276,0.453,7,26,0.269,118,250,0.472,0.466,72,91,0.791,15,153,168,127,47,10,60,207,329,0,,currymi01,2001-2002
Charlie Ward,31,NYK,PG,63,0,1058,113,303,0.373,53,164,0.323,60,139,0.432,0.460,47,58,0.810,15,112,127,203,68,14,75,100,326,0,,wardch01,2001-2002
DeShawn Stevenson,20,UTA,SG,67,23,1134,143,371,0.385,2,25,0.080,141,346,0.408,0.388,37,53,0.698,44,87,131,116,29,24,68,82,325,0,,stevede01,2001-2002
Zendon Hamilton,26,DEN,PF,54,15,848,103,245,0.420,0,0,,103,245,0.420,0.420,118,181,0.652,110,143,253,14,21,18,60,104,324,0,,hamilze01,2001-2002
Marcus Camby,27,NYK,C,29,29,1007,130,290,0.448,0,1,0.000,130,289,0.450,0.448,62,99,0.626,89,233,322,33,34,50,42,107,322,0,,cambyma01,2001-2002
Will Solomon,23,MEM,SG,62,4,872,113,331,0.341,46,162,0.284,67,169,0.396,0.411,49,73,0.671,12,56,68,92,35,7,62,76,321,0,,solomwi01,2001-2002
Brendan Haywood,22,WAS,C,62,2,1266,109,221,0.493,0,0,,109,221,0.493,0.493,97,160,0.606,143,179,322,29,21,91,50,158,315,0,,haywobr01,2001-2002
Kevin Willis,39,HOU,PF,52,5,865,125,284,0.440,0,1,0.000,125,283,0.442,0.440,65,87,0.747,105,194,299,14,25,23,41,98,315,0,,willike02,2001-2002
Wang Zhizhi,24,DAL,C,55,0,600,109,248,0.440,48,116,0.414,61,132,0.462,0.536,42,57,0.737,19,92,111,22,11,18,25,84,308,0,,zhizhwa01,2001-2002
Darvin Ham,28,MIL,SF,70,2,1208,120,211,0.569,1,7,0.143,119,204,0.583,0.571,62,123,0.504,91,111,202,73,25,37,83,175,303,0,,hamda01,2001-2002
Dan Majerle,36,PHO,SG,65,1,1180,99,289,0.343,79,235,0.336,20,54,0.370,0.479,23,39,0.590,28,148,176,90,48,15,35,104,300,0,,majerda01,2001-2002
Jerome James,26,SEA,C,56,40,949,134,273,0.491,0,0,,134,273,0.491,0.491,30,60,0.500,89,143,232,24,25,86,74,174,298,0,,jamesje01,2001-2002
Jake Voskuhl,24,PHO,C,59,34,900,107,193,0.554,0,0,,107,193,0.554,0.554,82,109,0.752,103,147,250,18,11,23,48,139,296,0,,voskuja01,2001-2002
John Starks,36,UTA,SG,66,1,929,114,310,0.368,29,95,0.305,85,215,0.395,0.415,33,41,0.805,15,53,68,70,33,0,52,126,290,0,,starkjo01,2001-2002
Chris Childs,34,TOR,PG,69,4,1576,97,296,0.328,33,120,0.275,64,176,0.364,0.383,58,71,0.817,18,136,154,351,56,5,123,177,285,0,,childch01,2001-2002
Tom Gugliotta,32,PHO,PF,44,40,1129,127,301,0.422,3,9,0.333,124,292,0.425,0.427,28,37,0.757,59,162,221,77,39,30,61,116,285,0,,guglito01,2001-2002
Art Long,29,SEA,PF,63,27,989,120,244,0.492,0,0,,120,244,0.492,0.492,45,85,0.529,107,144,251,41,22,28,63,180,285,0,,longar01,2001-2002
Vladimir Stepania,25,MIA,C,67,4,884,117,249,0.470,1,2,0.500,116,247,0.470,0.472,50,104,0.481,100,170,270,16,24,44,52,103,285,0,,stepavl01,2001-2002
John Crotty,32,UTA,PG,41,0,802,98,208,0.471,31,69,0.449,67,139,0.482,0.546,57,66,0.864,16,59,75,141,19,1,51,77,284,0,,crottjo01,2001-2002
Earl Boykins,25,LAC,PG,68,2,761,110,275,0.400,13,42,0.310,97,233,0.416,0.424,47,61,0.770,27,27,54,145,20,2,44,44,280,0,,boykiea01,2001-2002
Donnell Harvey,21,2TM,PF,47,4,841,108,217,0.498,0,0,,108,217,0.498,0.498,54,90,0.600,80,147,227,37,21,24,33,115,270,0,,harvedo01,2001-2002
Donnell Harvey,21,DAL,PF,18,0,162,14,26,0.538,0,0,,14,26,0.538,0.538,10,22,0.455,12,34,46,5,4,5,8,27,38,0,,harvedo01,2001-2002
Donnell Harvey,21,DEN,PF,29,4,679,94,191,0.492,0,0,,94,191,0.492,0.492,44,68,0.647,68,113,181,32,17,19,25,88,232,0,,harvedo01,2001-2002
Steve Kerr,36,POR,PG,65,0,775,102,217,0.470,26,66,0.394,76,151,0.503,0.530,39,40,0.975,6,54,60,63,13,1,24,49,269,0,,kerrst01,2001-2002
Lawrence Funderburke,31,SAC,PF,56,1,722,115,245,0.469,0,3,0.000,115,242,0.475,0.469,34,56,0.607,76,122,198,32,11,18,33,65,264,0,,fundela01,2001-2002
Eddie Robinson,25,CHI,SF,29,12,653,112,247,0.453,2,5,0.400,110,242,0.455,0.457,36,48,0.750,24,54,78,37,23,11,36,35,262,0,,robined01,2001-2002
Mitch Richmond,36,LAL,SG,64,2,709,100,247,0.405,18,62,0.290,82,185,0.443,0.441,42,44,0.955,14,80,94,57,18,6,40,61,260,0,,richmmi01,2001-2002
Corie Blount,33,PHI,PF,72,21,1426,115,251,0.458,0,1,0.000,115,250,0.460,0.458,29,45,0.644,149,219,368,44,49,26,52,176,259,0,,blounco01,2001-2002
Kwame Brown,19,WAS,PF,57,3,817,94,243,0.387,0,1,0.000,94,242,0.388,0.387,70,99,0.707,63,135,198,43,16,26,43,105,258,0,,brownkw01,2001-2002
Terence Morris,23,HOU,SF,68,12,1110,111,289,0.384,15,78,0.192,96,211,0.455,0.410,18,28,0.643,77,134,211,64,21,27,45,72,255,0,,morrite01,2001-2002
Raja Bell,25,PHI,SG,74,12,890,103,240,0.429,12,44,0.273,91,196,0.464,0.454,36,48,0.750,31,80,111,71,21,4,48,109,254,0,,bellra01,2001-2002
Greg Buckner,25,DAL,SG,44,16,885,104,198,0.525,5,16,0.313,99,182,0.544,0.538,40,58,0.690,67,106,173,48,31,19,27,124,253,0,,buckngr01,2001-2002
Greg Ostertag,28,UTA,C,74,14,1107,91,201,0.453,0,0,,91,201,0.453,0.453,63,130,0.485,125,188,313,50,15,109,51,152,245,0,,ostergr01,2001-2002
A.J. Guyton,23,CHI,PG,45,6,607,88,244,0.361,46,123,0.374,42,121,0.347,0.455,22,27,0.815,12,32,44,81,10,7,37,23,244,0,,guytoaj01,2001-2002
Sam Mitchell,38,MIN,SF,74,10,726,98,227,0.432,10,35,0.286,88,192,0.458,0.454,38,49,0.776,18,64,82,45,12,4,26,79,244,0,,mitchsa01,2001-2002
Grant Hill,29,ORL,SF,14,14,512,83,195,0.426,0,2,0.000,83,193,0.430,0.426,69,80,0.863,29,96,125,64,8,4,37,40,235,0,,hillgr01,2001-2002
John Wallace,27,PHO,SF,46,0,490,93,214,0.435,5,13,0.385,88,201,0.438,0.446,40,46,0.870,27,58,85,29,11,9,29,60,231,0,,wallajo01,2001-2002
Earl Watson,22,SEA,PG,64,0,964,96,212,0.453,16,44,0.364,80,168,0.476,0.491,23,36,0.639,31,52,83,125,60,5,51,93,231,0,,watsoea01,2001-2002
Milt Palacio,23,2TM,PG,69,1,790,82,214,0.383,13,41,0.317,69,173,0.399,0.414,54,74,0.730,11,62,73,83,30,4,40,61,231,0,,palacmi01,2001-2002
Milt Palacio,23,BOS,PG,41,0,518,52,135,0.385,12,34,0.353,40,101,0.396,0.430,36,51,0.706,8,42,50,54,21,3,24,38,152,0,,palacmi01,2001-2002
Milt Palacio,23,PHO,SG,28,1,272,30,79,0.380,1,7,0.143,29,72,0.403,0.386,18,23,0.783,3,20,23,29,9,1,16,23,79,0,,palacmi01,2001-2002
Danny Ferry,35,SAS,SF,50,2,799,76,177,0.429,43,99,0.434,33,78,0.423,0.551,34,36,0.944,15,75,90,48,16,9,22,70,229,0,,ferryda01,2001-2002
Robert Traylor,24,CHH,PF,61,1,678,87,204,0.426,1,1,1.000,86,203,0.424,0.429,53,84,0.631,67,120,187,37,24,37,45,127,228,0,,traylro01,2001-2002
Tracy Murray,30,TOR,SF,40,3,473,85,207,0.411,40,104,0.385,45,103,0.437,0.507,17,21,0.810,18,35,53,19,11,8,25,38,227,0,,murratr01,2001-2002
Don Reid,28,ORL,PF,68,5,714,90,190,0.474,0,0,,90,190,0.474,0.474,44,68,0.647,65,111,176,27,20,44,54,180,224,0,,reiddo01,2001-2002
Brian Skinner,25,CLE,PF,65,8,1107,88,162,0.543,0,0,,88,162,0.543,0.543,48,79,0.608,93,188,281,17,24,61,42,130,224,0,,skinnbr01,2001-2002
Shammond Williams,26,SEA,SG,50,2,603,81,193,0.420,28,75,0.373,53,118,0.449,0.492,31,39,0.795,16,47,63,83,21,2,35,35,221,0,,willish01,2001-2002
Charles Oakley,38,CHI,PF,57,36,1383,97,263,0.369,1,6,0.167,96,257,0.374,0.371,21,28,0.750,72,271,343,114,49,11,87,175,216,0,,oaklech01,2001-2002
Shawn Bradley,29,DAL,C,53,16,757,78,163,0.479,0,1,0.000,78,162,0.481,0.479,59,64,0.922,53,123,176,20,28,64,25,128,215,0,,bradlsh01,2001-2002
Jamal Crawford,21,CHI,PG,23,6,481,89,187,0.476,26,58,0.448,63,129,0.488,0.545,10,13,0.769,5,29,34,55,18,5,32,18,214,0,,crawfja01,2001-2002
Walter McCarty,27,BOS,PF,56,0,718,80,180,0.444,39,99,0.394,41,81,0.506,0.553,13,19,0.684,32,96,128,41,18,7,22,83,212,0,,mccarwa01,2001-2002
Bryce Drew,27,CHH,PG,61,0,774,78,182,0.429,31,73,0.425,47,109,0.431,0.514,23,29,0.793,14,58,72,101,32,2,33,49,210,0,,drewbr01,2001-2002
Tyrone Hill,33,CLE,PF,26,26,810,71,182,0.390,0,1,0.000,71,181,0.392,0.390,67,103,0.650,79,195,274,23,17,13,48,102,209,0,,hillty01,2001-2002
Trajan Langdon,25,CLE,SG,44,0,477,70,176,0.398,27,74,0.365,43,102,0.422,0.474,42,46,0.913,13,42,55,60,13,5,40,49,209,0,,langdtr01,2001-2002
Ervin Johnson,34,MIL,C,81,9,1660,89,193,0.461,0,1,0.000,89,192,0.464,0.461,30,66,0.455,142,324,466,27,37,82,52,219,208,0,,johnser02,2001-2002
Bryant Stith,31,CLE,SG,50,5,665,70,188,0.372,24,68,0.353,46,120,0.383,0.436,44,52,0.846,20,65,85,42,29,6,30,42,208,0,,stithbr01,2001-2002
Mark Strickland,31,ATL,SF,46,10,654,91,204,0.446,1,4,0.250,90,200,0.450,0.449,25,44,0.568,41,90,131,20,19,17,28,48,208,0,,stricma01,2001-2002
Etan Thomas,23,WAS,C,47,0,618,81,151,0.536,0,0,,81,151,0.536,0.536,41,74,0.554,55,126,181,6,17,35,26,76,203,0,,thomaet01,2001-2002
Scott Williams,33,DEN,PF,41,16,737,86,217,0.396,0,2,0.000,86,215,0.400,0.396,30,41,0.732,82,127,209,13,17,33,35,98,202,0,,willisc01,2001-2002
Anthony Carter,26,MIA,PG,46,18,1050,89,260,0.342,1,19,0.053,88,241,0.365,0.344,19,36,0.528,19,98,117,214,50,3,72,85,198,0,,cartean01,2001-2002
Johnny Newman,38,DAL,SF,47,17,724,67,148,0.453,22,57,0.386,45,91,0.495,0.527,42,58,0.724,9,40,49,14,29,4,21,88,198,0,,newmajo01,2001-2002
Michael Doleac,24,CLE,C,42,15,705,78,187,0.417,0,0,,78,187,0.417,0.417,38,46,0.826,47,121,168,25,15,11,37,98,194,0,,doleami01,2001-2002
Dana Barros,34,DET,PG,29,20,582,74,192,0.385,24,71,0.338,50,121,0.413,0.448,21,27,0.778,1,56,57,78,14,2,33,37,193,0,,barroda01,2001-2002
Rusty LaRue,28,UTA,PG,33,0,542,73,185,0.395,17,50,0.340,56,135,0.415,0.441,30,35,0.857,11,38,49,71,17,7,43,58,193,0,,larueru01,2001-2002
Vonteego Cummings,25,PHI,PG,58,1,501,78,187,0.417,12,46,0.261,66,141,0.468,0.449,24,32,0.750,14,38,52,60,18,5,36,53,192,0,,cummivo01,2001-2002
Joel Przybilla,22,MIL,C,71,62,1128,76,142,0.535,0,1,0.000,76,141,0.539,0.535,38,90,0.422,78,205,283,21,20,118,43,199,190,0,,przybjo01,2001-2002
Steven Hunter,20,ORL,C,53,21,516,67,147,0.456,0,0,,67,147,0.456,0.456,55,94,0.585,40,57,97,5,5,43,16,81,189,0,,huntest01,2001-2002
Kenny Satterfield,20,DEN,PG,36,4,560,73,199,0.367,7,27,0.259,66,172,0.384,0.384,36,46,0.783,17,35,52,108,31,1,53,43,189,0,,satteke01,2001-2002
Marc Jackson,27,2TM,C,39,0,495,60,164,0.366,0,1,0.000,60,163,0.368,0.366,66,80,0.825,48,80,128,14,11,6,30,69,186,0,,jacksma02,2001-2002
Marc Jackson,27,GSW,C,17,0,169,22,65,0.338,0,0,,22,65,0.338,0.338,40,48,0.833,17,26,43,7,5,3,12,25,84,0,,jacksma02,2001-2002
Marc Jackson,27,MIN,C,22,0,326,38,99,0.384,0,1,0.000,38,98,0.388,0.384,26,32,0.813,31,54,85,7,6,3,18,44,102,0,,jacksma02,2001-2002
Dalibor Bagarić,21,CHI,C,50,0,638,72,178,0.404,0,1,0.000,72,177,0.407,0.404,41,70,0.586,55,107,162,23,17,24,46,108,185,0,,bagarda01,2001-2002
Emanual Davis,33,ATL,PG,28,20,774,70,198,0.354,29,85,0.341,41,113,0.363,0.427,16,18,0.889,19,55,74,68,27,5,52,68,185,0,,davisem01,2001-2002
Sean Rooks,32,LAC,C,61,2,728,81,194,0.418,0,0,,81,194,0.418,0.418,21,29,0.724,32,92,124,25,12,21,20,114,183,0,,rooksse01,2001-2002
Rafer Alston,25,MIL,PG,50,7,600,66,191,0.346,27,71,0.380,39,120,0.325,0.416,18,29,0.621,10,62,72,143,32,2,40,42,177,0,,alstora01,2001-2002
John Amaechi,31,UTA,PF,54,0,586,54,166,0.325,0,0,,54,166,0.325,0.325,67,105,0.638,52,57,109,29,7,10,55,64,175,0,,amaecjo01,2001-2002
Gerald Wallace,19,SAC,SF,54,1,430,75,175,0.429,0,7,0.000,75,168,0.446,0.429,23,46,0.500,49,40,89,27,19,6,22,46,173,0,,wallage01,2001-2002
George Lynch,31,CHH,SF,45,18,893,73,198,0.369,1,6,0.167,72,192,0.375,0.371,25,40,0.625,70,116,186,54,40,14,41,75,172,0,,lynchge01,2001-2002
Glen Rice,34,HOU,SF,20,20,606,65,167,0.389,18,64,0.281,47,103,0.456,0.443,24,30,0.800,5,42,47,31,12,3,24,34,172,0,,ricegl01,2001-2002
Howard Eisley,29,NYK,PG,39,0,609,59,175,0.337,14,58,0.241,45,117,0.385,0.377,39,49,0.796,9,40,49,100,24,3,53,55,171,0,,eisleho01,2001-2002
Felipe López,27,MIN,SG,67,0,581,59,156,0.378,14,33,0.424,45,123,0.366,0.423,37,55,0.673,29,51,80,39,18,1,36,73,169,0,,lopezfe01,2001-2002
Brian Shaw,35,LAL,PG,58,0,631,61,173,0.353,29,88,0.330,32,85,0.376,0.436,18,26,0.692,19,93,112,89,25,3,32,43,169,0,,shawbr01,2001-2002
Mark Madsen,26,LAL,PF,59,5,650,66,146,0.452,0,2,0.000,66,144,0.458,0.452,35,54,0.648,89,73,162,44,16,13,22,104,167,0,,madsema01,2001-2002
Danny Manning,35,DAL,PF,41,10,552,71,149,0.477,1,7,0.143,70,142,0.493,0.480,22,33,0.667,25,83,108,30,21,21,25,80,165,0,,mannida01,2001-2002
Alton Ford,20,PHO,PF,53,0,452,61,118,0.517,0,0,,61,118,0.517,0.517,42,57,0.737,32,75,107,7,6,7,32,99,164,0,,fordal02,2001-2002
Cal Bowdler,24,ATL,PF,52,0,585,61,174,0.351,1,5,0.200,60,169,0.355,0.353,39,47,0.830,38,72,110,11,18,15,11,64,162,0,,bowdlca01,2001-2002
Andrew DeClercq,28,ORL,C,61,14,633,67,149,0.450,0,0,,67,149,0.450,0.450,28,50,0.560,74,89,163,22,23,24,34,130,162,0,,declean01,2001-2002
Bimbo Coles,33,CLE,PG,47,1,693,56,146,0.384,4,20,0.200,52,126,0.413,0.397,33,37,0.892,12,43,55,107,13,4,31,59,149,0,,colesbi01,2001-2002
Quincy Lewis,24,UTA,SG,36,19,490,64,143,0.448,3,18,0.167,61,125,0.488,0.458,13,20,0.650,10,33,43,36,23,9,32,89,144,0,,lewisqu01,2001-2002
Alan Henderson,29,ATL,PF,26,1,422,59,116,0.509,1,1,1.000,58,115,0.504,0.513,24,45,0.533,31,66,97,11,11,15,21,40,143,0,,hendeal01,2001-2002
Mengke Bateer,26,DEN,C,27,10,408,53,132,0.402,4,12,0.333,49,120,0.408,0.417,29,37,0.784,32,64,96,22,10,5,32,94,139,0,,bateeme01,2001-2002
Tariq Abdul-Wahad,27,2TM,SG,24,12,441,55,147,0.374,1,2,0.500,54,145,0.372,0.378,24,33,0.727,41,43,84,24,20,10,27,56,135,0,,abdulta01,2001-2002
Tariq Abdul-Wahad,27,DEN,SG,20,12,417,55,145,0.379,1,2,0.500,54,143,0.378,0.383,24,32,0.750,39,39,78,22,18,9,24,51,135,0,,abdulta01,2001-2002
Tariq Abdul-Wahad,27,DAL,SG,4,0,24,0,2,0.000,0,0,,0,2,0.000,0.000,0,1,0.000,2,4,6,2,2,1,3,5,0,0,,abdulta01,2001-2002
Rick Brunson,29,POR,PG,59,2,520,45,113,0.398,6,11,0.545,39,102,0.382,0.425,29,41,0.707,23,45,68,114,25,2,47,51,125,0,,brunsri01,2001-2002
Tierre Brown,22,HOU,SG,40,1,403,49,115,0.426,4,12,0.333,45,103,0.437,0.443,21,28,0.750,12,30,42,70,19,3,40,26,123,0,,brownti01,2001-2002
Mookie Blaylock,34,GSW,PG,35,0,599,50,146,0.342,15,42,0.357,35,104,0.337,0.394,4,8,0.500,8,44,52,114,24,4,37,20,119,0,,blaylmo01,2001-2002
Derrick McKey,35,PHI,SF,41,1,784,52,122,0.426,5,12,0.417,47,110,0.427,0.447,10,14,0.714,48,79,127,45,41,4,22,90,119,0,,mckeyde01,2001-2002
Eddie Gill,23,MEM,PG,23,5,384,39,92,0.424,7,22,0.318,32,70,0.457,0.462,31,39,0.795,7,21,28,49,11,3,34,38,116,0,,gilled01,2001-2002
Eric Montross,30,TOR,C,49,24,655,53,132,0.402,0,1,0.000,53,131,0.405,0.402,10,31,0.323,36,104,140,16,12,23,25,92,116,0,,montrer01,2001-2002
Zach Randolph,20,POR,PF,41,0,238,48,107,0.449,0,0,,48,107,0.449,0.449,18,27,0.667,31,38,69,13,7,4,15,29,114,0,,randoza01,2001-2002
Antonio McDyess,27,DEN,PF,10,10,236,43,75,0.573,0,0,,43,75,0.573,0.573,27,33,0.818,18,37,55,18,10,8,20,20,113,0,,mcdyean01,2001-2002
Bobby Simmons,21,WAS,SF,30,3,343,43,95,0.453,4,14,0.286,39,81,0.481,0.474,22,30,0.733,25,27,52,17,13,5,14,31,112,0,,simmobo01,2001-2002
Jud Buechler,33,2TM,SF,66,2,684,44,118,0.373,21,60,0.350,23,58,0.397,0.462,2,4,0.500,29,87,116,32,21,8,15,53,111,0,,buechju01,2001-2002
Jud Buechler,33,PHO,SF,6,0,54,2,6,0.333,2,6,0.333,0,0,,0.500,0,0,,2,6,8,3,1,0,1,7,6,0,,buechju01,2001-2002
Jud Buechler,33,ORL,SF,60,2,630,42,112,0.375,19,54,0.352,23,58,0.397,0.460,2,4,0.500,27,81,108,29,20,8,14,46,105,0,,buechju01,2001-2002
Carlos Arroyo,22,2TM,PG,37,1,371,49,111,0.441,0,2,0.000,49,109,0.450,0.441,13,18,0.722,12,28,40,70,11,1,23,30,111,0,,arroyca01,2001-2002
Carlos Arroyo,22,TOR,PG,17,0,96,13,29,0.448,0,0,,13,29,0.448,0.448,4,6,0.667,3,9,12,21,6,0,12,12,30,0,,arroyca01,2001-2002
Carlos Arroyo,22,DEN,PG,20,1,275,36,82,0.439,0,2,0.000,36,80,0.450,0.439,9,12,0.750,9,19,28,49,5,1,11,18,81,0,,arroyca01,2001-2002
Loren Woods,23,MIN,C,60,0,516,33,96,0.344,0,2,0.000,33,94,0.351,0.344,44,60,0.733,46,76,122,22,17,34,36,60,110,0,,woodslo01,2001-2002
Antonis Fotsis,20,MEM,PF,28,1,320,42,104,0.404,7,23,0.304,35,81,0.432,0.438,17,20,0.850,25,37,62,10,9,11,21,22,108,0,,fotsian01,2001-2002
Dan Langhi,24,HOU,SF,34,8,434,49,125,0.392,1,4,0.250,48,121,0.397,0.396,8,11,0.727,22,45,67,14,8,5,9,25,107,0,,langhda01,2001-2002
Jason Collier,24,HOU,C,25,2,365,41,95,0.432,0,1,0.000,41,94,0.436,0.432,24,32,0.750,31,51,82,9,6,4,13,40,106,0,,collija02,2001-2002
Matt Bullard,34,CHH,PF,31,0,350,39,115,0.339,16,57,0.281,23,58,0.397,0.409,11,12,0.917,10,37,47,16,2,2,12,29,105,0,,bullama01,2001-2002
Derrick Dial,26,2TM,SG,32,0,299,41,120,0.342,1,11,0.091,40,109,0.367,0.346,18,24,0.750,14,42,56,35,10,4,16,13,101,0,,dialde01,2001-2002
Derrick Dial,26,NJN,SG,25,0,249,30,94,0.319,0,7,0.000,30,87,0.345,0.319,13,18,0.722,12,33,45,31,8,4,13,12,73,0,,dialde01,2001-2002
Derrick Dial,26,TOR,SG,7,0,50,11,26,0.423,1,4,0.250,10,22,0.455,0.442,5,6,0.833,2,9,11,4,2,0,3,1,28,0,,dialde01,2001-2002
Jason Caffey,28,MIL,PF,23,0,283,36,72,0.500,0,1,0.000,36,71,0.507,0.500,27,43,0.628,24,26,50,12,4,5,19,39,99,0,,caffeja01,2001-2002
Travis Knight,27,NYK,C,49,0,429,41,113,0.363,0,0,,41,113,0.363,0.363,16,21,0.762,48,56,104,8,11,10,27,95,98,0,,knightr01,2001-2002
Sean Marks,26,MIA,C,21,6,319,38,88,0.432,0,0,,38,88,0.432,0.432,20,34,0.588,19,56,75,8,5,10,19,40,96,0,,marksse01,2001-2002
Mark Blount,26,BOS,C,44,0,415,32,76,0.421,0,0,,32,76,0.421,0.421,30,37,0.811,26,59,85,10,16,19,23,59,94,0,,blounma01,2001-2002
Anthony Johnson,27,NJN,SG,34,0,366,37,90,0.411,4,12,0.333,33,78,0.423,0.433,16,25,0.640,10,19,29,48,31,1,20,30,94,0,,johnsan02,2001-2002
Calvin Booth,25,SEA,C,15,15,279,35,82,0.427,0,0,,35,82,0.427,0.427,23,24,0.958,20,34,54,16,6,13,16,47,93,0,,boothca01,2001-2002
Lavor Postell,23,NYK,SG,23,0,179,28,84,0.333,6,26,0.231,22,58,0.379,0.369,31,41,0.756,2,14,16,5,6,0,11,7,93,0,,postela01,2001-2002
Isaiah Rider,30,DEN,SG,10,1,173,37,81,0.457,6,15,0.400,31,66,0.470,0.494,13,17,0.765,10,23,33,12,3,2,14,11,93,0,,rideris01,2001-2002
Stephen Jackson,23,SAS,SF,23,1,227,34,91,0.374,9,36,0.250,25,55,0.455,0.423,12,17,0.706,3,23,26,11,15,3,23,29,89,0,,jacksst02,2001-2002
Mark Pope,29,MIL,PF,45,12,426,36,91,0.396,4,25,0.160,32,66,0.485,0.418,11,21,0.524,20,53,73,17,11,11,15,47,87,0,,popema01,2001-2002
Shawnelle Scott,29,DEN,C,21,10,252,37,75,0.493,0,0,,37,75,0.493,0.493,8,20,0.400,53,50,103,8,3,6,15,49,82,0,,scottsh01,2001-2002
Mikki Moore,26,DET,C,30,0,217,29,61,0.475,1,2,0.500,28,59,0.475,0.484,20,26,0.769,22,31,53,11,7,9,14,35,79,0,,mooremi01,2001-2002
Joe Crispin,22,2TM,PG,21,0,156,26,68,0.382,15,39,0.385,11,29,0.379,0.493,12,13,0.923,2,9,11,26,5,0,10,10,79,0,,crispjo01,2001-2002
Joe Crispin,22,LAL,PG,6,0,27,3,12,0.250,0,4,0.000,3,8,0.375,0.250,4,5,0.800,0,1,1,2,1,0,1,2,10,0,,crispjo01,2001-2002
Joe Crispin,22,PHO,PG,15,0,129,23,56,0.411,15,35,0.429,8,21,0.381,0.545,8,8,1.000,2,8,10,24,4,0,9,8,69,0,,crispjo01,2001-2002
Isaac Austin,32,MEM,C,21,8,307,36,92,0.391,0,3,0.000,36,89,0.404,0.391,4,4,1.000,11,60,71,13,9,5,11,36,76,0,,austiis01,2001-2002
Tremaine Fowlkes,25,LAC,SF,22,17,343,25,64,0.391,0,0,,25,64,0.391,0.391,24,31,0.774,32,32,64,17,11,1,13,39,74,0,,fowlktr01,2001-2002
Jabari Smith,24,2TM,C,23,0,181,26,63,0.413,0,3,0.000,26,60,0.433,0.413,21,32,0.656,8,20,28,11,6,6,5,31,73,0,,smithja01,2001-2002
Jabari Smith,24,SAC,C,12,0,71,6,21,0.286,0,1,0.000,6,20,0.300,0.286,6,12,0.500,2,12,14,6,2,4,2,12,18,0,,smithja01,2001-2002
Jabari Smith,24,PHI,C,11,0,110,20,42,0.476,0,2,0.000,20,40,0.500,0.476,15,20,0.750,6,8,14,5,4,2,3,19,55,0,,smithja01,2001-2002
Chris Andersen,23,DEN,C,24,1,262,25,74,0.338,0,4,0.000,25,70,0.357,0.338,22,28,0.786,38,38,76,7,7,28,13,35,72,0,,anderch01,2001-2002
William Avery,22,MIN,PG,28,0,258,26,90,0.289,6,35,0.171,20,55,0.364,0.322,13,19,0.684,4,20,24,36,7,0,19,17,71,0,,averywi01,2001-2002
Mateen Cleaves,24,SAC,PG,32,0,153,30,68,0.441,2,8,0.250,28,60,0.467,0.456,8,9,0.889,1,7,8,25,7,0,27,9,70,0,,cleavma01,2001-2002
Brandon Armstrong,21,NJN,SG,35,0,196,27,85,0.318,5,17,0.294,22,68,0.324,0.347,5,10,0.500,10,6,16,8,7,1,8,26,64,0,,armstbr01,2001-2002
Kedrick Brown,20,BOS,SF,29,5,245,23,70,0.329,5,27,0.185,18,43,0.419,0.364,12,20,0.600,11,39,50,15,18,7,7,18,63,0,,brownke01,2001-2002
Cherokee Parks,29,SAS,C,42,1,234,30,83,0.361,0,0,,30,83,0.361,0.361,3,8,0.375,24,34,58,10,7,8,14,34,63,0,,parksch02,2001-2002
Evan Eschmeyer,26,DAL,C,31,6,299,21,50,0.420,0,0,,21,50,0.420,0.420,20,33,0.606,35,63,98,9,10,9,16,60,62,0,,eschmev01,2001-2002
Robert Pack,32,MIN,PG,16,0,252,25,68,0.368,1,4,0.250,24,64,0.375,0.375,11,15,0.733,7,16,23,49,13,0,20,32,62,0,,packro01,2001-2002
Nick Anderson,34,MEM,SG,15,0,219,21,76,0.276,13,48,0.271,8,28,0.286,0.362,5,9,0.556,1,32,33,14,6,6,14,17,60,0,,anderni01,2001-2002
Brian Scalabrine,23,NJN,PF,28,0,290,23,67,0.343,3,10,0.300,20,57,0.351,0.366,11,15,0.733,12,39,51,21,9,2,24,39,60,0,,scalabr01,2001-2002
Carlos Rogers,30,IND,C,22,1,168,24,43,0.558,1,6,0.167,23,37,0.622,0.570,10,19,0.526,14,24,38,3,5,6,5,17,59,0,,rogerca01,2001-2002
Erick Barkley,23,POR,PG,19,4,228,24,68,0.353,1,7,0.143,23,61,0.377,0.360,9,10,0.900,5,13,18,34,17,1,12,29,58,0,,barkler01,2001-2002
Keyon Dooling,21,LAC,PG,14,0,155,22,57,0.386,4,14,0.286,18,43,0.419,0.421,10,12,0.833,0,3,3,12,4,3,10,20,58,0,,doolike01,2001-2002
Ansu Sesay,25,SEA,SF,9,0,142,22,44,0.500,0,0,,22,44,0.500,0.500,14,20,0.700,7,13,20,8,3,2,2,18,58,0,,sesayan01,2001-2002
