Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards,Player-additional,Year
Stephon Marbury,26,NYK,PG,47,47,1839,336,780,0.431,50,156,0.321,286,624,0.458,0.463,209,251,0.833,39,107,146,438,65,4,152,98,931,0,,marbust01,2003-2004
Zach Randolph,22,POR,PF,81,80,3067,663,1368,0.485,1,5,0.200,662,1363,0.486,0.485,299,393,0.761,242,609,851,163,68,41,247,227,1626,0,MIP-1,randoza01,2003-2004
Sam Cassell,34,MIN,PG,81,81,2838,620,1270,0.488,74,186,0.398,546,1084,0.504,0.517,289,331,0.873,44,227,271,592,102,18,220,247,1603,1,MVP-10ASNBA2,cassesa01,2003-2004
Jermaine O'Neal,25,IND,PF,78,78,2788,608,1400,0.434,2,18,0.111,606,1382,0.438,0.435,348,460,0.757,193,585,778,164,59,199,181,248,1566,0,MVP-3ASNBA2,onealje01,2003-2004
Kobe Bryant,25,LAL,SG,65,64,2447,516,1178,0.438,71,217,0.327,445,961,0.463,0.468,454,533,0.852,103,256,359,330,112,28,171,176,1557,1,MVP-5DPOY-10ASNBA1,bryanko01,2003-2004
Tim Duncan,27,SAS,PF,69,68,2527,592,1181,0.501,2,12,0.167,590,1169,0.505,0.502,352,588,0.599,227,632,859,213,62,185,183,164,1538,0,MVP-2DPOY-7ASNBA1,duncati01,2003-2004
Baron Davis,24,NOH,PG,67,66,2686,554,1402,0.395,187,582,0.321,367,820,0.448,0.462,237,352,0.673,66,221,287,501,158,27,215,178,1532,0,MVP-10ASNBA3,davisba01,2003-2004
Richard Jefferson,23,NJN,SF,82,82,3133,555,1115,0.498,48,132,0.364,507,983,0.516,0.519,357,468,0.763,109,355,464,315,92,28,198,224,1515,0,,jefferi01,2003-2004
Corey Maggette,24,LAC,SF,73,72,2628,453,1013,0.447,76,231,0.329,377,782,0.482,0.485,526,620,0.848,96,334,430,224,65,16,207,217,1508,0,,maggeco01,2003-2004
Mike Bibby,25,SAC,PG,82,82,2980,527,1170,0.450,148,378,0.392,379,792,0.479,0.514,304,373,0.815,67,210,277,444,112,18,175,146,1506,0,,bibbymi01,2003-2004
Shawn Marion,25,PHO,SF,79,79,3217,590,1341,0.440,90,265,0.340,500,1076,0.465,0.474,228,268,0.851,212,525,737,214,167,104,156,203,1498,0,,mariosh01,2003-2004
Jason Richardson,23,GSW,SG,78,78,2936,563,1284,0.438,77,273,0.282,486,1011,0.481,0.468,258,377,0.684,124,400,524,226,86,41,196,182,1461,0,,richaja01,2003-2004
Stephen Jackson,25,ATL,SF,80,78,2940,536,1261,0.425,145,427,0.340,391,834,0.469,0.483,233,297,0.785,97,273,370,244,142,20,223,216,1450,0,,jacksst02,2003-2004
Shaquille O'Neal,31,LAL,C,67,67,2464,554,948,0.584,0,0,,554,948,0.584,0.584,331,676,0.490,246,523,769,196,34,166,195,225,1439,0,MVP-6DPOY-10ASNBA1,onealsh01,2003-2004
Yao Ming,23,HOU,C,82,82,2692,535,1025,0.522,0,2,0.000,535,1023,0.523,0.522,361,446,0.809,197,538,735,122,22,156,204,273,1431,0,MVP-14ASNBA3,mingya01,2003-2004
Rashard Lewis,24,SEA,SF,80,80,2931,535,1229,0.435,145,386,0.376,390,843,0.463,0.494,206,270,0.763,133,385,518,175,99,54,135,233,1421,0,,lewisra02,2003-2004
Eddie Jones,32,MIA,SG,81,81,2998,473,1156,0.409,177,479,0.370,296,677,0.437,0.486,278,333,0.835,38,270,308,258,92,34,129,226,1401,0,,jonesed02,2003-2004
Shareef Abdur-Rahim,27,2TM,PF,85,56,2684,501,1054,0.475,9,34,0.265,492,1020,0.482,0.480,373,429,0.869,189,450,639,174,68,37,184,222,1384,0,,abdursh01,2003-2004
Shareef Abdur-Rahim,27,ATL,PF,53,53,1956,383,790,0.485,5,23,0.217,378,767,0.493,0.488,294,334,0.880,141,354,495,127,44,19,131,147,1065,0,,abdursh01,2003-2004
Shareef Abdur-Rahim,27,POR,PF,32,3,728,118,264,0.447,4,11,0.364,114,253,0.451,0.455,79,95,0.832,48,96,144,47,24,18,53,75,319,0,,abdursh01,2003-2004
Jamal Crawford,23,CHI,SG,80,73,2811,509,1318,0.386,165,521,0.317,344,797,0.432,0.449,200,240,0.833,46,237,283,405,111,29,193,161,1383,0,,crawfja01,2003-2004
Pau Gasol,23,MEM,PF,78,78,2458,506,1049,0.482,4,15,0.267,502,1034,0.485,0.484,365,511,0.714,206,394,600,198,44,132,187,185,1381,0,,gasolpa01,2003-2004
Elton Brand,24,LAC,PF,69,68,2670,484,982,0.493,0,1,0.000,484,981,0.493,0.493,411,532,0.773,269,445,714,227,64,154,193,229,1379,0,,brandel01,2003-2004
Juwan Howard,30,ORL,PF,81,77,2877,529,1169,0.453,0,1,0.000,529,1168,0.453,0.453,318,393,0.809,171,399,570,158,54,22,178,284,1376,0,,howarju01,2003-2004
Richard Hamilton,25,DET,SG,78,78,2772,530,1166,0.455,18,68,0.265,512,1098,0.466,0.462,297,342,0.868,78,201,279,310,103,17,210,222,1375,0,,hamilri01,2003-2004
Latrell Sprewell,33,MIN,SF,82,82,3100,518,1266,0.409,99,299,0.331,419,967,0.433,0.448,240,295,0.814,56,254,310,286,88,21,158,101,1375,0,,sprewla01,2003-2004
Lamar Odom,24,MIA,PF,80,80,3003,485,1127,0.430,61,205,0.298,424,922,0.460,0.457,340,458,0.742,160,616,776,327,85,71,236,273,1371,1,,odomla01,2003-2004
Joe Johnson,22,PHO,SG,82,77,3331,555,1291,0.430,83,272,0.305,472,1019,0.463,0.462,174,232,0.750,80,305,385,362,93,26,199,177,1367,0,,johnsjo02,2003-2004
Jason Terry,26,ATL,PG,81,78,3018,499,1196,0.417,146,421,0.347,353,775,0.455,0.478,215,260,0.827,49,287,336,437,124,16,229,192,1359,0,,terryja01,2003-2004
Michael Finley,30,DAL,SG,72,72,2778,514,1159,0.443,150,370,0.405,364,789,0.461,0.508,164,193,0.850,78,247,325,212,84,39,83,118,1342,0,,finlemi01,2003-2004
Metta World Peace,24,IND,SF,73,71,2714,468,1112,0.421,75,242,0.310,393,870,0.452,0.455,322,439,0.733,100,285,385,272,152,50,202,194,1333,0,DPOY-1ASNBA3,artesro01,2003-2004
Chauncey Billups,27,DET,PG,78,78,2758,392,996,0.394,130,335,0.388,262,661,0.396,0.459,404,460,0.878,35,241,276,446,84,8,189,177,1318,1,,billuch01,2003-2004
Steve Francis,26,HOU,PG,79,79,3194,450,1117,0.403,73,250,0.292,377,867,0.435,0.436,337,435,0.775,116,317,433,493,139,35,294,257,1310,0,AS,francst01,2003-2004
Ray Allen,28,SEA,SG,56,56,2152,447,1017,0.440,148,378,0.392,299,639,0.468,0.512,245,271,0.904,69,217,286,268,71,11,156,132,1287,1,AS,allenra02,2003-2004
Andrei Kirilenko,22,UTA,PF,78,78,2895,412,931,0.443,68,201,0.338,344,730,0.471,0.479,392,496,0.790,226,403,629,244,150,215,215,174,1284,0,MVP-13DPOY-5AS,kirilan01,2003-2004
Allen Iverson,28,PHI,SG,48,47,2040,435,1125,0.387,57,199,0.286,378,926,0.408,0.412,339,455,0.745,34,144,178,324,115,5,209,87,1266,0,AS,iversal01,2003-2004
Cuttino Mobley,28,HOU,SG,80,80,3229,460,1081,0.426,164,420,0.390,296,661,0.448,0.501,176,217,0.811,40,322,362,258,107,33,180,179,1260,0,,moblecu01,2003-2004
Zydrunas Ilgauskas,28,CLE,C,81,81,2539,466,965,0.483,2,7,0.286,464,958,0.484,0.484,303,406,0.746,279,374,653,109,39,201,163,277,1237,0,,ilgauzy01,2003-2004
Andre Miller,27,DEN,PG,82,82,2838,430,941,0.457,12,65,0.185,418,876,0.477,0.463,342,411,0.832,127,239,366,501,142,25,215,194,1214,1,,millean02,2003-2004
Antawn Jamison,27,DAL,SF,82,2,2376,488,913,0.535,16,40,0.400,472,873,0.541,0.543,220,294,0.748,233,287,520,70,83,30,81,174,1212,0,6MOY-1,jamisan01,2003-2004
Donyell Marshall,30,2TM,PF,82,74,2988,470,1020,0.461,131,325,0.403,339,695,0.488,0.525,134,182,0.736,210,598,808,122,93,124,117,247,1205,0,,marshdo01,2003-2004
Donyell Marshall,30,CHI,PF,16,8,408,57,136,0.419,11,27,0.407,46,109,0.422,0.460,14,20,0.700,28,71,99,28,13,20,22,47,139,0,,marshdo01,2003-2004
Donyell Marshall,30,TOR,PF,66,66,2580,413,884,0.467,120,298,0.403,293,586,0.500,0.535,120,162,0.741,182,527,709,94,80,104,95,200,1066,0,,marshdo01,2003-2004
Gary Payton,35,LAL,PG,82,82,2825,482,1024,0.471,55,165,0.333,427,859,0.497,0.498,180,252,0.714,72,270,342,449,96,19,151,169,1199,1,,paytoga01,2003-2004
Desmond Mason,26,MIL,SF,82,31,2534,409,867,0.472,9,39,0.231,400,828,0.483,0.477,356,463,0.769,93,266,359,152,60,24,148,191,1183,0,6MOY-6,masonde01,2003-2004
Carlos Boozer,22,CLE,PF,75,75,2592,471,900,0.523,1,6,0.167,470,894,0.526,0.524,219,285,0.768,230,627,857,148,74,55,134,199,1162,0,,boozeca01,2003-2004
Keith Van Horn,28,2TM,SF,72,62,2340,410,903,0.454,93,233,0.399,317,670,0.473,0.506,249,290,0.859,149,352,501,120,68,33,169,215,1162,0,,vanhoke01,2003-2004
Keith Van Horn,28,NYK,SF,47,47,1574,273,613,0.445,60,161,0.373,213,452,0.471,0.494,163,199,0.819,98,245,343,83,52,18,119,151,769,0,,vanhoke01,2003-2004
Keith Van Horn,28,MIL,SF,25,15,766,137,290,0.472,33,72,0.458,104,218,0.477,0.529,86,91,0.945,51,107,158,37,16,15,50,64,393,0,,vanhoke01,2003-2004
Antoine Walker,27,DAL,PF,82,82,2840,483,1129,0.428,82,305,0.269,401,824,0.487,0.464,103,186,0.554,198,486,684,369,65,65,202,212,1151,2,,walkean02,2003-2004
Larry Hughes,25,WAS,SG,61,61,2061,401,1009,0.397,79,232,0.341,322,777,0.414,0.437,267,335,0.797,96,230,326,148,95,26,152,147,1148,0,,hughela01,2003-2004
Ricky Davis,24,2TM,SF,79,27,2474,446,950,0.469,52,140,0.371,394,810,0.486,0.497,196,273,0.718,77,281,358,259,96,22,189,171,1140,0,6MOY-14,davisri01,2003-2004
Ricky Davis,24,CLE,SG,22,22,796,134,311,0.431,17,48,0.354,117,263,0.445,0.458,51,75,0.680,18,103,121,111,25,8,68,51,336,0,,davisri01,2003-2004
Ricky Davis,24,BOS,SF,57,5,1678,312,639,0.488,35,92,0.380,277,547,0.506,0.516,145,198,0.732,59,178,237,148,71,14,121,120,804,0,,davisri01,2003-2004
Amar'e Stoudemire,21,PHO,PF,55,53,2025,411,865,0.475,1,5,0.200,410,860,0.477,0.476,310,435,0.713,157,339,496,78,64,89,177,188,1133,0,,stoudam01,2003-2004
Steve Nash,29,DAL,PG,78,78,2612,397,845,0.470,104,257,0.405,293,588,0.498,0.531,230,251,0.916,59,173,232,687,67,8,209,139,1128,1,,nashst01,2003-2004
James Posey,27,MEM,SG,82,82,2451,368,770,0.478,112,290,0.386,256,480,0.533,0.551,278,335,0.830,92,311,403,122,137,40,112,248,1126,0,DPOY-10,poseyja01,2003-2004
Quentin Richardson,23,LAC,SG,65,64,2338,425,1068,0.398,120,341,0.352,305,727,0.420,0.454,151,204,0.740,146,268,414,139,67,19,141,130,1121,0,,richaqu01,2003-2004
Jamaal Magloire,25,NOH,C,82,82,2777,383,809,0.473,0,1,0.000,383,808,0.474,0.473,353,470,0.751,268,579,847,86,43,101,201,278,1119,0,AS,magloja01,2003-2004
Tony Parker,21,SAS,PG,75,75,2577,423,946,0.447,62,199,0.312,361,747,0.483,0.480,191,272,0.702,43,194,237,411,61,7,179,148,1099,0,,parketo01,2003-2004
Damon Stoudamire,30,POR,PG,82,82,3118,408,1018,0.401,156,427,0.365,252,591,0.426,0.477,127,145,0.876,52,256,308,500,99,9,180,173,1099,0,,stoudda01,2003-2004
Rasheed Wallace,29,3TM,PF,68,66,2390,425,974,0.436,82,248,0.331,343,726,0.472,0.478,156,212,0.736,102,357,459,156,61,122,119,190,1088,0,,wallara01,2003-2004
Rasheed Wallace,29,POR,PF,45,44,1675,296,669,0.442,59,173,0.341,237,496,0.478,0.487,115,155,0.742,69,229,298,114,36,72,87,131,766,0,,wallara01,2003-2004
Rasheed Wallace,29,ATL,PF,1,1,42,8,24,0.333,1,6,0.167,7,18,0.389,0.354,3,3,1.000,1,5,6,2,1,5,3,0,20,0,,wallara01,2003-2004
Rasheed Wallace,29,DET,PF,22,21,673,121,281,0.431,22,69,0.319,99,212,0.467,0.470,38,54,0.704,32,123,155,40,24,45,29,59,302,0,,wallara01,2003-2004
Kenyon Martin,26,NJN,PF,65,62,2252,439,900,0.488,7,25,0.280,432,875,0.494,0.492,201,294,0.684,133,484,617,160,95,82,168,230,1086,0,DPOY-9AS,martike01,2003-2004
Gilbert Arenas,22,WAS,PG,55,52,2066,358,914,0.392,125,333,0.375,233,581,0.401,0.460,237,317,0.748,55,199,254,275,103,12,226,176,1078,3,,arenagi01,2003-2004
Kerry Kittles,29,NJN,SG,82,82,2842,434,959,0.453,97,276,0.351,337,683,0.493,0.503,107,136,0.787,56,271,327,206,125,40,95,144,1072,0,,kittlke01,2003-2004
Eddy Curry,21,CHI,PF,73,63,2154,417,840,0.496,1,1,1.000,416,839,0.496,0.497,235,350,0.671,143,308,451,68,24,83,177,258,1070,0,,curryed01,2003-2004
Al Harrington,23,IND,PF,79,15,2441,421,909,0.463,21,77,0.273,400,832,0.481,0.475,185,252,0.734,163,345,508,131,80,22,163,250,1048,0,6MOY-2,harrial01,2003-2004
Voshon Lenard,30,DEN,SG,73,70,2233,394,933,0.422,106,289,0.367,288,644,0.447,0.479,144,182,0.791,46,154,200,151,61,12,101,177,1038,0,,lenarvo01,2003-2004
Jason Kidd,30,NJN,PG,67,66,2450,368,959,0.384,94,293,0.321,274,666,0.411,0.433,206,249,0.827,85,343,428,618,122,14,214,110,1036,9,MVP-8ASNBA1,kiddja01,2003-2004
Jim Jackson,33,HOU,SF,80,80,3119,382,900,0.424,162,405,0.400,220,495,0.444,0.514,107,127,0.843,52,435,487,226,86,23,175,227,1033,0,,jacksji01,2003-2004
Jalen Rose,31,2TM,SF,66,64,2497,383,952,0.402,69,202,0.342,314,750,0.419,0.439,187,231,0.810,34,232,266,329,51,22,208,184,1022,0,,roseja01,2003-2004
Jalen Rose,31,CHI,SF,16,14,529,75,200,0.375,23,54,0.426,52,146,0.356,0.433,39,51,0.765,7,57,64,56,12,4,37,45,212,0,,roseja01,2003-2004
Jalen Rose,31,TOR,PG,50,50,1968,308,752,0.410,46,148,0.311,262,604,0.434,0.440,148,180,0.822,27,175,202,273,39,18,171,139,810,0,,roseja01,2003-2004
Brad Miller,27,SAC,PF,72,53,2621,373,731,0.510,12,38,0.316,361,693,0.521,0.518,256,329,0.778,191,552,743,312,68,86,144,247,1014,2,AS,millebr01,2003-2004
Ronald Murray,24,SEA,PG,82,18,2021,389,915,0.425,67,229,0.293,322,686,0.469,0.462,168,235,0.715,45,159,204,205,81,28,149,158,1013,0,,murraro01,2003-2004
Kenny Thomas,26,PHI,PF,74,72,2699,381,813,0.469,1,5,0.200,380,808,0.470,0.469,243,323,0.752,261,489,750,111,82,33,172,219,1006,0,,thomake01,2003-2004
Dwyane Wade,22,MIA,PG,61,56,2126,371,798,0.465,16,53,0.302,355,745,0.477,0.475,233,312,0.747,85,162,247,275,86,34,196,140,991,0,ROY-3,wadedw01,2003-2004
Manu Ginóbili,26,SAS,SG,77,38,2260,330,789,0.418,88,245,0.359,242,544,0.445,0.474,239,298,0.802,86,258,344,291,136,16,161,181,987,0,6MOY-3,ginobma01,2003-2004
Tim Thomas,26,2TM,SF,66,65,2089,363,813,0.446,73,194,0.376,290,619,0.468,0.491,171,218,0.784,64,256,320,124,64,20,116,196,970,0,,thomati01,2003-2004
Tim Thomas,26,MIL,SF,42,42,1343,226,510,0.443,47,130,0.362,179,380,0.471,0.489,93,122,0.762,38,167,205,90,40,15,73,127,592,0,,thomati01,2003-2004
Tim Thomas,26,NYK,SF,24,23,746,137,303,0.452,26,64,0.406,111,239,0.464,0.495,78,96,0.813,26,89,115,34,24,5,43,69,378,0,,thomati01,2003-2004
Clifford Robinson,37,GSW,PF,82,82,2846,366,945,0.387,112,314,0.357,254,631,0.403,0.447,123,173,0.711,54,268,322,271,68,73,173,237,967,0,DPOY-8,robincl02,2003-2004
Vladimir Radmanović,23,SEA,PF,77,38,2321,345,812,0.425,140,377,0.371,205,435,0.471,0.511,95,127,0.748,104,302,406,142,80,42,109,187,925,0,6MOY-15,radmavl01,2003-2004
Allan Houston,32,NYK,SG,50,50,1799,340,781,0.435,87,202,0.431,253,579,0.437,0.491,157,172,0.913,20,101,121,99,38,2,102,105,924,0,,houstal01,2003-2004
Raja Bell,27,UTA,SG,82,4,2020,329,805,0.409,62,166,0.373,267,639,0.418,0.447,195,248,0.786,60,181,241,107,63,13,111,262,915,0,6MOY-9,bellra01,2003-2004
Kirk Hinrich,23,CHI,PG,76,66,2706,318,823,0.386,144,369,0.390,174,454,0.383,0.474,135,168,0.804,42,217,259,517,101,21,204,276,915,1,ROY-4,hinriki01,2003-2004
Drew Gooden,22,ORL,PF,79,17,2134,369,829,0.445,9,42,0.214,360,787,0.457,0.451,167,262,0.637,160,356,516,89,62,72,126,196,914,0,,goodedr01,2003-2004
Erick Dampier,28,GSW,C,74,74,2403,348,650,0.535,0,2,0.000,348,648,0.537,0.535,217,332,0.654,344,543,887,60,33,137,131,227,913,0,,dampier01,2003-2004
DeShawn Stevenson,22,2TM,SF,80,78,2444,376,871,0.432,19,71,0.268,357,800,0.446,0.443,138,204,0.676,79,219,298,158,52,17,120,140,909,0,,stevede01,2003-2004
DeShawn Stevenson,22,UTA,SG,54,54,1511,261,586,0.445,7,30,0.233,254,556,0.457,0.451,89,133,0.669,43,135,178,92,28,16,80,86,618,0,,stevede01,2003-2004
DeShawn Stevenson,22,ORL,SF,26,24,933,115,285,0.404,12,41,0.293,103,244,0.422,0.425,49,71,0.690,36,84,120,66,24,1,40,54,291,0,,stevede01,2003-2004
Nenê,21,DEN,PF,77,77,2504,334,630,0.530,0,2,0.000,334,628,0.532,0.530,240,352,0.682,154,349,503,168,116,41,183,280,908,0,,hilarne01,2003-2004
Carlos Arroyo,24,UTA,PG,71,71,2008,339,768,0.441,38,117,0.325,301,651,0.462,0.466,181,225,0.804,41,144,185,355,63,5,156,165,897,0,,arroyca01,2003-2004
Kurt Thomas,31,NYK,PF,80,75,2548,392,829,0.473,0,3,0.000,392,826,0.475,0.473,106,127,0.835,145,517,662,149,56,80,132,298,890,0,,thomaku01,2003-2004
Bonzi Wells,27,2TM,SG,72,27,1872,363,850,0.427,22,69,0.319,341,781,0.437,0.440,138,183,0.754,78,182,260,139,91,19,161,197,886,0,6MOY-12,wellsbo01,2003-2004
Bonzi Wells,27,POR,SG,13,10,404,68,175,0.389,1,8,0.125,67,167,0.401,0.391,21,27,0.778,21,40,61,35,20,3,32,38,158,0,,wellsbo01,2003-2004
Bonzi Wells,27,MEM,SG,59,17,1468,295,675,0.437,21,61,0.344,274,614,0.446,0.453,117,156,0.750,57,142,199,104,71,16,129,159,728,0,,wellsbo01,2003-2004
Mike Dunleavy,23,GSW,SF,75,69,2336,323,720,0.449,94,254,0.370,229,466,0.491,0.514,137,185,0.741,87,355,442,220,68,13,143,169,877,0,,dunlemi02,2003-2004
Maurice Taylor,27,HOU,PF,75,10,2081,367,765,0.480,0,2,0.000,367,763,0.481,0.480,128,174,0.736,131,253,384,107,43,47,149,253,862,0,6MOY-10,tayloma01,2003-2004
Chris Bosh,19,TOR,C,75,63,2510,327,712,0.459,5,14,0.357,322,698,0.461,0.463,202,288,0.701,191,366,557,78,59,106,107,215,861,0,ROY-5,boshch01,2003-2004
Darius Miles,22,2TM,SF,79,56,2079,365,753,0.485,7,40,0.175,358,713,0.502,0.489,124,193,0.642,112,247,359,162,67,61,130,168,861,0,,milesda01,2003-2004
Darius Miles,22,CLE,SF,37,16,888,143,331,0.432,5,30,0.167,138,301,0.458,0.440,39,72,0.542,48,119,167,80,25,27,56,84,330,0,,milesda01,2003-2004
Darius Miles,22,POR,SF,42,40,1191,222,422,0.526,2,10,0.200,220,412,0.534,0.528,85,121,0.702,64,128,192,82,42,34,74,84,531,0,,milesda01,2003-2004
David Wesley,33,NOH,SG,61,60,2001,311,800,0.389,92,285,0.323,219,515,0.425,0.446,137,182,0.753,28,106,134,175,71,14,100,147,851,0,,wesleda01,2003-2004
Eric Snow,30,PHI,PG,82,82,2966,295,715,0.413,2,18,0.111,293,697,0.420,0.414,252,316,0.797,62,219,281,563,97,6,187,213,844,0,,snower01,2003-2004
Mark Blount,28,BOS,C,82,73,2402,342,604,0.566,0,0,,342,604,0.566,0.566,159,221,0.719,207,382,589,75,80,106,150,253,843,0,,blounma01,2003-2004
Tayshaun Prince,23,DET,SF,82,80,2701,338,723,0.467,57,157,0.363,281,566,0.496,0.507,108,141,0.766,93,297,390,191,63,69,119,149,841,0,,princta01,2003-2004
Darrell Armstrong,35,NOH,PG,79,22,2247,291,736,0.395,135,429,0.315,156,307,0.508,0.487,123,144,0.854,63,163,226,311,133,16,155,148,840,0,6MOY-13,armstda01,2003-2004
Earl Boykins,27,DEN,SG,82,3,1849,321,766,0.419,55,171,0.322,266,595,0.447,0.455,142,162,0.877,42,101,143,295,51,3,100,84,839,0,6MOY-5,boykiea01,2003-2004
Rafer Alston,27,MIA,PG,82,28,2581,287,764,0.376,161,434,0.371,126,330,0.382,0.481,103,134,0.769,26,200,226,372,114,18,128,212,838,0,6MOY-7,alstora01,2003-2004
P.J. Brown,34,NOH,PF,80,80,2753,339,712,0.476,0,1,0.000,339,711,0.477,0.476,158,185,0.854,237,453,690,155,78,73,101,203,836,0,,brownpj01,2003-2004
Doug Christie,33,SAC,SG,82,82,2780,317,688,0.461,49,142,0.345,268,546,0.491,0.496,148,172,0.860,69,260,329,347,151,41,155,186,831,0,,chrisdo01,2003-2004
Joe Smith,28,MIL,PF,76,76,2254,311,708,0.439,1,5,0.200,310,703,0.441,0.440,207,241,0.859,230,413,643,78,47,94,82,209,830,0,,smithjo02,2003-2004
Jeff McInnis,29,2TM,PG,70,57,2365,334,747,0.447,46,127,0.362,288,620,0.465,0.478,114,143,0.797,33,143,176,430,72,6,120,163,828,0,,mcinnje01,2003-2004
Jeff McInnis,29,POR,SG,39,26,1269,196,416,0.471,15,47,0.319,181,369,0.491,0.489,58,76,0.763,16,78,94,196,36,2,61,94,465,0,,mcinnje01,2003-2004
Jeff McInnis,29,CLE,PG,31,31,1096,138,331,0.417,31,80,0.388,107,251,0.426,0.464,56,67,0.836,17,65,82,234,36,4,59,69,363,0,,mcinnje01,2003-2004
Gordan Giriček,26,2TM,SF,73,43,2041,316,724,0.436,60,152,0.395,256,572,0.448,0.478,135,158,0.854,51,175,226,122,56,15,103,144,827,0,,giricgo01,2003-2004
Gordan Giriček,26,ORL,SF,48,25,1435,188,427,0.440,46,113,0.407,142,314,0.452,0.494,67,81,0.827,37,127,164,80,41,10,63,98,489,0,,giricgo01,2003-2004
Gordan Giriček,26,UTA,SG,25,18,606,128,297,0.431,14,39,0.359,114,258,0.442,0.455,68,77,0.883,14,48,62,42,15,5,40,46,338,0,,giricgo01,2003-2004
Kwame Brown,21,WAS,PF,74,57,2239,288,589,0.489,1,2,0.500,287,587,0.489,0.490,228,334,0.683,178,372,550,112,66,52,140,144,805,0,,brownkw01,2003-2004
Vlade Divac,35,SAC,C,81,81,2317,314,668,0.470,2,13,0.154,312,655,0.476,0.472,170,260,0.654,136,327,463,432,57,77,173,222,800,1,,divacvl01,2003-2004
Reggie Miller,38,IND,SG,80,80,2254,260,594,0.438,134,334,0.401,126,260,0.485,0.551,146,165,0.885,18,170,188,249,65,11,68,96,800,0,,millere01,2003-2004
Tyronn Lue,26,ORL,PG,76,69,2332,309,714,0.433,80,209,0.383,229,505,0.453,0.489,101,131,0.771,26,161,187,317,61,5,124,185,799,0,,luety01,2003-2004
Jason Williams,28,MEM,PG,72,68,2115,290,713,0.407,120,364,0.330,170,349,0.487,0.491,82,98,0.837,25,122,147,492,92,5,136,97,782,0,,willija02,2003-2004
Ben Wallace,29,DET,C,81,81,3050,315,748,0.421,1,8,0.125,314,740,0.424,0.422,142,290,0.490,324,682,1006,138,143,246,123,162,773,0,MVP-7DPOY-2ASNBA2,wallabe01,2003-2004
Mike James,28,2TM,PG,81,55,2196,272,657,0.414,106,281,0.377,166,376,0.441,0.495,103,127,0.811,28,206,234,339,96,3,124,156,753,0,,jamesmi01,2003-2004
Mike James,28,BOS,PG,55,55,1684,213,510,0.418,86,226,0.381,127,284,0.447,0.502,76,95,0.800,20,156,176,244,70,2,83,113,588,0,,jamesmi01,2003-2004
Mike James,28,DET,PG,26,0,512,59,147,0.401,20,55,0.364,39,92,0.424,0.469,27,32,0.844,8,50,58,95,26,1,41,43,165,0,,jamesmi01,2003-2004
