Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards,Player-additional,Year
Allen Iverson,34,PHI,SG,25,24,798,121,290,0.417,8,24,0.333,113,266,0.425,0.431,98,119,0.824,15,60,75,102,18,2,57,43,348,0,,iversal01,2009-2010
Anthony Randolph,20,GSW,C,33,8,749,137,309,0.443,1,5,0.200,136,304,0.447,0.445,109,136,0.801,73,142,215,42,28,51,49,92,384,0,,randoan01,2009-2010
Eric Maynor,22,2TM,PG,81,2,1269,154,368,0.418,22,71,0.310,132,297,0.444,0.448,52,72,0.722,21,108,129,266,40,10,85,115,382,0,,maynoer01,2009-2010
Eric Maynor,22,UTA,PG,26,2,363,52,133,0.391,5,24,0.208,47,109,0.431,0.410,25,33,0.758,10,28,38,81,13,2,28,33,134,0,,maynoer01,2009-2010
Eric Maynor,22,OKC,PG,55,0,906,102,235,0.434,17,47,0.362,85,188,0.452,0.470,27,39,0.692,11,80,91,185,27,8,57,82,248,0,,maynoer01,2009-2010
Ben Wallace,35,DET,C,69,67,1975,158,292,0.541,0,2,0.000,158,290,0.545,0.541,65,160,0.406,245,352,597,105,86,84,64,131,381,0,DPOY-17,wallabe01,2009-2010
Nicolas Batum,21,POR,SF,37,25,918,139,268,0.519,54,132,0.409,85,136,0.625,0.619,43,51,0.843,32,109,141,44,24,25,27,83,375,0,,batumni01,2009-2010
Kyle Korver,28,UTA,SG,52,0,952,138,280,0.493,59,110,0.536,79,170,0.465,0.598,39,49,0.796,10,101,111,89,26,12,42,76,374,0,,korveky01,2009-2010
Jared Jeffries,28,2TM,SF,70,37,1794,138,314,0.439,21,71,0.296,117,243,0.481,0.473,75,120,0.625,130,158,288,101,62,71,76,203,372,0,,jeffrja01,2009-2010
Jared Jeffries,28,NYK,PF,52,37,1462,102,230,0.443,20,62,0.323,82,168,0.488,0.487,60,93,0.645,99,124,223,83,53,58,62,157,284,0,,jeffrja01,2009-2010
Jared Jeffries,28,HOU,SF,18,0,332,36,84,0.429,1,9,0.111,35,75,0.467,0.435,15,27,0.556,31,34,65,18,9,13,14,46,88,0,,jeffrja01,2009-2010
Lou Amundson,27,PHO,PF,79,0,1168,152,276,0.551,0,1,0.000,152,275,0.553,0.551,67,123,0.545,128,218,346,31,24,73,57,169,371,0,,amundlo01,2009-2010
David Andersen,29,HOU,C,63,0,891,147,340,0.432,27,78,0.346,120,262,0.458,0.472,46,67,0.687,54,154,208,44,15,12,37,119,367,0,,anderda03,2009-2010
Reggie Williams,23,GSW,SF,24,10,782,140,283,0.495,33,92,0.359,107,191,0.560,0.553,52,62,0.839,18,92,110,66,23,6,29,49,365,0,,willire02,2009-2010
Keyon Dooling,29,NJN,PG,53,8,971,129,324,0.398,59,157,0.376,70,167,0.419,0.489,47,61,0.770,8,46,54,135,34,0,59,82,364,0,,doolike01,2009-2010
Chuck Hayes,26,HOU,C,82,82,1773,161,329,0.489,0,0,,161,329,0.489,0.489,36,66,0.545,151,314,465,139,73,43,74,219,358,0,,hayesch01,2009-2010
Jerry Stackhouse,35,MIL,SG,42,0,855,129,316,0.408,45,130,0.346,84,186,0.452,0.479,55,69,0.797,19,81,100,70,21,9,66,56,358,0,,stackje01,2009-2010
Luther Head,27,IND,SG,47,10,813,136,311,0.437,37,105,0.352,99,206,0.481,0.497,48,58,0.828,6,74,80,72,18,9,54,53,357,0,,headlu01,2009-2010
Daniel Gibson,23,CLE,PG,56,10,1068,125,268,0.466,71,149,0.477,54,119,0.454,0.599,34,49,0.694,13,60,73,70,25,7,36,79,355,0,,gibsoda01,2009-2010
Jarvis Hayes,28,NJN,SF,45,19,1033,138,328,0.421,60,179,0.335,78,149,0.523,0.512,14,18,0.778,9,99,108,40,29,9,28,91,350,0,,hayesja01,2009-2010
Austin Daye,21,DET,SF,69,4,915,137,295,0.464,29,95,0.305,108,200,0.540,0.514,46,56,0.821,34,140,174,34,25,26,48,114,349,0,,dayeau01,2009-2010
Keith Bogans,29,SAS,SF,79,50,1559,120,298,0.403,70,196,0.357,50,102,0.490,0.520,37,50,0.740,25,151,176,95,45,12,53,156,347,0,,boganke01,2009-2010
Jannero Pargo,30,CHI,PG,63,5,829,132,381,0.346,38,138,0.275,94,243,0.387,0.396,42,45,0.933,9,69,78,89,29,2,50,68,344,0,,pargoja01,2009-2010
Glen Davis,24,BOS,PF,54,1,933,122,279,0.437,0,4,0.000,122,275,0.444,0.437,96,138,0.696,101,104,205,35,21,14,53,132,340,0,,davisgl01,2009-2010
DeAndre Jordan,21,LAC,C,70,12,1137,144,238,0.605,0,2,0.000,144,236,0.610,0.605,48,128,0.375,122,230,352,21,16,62,75,152,336,0,,jordade01,2009-2010
Tyson Chandler,27,CHA,C,51,27,1163,109,190,0.574,0,0,,109,190,0.574,0.574,115,157,0.732,114,206,320,16,17,55,91,138,333,0,,chandty01,2009-2010
Zaza Pachulia,25,ATL,C,78,1,1089,120,246,0.488,0,4,0.000,120,242,0.496,0.488,93,143,0.650,117,176,293,42,37,31,58,186,333,0,,pachuza01,2009-2010
Tony Allen,28,BOS,SG,54,8,889,129,253,0.510,0,5,0.000,129,248,0.520,0.510,72,119,0.605,52,93,145,72,59,19,66,109,330,0,,allento01,2009-2010
Henry Walker,22,2TM,SF,35,13,768,120,232,0.517,50,116,0.431,70,116,0.603,0.625,39,49,0.796,15,73,88,40,23,3,28,83,329,0,,walkebi01,2009-2010
Henry Walker,22,BOS,SF,8,0,29,3,6,0.500,0,0,,3,6,0.500,0.500,2,2,1.000,0,5,5,3,0,0,2,4,8,0,,walkebi01,2009-2010
Henry Walker,22,NYK,SG,27,13,739,117,226,0.518,50,116,0.431,67,110,0.609,0.628,37,47,0.787,15,68,83,37,23,3,26,79,321,0,,walkebi01,2009-2010
Erick Dampier,34,DAL,C,55,47,1280,133,213,0.624,1,3,0.333,132,210,0.629,0.627,61,101,0.604,128,272,400,31,15,77,61,153,328,0,,dampier01,2009-2010
Morris Peterson,32,NOH,SG,46,39,973,116,301,0.385,62,171,0.363,54,130,0.415,0.488,33,54,0.611,17,109,126,41,25,5,27,81,327,0,,petermo01,2009-2010
Jason Kapono,28,PHI,SF,57,12,976,126,301,0.419,63,171,0.368,63,130,0.485,0.523,9,15,0.600,14,52,66,39,21,6,34,80,324,0,,kaponja01,2009-2010
Rodney Carney,25,PHI,SG,68,0,857,113,282,0.401,41,135,0.304,72,147,0.490,0.473,52,63,0.825,26,111,137,37,25,20,21,79,319,0,,carnero01,2009-2010
Travis Outlaw,25,2TM,SF,34,6,730,110,281,0.391,40,105,0.381,70,176,0.398,0.463,49,59,0.831,33,88,121,34,18,17,32,43,309,0,,outlatr01,2009-2010
Travis Outlaw,25,POR,SF,11,0,231,38,101,0.376,12,31,0.387,26,70,0.371,0.436,21,24,0.875,13,25,38,8,7,8,12,13,109,0,,outlatr01,2009-2010
Travis Outlaw,25,LAC,SF,23,6,499,72,180,0.400,28,74,0.378,44,106,0.415,0.478,28,35,0.800,20,63,83,26,11,9,20,30,200,0,,outlatr01,2009-2010
Stephen Graham,27,CHA,SG,70,8,804,119,240,0.496,16,50,0.320,103,190,0.542,0.529,42,65,0.646,24,111,135,23,20,10,36,94,296,0,,grahast01,2009-2010
Jamario Moon,29,CLE,SF,61,2,1052,114,247,0.462,32,100,0.320,82,147,0.558,0.526,36,45,0.800,26,165,191,49,34,30,23,69,296,0,,moonja01,2009-2010
Marcin Gortat,25,ORL,C,81,0,1088,121,227,0.533,0,3,0.000,121,224,0.540,0.533,51,75,0.680,104,237,341,17,17,70,46,138,293,0,,gortama01,2009-2010
Brandon Bass,24,ORL,PF,50,3,648,119,233,0.511,0,0,,119,233,0.511,0.511,52,63,0.825,54,73,127,19,12,27,31,69,290,0,,bassbr01,2009-2010
Marquis Daniels,29,BOS,SF,51,4,937,124,249,0.498,6,28,0.214,118,221,0.534,0.510,34,56,0.607,27,68,95,66,27,6,42,91,288,0,,daniema01,2009-2010
Jodie Meeks,22,2TM,SG,60,0,719,104,268,0.388,42,132,0.318,62,136,0.456,0.466,31,39,0.795,9,90,99,39,18,5,25,52,281,0,,meeksjo01,2009-2010
Jodie Meeks,22,MIL,SG,41,0,486,64,177,0.362,23,82,0.280,41,95,0.432,0.427,18,21,0.857,5,67,72,22,13,4,20,33,169,0,,meeksjo01,2009-2010
Jodie Meeks,22,PHI,SG,19,0,233,40,91,0.440,19,50,0.380,21,41,0.512,0.544,13,18,0.722,4,23,27,17,5,1,5,19,112,0,,meeksjo01,2009-2010
Chris Hunter,25,GSW,C,60,9,783,109,217,0.502,0,4,0.000,109,213,0.512,0.502,52,69,0.754,56,111,167,37,13,35,30,132,270,0,,huntech01,2009-2010
Marcus Williams,24,MEM,PG,62,1,872,104,271,0.384,24,81,0.296,80,190,0.421,0.428,37,55,0.673,13,80,93,161,32,1,74,43,269,0,,willima03,2009-2010
Joey Graham,27,DEN,SF,63,18,759,105,202,0.520,2,13,0.154,103,189,0.545,0.525,54,73,0.740,39,84,123,22,23,7,43,104,266,0,,grahajo01,2009-2010
Sasha Pavlović,26,MIN,SF,71,0,877,109,300,0.363,35,118,0.297,74,182,0.407,0.422,10,26,0.385,12,105,117,58,23,6,53,84,263,0,,pavloal01,2009-2010
Julian Wright,22,NOH,SF,68,14,871,116,232,0.500,2,6,0.333,114,226,0.504,0.504,25,41,0.610,58,86,144,41,29,18,44,45,259,0,,wrighju01,2009-2010
James Johnson,22,CHI,PF,65,11,757,95,210,0.452,15,46,0.326,80,164,0.488,0.488,51,70,0.729,34,94,128,48,21,43,62,126,256,0,,johnsja01,2009-2010
Vladimir Radmanović,29,2TM,PF,41,20,891,103,273,0.377,30,108,0.278,73,165,0.442,0.432,20,27,0.741,51,127,178,45,29,7,44,97,256,0,,radmavl01,2009-2010
Vladimir Radmanović,29,CHA,PF,8,0,133,14,42,0.333,7,22,0.318,7,20,0.350,0.417,4,6,0.667,8,21,29,7,3,1,5,18,39,0,,radmavl01,2009-2010
Vladimir Radmanović,29,GSW,PF,33,20,758,89,231,0.385,23,86,0.267,66,145,0.455,0.435,16,21,0.762,43,106,149,38,26,6,39,79,217,0,,radmavl01,2009-2010
Ronnie Price,26,UTA,PG,60,4,806,98,242,0.405,18,63,0.286,80,179,0.447,0.442,41,59,0.695,28,46,74,123,40,13,56,109,255,0,,pricero01,2009-2010
James Singleton,28,2TM,SF,57,3,977,97,254,0.382,7,37,0.189,90,217,0.415,0.396,53,62,0.855,108,168,276,31,28,43,49,113,254,0,,singlja01,2009-2010
James Singleton,28,DAL,SF,25,0,211,24,64,0.375,5,22,0.227,19,42,0.452,0.414,6,6,1.000,17,38,55,9,11,7,12,31,59,0,,singlja01,2009-2010
James Singleton,28,WAS,PF,32,3,766,73,190,0.384,2,15,0.133,71,175,0.406,0.389,47,56,0.839,91,130,221,22,17,36,37,82,195,0,,singlja01,2009-2010
Josh Boone,25,NJN,PF,63,28,1045,117,223,0.525,0,0,,117,223,0.525,0.525,19,58,0.328,124,191,315,29,30,48,37,111,253,0,,boonejo01,2009-2010
Ime Udoka,32,SAC,SG,69,2,944,91,241,0.378,26,91,0.286,65,150,0.433,0.432,42,57,0.737,51,140,191,58,34,6,42,83,250,0,,udokaim01,2009-2010
Shaun Livingston,24,2TM,PG,36,18,796,104,201,0.517,0,6,0.000,104,195,0.533,0.517,42,48,0.875,16,62,78,130,17,11,58,61,250,0,,livinsh01,2009-2010
Shaun Livingston,24,OKC,PG,10,0,130,5,16,0.313,0,2,0.000,5,14,0.357,0.313,0,0,,4,16,20,14,5,2,8,9,10,0,,livinsh01,2009-2010
Shaun Livingston,24,WAS,PG,26,18,666,99,185,0.535,0,4,0.000,99,181,0.547,0.535,42,48,0.875,12,46,58,116,12,9,50,52,240,0,,livinsh01,2009-2010
Tyler Hansbrough,24,IND,PF,29,1,511,81,225,0.360,0,4,0.000,81,221,0.367,0.360,84,113,0.743,60,78,138,28,17,8,21,70,246,0,,hansbty01,2009-2010
Tracy McGrady,30,2TM,SG,30,24,673,91,235,0.387,16,64,0.250,75,171,0.439,0.421,47,63,0.746,22,72,94,99,15,14,44,40,245,0,,mcgratr01,2009-2010
Tracy McGrady,30,HOU,SG,6,0,46,7,19,0.368,1,2,0.500,6,17,0.353,0.395,4,6,0.667,0,5,5,6,0,2,1,2,19,0,,mcgratr01,2009-2010
Tracy McGrady,30,NYK,SG,24,24,627,84,216,0.389,15,62,0.242,69,154,0.448,0.424,43,57,0.754,22,67,89,93,15,12,43,38,226,0,,mcgratr01,2009-2010
Jordan Hill,22,2TM,PF,47,0,624,99,201,0.493,0,2,0.000,99,199,0.497,0.493,46,68,0.676,76,99,175,20,14,21,30,92,244,0,,hilljo01,2009-2010
Jordan Hill,22,NYK,PF,24,0,252,41,92,0.446,0,2,0.000,41,90,0.456,0.446,15,21,0.714,32,29,61,7,10,9,12,37,97,0,,hilljo01,2009-2010
Jordan Hill,22,HOU,PF,23,0,372,58,109,0.532,0,0,,58,109,0.532,0.532,31,47,0.660,44,70,114,13,4,12,18,55,147,0,,hilljo01,2009-2010
Dante Cunningham,22,POR,PF,63,2,707,106,214,0.495,0,2,0.000,106,212,0.500,0.495,31,48,0.646,54,106,160,14,24,22,15,97,243,0,,cunnida01,2009-2010
Devean George,32,GSW,SF,45,4,761,89,206,0.432,48,123,0.390,41,83,0.494,0.549,16,23,0.696,21,93,114,32,41,10,15,89,242,0,,georgde01,2009-2010
Greg Oden,22,POR,C,21,21,502,92,152,0.605,0,0,,92,152,0.605,0.605,49,64,0.766,64,114,178,19,8,48,39,84,233,0,,odengr01,2009-2010
Trenton Hassell,30,NJN,SF,52,31,1106,90,219,0.411,0,5,0.000,90,214,0.421,0.411,52,69,0.754,56,96,152,50,17,9,47,91,232,0,,hassetr01,2009-2010
Jeff Teague,21,ATL,PG,71,3,719,90,227,0.396,7,32,0.219,83,195,0.426,0.412,41,49,0.837,5,62,67,122,34,11,50,82,228,0,,teaguje01,2009-2010
Jawad Williams,26,CLE,PG,54,6,742,81,206,0.393,30,93,0.323,51,113,0.451,0.466,32,45,0.711,16,67,83,34,12,5,18,73,224,0,,willija04,2009-2010
Daequan Cook,22,MIA,SG,45,3,691,81,253,0.320,40,126,0.317,41,127,0.323,0.399,21,25,0.840,9,73,82,43,14,10,24,50,223,0,,cookda02,2009-2010
Joel Anthony,27,MIA,C,80,16,1322,76,159,0.478,0,0,,76,159,0.478,0.478,66,92,0.717,123,126,249,12,20,109,45,158,218,0,,anthojo01,2009-2010
Michael Redd,30,MIL,SG,18,12,492,75,213,0.352,18,60,0.300,57,153,0.373,0.394,47,66,0.712,11,43,54,39,19,2,15,24,215,0,,reddmi01,2009-2010
Darko Miličić,24,2TM,C,32,18,685,100,204,0.490,0,1,0.000,100,203,0.493,0.490,15,28,0.536,47,104,151,47,22,34,35,82,215,0,,milicda01,2009-2010
Darko Miličić,24,NYK,C,8,0,71,8,17,0.471,0,0,,8,17,0.471,0.471,0,0,,5,13,18,4,4,1,2,7,16,0,,milicda01,2009-2010
Darko Miličić,24,MIN,C,24,18,614,92,187,0.492,0,1,0.000,92,186,0.495,0.492,15,28,0.536,42,91,133,43,18,33,33,75,199,0,,milicda01,2009-2010
Bobby Brown,25,2TM,PG,45,0,519,88,237,0.371,26,98,0.265,62,139,0.446,0.426,13,15,0.867,9,29,38,88,15,1,46,42,215,0,,brownbo02,2009-2010
Bobby Brown,25,NOH,PG,22,0,328,60,152,0.395,17,66,0.258,43,86,0.500,0.451,8,8,1.000,1,17,18,46,9,1,24,28,145,0,,brownbo02,2009-2010
Bobby Brown,25,LAC,PG,23,0,191,28,85,0.329,9,32,0.281,19,53,0.358,0.382,5,7,0.714,8,12,20,42,6,0,22,14,70,0,,brownbo02,2009-2010
Kurt Thomas,37,MIL,C,70,9,1049,99,208,0.476,0,0,,99,208,0.476,0.476,12,15,0.800,84,207,291,47,26,46,48,159,210,0,,thomaku01,2009-2010
DeMarre Carroll,23,MEM,SF,71,1,795,88,222,0.396,0,6,0.000,88,216,0.407,0.396,33,53,0.623,53,97,150,33,28,9,24,107,209,0,,carrode01,2009-2010
Hasheem Thabeet,22,MEM,C,68,13,883,77,131,0.588,0,0,,77,131,0.588,0.588,54,93,0.581,85,158,243,11,15,89,43,162,208,0,,thabeha01,2009-2010
Sebastian Telfair,24,2TM,PG,43,1,659,83,201,0.413,13,56,0.232,70,145,0.483,0.445,29,37,0.784,5,40,45,126,24,5,50,71,208,0,,telfase01,2009-2010
Sebastian Telfair,24,LAC,PG,39,1,582,67,166,0.404,11,47,0.234,56,119,0.471,0.437,24,31,0.774,5,36,41,114,22,5,44,65,169,0,,telfase01,2009-2010
Sebastian Telfair,24,CLE,PG,4,0,77,16,35,0.457,2,9,0.222,14,26,0.538,0.486,5,6,0.833,0,4,4,12,2,0,6,6,39,0,,telfase01,2009-2010
Solomon Jones,25,IND,C,52,2,675,78,176,0.443,0,3,0.000,78,173,0.451,0.443,51,71,0.718,51,93,144,32,14,37,40,125,207,0,,jonesso01,2009-2010
Ronny Turiaf,27,GSW,C,42,20,872,85,146,0.582,0,1,0.000,85,145,0.586,0.582,37,78,0.474,54,137,191,90,23,54,49,98,207,0,,turiaro01,2009-2010
Francisco García,28,SAC,SG,25,4,575,82,176,0.466,23,59,0.390,59,117,0.504,0.531,15,17,0.882,11,55,66,45,10,19,21,49,202,0,,garcifr01,2009-2010
Michael Finley,36,2TM,SF,46,7,709,81,184,0.440,32,82,0.390,49,102,0.480,0.527,8,15,0.533,6,65,71,43,10,6,21,33,202,0,,finlemi01,2009-2010
Michael Finley,36,SAS,SF,25,6,395,37,97,0.381,13,41,0.317,24,56,0.429,0.448,6,9,0.667,5,33,38,19,6,4,13,12,93,0,,finlemi01,2009-2010
Michael Finley,36,BOS,SF,21,1,314,44,87,0.506,19,41,0.463,25,46,0.543,0.615,2,6,0.333,1,32,33,24,4,2,8,21,109,0,,finlemi01,2009-2010
Shelden Williams,26,BOS,PF,54,0,597,63,121,0.521,0,1,0.000,63,120,0.525,0.521,75,98,0.765,47,99,146,21,13,21,30,85,201,0,,willish02,2009-2010
Oleksiy Pecherov,24,MIN,C,44,5,447,77,188,0.410,14,52,0.269,63,136,0.463,0.447,29,32,0.906,32,92,124,11,9,14,32,55,197,0,,pecheol01,2009-2010
Joe Smith,34,ATL,PF,64,1,592,77,193,0.399,1,7,0.143,76,186,0.409,0.402,39,48,0.813,66,91,157,21,6,19,22,95,194,0,,smithjo02,2009-2010
Jason Smith,23,PHI,PF,56,2,658,75,174,0.431,10,29,0.345,65,145,0.448,0.460,29,42,0.690,54,81,135,33,21,28,35,110,189,0,,smithja02,2009-2010
Derrick Brown,22,CHA,SF,57,0,535,68,147,0.463,2,7,0.286,66,140,0.471,0.469,48,72,0.667,31,47,78,19,21,10,19,53,186,0,,brownde04,2009-2010
Sasha Vujačić,25,LAL,SG,67,1,575,66,164,0.402,25,81,0.309,41,83,0.494,0.479,28,33,0.848,25,54,79,41,20,4,17,67,185,0,,vujacsa01,2009-2010
Anthony Carter,34,DEN,PG,54,7,859,76,181,0.420,17,63,0.270,59,118,0.500,0.467,11,13,0.846,17,72,89,160,39,13,58,72,180,0,,cartean01,2009-2010
Josh McRoberts,22,IND,C,42,3,524,76,146,0.521,8,23,0.348,68,123,0.553,0.548,19,38,0.500,40,87,127,44,17,16,19,74,179,0,,mcrobjo01,2009-2010
Theo Ratliff,36,2TM,C,49,29,807,70,152,0.461,0,0,,70,152,0.461,0.461,38,50,0.760,59,98,157,25,12,61,41,87,178,0,,ratlith01,2009-2010
Theo Ratliff,36,SAS,C,21,3,183,16,36,0.444,0,0,,16,36,0.444,0.444,2,4,0.500,15,25,40,9,3,18,16,27,34,0,,ratlith01,2009-2010
Theo Ratliff,36,CHA,C,28,26,624,54,116,0.466,0,0,,54,116,0.466,0.466,36,46,0.783,44,73,117,16,9,43,25,60,144,0,,ratlith01,2009-2010
Josh Powell,27,LAL,PF,63,0,581,71,194,0.366,7,16,0.438,64,178,0.360,0.384,20,31,0.645,44,72,116,35,9,6,33,71,169,0,,poweljo01,2009-2010
Andris Biedriņš,23,GSW,C,33,29,763,81,137,0.591,0,0,,81,137,0.591,0.591,4,25,0.160,63,196,259,57,20,44,32,117,166,0,,biedran01,2009-2010
Rasho Nesterović,33,TOR,C,42,8,413,81,149,0.544,0,0,,81,149,0.544,0.544,1,5,0.200,37,52,89,25,10,17,16,54,163,0,,nestera01,2009-2010
Chucky Atkins,35,DET,PG,40,11,644,57,157,0.363,22,73,0.301,35,84,0.417,0.433,25,27,0.926,5,24,29,91,17,0,32,53,161,0,,atkinch01,2009-2010
Ricky Davis,30,LAC,SF,36,2,499,62,143,0.434,16,42,0.381,46,101,0.455,0.490,18,31,0.581,10,47,57,39,11,3,29,39,158,0,,davisri01,2009-2010
Kwame Brown,27,DET,C,48,1,660,62,124,0.500,0,1,0.000,62,123,0.504,0.500,33,98,0.337,53,124,177,22,15,12,43,93,157,0,,brownkw01,2009-2010
Eduardo Nájera,33,2TM,PF,46,5,685,62,146,0.425,19,64,0.297,43,82,0.524,0.490,14,24,0.583,34,81,115,29,26,14,25,94,157,0,,najered01,2009-2010
Eduardo Nájera,33,NJN,PF,13,2,204,20,53,0.377,3,17,0.176,17,36,0.472,0.406,6,12,0.500,12,26,38,15,9,2,12,33,49,0,,najered01,2009-2010
Eduardo Nájera,33,DAL,PF,33,3,481,42,93,0.452,16,47,0.340,26,46,0.565,0.538,8,12,0.667,22,55,77,14,17,12,13,61,108,0,,najered01,2009-2010
Chris Wilcox,27,DET,PF,34,10,441,63,120,0.525,0,0,,63,120,0.525,0.525,26,52,0.500,44,73,117,13,13,12,38,64,152,0,,wilcoch01,2009-2010
Jon Brockman,22,SAC,PF,52,4,654,55,103,0.534,0,0,,55,103,0.534,0.534,37,62,0.597,105,108,213,22,15,5,23,115,147,0,,brockjo01,2009-2010
James Jones,29,MIA,SF,36,6,503,43,119,0.361,37,90,0.411,6,29,0.207,0.517,23,28,0.821,4,41,45,17,11,4,11,45,146,0,,jonesja02,2009-2010
Darrell Arthur,21,MEM,PF,32,1,457,63,146,0.432,0,1,0.000,63,145,0.434,0.432,17,30,0.567,37,73,110,15,14,14,22,60,143,0,,arthuda01,2009-2010
Cartier Martin,25,2TM,SF,18,2,390,50,136,0.368,17,49,0.347,33,87,0.379,0.430,24,30,0.800,25,43,68,16,11,1,19,48,141,0,,martica01,2009-2010
Cartier Martin,25,GSW,SF,10,2,276,32,88,0.364,10,31,0.323,22,57,0.386,0.420,16,21,0.762,17,30,47,9,8,0,13,36,90,0,,martica01,2009-2010
Cartier Martin,25,WAS,SF,8,0,114,18,48,0.375,7,18,0.389,11,30,0.367,0.448,8,9,0.889,8,13,21,7,3,1,6,12,51,0,,martica01,2009-2010
Earl Clark,22,PHO,PF,51,0,383,56,151,0.371,2,5,0.400,54,146,0.370,0.377,26,36,0.722,18,44,62,21,7,13,23,25,140,0,,clarkea01,2009-2010
DeShawn Stevenson,28,2TM,SG,64,18,883,46,163,0.282,19,87,0.218,27,76,0.355,0.340,25,35,0.714,11,80,91,56,16,6,30,74,136,0,,stevede01,2009-2010
DeShawn Stevenson,28,WAS,SG,40,13,616,29,103,0.282,11,62,0.177,18,41,0.439,0.335,18,25,0.720,7,58,65,44,11,5,24,51,87,0,,stevede01,2009-2010
DeShawn Stevenson,28,DAL,SG,24,5,267,17,60,0.283,8,25,0.320,9,35,0.257,0.350,7,10,0.700,4,22,26,12,5,1,6,23,49,0,,stevede01,2009-2010
Garrett Temple,23,3TM,SG,27,4,334,44,101,0.436,13,37,0.351,31,64,0.484,0.500,35,50,0.700,6,25,31,21,13,6,27,42,136,0,,templga01,2009-2010
Garrett Temple,23,HOU,SG,9,0,118,13,29,0.448,3,12,0.250,10,17,0.588,0.500,16,24,0.667,2,12,14,7,4,4,14,16,45,0,,templga01,2009-2010
Garrett Temple,23,SAC,SG,5,0,23,3,8,0.375,0,2,0.000,3,6,0.500,0.375,5,5,1.000,1,2,3,2,1,0,2,1,11,0,,templga01,2009-2010
Garrett Temple,23,SAS,SG,13,4,193,28,64,0.438,10,23,0.435,18,41,0.439,0.516,14,21,0.667,3,11,14,12,8,2,11,25,80,0,,templga01,2009-2010
Tim Thomas,32,DAL,SF,18,1,285,49,106,0.462,16,43,0.372,33,63,0.524,0.538,21,24,0.875,13,28,41,14,10,2,14,31,135,0,,thomati01,2009-2010
DaJuan Summers,22,DET,SF,44,0,405,46,130,0.354,15,42,0.357,31,88,0.352,0.412,27,38,0.711,14,31,45,16,8,7,16,52,134,0,,summeda01,2009-2010
Jamaal Tinsley,31,MEM,PG,38,1,589,52,140,0.371,7,39,0.179,45,101,0.446,0.396,22,27,0.815,11,55,66,108,33,5,63,67,133,0,,tinslja01,2009-2010
Anthony Johnson,35,ORL,PG,31,0,406,49,111,0.441,13,39,0.333,36,72,0.500,0.500,19,20,0.950,8,40,48,63,11,1,26,32,130,0,,johnsan02,2009-2010
Kyrylo Fesenko,23,UTA,C,49,5,408,52,95,0.547,0,1,0.000,52,94,0.553,0.547,24,57,0.421,33,57,90,15,6,19,24,78,128,0,,fesenky01,2009-2010
Jermaine Taylor,23,HOU,SG,31,4,303,45,119,0.378,5,22,0.227,40,97,0.412,0.399,33,46,0.717,21,25,46,16,10,3,19,15,128,0,,tayloje02,2009-2010
Kelenna Azubuike,26,GSW,SF,9,7,231,48,88,0.545,10,27,0.370,38,61,0.623,0.602,19,28,0.679,12,29,41,10,5,9,7,16,125,0,,azubuke01,2009-2010
Nathan Jawai,23,MIN,C,39,2,412,49,111,0.441,0,1,0.000,49,110,0.445,0.441,26,38,0.684,49,55,104,24,10,9,27,58,124,0,,jawaina01,2009-2010
Sean May,25,SAC,C,37,4,331,51,111,0.459,0,4,0.000,51,107,0.477,0.459,21,32,0.656,20,50,70,17,12,7,19,46,123,0,,mayse01,2009-2010
Joel Przybilla,30,POR,C,30,9,681,45,86,0.523,0,0,,45,86,0.523,0.523,33,51,0.647,72,166,238,8,8,43,39,95,123,0,,przybjo01,2009-2010
Johan Petro,24,DEN,C,36,16,436,54,101,0.535,0,1,0.000,54,100,0.540,0.535,14,21,0.667,32,97,129,14,10,13,23,80,122,0,,petrojo01,2009-2010
Bobby Simmons,29,NJN,PF,23,2,395,42,117,0.359,20,63,0.317,22,54,0.407,0.444,18,20,0.900,11,52,63,15,15,3,19,52,122,0,,simmobo01,2009-2010
Jonathan Bender,29,NYK,SF,25,1,292,40,100,0.400,14,39,0.359,26,61,0.426,0.470,24,26,0.923,15,37,52,16,2,17,28,33,118,0,,bendejo01,2009-2010
Mikki Moore,34,GSW,C,23,20,406,54,90,0.600,0,0,,54,90,0.600,0.600,7,11,0.636,26,43,69,36,5,13,21,60,115,0,,mooremi01,2009-2010
Gerald Henderson,22,CHA,SG,43,0,355,37,104,0.356,4,19,0.211,33,85,0.388,0.375,35,47,0.745,15,40,55,13,10,9,14,25,113,0,,hendege02,2009-2010
Steve Novak,26,LAC,SF,54,0,362,42,108,0.389,22,71,0.310,20,37,0.541,0.491,7,9,0.778,1,32,33,6,7,2,2,21,113,0,,novakst01,2009-2010
Acie Law,25,3TM,PG,26,1,234,35,75,0.467,5,16,0.313,30,59,0.508,0.500,38,49,0.776,3,14,17,26,11,1,17,16,113,0,,lawac01,2009-2010
Acie Law,25,GSW,PG,5,0,66,9,14,0.643,1,3,0.333,8,11,0.727,0.679,12,15,0.800,0,2,2,7,6,0,2,5,31,0,,lawac01,2009-2010
