Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards,Player-additional,Year
Robert Horry,35,SAS,PF,63,3,1182,112,292,0.384,53,144,0.368,59,148,0.399,0.474,44,68,0.647,71,171,242,79,43,51,41,115,321,0,,horryro01,2005-2006
Sasha Vujačić,21,LAL,PG,82,4,1449,108,312,0.346,59,172,0.343,49,140,0.350,0.441,46,52,0.885,33,126,159,139,48,3,50,150,321,0,,vujacsa01,2005-2006
Eddie Griffin,23,MIN,C,70,27,1359,130,370,0.351,16,82,0.195,114,288,0.396,0.373,44,74,0.595,107,282,389,40,13,148,43,125,320,0,,griffed01,2005-2006
Grant Hill,33,ORL,SF,21,17,613,119,243,0.490,2,8,0.250,117,235,0.498,0.494,78,102,0.765,15,65,80,48,24,6,35,50,318,0,,hillgr01,2005-2006
Malik Rose,31,NYK,PF,72,35,1119,105,281,0.374,1,1,1.000,104,280,0.371,0.375,107,137,0.781,84,175,259,67,43,14,80,145,318,0,,rosema01,2005-2006
Toni Kukoč,37,MIL,PF,65,0,1018,116,298,0.389,45,147,0.306,71,151,0.470,0.465,40,56,0.714,26,124,150,139,33,17,66,87,317,0,,kukocto01,2005-2006
Quinton Ross,24,LAC,SF,67,45,1515,130,308,0.422,0,7,0.000,130,301,0.432,0.422,57,75,0.760,38,132,170,79,51,16,47,155,317,0,,rossqu01,2005-2006
Damon Stoudamire,32,MEM,PG,27,27,862,114,287,0.397,36,104,0.346,78,183,0.426,0.460,53,62,0.855,23,72,95,128,19,1,55,49,317,0,,stoudda01,2005-2006
Robert Swift,20,SEA,C,47,20,987,124,241,0.515,0,0,,124,241,0.515,0.515,53,91,0.582,94,170,264,8,15,56,49,142,301,0,,swiftro01,2005-2006
Tim Thomas,28,2TM,SF,29,10,666,113,262,0.431,46,111,0.414,67,151,0.444,0.519,28,42,0.667,22,109,131,20,16,7,33,78,300,0,,thomati01,2005-2006
Tim Thomas,28,CHI,SF,3,0,32,6,16,0.375,1,6,0.167,5,10,0.500,0.406,0,0,,0,4,4,2,0,1,1,1,13,0,,thomati01,2005-2006
Tim Thomas,28,PHO,PF,26,10,634,107,246,0.435,45,105,0.429,62,141,0.440,0.526,28,42,0.667,22,105,127,18,16,6,32,77,287,0,,thomati01,2005-2006
Jackie Butler,20,NYK,C,55,0,740,117,215,0.544,0,0,,117,215,0.544,0.544,58,77,0.753,67,116,183,25,17,31,62,127,292,0,,butleja01,2005-2006
Pat Garrity,29,ORL,PF,57,0,938,101,242,0.417,50,129,0.388,51,113,0.451,0.521,30,37,0.811,31,77,108,38,12,9,38,108,282,0,,garripa01,2005-2006
Dahntay Jones,25,MEM,SF,71,4,967,109,263,0.414,3,21,0.143,106,242,0.438,0.420,60,93,0.645,20,84,104,39,38,15,50,108,281,0,,jonesda02,2005-2006
Hakim Warrick,23,MEM,PF,68,2,724,101,228,0.443,0,0,,101,228,0.443,0.443,76,115,0.661,43,101,144,30,14,21,56,113,278,0,,warriha01,2005-2006
Beno Udrih,23,SAS,PG,54,3,586,106,233,0.455,24,70,0.343,82,163,0.503,0.506,39,50,0.780,18,34,52,92,14,2,53,55,275,0,,udrihbe01,2005-2006
Jannero Pargo,26,CHI,PG,57,0,646,109,292,0.373,39,103,0.379,70,189,0.370,0.440,17,21,0.810,8,53,61,94,24,2,61,57,274,0,,pargoja01,2005-2006
Jacque Vaughn,30,NJN,SG,80,6,1234,107,245,0.437,1,6,0.167,106,239,0.444,0.439,59,81,0.728,16,75,91,123,42,1,52,140,274,0,,vaughja01,2005-2006
Theo Ratliff,32,POR,C,55,19,1301,108,189,0.571,0,0,,108,189,0.571,0.571,54,83,0.651,89,190,279,28,18,88,47,143,270,0,,ratlith01,2005-2006
Jake Voskuhl,28,CHA,C,51,2,818,114,261,0.437,1,3,0.333,113,258,0.438,0.439,41,60,0.683,62,121,183,39,26,23,33,157,270,0,,voskuja01,2005-2006
Malik Allen,27,CHI,PF,54,20,701,121,247,0.490,1,1,1.000,120,246,0.488,0.492,23,38,0.605,44,96,140,20,14,16,34,92,266,0,,allenma01,2005-2006
Darko Miličić,20,2TM,C,55,1,767,119,234,0.509,0,2,0.000,119,232,0.513,0.509,28,50,0.560,44,107,151,41,14,77,51,92,266,0,,milicda01,2005-2006
Darko Miličić,20,DET,C,25,0,140,17,33,0.515,0,2,0.000,17,31,0.548,0.515,3,8,0.375,10,18,28,9,3,15,15,25,37,0,,milicda01,2005-2006
Darko Miličić,20,ORL,C,30,1,627,102,201,0.507,0,0,,102,201,0.507,0.507,25,42,0.595,34,89,123,32,11,62,36,67,229,0,,milicda01,2005-2006
Trevor Ariza,20,2TM,SF,57,10,999,93,226,0.412,1,5,0.200,92,221,0.416,0.414,77,127,0.606,78,140,218,61,57,11,62,100,264,0,,arizatr01,2005-2006
Trevor Ariza,20,NYK,SF,36,10,709,61,146,0.418,1,3,0.333,60,143,0.420,0.421,42,77,0.545,49,88,137,46,43,9,46,78,165,0,,arizatr01,2005-2006
Trevor Ariza,20,ORL,SF,21,0,290,32,80,0.400,0,2,0.000,32,78,0.410,0.400,35,50,0.700,29,52,81,15,14,2,16,22,99,0,,arizatr01,2005-2006
Royal Ivey,24,ATL,PG,73,66,978,116,264,0.439,4,10,0.400,112,254,0.441,0.447,24,33,0.727,31,65,96,74,24,7,23,147,260,0,,iveyro01,2005-2006
Andris Biedriņš,19,GSW,C,68,2,1000,118,185,0.638,0,0,,118,185,0.638,0.638,22,72,0.306,124,159,283,24,23,47,34,190,258,0,,biedran01,2005-2006
Jake Tsakalidis,26,MEM,C,51,19,732,100,165,0.606,0,0,,100,165,0.606,0.606,57,87,0.655,78,134,212,13,14,32,39,107,257,0,,tsakaja01,2005-2006
Jason Collins,27,NJN,C,71,70,1895,104,262,0.397,3,12,0.250,101,250,0.404,0.403,44,86,0.512,93,249,342,70,46,40,61,251,255,0,,collija04,2005-2006
Orien Greene,23,BOS,PG,80,5,1235,100,253,0.395,9,40,0.225,91,213,0.427,0.413,45,68,0.662,37,108,145,129,77,10,109,181,254,0,,greenor01,2005-2006
Daniel Ewing,22,LAC,SG,66,5,971,97,255,0.380,22,78,0.282,75,177,0.424,0.424,36,46,0.783,23,62,85,84,37,6,57,86,252,0,,ewingda01,2005-2006
Jiří Welsch,26,MIL,SF,58,2,866,86,222,0.387,14,49,0.286,72,173,0.416,0.419,65,87,0.747,22,89,111,62,34,1,41,65,251,0,,welscji01,2005-2006
Carlos Delfino,23,DET,SG,68,1,726,91,226,0.403,20,60,0.333,71,166,0.428,0.447,45,67,0.672,28,85,113,44,21,15,36,86,247,0,,delfica01,2005-2006
Sasha Pavlović,22,CLE,SG,53,19,813,87,212,0.410,35,96,0.365,52,116,0.448,0.493,32,49,0.653,16,64,80,25,19,6,42,103,241,0,,pavloal01,2005-2006
Michael Olowokandi,30,2TM,C,48,24,919,107,240,0.446,0,0,,107,240,0.446,0.446,24,47,0.511,50,170,220,23,22,33,55,122,238,0,,olowomi01,2005-2006
Michael Olowokandi,30,MIN,C,32,24,752,87,195,0.446,0,0,,87,195,0.446,0.446,19,39,0.487,45,134,179,17,19,27,41,100,193,0,,olowomi01,2005-2006
Michael Olowokandi,30,BOS,C,16,0,167,20,45,0.444,0,0,,20,45,0.444,0.444,5,8,0.625,5,36,41,6,3,6,14,22,45,0,,olowomi01,2005-2006
Adrian Griffin,31,DAL,SG,52,45,1245,98,204,0.480,0,2,0.000,98,202,0.485,0.480,41,53,0.774,75,152,227,89,51,9,39,113,237,0,,griffad01,2005-2006
Aaron Williams,34,2TM,C,48,5,791,91,176,0.517,0,0,,91,176,0.517,0.517,40,58,0.690,64,117,181,17,17,21,30,138,222,0,,williaa01,2005-2006
Aaron Williams,34,TOR,C,14,3,99,10,19,0.526,0,0,,10,19,0.526,0.526,5,6,0.833,5,10,15,1,4,3,5,28,25,0,,williaa01,2005-2006
Aaron Williams,34,NOK,C,34,2,692,81,157,0.516,0,0,,81,157,0.516,0.516,35,52,0.673,59,107,166,16,13,18,25,110,197,0,,williaa01,2005-2006
Anderson Varejão,23,CLE,C,48,4,760,79,150,0.527,0,1,0.000,79,149,0.530,0.527,61,119,0.513,77,158,235,19,31,19,27,118,219,0,,varejan01,2005-2006
Jason Hart,27,SAC,PG,66,0,818,86,221,0.389,9,31,0.290,77,190,0.405,0.410,37,56,0.661,12,59,71,70,31,5,43,85,218,0,,hartja01,2005-2006
Antonio Davis,37,2TM,PF,44,39,940,82,190,0.432,0,1,0.000,82,189,0.434,0.432,52,81,0.642,90,118,208,21,23,10,51,125,216,0,,davisan01,2005-2006
Antonio Davis,37,NYK,PF,36,31,749,68,159,0.428,0,1,0.000,68,158,0.430,0.428,45,61,0.738,75,97,172,14,20,9,43,99,181,0,,davisan01,2005-2006
Antonio Davis,37,TOR,C,8,8,191,14,31,0.452,0,0,,14,31,0.452,0.452,7,20,0.350,15,21,36,7,3,1,8,26,35,0,,davisan01,2005-2006
Linas Kleiza,21,DEN,PF,61,2,519,77,173,0.445,2,13,0.154,75,160,0.469,0.451,57,81,0.704,38,78,116,15,10,13,16,87,213,0,,kleizli01,2005-2006
Scott Padgett,29,NJN,PF,62,1,718,71,201,0.353,42,121,0.347,29,80,0.363,0.458,27,34,0.794,56,109,165,41,28,12,21,90,211,0,,padgesc01,2005-2006
Alan Anderson,23,CHA,SF,36,7,564,75,181,0.414,24,58,0.414,51,123,0.415,0.481,33,41,0.805,23,47,70,32,11,4,32,48,207,0,,anderal01,2005-2006
Jason Kapono,24,MIA,SF,51,2,665,79,177,0.446,21,53,0.396,58,124,0.468,0.506,28,33,0.848,12,59,71,37,7,3,20,89,207,0,,kaponja01,2005-2006
Brian Scalabrine,27,BOS,PF,71,1,938,74,193,0.383,31,87,0.356,43,106,0.406,0.464,26,36,0.722,27,87,114,51,21,19,50,127,205,0,,scalabr01,2005-2006
James Singleton,24,LAC,SF,59,10,753,77,151,0.510,10,20,0.500,67,131,0.511,0.543,39,50,0.780,63,134,197,29,19,21,28,95,203,0,,singlja01,2005-2006
Žarko Čabarkapa,24,GSW,PF,61,0,505,67,174,0.385,5,20,0.250,62,154,0.403,0.399,60,84,0.714,37,74,111,20,13,7,35,87,199,0,,cabarza01,2005-2006
Jarvis Hayes,24,WAS,SG,21,13,516,77,183,0.421,17,47,0.362,60,136,0.441,0.467,25,30,0.833,19,57,76,27,16,1,22,38,196,0,,hayesja01,2005-2006
Lamond Murray,32,NJN,SF,57,1,576,72,181,0.398,27,78,0.346,45,103,0.437,0.472,25,40,0.625,29,103,132,13,17,7,22,66,196,0,,murrala01,2005-2006
Kevin Ollie,33,PHI,SG,70,23,1069,75,174,0.431,1,3,0.333,74,171,0.433,0.434,41,49,0.837,13,85,98,101,33,3,29,103,192,0,,ollieke01,2005-2006
Zoran Planinić,23,NJN,PG,56,1,596,66,183,0.361,13,56,0.232,53,127,0.417,0.396,46,66,0.697,14,60,74,53,20,4,43,91,191,0,,planizo01,2005-2006
Brian Skinner,29,2TM,C,65,5,944,82,160,0.513,0,0,,82,160,0.513,0.513,27,56,0.482,76,152,228,30,25,43,45,119,191,0,,skinnbr01,2005-2006
Brian Skinner,29,SAC,PF,38,0,429,38,69,0.551,0,0,,38,69,0.551,0.551,12,27,0.444,30,71,101,17,11,20,18,54,88,0,,skinnbr01,2005-2006
Brian Skinner,29,POR,C,27,5,515,44,91,0.484,0,0,,44,91,0.484,0.484,15,29,0.517,46,81,127,13,14,23,27,65,103,0,,skinnbr01,2005-2006
Voshon Lenard,32,2TM,SG,26,6,458,75,191,0.393,25,78,0.321,50,113,0.442,0.458,16,31,0.516,5,42,47,41,21,4,31,39,191,0,,lenarvo01,2005-2006
Voshon Lenard,32,DEN,SG,12,6,238,42,103,0.408,10,35,0.286,32,68,0.471,0.456,5,13,0.385,2,26,28,18,8,2,11,21,99,0,,lenarvo01,2005-2006
Voshon Lenard,32,POR,SG,14,0,220,33,88,0.375,15,43,0.349,18,45,0.400,0.460,11,18,0.611,3,16,19,23,13,2,20,18,92,0,,lenarvo01,2005-2006
DeSagana Diop,24,DAL,C,81,45,1510,75,154,0.487,1,2,0.500,74,152,0.487,0.490,39,72,0.542,145,229,374,23,44,146,36,253,190,0,,diopde01,2005-2006
Sean May,21,CHA,PF,23,1,398,70,171,0.409,0,5,0.000,70,166,0.422,0.409,49,64,0.766,42,67,109,22,17,12,33,58,189,0,,mayse01,2005-2006
Kris Humphries,20,UTA,PF,62,2,619,77,203,0.379,0,5,0.000,77,198,0.389,0.379,34,65,0.523,56,101,157,30,23,16,31,82,188,0,,humphkr01,2005-2006
Tony Delk,32,2TM,SG,24,0,385,71,161,0.441,20,47,0.426,51,114,0.447,0.503,20,27,0.741,14,39,53,33,13,1,19,28,182,0,,delkto01,2005-2006
Tony Delk,32,ATL,SG,1,0,7,0,1,0.000,0,0,,0,1,0.000,0.000,2,2,1.000,1,1,2,0,0,0,0,0,2,0,,delkto01,2005-2006
Tony Delk,32,DET,PG,23,0,378,71,160,0.444,20,47,0.426,51,113,0.451,0.506,18,25,0.720,13,38,51,33,13,1,19,28,180,0,,delkto01,2005-2006
Matt Barnes,25,2TM,SF,56,5,631,70,140,0.500,3,15,0.200,67,125,0.536,0.511,32,47,0.681,48,73,121,28,20,7,30,100,175,0,,barnema02,2005-2006
Matt Barnes,25,NYK,SF,6,5,93,11,30,0.367,1,4,0.250,10,26,0.385,0.383,3,4,0.750,7,17,24,6,4,0,6,8,26,0,,barnema02,2005-2006
Matt Barnes,25,PHI,PF,50,0,538,59,110,0.536,2,11,0.182,57,99,0.576,0.545,29,43,0.674,41,56,97,22,16,7,24,92,149,0,,barnema02,2005-2006
Dikembe Mutombo,39,HOU,C,64,23,955,50,95,0.526,0,0,,50,95,0.526,0.526,69,91,0.758,100,206,306,4,17,57,35,128,169,0,,mutomdi01,2005-2006
Scot Pollard,30,IND,C,45,32,771,70,154,0.455,0,0,,70,154,0.455,0.455,29,38,0.763,73,145,218,24,37,20,26,115,169,0,,pollasc01,2005-2006
Gerald Green,20,BOS,SG,32,3,374,66,138,0.478,6,20,0.300,60,118,0.508,0.500,29,37,0.784,10,31,41,18,13,4,22,41,167,0,,greenge01,2005-2006
Chris Andersen,27,NOK,C,32,2,570,56,98,0.571,0,0,,56,98,0.571,0.571,49,103,0.476,61,94,155,6,8,41,26,84,161,0,,anderch01,2005-2006
Boštjan Nachbar,25,2TM,SF,36,13,502,54,156,0.346,19,71,0.268,35,85,0.412,0.407,30,44,0.682,8,52,60,27,16,5,24,65,157,0,,nachbbo01,2005-2006
Boštjan Nachbar,25,NOK,PF,25,13,405,42,124,0.339,17,57,0.298,25,67,0.373,0.407,25,36,0.694,4,45,49,22,13,5,20,52,126,0,,nachbbo01,2005-2006
Boštjan Nachbar,25,NJN,SF,11,0,97,12,32,0.375,2,14,0.143,10,18,0.556,0.406,5,8,0.625,4,7,11,5,3,0,4,13,31,0,,nachbbo01,2005-2006
Mikki Moore,30,SEA,C,47,1,583,54,124,0.435,0,2,0.000,54,122,0.443,0.435,46,62,0.742,44,86,130,27,7,15,40,92,154,0,,mooremi01,2005-2006
Linton Johnson,25,2TM,SF,36,7,524,61,149,0.409,13,36,0.361,48,113,0.425,0.453,18,27,0.667,40,82,122,14,12,12,28,61,153,0,,johnsli01,2005-2006
Linton Johnson,25,NJN,SF,9,0,35,5,10,0.500,0,0,,5,10,0.500,0.500,1,4,0.250,0,7,7,2,2,0,4,7,11,0,,johnsli01,2005-2006
Linton Johnson,25,NOK,SF,27,7,489,56,139,0.403,13,36,0.361,43,103,0.417,0.450,17,23,0.739,40,75,115,12,10,12,24,54,142,0,,johnsli01,2005-2006
Anthony Carter,30,MIN,PG,45,8,589,53,137,0.387,4,15,0.267,49,122,0.402,0.401,40,55,0.727,9,53,62,101,24,9,40,71,150,0,,cartean01,2005-2006
Jeff McInnis,31,NJN,SG,28,1,486,63,143,0.441,3,16,0.188,60,127,0.472,0.451,20,29,0.690,11,39,50,52,11,2,29,37,149,0,,mcinnje01,2005-2006
Chuck Hayes,22,HOU,PF,40,0,535,59,105,0.562,0,1,0.000,59,104,0.567,0.562,29,45,0.644,67,112,179,14,26,14,12,76,147,0,,hayesch01,2005-2006
Pape Sow,24,TOR,C,42,25,590,53,123,0.431,0,0,,53,123,0.431,0.431,41,57,0.719,54,92,146,8,21,19,30,118,147,0,,sowpa01,2005-2006
Greg Ostertag,32,UTA,C,60,22,807,61,124,0.492,0,0,,61,124,0.492,0.492,24,48,0.500,82,143,225,58,6,66,46,129,146,0,,ostergr01,2005-2006
Wayne Simien,22,MIA,PF,43,2,414,58,120,0.483,0,0,,58,120,0.483,0.483,30,34,0.882,38,50,88,7,13,1,24,70,146,0,,simiewa01,2005-2006
Pat Burke,32,PHO,C,42,0,346,63,127,0.496,2,7,0.286,61,120,0.508,0.504,13,21,0.619,21,52,73,16,6,13,33,62,141,0,,burkepa01,2005-2006
Donell Taylor,23,WAS,SG,51,1,465,53,136,0.390,4,17,0.235,49,119,0.412,0.404,30,43,0.698,16,37,53,45,30,4,34,47,140,0,,taylodo01,2005-2006
Jerome James,30,NYK,C,45,9,406,56,121,0.463,0,0,,56,121,0.463,0.463,25,40,0.625,39,52,91,12,3,23,51,104,137,0,,jamesje01,2005-2006
Željko Rebrača,33,LAC,C,29,2,412,52,96,0.542,0,0,,52,96,0.542,0.542,31,41,0.756,13,51,64,9,5,19,24,59,135,0,,rebraze01,2005-2006
Shavlik Randolph,22,PHI,PF,57,1,487,44,97,0.454,0,0,,44,97,0.454,0.454,43,71,0.606,55,78,133,19,19,12,21,83,131,0,,randosh01,2005-2006
Darrell Armstrong,37,DAL,PG,62,2,622,43,128,0.336,11,48,0.229,32,80,0.400,0.379,33,42,0.786,18,63,81,86,27,3,58,71,130,0,,armstda01,2005-2006
Alan Henderson,33,CLE,C,51,3,531,47,91,0.516,0,0,,47,91,0.516,0.516,33,49,0.673,60,77,137,10,9,12,22,58,127,0,,hendeal01,2005-2006
Shandon Anderson,32,MIA,SF,48,1,638,54,126,0.429,5,19,0.263,49,107,0.458,0.448,13,18,0.722,18,63,81,30,17,6,24,75,126,0,,andersh01,2005-2006
Corliss Williamson,32,SAC,SF,37,0,362,43,103,0.417,2,2,1.000,41,101,0.406,0.427,38,49,0.776,21,46,67,14,7,4,30,56,126,0,,willico02,2005-2006
Moochie Norris,32,2TM,PG,45,0,424,46,112,0.411,4,14,0.286,42,98,0.429,0.429,29,42,0.690,12,42,54,50,20,1,33,49,125,0,,norrimo01,2005-2006
Moochie Norris,32,HOU,PG,29,0,241,26,65,0.400,0,5,0.000,26,60,0.433,0.400,13,17,0.765,9,25,34,29,14,1,16,31,65,0,,norrimo01,2005-2006
Moochie Norris,32,NOK,PG,16,0,183,20,47,0.426,4,9,0.444,16,38,0.421,0.468,16,25,0.640,3,17,20,21,6,0,17,18,60,0,,norrimo01,2005-2006
Brian Cardinal,28,MEM,PF,36,0,402,46,111,0.414,13,29,0.448,33,82,0.402,0.473,19,27,0.704,11,44,55,33,23,0,27,65,124,0,,cardibr01,2005-2006
Rafael Araújo,25,TOR,C,52,34,601,53,145,0.366,0,1,0.000,53,144,0.368,0.366,15,28,0.536,43,101,144,15,24,6,42,104,121,0,,araujra01,2005-2006
Jim Jackson,35,2TM,SF,40,1,512,47,160,0.294,18,74,0.243,29,86,0.337,0.350,9,13,0.692,11,65,76,35,12,6,35,51,121,0,,jacksji01,2005-2006
Jim Jackson,35,PHO,SF,27,1,420,38,129,0.295,14,63,0.222,24,66,0.364,0.349,9,13,0.692,11,53,64,31,10,6,30,46,99,0,,jacksji01,2005-2006
Jim Jackson,35,LAL,SF,13,0,92,9,31,0.290,4,11,0.364,5,20,0.250,0.355,0,0,,0,12,12,4,2,0,5,5,22,0,,jacksji01,2005-2006
Lonny Baxter,27,2TM,PF,41,0,400,45,104,0.433,0,0,,45,104,0.433,0.433,28,35,0.800,45,72,117,4,11,8,20,56,118,0,,baxtelo01,2005-2006
Lonny Baxter,27,HOU,C,23,0,281,33,72,0.458,0,0,,33,72,0.458,0.458,16,19,0.842,38,46,84,2,9,7,13,48,82,0,,baxtelo01,2005-2006
Lonny Baxter,27,CHA,PF,18,0,119,12,32,0.375,0,0,,12,32,0.375,0.375,12,16,0.750,7,26,33,2,2,1,7,8,36,0,,baxtelo01,2005-2006
Antonio Burks,25,MEM,PG,57,1,570,51,144,0.354,1,6,0.167,50,138,0.362,0.358,10,23,0.435,4,33,37,76,20,0,36,45,113,0,,burksan01,2005-2006
Josh Powell,23,DAL,PF,37,2,429,37,81,0.457,0,0,,37,81,0.457,0.457,36,45,0.800,28,53,81,9,7,4,22,52,110,0,,poweljo01,2005-2006
Richie Frahm,28,2TM,SG,33,0,342,39,100,0.390,23,70,0.329,16,30,0.533,0.505,7,10,0.700,3,30,33,21,4,2,8,30,108,0,,frahmri01,2005-2006
Richie Frahm,28,MIN,SG,25,0,225,24,65,0.369,15,48,0.313,9,17,0.529,0.485,3,5,0.600,3,20,23,15,3,2,4,22,66,0,,frahmri01,2005-2006
Richie Frahm,28,HOU,SG,8,0,117,15,35,0.429,8,22,0.364,7,13,0.538,0.543,4,5,0.800,0,10,10,6,1,0,4,8,42,0,,frahmri01,2005-2006
Michael Ruffin,29,WAS,C,76,4,1010,34,77,0.442,0,2,0.000,34,75,0.453,0.442,37,74,0.500,122,149,271,27,33,31,38,179,105,0,,ruffimi01,2005-2006
Laron Profit,28,LAL,SG,25,1,279,40,84,0.476,3,18,0.167,37,66,0.561,0.494,21,24,0.875,8,35,43,15,11,5,24,25,104,0,,profila01,2005-2006
Fabricio Oberto,30,SAS,C,59,0,490,44,93,0.473,0,2,0.000,44,91,0.484,0.473,15,27,0.556,57,66,123,27,9,11,28,91,103,0,,obertfa01,2005-2006
Darrick Martin,34,TOR,PG,40,0,339,34,97,0.351,16,40,0.400,18,57,0.316,0.433,18,24,0.750,2,18,20,57,17,0,15,42,102,0,,martida01,2005-2006
Esteban Batista,22,ATL,PF,57,3,495,34,80,0.425,0,1,0.000,34,79,0.430,0.425,33,53,0.623,61,83,144,7,15,11,38,111,101,0,,batises01,2005-2006
Howard Eisley,33,2TM,PG,32,0,394,34,103,0.330,13,42,0.310,21,61,0.344,0.393,20,24,0.833,3,30,33,69,11,2,21,34,101,0,,eisleho01,2005-2006
Howard Eisley,33,LAC,PG,13,0,112,4,17,0.235,1,4,0.250,3,13,0.231,0.265,0,0,,1,13,14,25,3,0,3,11,9,0,,eisleho01,2005-2006
Howard Eisley,33,DEN,PG,19,0,282,30,86,0.349,12,38,0.316,18,48,0.375,0.419,20,24,0.833,2,17,19,44,8,2,18,23,92,0,,eisleho01,2005-2006
Michael Doleac,28,MIA,C,31,3,371,37,88,0.420,0,0,,37,88,0.420,0.420,24,30,0.800,23,62,85,8,10,7,14,45,98,0,,doleami01,2005-2006
Kelvin Cato,31,2TM,C,27,0,333,36,84,0.429,0,0,,36,84,0.429,0.429,26,35,0.743,20,50,70,4,6,12,18,52,98,0,,catoke01,2005-2006
Kelvin Cato,31,ORL,C,23,0,299,31,72,0.431,0,0,,31,72,0.431,0.431,26,35,0.743,19,44,63,2,6,10,16,48,88,0,,catoke01,2005-2006
Kelvin Cato,31,DET,C,4,0,34,5,12,0.417,0,0,,5,12,0.417,0.417,0,0,,1,6,7,2,0,2,2,4,10,0,,catoke01,2005-2006
Luke Jackson,24,CLE,SF,36,0,315,29,85,0.341,12,36,0.333,17,49,0.347,0.412,26,33,0.788,16,24,40,25,11,2,31,30,96,0,,jackslu02,2005-2006
Lee Nailon,30,PHI,PF,22,0,237,40,80,0.500,0,0,,40,80,0.500,0.500,13,15,0.867,23,19,42,7,8,4,10,32,93,0,,nailole01,2005-2006
Calbert Cheaney,34,GSW,SF,42,0,448,42,108,0.389,0,8,0.000,42,100,0.420,0.389,8,8,1.000,20,41,61,19,13,2,17,38,92,0,,cheanca01,2005-2006
Eric Williams,33,TOR,SF,28,11,352,29,75,0.387,5,18,0.278,24,57,0.421,0.420,28,38,0.737,10,40,50,15,7,2,15,55,91,0,,willier01,2005-2006
Ryan Bowen,30,HOU,SF,68,19,652,37,124,0.298,3,22,0.136,34,102,0.333,0.310,11,14,0.786,31,57,88,24,21,6,13,85,88,0,,bowenry01,2005-2006
Travis Diener,23,ORL,PG,23,0,246,29,69,0.420,25,57,0.439,4,12,0.333,0.601,5,6,0.833,4,17,21,16,7,0,10,22,88,0,,dienetr01,2005-2006
Walter McCarty,31,LAC,SF,36,1,353,33,99,0.333,10,45,0.222,23,54,0.426,0.384,12,21,0.571,15,53,68,23,8,5,19,52,88,0,,mccarwa01,2005-2006
Danny Fortson,29,SEA,C,23,1,276,27,51,0.529,0,0,,27,51,0.529,0.529,33,43,0.767,31,47,78,2,4,2,26,76,87,0,,fortsda01,2005-2006
Lindsey Hunter,35,DET,PG,30,1,353,37,100,0.370,11,43,0.256,26,57,0.456,0.425,2,4,0.500,10,30,40,62,19,1,20,44,87,0,,hunteli01,2005-2006
Andre Barrett,23,2TM,PG,19,0,282,38,104,0.365,2,14,0.143,36,90,0.400,0.375,9,12,0.750,9,16,25,52,10,0,15,13,87,0,,barrean01,2005-2006
Andre Barrett,23,PHO,PG,2,0,21,3,7,0.429,0,1,0.000,3,6,0.500,0.429,3,3,1.000,1,2,3,2,0,0,1,1,9,0,,barrean01,2005-2006
Andre Barrett,23,TOR,PG,17,0,261,35,97,0.361,2,13,0.154,33,84,0.393,0.371,6,9,0.667,8,14,22,50,10,0,14,12,78,0,,barrean01,2005-2006
Jon Barry,36,HOU,SG,20,0,342,25,65,0.385,12,32,0.375,13,33,0.394,0.477,24,29,0.828,1,30,31,26,13,1,22,25,86,0,,barryjo01,2005-2006
Mike Wilks,26,2TM,PG,47,0,348,29,90,0.322,3,19,0.158,26,71,0.366,0.339,25,41,0.610,9,30,39,32,14,1,24,34,86,0,,wilksmi01,2005-2006
Mike Wilks,26,CLE,PG,37,0,243,17,59,0.288,2,14,0.143,15,45,0.333,0.305,6,12,0.500,6,21,27,18,8,1,15,27,42,0,,wilksmi01,2005-2006
Mike Wilks,26,SEA,PG,10,0,105,12,31,0.387,1,5,0.200,11,26,0.423,0.403,19,29,0.655,3,9,12,14,6,0,9,7,44,0,,wilksmi01,2005-2006
Gerald Fitch,23,MIA,PG,18,1,239,30,89,0.337,7,26,0.269,23,63,0.365,0.376,17,23,0.739,7,23,30,33,7,5,15,28,84,0,,fitchge01,2005-2006
Vitaly Potapenko,30,2TM,C,33,12,353,37,71,0.521,0,0,,37,71,0.521,0.521,10,17,0.588,27,37,64,9,2,2,16,50,84,0,,potapvi01,2005-2006
Vitaly Potapenko,30,SEA,C,24,12,321,32,64,0.500,0,0,,32,64,0.500,0.500,10,17,0.588,26,36,62,7,2,2,14,44,74,0,,potapvi01,2005-2006
Vitaly Potapenko,30,SAC,C,9,0,32,5,7,0.714,0,0,,5,7,0.714,0.714,0,0,,1,1,2,2,0,0,2,6,10,0,,potapvi01,2005-2006
Sean Marks,30,SAS,PF,25,0,181,37,71,0.521,0,3,0.000,37,68,0.544,0.521,7,12,0.583,12,31,43,7,5,7,7,21,81,0,,marksse01,2005-2006
Ronald Dupree,25,MIN,SF,36,0,265,33,63,0.524,0,1,0.000,33,62,0.532,0.524,14,41,0.341,21,28,49,14,12,0,14,44,80,0,,duprero01,2005-2006
Mario Kasun,25,ORL,C,28,0,213,31,69,0.449,0,0,,31,69,0.449,0.449,18,23,0.783,24,36,60,3,2,3,15,69,80,0,,kasunma01,2005-2006
